d3mIndex,Page_total_likes_target,Type,Category,Post_Month,Post_Weekday,Post_Hour,Paid,Lifetime_Post_Total_Reach,Lifetime_Post_Total_Impressions,Lifetime_Engaged_Users,Lifetime_Post_Consumers,Lifetime_Post_Consumptions,Lifetime_Post_Impressions_by_people_who_have_liked_your_Page,Lifetime_Post_reach_by_people_who_like_your_Page,Lifetime_People_who_have_liked_your_Page_and_engaged_with_your_post,comment,like,share,Total_Interactions_target
326,121540.0,Photo,2.0,5.0,7.0,14.0,0.0,3806.0,6486.0,722.0,658.0,880.0,4955.0,2772.0,361.0,1.0,79.0,17.0,97.0
327,120050.0,Photo,3.0,5.0,5.0,9.0,1.0,3776.0,6736.0,577.0,529.0,719.0,4846.0,2614.0,371.0,3.0,97.0,22.0,122.0
328,120050.0,Photo,3.0,5.0,4.0,12.0,0.0,39040.0,55633.0,1684.0,1183.0,2123.0,32021.0,19712.0,1101.0,16.0,617.0,58.0,691.0
329,120050.0,Photo,3.0,5.0,4.0,4.0,1.0,4032.0,7278.0,684.0,607.0,848.0,4935.0,2644.0,432.0,7.0,139.0,34.0,180.0
330,120050.0,Photo,3.0,5.0,3.0,12.0,0.0,21248.0,34095.0,1049.0,918.0,1438.0,11280.0,6664.0,536.0,20.0,199.0,32.0,251.0
331,119198.0,Photo,3.0,5.0,3.0,5.0,0.0,4344.0,8025.0,692.0,626.0,872.0,4911.0,2528.0,367.0,1.0,107.0,26.0,134.0
332,119198.0,Photo,3.0,5.0,2.0,12.0,0.0,2718.0,4698.0,566.0,528.0,663.0,3601.0,1992.0,306.0,0.0,50.0,10.0,60.0
333,119198.0,Photo,3.0,5.0,2.0,1.0,0.0,3024.0,5630.0,596.0,560.0,721.0,4114.0,2098.0,341.0,0.0,64.0,20.0,84.0
334,119198.0,Status,2.0,5.0,1.0,2.0,0.0,10152.0,17099.0,1636.0,1599.0,2755.0,15382.0,8980.0,1613.0,2.0,55.0,10.0,67.0
335,119198.0,Photo,2.0,5.0,7.0,2.0,0.0,4708.0,8090.0,678.0,594.0,889.0,4664.0,2690.0,390.0,1.0,142.0,37.0,180.0
336,119198.0,Photo,3.0,5.0,6.0,14.0,0.0,2772.0,4642.0,526.0,479.0,604.0,3353.0,1943.0,305.0,2.0,72.0,9.0,83.0
337,119198.0,Photo,3.0,5.0,6.0,6.0,0.0,2812.0,4954.0,536.0,485.0,672.0,3382.0,1853.0,323.0,4.0,79.0,16.0,99.0
338,119198.0,Photo,3.0,5.0,5.0,10.0,1.0,6460.0,11373.0,823.0,706.0,1197.0,6279.0,3612.0,505.0,25.0,244.0,44.0,313.0
339,117764.0,Photo,1.0,5.0,4.0,10.0,0.0,18056.0,32576.0,1062.0,875.0,1389.0,26514.0,14728.0,701.0,25.0,307.0,58.0,390.0
340,117764.0,Photo,3.0,5.0,4.0,4.0,0.0,5016.0,8745.0,679.0,569.0,966.0,5904.0,3322.0,488.0,6.0,212.0,36.0,254.0
341,117764.0,Photo,3.0,5.0,3.0,11.0,0.0,3528.0,6181.0,470.0,415.0,583.0,4249.0,2352.0,322.0,2.0,95.0,17.0,114.0
342,117764.0,Photo,2.0,5.0,2.0,11.0,0.0,6444.0,11509.0,734.0,625.0,1157.0,7910.0,4136.0,512.0,5.0,194.0,33.0,232.0
343,117764.0,Photo,3.0,5.0,1.0,13.0,1.0,4458.0,7753.0,491.0,432.0,676.0,5493.0,3106.0,340.0,6.0,101.0,29.0,136.0
344,117764.0,Link,1.0,5.0,1.0,2.0,0.0,12540.0,19301.0,344.0,322.0,396.0,16914.0,11008.0,289.0,3.0,46.0,14.0,63.0
345,117764.0,Photo,3.0,5.0,7.0,13.0,1.0,4362.0,7378.0,604.0,509.0,767.0,5681.0,3216.0,469.0,3.0,156.0,20.0,179.0
346,117764.0,Photo,3.0,5.0,7.0,2.0,0.0,38960.0,65149.0,2298.0,1702.0,3000.0,57722.0,34368.0,1978.0,37.0,821.0,90.0,948.0
347,117764.0,Photo,3.0,5.0,6.0,13.0,0.0,3144.0,5067.0,392.0,356.0,507.0,3586.0,2148.0,271.0,1.0,58.0,13.0,72.0
348,117764.0,Photo,3.0,5.0,6.0,8.0,1.0,4336.0,7705.0,574.0,484.0,847.0,5156.0,2752.0,403.0,12.0,155.0,23.0,190.0
349,117764.0,Photo,3.0,5.0,5.0,13.0,0.0,81856.0,124753.0,3000.0,1637.0,2718.0,52477.0,27392.0,1756.0,45.0,1639.0,122.0,1806.0
350,116435.0,Photo,2.0,5.0,5.0,9.0,0.0,5728.0,10164.0,676.0,587.0,1049.0,6890.0,3714.0,475.0,3.0,155.0,32.0,190.0
351,116435.0,Photo,3.0,5.0,4.0,13.0,1.0,5490.0,9518.0,647.0,555.0,847.0,6549.0,3716.0,476.0,4.0,166.0,33.0,203.0
352,116435.0,Status,1.0,5.0,4.0,3.0,1.0,23832.0,42313.0,1701.0,1570.0,2838.0,37816.0,21352.0,1578.0,6.0,210.0,39.0,255.0
353,116435.0,Photo,3.0,5.0,3.0,7.0,0.0,18552.0,25542.0,1005.0,676.0,1021.0,15973.0,10584.0,676.0,4.0,400.0,25.0,429.0
354,116435.0,Photo,2.0,5.0,2.0,14.0,0.0,4132.0,7165.0,552.0,495.0,713.0,4908.0,2754.0,398.0,2.0,98.0,18.0,118.0
355,116435.0,Photo,1.0,5.0,2.0,8.0,0.0,4910.0,9209.0,625.0,561.0,869.0,5768.0,2812.0,411.0,12.0,138.0,38.0,188.0
356,116435.0,Photo,3.0,5.0,1.0,13.0,0.0,4202.0,7633.0,562.0,481.0,730.0,6173.0,3298.0,428.0,3.0,148.0,16.0,167.0
357,116091.0,Photo,2.0,5.0,1.0,3.0,0.0,5976.0,10441.0,689.0,544.0,833.0,7055.0,4046.0,487.0,2.0,267.0,40.0,309.0
358,116091.0,Photo,2.0,5.0,7.0,14.0,0.0,5206.0,8962.0,565.0,492.0,878.0,6461.0,3708.0,414.0,1.0,144.0,29.0,174.0
359,116091.0,Photo,3.0,5.0,7.0,2.0,0.0,6984.0,12066.0,780.0,631.0,1116.0,8188.0,4776.0,570.0,25.0,256.0,54.0,335.0
360,116091.0,Photo,1.0,5.0,6.0,9.0,0.0,6000.0,10300.0,577.0,539.0,886.0,7886.0,4454.0,429.0,3.0,72.0,24.0,99.0
361,116091.0,Photo,3.0,5.0,6.0,3.0,0.0,3332.0,5797.0,463.0,406.0,552.0,4347.0,2330.0,341.0,0.0,87.0,18.0,105.0
362,116091.0,Status,2.0,5.0,5.0,7.0,0.0,9232.0,16811.0,908.0,861.0,1967.0,12996.0,7200.0,843.0,1.0,129.0,36.0,166.0
363,115893.0,Photo,3.0,4.0,4.0,15.0,1.0,5212.0,9035.0,736.0,642.0,1005.0,6258.0,3608.0,597.0,1.0,179.0,30.0,210.0
364,115893.0,Photo,1.0,4.0,3.0,13.0,0.0,24264.0,51899.0,1599.0,1485.0,3153.0,48466.0,21928.0,1392.0,9.0,194.0,33.0,236.0
365,115368.0,Photo,3.0,4.0,3.0,8.0,0.0,4280.0,7594.0,624.0,555.0,771.0,4632.0,2530.0,497.0,1.0,124.0,32.0,157.0
366,115368.0,Photo,3.0,4.0,2.0,13.0,0.0,6692.0,11859.0,905.0,742.0,1165.0,8391.0,4692.0,737.0,4.0,304.0,47.0,355.0
367,115368.0,Photo,3.0,4.0,2.0,2.0,1.0,5594.0,9586.0,739.0,670.0,1048.0,5732.0,3256.0,555.0,12.0,138.0,39.0,189.0
368,115368.0,Photo,1.0,4.0,1.0,2.0,0.0,11336.0,15350.0,583.0,547.0,724.0,13876.0,10160.0,484.0,4.0,41.0,9.0,54.0
369,113028.0,Photo,2.0,4.0,7.0,3.0,1.0,5582.0,9903.0,708.0,620.0,923.0,6315.0,3422.0,557.0,2.0,163.0,35.0,200.0
370,113028.0,Photo,1.0,4.0,6.0,14.0,0.0,28352.0,55202.0,1476.0,1242.0,1990.0,47899.0,24512.0,1185.0,45.0,407.0,76.0,528.0
371,113028.0,Status,2.0,4.0,6.0,3.0,1.0,17912.0,34774.0,2750.0,2567.0,6591.0,21009.0,11408.0,2256.0,17.0,447.0,123.0,587.0
372,113028.0,Link,1.0,4.0,5.0,7.0,1.0,35360.0,45260.0,339.0,325.0,477.0,9105.0,5472.0,156.0,7.0,38.0,11.0,56.0
373,113028.0,Photo,1.0,4.0,5.0,5.0,0.0,9084.0,15194.0,962.0,916.0,1897.0,11853.0,7024.0,758.0,2.0,93.0,26.0,121.0
374,113028.0,Photo,1.0,4.0,4.0,12.0,1.0,6880.0,11736.0,671.0,639.0,889.0,9389.0,5232.0,556.0,0.0,59.0,16.0,75.0
375,111620.0,Photo,3.0,4.0,4.0,7.0,1.0,12824.0,18929.0,830.0,623.0,864.0,15678.0,10968.0,705.0,0.0,286.0,30.0,316.0
376,111620.0,Photo,3.0,4.0,3.0,7.0,0.0,6596.0,9835.0,564.0,526.0,678.0,8242.0,5352.0,456.0,0.0,66.0,13.0,79.0
377,111620.0,Photo,3.0,4.0,2.0,13.0,1.0,7492.0,12414.0,838.0,713.0,1274.0,8452.0,5024.0,670.0,8.0,236.0,51.0,295.0
378,111620.0,Photo,1.0,4.0,2.0,6.0,1.0,44288.0,60918.0,1215.0,1105.0,1746.0,22130.0,14224.0,814.0,2.0,152.0,11.0,165.0
379,111620.0,Photo,3.0,4.0,1.0,14.0,1.0,105632.0,147918.0,3984.0,2254.0,3391.0,48575.0,27328.0,1936.0,51.0,1998.0,128.0,2177.0
380,111620.0,Photo,1.0,4.0,7.0,14.0,0.0,128064.0,251269.0,1539.0,1408.0,2506.0,84046.0,32384.0,985.0,8.0,186.0,18.0,212.0
381,109670.0,Photo,3.0,4.0,6.0,20.0,0.0,5994.0,9970.0,964.0,838.0,1254.0,6896.0,3998.0,683.0,11.0,235.0,34.0,280.0
382,109670.0,Photo,1.0,4.0,6.0,13.0,0.0,6172.0,10417.0,718.0,684.0,906.0,7692.0,4234.0,508.0,1.0,64.0,22.0,87.0
383,109670.0,Photo,3.0,4.0,6.0,3.0,0.0,4986.0,8198.0,662.0,614.0,788.0,5685.0,3230.0,469.0,2.0,92.0,28.0,122.0
384,109670.0,Photo,1.0,4.0,5.0,13.0,0.0,6668.0,10701.0,669.0,642.0,943.0,7956.0,4696.0,492.0,3.0,53.0,13.0,69.0
385,109670.0,Photo,3.0,4.0,5.0,7.0,1.0,5298.0,8875.0,657.0,575.0,874.0,5640.0,3206.0,471.0,5.0,140.0,38.0,183.0
386,109670.0,Photo,1.0,4.0,4.0,3.0,0.0,35008.0,45508.0,621.0,597.0,768.0,8149.0,4864.0,389.0,0.0,48.0,8.0,56.0
387,109670.0,Photo,1.0,4.0,3.0,13.0,1.0,5402.0,8891.0,700.0,633.0,1078.0,6733.0,3992.0,514.0,0.0,112.0,14.0,126.0
388,109670.0,Photo,1.0,4.0,3.0,8.0,0.0,9880.0,12695.0,524.0,497.0,658.0,7072.0,4732.0,382.0,0.0,35.0,5.0,40.0
389,109670.0,Photo,1.0,4.0,2.0,13.0,0.0,3334.0,5953.0,584.0,565.0,842.0,4954.0,2604.0,440.0,4.0,37.0,3.0,44.0
390,109670.0,Photo,3.0,4.0,2.0,2.0,1.0,3130.0,5313.0,522.0,495.0,616.0,3821.0,2112.0,385.0,0.0,48.0,14.0,62.0
391,109670.0,Photo,2.0,4.0,1.0,13.0,1.0,32208.0,55696.0,1933.0,1367.0,2123.0,43980.0,24720.0,1568.0,6.0,766.0,109.0,881.0
392,109670.0,Photo,1.0,4.0,1.0,2.0,0.0,20920.0,26026.0,705.0,642.0,913.0,13546.0,9768.0,538.0,1.0,96.0,18.0,115.0
393,109670.0,Photo,3.0,4.0,7.0,14.0,0.0,3884.0,6406.0,518.0,483.0,597.0,4747.0,2686.0,392.0,1.0,57.0,13.0,71.0
394,107907.0,Photo,3.0,4.0,7.0,13.0,0.0,4240.0,7057.0,601.0,542.0,730.0,5026.0,2868.0,461.0,3.0,114.0,21.0,138.0
395,107907.0,Photo,1.0,4.0,6.0,9.0,0.0,3544.0,6156.0,509.0,482.0,701.0,5011.0,2746.0,387.0,1.0,51.0,6.0,58.0
396,107907.0,Photo,3.0,4.0,6.0,3.0,1.0,3286.0,6276.0,504.0,458.0,633.0,4010.0,2162.0,376.0,1.0,87.0,27.0,115.0
397,107907.0,Photo,1.0,4.0,5.0,9.0,0.0,71360.0,110172.0,1784.0,1732.0,3383.0,47977.0,25888.0,1103.0,5.0,81.0,11.0,97.0
398,107907.0,Photo,3.0,4.0,5.0,3.0,0.0,3824.0,6333.0,666.0,627.0,822.0,4447.0,2604.0,462.0,1.0,71.0,18.0,90.0
399,107907.0,Photo,3.0,4.0,4.0,13.0,0.0,6360.0,11079.0,715.0,631.0,1028.0,6661.0,3864.0,505.0,9.0,164.0,52.0,225.0
400,107907.0,Photo,3.0,4.0,4.0,5.0,1.0,3714.0,6385.0,537.0,481.0,645.0,4441.0,2512.0,395.0,5.0,91.0,26.0,122.0
401,107907.0,Photo,1.0,4.0,3.0,13.0,1.0,46192.0,80227.0,1364.0,1096.0,1697.0,32842.0,16960.0,762.0,9.0,329.0,38.0,376.0
402,107907.0,Photo,1.0,4.0,3.0,4.0,1.0,39568.0,47128.0,741.0,652.0,957.0,22022.0,16096.0,519.0,4.0,128.0,17.0,149.0
403,107907.0,Link,1.0,4.0,2.0,6.0,0.0,70912.0,94172.0,1374.0,1106.0,1267.0,42338.0,27232.0,788.0,1.0,379.0,40.0,420.0
404,107907.0,Photo,3.0,4.0,1.0,3.0,0.0,4552.0,7253.0,471.0,444.0,569.0,4440.0,2664.0,316.0,1.0,52.0,24.0,77.0
405,107907.0,Photo,3.0,4.0,7.0,10.0,0.0,4390.0,7004.0,484.0,453.0,602.0,4607.0,2862.0,347.0,1.0,63.0,26.0,90.0
406,107907.0,Photo,3.0,4.0,7.0,3.0,0.0,4770.0,7716.0,494.0,455.0,632.0,5040.0,3114.0,344.0,2.0,97.0,25.0,124.0
407,106928.0,Photo,3.0,4.0,6.0,9.0,1.0,2970.0,4649.0,421.0,390.0,544.0,3346.0,2044.0,301.0,2.0,56.0,9.0,67.0
408,106928.0,Link,1.0,4.0,6.0,4.0,0.0,34192.0,42092.0,338.0,322.0,389.0,22907.0,16464.0,230.0,1.0,36.0,7.0,44.0
409,106928.0,Photo,2.0,4.0,5.0,13.0,0.0,5302.0,8769.0,624.0,566.0,979.0,6021.0,3606.0,441.0,4.0,138.0,26.0,168.0
410,106928.0,Photo,2.0,4.0,5.0,3.0,0.0,5560.0,9301.0,642.0,586.0,984.0,6600.0,3916.0,463.0,7.0,142.0,24.0,173.0
411,106928.0,Photo,3.0,4.0,4.0,13.0,0.0,4406.0,6769.0,477.0,433.0,571.0,4550.0,2830.0,335.0,1.0,75.0,15.0,91.0
412,106928.0,Photo,1.0,4.0,4.0,3.0,1.0,5290.0,8132.0,612.0,570.0,857.0,6032.0,3794.0,454.0,1.0,89.0,14.0,104.0
413,104070.0,Photo,1.0,3.0,5.0,14.0,1.0,3696.0,5824.0,517.0,474.0,742.0,4166.0,2650.0,391.0,2.0,63.0,16.0,81.0
414,104070.0,Photo,1.0,3.0,4.0,14.0,1.0,6030.0,9579.0,735.0,659.0,1448.0,6956.0,4418.0,572.0,3.0,176.0,29.0,208.0
415,104070.0,Photo,1.0,3.0,4.0,7.0,0.0,49632.0,1110282.0,1653.0,1480.0,2567.0,1107833.0,48368.0,1513.0,7.0,227.0,15.0,249.0
416,104070.0,Status,1.0,3.0,3.0,15.0,0.0,9120.0,14759.0,951.0,937.0,1290.0,13246.0,8004.0,924.0,3.0,25.0,6.0,34.0
417,104070.0,Photo,1.0,3.0,3.0,10.0,0.0,1874.0,2474.0,25.0,25.0,31.0,1483.0,1062.0,15.0,0.0,0.0,0.0,0.0
418,102112.0,Photo,1.0,3.0,3.0,10.0,0.0,4122.0,7073.0,466.0,455.0,609.0,5827.0,3302.0,361.0,1.0,27.0,11.0,39.0
419,102112.0,Photo,1.0,3.0,3.0,4.0,0.0,5080.0,8238.0,523.0,505.0,727.0,6630.0,3892.0,403.0,0.0,39.0,14.0,53.0
420,102112.0,Photo,1.0,3.0,2.0,12.0,0.0,4068.0,7333.0,538.0,513.0,934.0,5914.0,3198.0,402.0,0.0,61.0,13.0,74.0
421,102112.0,Photo,1.0,3.0,2.0,3.0,0.0,3272.0,6079.0,463.0,446.0,653.0,5079.0,2644.0,357.0,0.0,32.0,7.0,39.0
422,102112.0,Photo,1.0,3.0,1.0,19.0,0.0,238.0,570.0,143.0,142.0,834.0,567.0,236.0,99.0,0.0,2.0,0.0,2.0
423,102112.0,Photo,1.0,3.0,1.0,18.0,0.0,3358.0,5900.0,541.0,507.0,4550.0,4650.0,2800.0,344.0,8.0,109.0,3.0,120.0
424,102112.0,Photo,1.0,3.0,1.0,18.0,0.0,6400.0,11941.0,735.0,726.0,8415.0,10987.0,5916.0,628.0,0.0,32.0,6.0,38.0
425,102112.0,Link,3.0,3.0,1.0,3.0,0.0,6876.0,10885.0,282.0,245.0,337.0,9403.0,5752.0,259.0,2.0,68.0,15.0,85.0
426,100732.0,Photo,1.0,3.0,7.0,18.0,0.0,391.0,746.0,131.0,130.0,766.0,723.0,380.0,93.0,0.0,6.0,1.0,7.0
427,100732.0,Photo,1.0,3.0,7.0,17.0,0.0,10844.0,22468.0,1409.0,1339.0,11064.0,18310.0,8848.0,1086.0,4.0,213.0,13.0,230.0
428,100732.0,Photo,1.0,3.0,7.0,15.0,0.0,5132.0,9067.0,398.0,398.0,1690.0,9065.0,5132.0,393.0,0.0,2.0,0.0,2.0
429,100732.0,Photo,1.0,3.0,7.0,15.0,0.0,3772.0,6971.0,144.0,144.0,1033.0,6932.0,3758.0,140.0,0.0,3.0,0.0,3.0
430,100732.0,Link,1.0,3.0,7.0,14.0,0.0,2933.0,5144.0,24.0,23.0,26.0,3972.0,2012.0,19.0,0.0,6.0,0.0,6.0
431,100732.0,Photo,1.0,3.0,7.0,12.0,0.0,4094.0,7469.0,206.0,203.0,1420.0,7451.0,4088.0,200.0,0.0,4.0,0.0,4.0
432,100732.0,Photo,1.0,3.0,6.0,17.0,0.0,452.0,726.0,186.0,184.0,889.0,721.0,450.0,114.0,0.0,4.0,1.0,5.0
433,100732.0,Photo,1.0,3.0,6.0,17.0,0.0,11420.0,23855.0,1411.0,1342.0,8049.0,16634.0,8032.0,865.0,12.0,211.0,14.0,237.0
434,100732.0,Photo,1.0,3.0,6.0,15.0,0.0,5704.0,10510.0,452.0,450.0,2895.0,9348.0,5388.0,361.0,1.0,15.0,1.0,17.0
435,100732.0,Photo,1.0,3.0,6.0,15.0,0.0,7192.0,12811.0,587.0,554.0,3941.0,11519.0,6616.0,472.0,11.0,95.0,4.0,110.0
436,100732.0,Photo,1.0,3.0,6.0,13.0,1.0,9604.0,16557.0,1061.0,1037.0,9614.0,13618.0,7984.0,705.0,16.0,127.0,0.0,143.0
437,100732.0,Photo,1.0,3.0,6.0,10.0,0.0,122944.0,457509.0,1373.0,1268.0,2106.0,72846.0,13184.0,475.0,0.0,136.0,13.0,149.0
438,98195.0,Link,2.0,3.0,6.0,6.0,0.0,5730.0,10083.0,103.0,71.0,97.0,8964.0,4830.0,92.0,2.0,32.0,15.0,49.0
439,98195.0,Photo,1.0,3.0,6.0,3.0,0.0,4898.0,7960.0,560.0,528.0,719.0,6380.0,3730.0,363.0,1.0,76.0,9.0,86.0
440,98195.0,Photo,1.0,3.0,5.0,10.0,0.0,4118.0,7355.0,546.0,526.0,675.0,6423.0,3466.0,379.0,1.0,28.0,7.0,36.0
441,98195.0,Photo,1.0,3.0,5.0,4.0,1.0,1845.0,2670.0,9.0,9.0,9.0,1614.0,1008.0,9.0,0.0,0.0,0.0,0.0
442,98195.0,Photo,3.0,3.0,4.0,13.0,0.0,34480.0,191207.0,1591.0,1156.0,1926.0,184270.0,30720.0,1292.0,10.0,664.0,97.0,771.0
443,96749.0,Photo,3.0,3.0,2.0,9.0,0.0,5338.0,9940.0,589.0,556.0,715.0,8146.0,3920.0,363.0,1.0,62.0,10.0,73.0
444,96749.0,Photo,2.0,3.0,2.0,5.0,0.0,5312.0,9411.0,603.0,582.0,795.0,7034.0,3588.0,345.0,0.0,48.0,20.0,68.0
445,96749.0,Photo,1.0,3.0,1.0,13.0,1.0,4412.0,8070.0,711.0,678.0,926.0,6937.0,3478.0,346.0,1.0,55.0,7.0,63.0
446,96749.0,Photo,1.0,3.0,1.0,2.0,1.0,98816.0,125026.0,11452.0,11328.0,18115.0,16682.0,10336.0,1356.0,10.0,197.0,21.0,228.0
447,96749.0,Photo,1.0,3.0,7.0,10.0,1.0,7220.0,12735.0,2348.0,2300.0,3311.0,9837.0,5296.0,642.0,6.0,88.0,24.0,118.0
448,96749.0,Photo,1.0,3.0,7.0,5.0,1.0,14320.0,21958.0,1850.0,1819.0,2170.0,9579.0,4664.0,413.0,2.0,59.0,6.0,67.0
449,93684.0,Photo,1.0,2.0,6.0,13.0,1.0,27056.0,162816.0,2299.0,2127.0,2737.0,160270.0,25424.0,1146.0,6.0,234.0,26.0,266.0
450,93577.0,Photo,1.0,2.0,6.0,6.0,0.0,20528.0,33000.0,1876.0,1800.0,2654.0,14636.0,7632.0,656.0,3.0,148.0,21.0,172.0
451,93470.0,Photo,1.0,2.0,5.0,12.0,0.0,6416.0,11459.0,1362.0,1313.0,1652.0,9122.0,4716.0,497.0,0.0,96.0,29.0,125.0
452,93363.0,Photo,1.0,2.0,5.0,6.0,0.0,5786.0,10634.0,1237.0,1218.0,1526.0,9103.0,4764.0,483.0,4.0,49.0,15.0,68.0
453,93256.0,Photo,3.0,2.0,4.0,12.0,0.0,5878.0,10508.0,1132.0,1087.0,1380.0,8471.0,4528.0,446.0,3.0,98.0,27.0,128.0
454,93149.0,Photo,3.0,2.0,4.0,3.0,0.0,9528.0,16535.0,1383.0,1288.0,1834.0,11276.0,6260.0,630.0,14.0,198.0,70.0,282.0
455,93042.0,Photo,3.0,2.0,3.0,13.0,0.0,8500.0,14157.0,1095.0,1029.0,1422.0,9670.0,5640.0,465.0,5.0,159.0,53.0,217.0
456,92935.0,Photo,1.0,2.0,3.0,9.0,1.0,3796.0,6737.0,949.0,940.0,1192.0,5249.0,2694.0,398.0,1.0,22.0,6.0,29.0
457,92828.0,Photo,1.0,2.0,3.0,6.0,0.0,28128.0,42940.0,2283.0,2190.0,3400.0,9183.0,4560.0,621.0,6.0,154.0,18.0,178.0
458,92721.0,Photo,3.0,2.0,2.0,13.0,0.0,7228.0,12627.0,1239.0,1189.0,1612.0,9781.0,5348.0,606.0,5.0,128.0,32.0,165.0
459,92614.0,Photo,2.0,2.0,2.0,3.0,1.0,5290.0,9100.0,1053.0,994.0,1326.0,6285.0,3578.0,441.0,2.0,129.0,32.0,163.0
460,92507.0,Photo,3.0,2.0,1.0,13.0,0.0,55520.0,665792.0,4544.0,3586.0,6624.0,648611.0,47488.0,3430.0,146.0,1546.0,181.0,1873.0
461,92400.0,Photo,1.0,2.0,1.0,4.0,0.0,5880.0,10115.0,1291.0,1264.0,1878.0,8536.0,4884.0,706.0,5.0,79.0,11.0,95.0
462,92293.0,Photo,3.0,2.0,7.0,13.0,1.0,10040.0,17029.0,1429.0,1346.0,2022.0,11744.0,6964.0,742.0,19.0,214.0,78.0,311.0
463,92186.0,Photo,3.0,2.0,7.0,2.0,1.0,153536.0,497910.0,1713.0,1633.0,2493.0,8907.0,5696.0,593.0,8.0,134.0,34.0,176.0
464,92079.0,Photo,1.0,2.0,6.0,13.0,0.0,158208.0,453213.0,2482.0,2319.0,3412.0,81938.0,20608.0,1034.0,9.0,268.0,36.0,313.0
465,91972.0,Photo,3.0,2.0,6.0,3.0,0.0,6484.0,10832.0,1166.0,1115.0,1441.0,7316.0,4280.0,583.0,4.0,128.0,38.0,170.0
466,91865.0,Photo,2.0,2.0,5.0,13.0,1.0,4840.0,7466.0,949.0,923.0,1116.0,5362.0,3370.0,447.0,3.0,47.0,21.0,71.0
467,91758.0,Photo,2.0,2.0,5.0,3.0,1.0,15880.0,51571.0,1188.0,1071.0,1410.0,47976.0,13560.0,677.0,1.0,200.0,37.0,238.0
468,91651.0,Photo,1.0,2.0,4.0,12.0,0.0,15288.0,31467.0,1573.0,1401.0,2110.0,28247.0,13312.0,1052.0,5.0,264.0,36.0,305.0
469,91544.0,Photo,3.0,2.0,4.0,3.0,0.0,9528.0,16779.0,1245.0,1175.0,1725.0,11885.0,6672.0,729.0,10.0,193.0,61.0,264.0
470,91437.0,Link,1.0,2.0,3.0,13.0,0.0,9356.0,14986.0,448.0,381.0,505.0,13919.0,8460.0,392.0,4.0,114.0,13.0,131.0
471,91330.0,Photo,3.0,2.0,3.0,3.0,0.0,7732.0,13264.0,1066.0,1002.0,1336.0,8753.0,4880.0,570.0,7.0,160.0,57.0,224.0
472,91223.0,Photo,1.0,2.0,2.0,13.0,0.0,5240.0,8893.0,857.0,837.0,1020.0,7420.0,4232.0,466.0,0.0,46.0,15.0,61.0
473,91116.0,Photo,3.0,2.0,2.0,4.0,1.0,7132.0,12060.0,1004.0,944.0,1226.0,8294.0,4736.0,576.0,4.0,136.0,42.0,182.0
474,91009.0,Photo,1.0,2.0,1.0,12.0,0.0,21928.0,39641.0,1512.0,1479.0,1837.0,6338.0,3672.0,497.0,0.0,73.0,13.0,86.0
475,86909.0,Photo,3.0,1.0,6.0,16.0,1.0,5754.0,9238.0,1179.0,1143.0,1452.0,6101.0,3546.0,420.0,0.0,65.0,19.0,84.0
476,86909.0,Photo,1.0,1.0,6.0,10.0,1.0,37088.0,10966.0,2728.0,2288.0,3183.0,66311.0,34352.0,2021.0,7.0,579.0,47.0,633.0
477,86909.0,Link,1.0,1.0,6.0,4.0,0.0,39600.0,7927.0,572.0,496.0,581.0,12522.0,8176.0,167.0,1.0,101.0,5.0,107.0
478,86909.0,Photo,3.0,1.0,5.0,13.0,0.0,5536.0,8745.0,1141.0,1099.0,1461.0,5225.0,3098.0,483.0,1.0,74.0,31.0,106.0
479,86909.0,Photo,3.0,1.0,5.0,4.0,0.0,6056.0,10325.0,1117.0,1078.0,1427.0,6823.0,3788.0,487.0,7.0,84.0,36.0,127.0
480,86909.0,Photo,2.0,1.0,4.0,11.0,0.0,11484.0,20696.0,1762.0,1635.0,2741.0,8774.0,5124.0,722.0,56.0,360.0,99.0,515.0
481,86491.0,Link,1.0,1.0,4.0,4.0,1.0,4938.0,7910.0,66.0,63.0,70.0,6625.0,3804.0,59.0,0.0,5.0,2.0,7.0
482,86491.0,Photo,3.0,1.0,3.0,10.0,0.0,66784.0,9456.0,2969.0,2833.0,3645.0,17809.0,11328.0,801.0,3.0,187.0,36.0,226.0
483,86491.0,Photo,2.0,1.0,3.0,3.0,0.0,5526.0,8779.0,1096.0,1058.0,1399.0,5732.0,3412.0,453.0,2.0,69.0,26.0,97.0
484,86491.0,Photo,3.0,1.0,2.0,7.0,0.0,5040.0,8367.0,1062.0,1023.0,1348.0,5485.0,3068.0,437.0,2.0,82.0,24.0,108.0
485,86491.0,Link,1.0,1.0,2.0,2.0,0.0,5168.0,8371.0,66.0,59.0,71.0,7041.0,3996.0,58.0,0.0,12.0,2.0,14.0
486,85979.0,Photo,3.0,1.0,1.0,12.0,0.0,5034.0,8030.0,1020.0,993.0,1243.0,5340.0,3094.0,440.0,2.0,56.0,25.0,83.0
487,85979.0,Photo,3.0,1.0,1.0,2.0,0.0,4908.0,7491.0,957.0,937.0,1153.0,4642.0,2842.0,393.0,1.0,44.0,21.0,66.0
488,85979.0,Photo,3.0,1.0,7.0,10.0,0.0,9700.0,17442.0,1407.0,1271.0,2007.0,8872.0,4876.0,660.0,21.0,277.0,80.0,378.0
