d3mIndex,age,workclass,fnlwgt,education,educationNum,maritalStatus,occupation,relationship,race,sex,capitalGain,capitalLoss,hoursPerWeek,nativeCountry,label
2238,21.0,Private,129674.0,Some-college,10.0,Never-married,Exec-managerial,Not-in-family,Black,Male,0.0,0.0,48.0,Mexico,-1
2239,46.0,Private,146919.0,HS-grad,9.0,Separated,Sales,Not-in-family,White,Female,0.0,0.0,40.0,United-States,-1
2240,31.0,State-gov,59969.0,HS-grad,9.0,Married-civ-spouse,Adm-clerical,Other-relative,White,Female,0.0,0.0,35.0,United-States,-1
2241,30.0,Private,342730.0,HS-grad,9.0,Never-married,Prof-specialty,Not-in-family,White,Male,0.0,0.0,35.0,United-States,-1
2242,33.0,Private,159322.0,HS-grad,9.0,Divorced,Other-service,Unmarried,White,Male,0.0,0.0,40.0,United-States,-1
2243,32.0,Private,191777.0,Masters,14.0,Never-married,Adm-clerical,Not-in-family,Black,Female,0.0,0.0,40.0,United-States,-1
2244,43.0,Private,74581.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,48.0,United-States,1
2245,28.0,Private,56179.0,Some-college,10.0,Never-married,Exec-managerial,Not-in-family,White,Male,2174.0,0.0,55.0,United-States,-1
2246,22.0,Private,369387.0,11th,7.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,35.0,United-States,-1
2247,17.0,Private,72321.0,11th,7.0,Never-married,Other-service,Other-relative,White,Female,0.0,0.0,12.0,United-States,-1
2248,37.0,Private,176900.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,99.0,United-States,1
2249,20.0,Private,313817.0,Some-college,10.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,-1
2250,44.0,Private,228516.0,HS-grad,9.0,Never-married,Other-service,Unmarried,White,Male,0.0,0.0,20.0,Portugal,-1
2251,19.0,Private,188864.0,HS-grad,9.0,Never-married,Sales,Unmarried,Black,Female,0.0,0.0,20.0,United-States,-1
2252,51.0,Local-gov,97005.0,7th-8th,4.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,40.0,United-States,-1
2253,37.0,Self-emp-inc,188774.0,11th,7.0,Married-spouse-absent,Sales,Not-in-family,White,Male,0.0,0.0,60.0,,-1
2254,38.0,Federal-gov,174778.0,Some-college,10.0,Never-married,Adm-clerical,Not-in-family,White,Female,0.0,1980.0,40.0,United-States,-1
2255,49.0,Self-emp-not-inc,105614.0,HS-grad,9.0,Divorced,Sales,Not-in-family,White,Male,0.0,0.0,50.0,United-States,1
2256,51.0,Private,233149.0,Assoc-acdm,12.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,45.0,United-States,1
2257,28.0,Local-gov,214881.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,-1
2258,48.0,Private,64156.0,Some-college,10.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,45.0,United-States,-1
2259,32.0,Private,281384.0,HS-grad,9.0,Married-AF-spouse,Other-service,Other-relative,White,Female,0.0,0.0,10.0,United-States,-1
2260,53.0,Private,77462.0,Some-college,10.0,Separated,Prof-specialty,Not-in-family,White,Male,0.0,0.0,60.0,United-States,-1
2261,25.0,Private,262617.0,Bachelors,13.0,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,0.0,55.0,United-States,1
2262,36.0,Private,33001.0,HS-grad,9.0,Divorced,Farming-fishing,Unmarried,White,Male,0.0,0.0,50.0,United-States,-1
2263,37.0,Private,284582.0,Masters,14.0,Married-civ-spouse,Exec-managerial,Wife,White,Female,0.0,0.0,40.0,United-States,-1
2264,48.0,Private,355781.0,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0.0,0.0,40.0,India,1
2265,23.0,Self-emp-not-inc,258298.0,Bachelors,13.0,Never-married,Adm-clerical,Own-child,White,Male,0.0,2231.0,40.0,United-States,1
2266,39.0,Private,206951.0,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,United-States,1
2267,30.0,Private,207301.0,Bachelors,13.0,Never-married,Sales,Not-in-family,White,Female,0.0,0.0,50.0,United-States,-1
2268,67.0,Self-emp-not-inc,152102.0,HS-grad,9.0,Widowed,Farming-fishing,Not-in-family,White,Male,0.0,0.0,65.0,United-States,-1
2269,38.0,Private,233571.0,Some-college,10.0,Married-civ-spouse,Tech-support,Wife,White,Female,0.0,1902.0,40.0,United-States,1
2270,25.0,Private,264055.0,Bachelors,13.0,Never-married,Adm-clerical,Own-child,White,Male,0.0,0.0,40.0,United-States,-1
2271,24.0,Private,23438.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,-1
2272,19.0,Private,285263.0,HS-grad,9.0,Never-married,Adm-clerical,Own-child,White,Male,0.0,0.0,40.0,United-States,-1
2273,32.0,Private,349028.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,-1
2274,36.0,Federal-gov,186934.0,Bachelors,13.0,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,1848.0,55.0,United-States,1
2275,59.0,Self-emp-not-inc,75804.0,HS-grad,9.0,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,0.0,65.0,United-States,1
2276,30.0,Private,177216.0,Prof-school,15.0,Married-civ-spouse,Prof-specialty,Husband,Black,Male,0.0,1740.0,40.0,Haiti,-1
2277,29.0,Private,206351.0,Bachelors,13.0,Never-married,Prof-specialty,Not-in-family,White,Male,0.0,0.0,40.0,United-States,-1
2278,58.0,Private,113398.0,HS-grad,9.0,Never-married,Other-service,Other-relative,White,Male,0.0,0.0,25.0,United-States,-1
2279,31.0,Private,97723.0,Assoc-acdm,12.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,1
2280,23.0,Private,297152.0,Some-college,10.0,Never-married,Adm-clerical,Own-child,Black,Female,0.0,0.0,25.0,United-States,-1
2281,29.0,Private,37933.0,Bachelors,13.0,Never-married,Exec-managerial,Unmarried,Black,Female,0.0,0.0,40.0,United-States,-1
2282,50.0,Self-emp-not-inc,158352.0,Masters,14.0,Divorced,Prof-specialty,Not-in-family,White,Female,0.0,0.0,25.0,United-States,-1
2283,47.0,Self-emp-not-inc,208407.0,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,2002.0,30.0,United-States,-1
2284,40.0,Private,103474.0,HS-grad,9.0,Married-civ-spouse,Sales,Wife,White,Female,0.0,0.0,30.0,United-States,-1
2285,74.0,State-gov,88638.0,Doctorate,16.0,Never-married,Prof-specialty,Other-relative,White,Female,0.0,3683.0,20.0,United-States,1
2286,39.0,Private,230329.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,35.0,United-States,-1
2287,57.0,Self-emp-not-inc,50990.0,Some-college,10.0,Divorced,Transport-moving,Not-in-family,White,Male,0.0,0.0,40.0,United-States,-1
2288,25.0,Private,194813.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,50.0,United-States,-1
2289,37.0,State-gov,195843.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,5013.0,0.0,40.0,United-States,-1
2290,22.0,Private,464103.0,1st-4th,2.0,Never-married,Craft-repair,Not-in-family,White,Male,0.0,0.0,40.0,Guatemala,-1
2291,38.0,Local-gov,177305.0,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,38.0,United-States,-1
2292,52.0,Private,210736.0,Some-college,10.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,3103.0,0.0,55.0,United-States,1
2293,53.0,Local-gov,221722.0,Masters,14.0,Never-married,Exec-managerial,Not-in-family,White,Female,14344.0,0.0,50.0,United-States,1
2294,19.0,Private,175083.0,HS-grad,9.0,Never-married,Sales,Own-child,White,Female,0.0,0.0,8.0,United-States,-1
2295,37.0,Private,281012.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,Wife,Asian-Pac-Islander,Female,0.0,0.0,40.0,China,1
2296,42.0,Federal-gov,125461.0,Assoc-voc,11.0,Divorced,Exec-managerial,Unmarried,White,Male,0.0,323.0,40.0,United-States,-1
2297,37.0,Private,269329.0,Assoc-voc,11.0,Divorced,Prof-specialty,Not-in-family,White,Female,8614.0,0.0,45.0,United-States,1
2298,48.0,Self-emp-inc,38819.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,36.0,United-States,-1
2299,27.0,Private,364986.0,Some-college,10.0,Never-married,Other-service,Not-in-family,White,Male,0.0,0.0,38.0,United-States,-1
2300,38.0,Private,172571.0,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,1848.0,54.0,United-States,1
2301,56.0,Private,213105.0,HS-grad,9.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,36.0,United-States,1
2302,36.0,Private,116608.0,HS-grad,9.0,Never-married,Adm-clerical,Not-in-family,White,Female,4865.0,0.0,40.0,United-States,-1
2303,29.0,Private,337953.0,Bachelors,13.0,Never-married,Handlers-cleaners,Not-in-family,White,Male,0.0,0.0,36.0,United-States,-1
2304,24.0,Private,194848.0,Bachelors,13.0,Never-married,Tech-support,Own-child,White,Male,0.0,0.0,40.0,United-States,-1
2305,47.0,Private,138342.0,11th,7.0,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,0.0,40.0,United-States,-1
2306,21.0,Private,206008.0,Some-college,10.0,Never-married,Adm-clerical,Own-child,Black,Male,0.0,0.0,50.0,United-States,-1
2307,61.0,State-gov,103575.0,Some-college,10.0,Divorced,Craft-repair,Not-in-family,White,Male,0.0,0.0,40.0,Germany,-1
2308,35.0,Private,140915.0,Bachelors,13.0,Never-married,Sales,Own-child,Asian-Pac-Islander,Male,0.0,1590.0,40.0,South,-1
2309,40.0,Private,200496.0,Bachelors,13.0,Separated,Sales,Not-in-family,White,Male,0.0,0.0,40.0,United-States,-1
2310,39.0,Private,85783.0,Bachelors,13.0,Married-civ-spouse,Adm-clerical,Wife,White,Female,0.0,0.0,28.0,United-States,-1
2311,33.0,Private,100135.0,HS-grad,9.0,Married-civ-spouse,Adm-clerical,Wife,White,Female,0.0,1740.0,25.0,United-States,-1
2312,54.0,Private,86837.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,0.0,1902.0,40.0,United-States,1
2313,28.0,Private,52199.0,Bachelors,13.0,Never-married,Other-service,Not-in-family,White,Male,0.0,0.0,50.0,United-States,-1
2314,51.0,Local-gov,134808.0,HS-grad,9.0,Widowed,Other-service,Unmarried,White,Female,0.0,0.0,40.0,United-States,-1
2315,56.0,Private,103948.0,11th,7.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,40.0,United-States,-1
2316,62.0,Self-emp-inc,153891.0,Assoc-voc,11.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,3137.0,0.0,40.0,United-States,-1
2317,35.0,Private,86648.0,Prof-school,15.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,7688.0,0.0,50.0,United-States,1
2318,37.0,Private,184498.0,HS-grad,9.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,40.0,United-States,-1
2319,36.0,Self-emp-not-inc,66883.0,Some-college,10.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,60.0,United-States,-1
2320,31.0,Private,241797.0,Some-college,10.0,Divorced,Tech-support,Unmarried,White,Female,0.0,0.0,40.0,United-States,-1
2321,48.0,Private,235108.0,HS-grad,9.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,40.0,United-States,-1
2322,60.0,Private,83861.0,HS-grad,9.0,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0.0,0.0,40.0,United-States,-1
2323,50.0,Private,93730.0,10th,6.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,60.0,United-States,-1
2324,36.0,Private,112264.0,HS-grad,9.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,50.0,United-States,-1
2325,71.0,Private,179574.0,Prof-school,15.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,12.0,United-States,1
2326,32.0,Private,180871.0,Assoc-voc,11.0,Divorced,Sales,Not-in-family,White,Male,0.0,0.0,50.0,United-States,1
2327,36.0,Self-emp-inc,242080.0,Prof-school,15.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,80.0,United-States,1
2328,27.0,Private,275466.0,10th,6.0,Never-married,Handlers-cleaners,Own-child,Black,Male,0.0,0.0,40.0,United-States,-1
2329,22.0,Private,100345.0,Bachelors,13.0,Never-married,Craft-repair,Not-in-family,White,Male,13550.0,0.0,55.0,United-States,1
2330,23.0,Private,315065.0,10th,6.0,Never-married,Other-service,Unmarried,White,Male,0.0,0.0,60.0,Mexico,-1
2331,19.0,Private,121788.0,Some-college,10.0,Never-married,Sales,Not-in-family,White,Female,0.0,0.0,30.0,United-States,-1
2332,34.0,Private,295922.0,Some-college,10.0,Never-married,Machine-op-inspct,Not-in-family,White,Male,0.0,0.0,40.0,England,1
2333,44.0,Private,195545.0,HS-grad,9.0,Divorced,Machine-op-inspct,Own-child,Black,Female,0.0,0.0,40.0,United-States,-1
2334,25.0,Private,182656.0,Assoc-voc,11.0,Divorced,Adm-clerical,Unmarried,White,Female,0.0,0.0,40.0,United-States,-1
2335,31.0,Private,38158.0,Some-college,10.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,40.0,United-States,-1
2336,41.0,Federal-gov,58447.0,Doctorate,16.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,7688.0,0.0,50.0,United-States,1
2337,31.0,Private,74501.0,HS-grad,9.0,Divorced,Other-service,Unmarried,White,Female,0.0,0.0,30.0,United-States,-1
2338,28.0,Private,110408.0,HS-grad,9.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,45.0,United-States,-1
2339,30.0,Private,373914.0,11th,7.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,-1
2340,50.0,Private,96586.0,Assoc-voc,11.0,Married-civ-spouse,Other-service,Husband,White,Male,0.0,0.0,40.0,United-States,-1
2341,23.0,Private,129042.0,HS-grad,9.0,Never-married,Machine-op-inspct,Unmarried,Black,Female,0.0,0.0,40.0,United-States,-1
2342,35.0,Private,283122.0,Some-college,10.0,Married-civ-spouse,Tech-support,Husband,White,Male,0.0,0.0,45.0,United-States,-1
2343,48.0,Federal-gov,483261.0,Some-college,10.0,Never-married,Adm-clerical,Not-in-family,Black,Male,0.0,0.0,40.0,United-States,-1
2344,24.0,Private,230475.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,44.0,United-States,-1
2345,34.0,Private,294064.0,Masters,14.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,50.0,France,-1
2346,24.0,Private,153542.0,Some-college,10.0,Never-married,Sales,Other-relative,White,Male,0.0,0.0,35.0,United-States,-1
2347,45.0,Private,187563.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,5013.0,0.0,45.0,United-States,-1
2348,39.0,Private,333305.0,Some-college,10.0,Married-civ-spouse,Sales,Wife,White,Female,0.0,0.0,45.0,United-States,1
2349,55.0,Private,130957.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,45.0,United-States,-1
2350,43.0,Local-gov,163434.0,Bachelors,13.0,Married-civ-spouse,Protective-serv,Husband,White,Male,0.0,0.0,55.0,United-States,1
2351,39.0,Private,159168.0,Assoc-voc,11.0,Widowed,Exec-managerial,Unmarried,White,Female,0.0,3004.0,40.0,United-States,1
2352,49.0,Private,186256.0,Some-college,10.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,5013.0,0.0,30.0,United-States,-1
2353,59.0,Private,530099.0,Some-college,10.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,1887.0,55.0,United-States,1
2354,76.0,Self-emp-not-inc,174309.0,Masters,14.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,10.0,United-States,-1
2355,48.0,Private,216214.0,11th,7.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,40.0,United-States,-1
2356,59.0,Self-emp-not-inc,49996.0,HS-grad,9.0,Widowed,Other-service,Not-in-family,Black,Female,0.0,0.0,20.0,United-States,-1
2357,33.0,Private,178615.0,Assoc-acdm,12.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,-1
2358,47.0,Local-gov,37672.0,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Wife,White,Female,0.0,0.0,45.0,United-States,-1
2359,21.0,Private,202214.0,HS-grad,9.0,Never-married,Machine-op-inspct,Not-in-family,White,Female,0.0,0.0,40.0,United-States,-1
2360,43.0,Self-emp-not-inc,147230.0,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,60.0,United-States,-1
2361,43.0,Private,193494.0,Some-college,10.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,United-States,-1
2362,57.0,Private,223214.0,HS-grad,9.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,50.0,United-States,-1
2363,33.0,State-gov,173806.0,Masters,14.0,Never-married,Prof-specialty,Not-in-family,White,Male,0.0,0.0,30.0,United-States,-1
2364,27.0,Local-gov,332249.0,HS-grad,9.0,Never-married,Farming-fishing,Own-child,White,Male,0.0,0.0,40.0,United-States,-1
2365,56.0,Private,100776.0,HS-grad,9.0,Married-civ-spouse,Sales,Wife,White,Female,0.0,0.0,50.0,United-States,-1
2366,28.0,Private,200515.0,Some-college,10.0,Married-civ-spouse,Other-service,Husband,White,Male,0.0,0.0,35.0,United-States,1
2367,60.0,Private,182343.0,12th,8.0,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0.0,0.0,40.0,United-States,-1
2368,47.0,Private,102771.0,HS-grad,9.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,50.0,United-States,-1
2369,22.0,Private,29810.0,Some-college,10.0,Never-married,Transport-moving,Own-child,White,Female,0.0,0.0,30.0,United-States,-1
2370,33.0,Self-emp-not-inc,48214.0,Masters,14.0,Married-civ-spouse,Prof-specialty,Wife,White,Female,0.0,0.0,8.0,United-States,-1
2371,17.0,Private,329791.0,12th,8.0,Never-married,Handlers-cleaners,Own-child,White,Male,0.0,0.0,25.0,United-States,-1
2372,46.0,Private,101430.0,11th,7.0,Divorced,Handlers-cleaners,Unmarried,Black,Female,0.0,0.0,40.0,United-States,-1
2373,41.0,Private,144032.0,HS-grad,9.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,60.0,United-States,-1
2374,39.0,State-gov,172700.0,HS-grad,9.0,Never-married,Other-service,Unmarried,Black,Female,0.0,0.0,40.0,United-States,-1
2375,38.0,Private,89814.0,HS-grad,9.0,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,0.0,50.0,United-States,-1
2376,61.0,Private,423297.0,Doctorate,16.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,United-States,1
2377,53.0,Private,203173.0,Assoc-voc,11.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,45.0,United-States,-1
2378,36.0,Private,85272.0,Assoc-acdm,12.0,Married-civ-spouse,Prof-specialty,Wife,White,Female,0.0,0.0,30.0,United-States,1
2379,42.0,Private,344060.0,HS-grad,9.0,Married-civ-spouse,Sales,Husband,White,Male,7298.0,0.0,40.0,Japan,1
2380,26.0,Private,248990.0,Some-college,10.0,Never-married,Craft-repair,Own-child,White,Male,0.0,0.0,40.0,United-States,-1
2381,47.0,Private,23545.0,Some-college,10.0,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0.0,0.0,40.0,United-States,-1
2382,31.0,Private,309170.0,HS-grad,9.0,Never-married,Handlers-cleaners,Not-in-family,White,Male,0.0,0.0,40.0,United-States,-1
2383,34.0,Private,56883.0,Some-college,10.0,Never-married,Other-service,Unmarried,White,Female,0.0,0.0,40.0,United-States,-1
2384,23.0,Private,257683.0,Bachelors,13.0,Never-married,Prof-specialty,Own-child,White,Male,0.0,0.0,40.0,United-States,-1
2385,18.0,Private,210828.0,Some-college,10.0,Never-married,Handlers-cleaners,Own-child,Other,Male,0.0,0.0,30.0,United-States,-1
2386,26.0,Private,154604.0,HS-grad,9.0,Divorced,Sales,Unmarried,White,Female,0.0,0.0,40.0,United-States,-1
2387,73.0,Self-emp-not-inc,30958.0,Some-college,10.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,25.0,United-States,-1
2388,73.0,Private,159007.0,Bachelors,13.0,Divorced,Farming-fishing,Other-relative,White,Female,0.0,0.0,12.0,United-States,-1
2389,31.0,Federal-gov,30917.0,Some-college,10.0,Married-civ-spouse,Protective-serv,Husband,White,Male,0.0,0.0,72.0,United-States,-1
2390,18.0,Private,352640.0,HS-grad,9.0,Never-married,Adm-clerical,Own-child,White,Female,0.0,0.0,40.0,United-States,-1
2391,32.0,Federal-gov,191385.0,Assoc-acdm,12.0,Divorced,Protective-serv,Not-in-family,White,Male,2174.0,0.0,40.0,United-States,-1
2392,60.0,Self-emp-not-inc,231770.0,HS-grad,9.0,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,0.0,65.0,United-States,1
2393,27.0,Private,152246.0,HS-grad,9.0,Never-married,Machine-op-inspct,Own-child,Asian-Pac-Islander,Male,0.0,0.0,40.0,Philippines,-1
2394,18.0,Private,150817.0,11th,7.0,Never-married,Sales,Own-child,White,Female,0.0,0.0,20.0,United-States,-1
2395,26.0,Private,172013.0,HS-grad,9.0,Never-married,Craft-repair,Own-child,White,Male,0.0,0.0,40.0,United-States,-1
2396,27.0,Private,40295.0,HS-grad,9.0,Never-married,Transport-moving,Not-in-family,White,Male,0.0,0.0,99.0,United-States,-1
2397,42.0,Self-emp-not-inc,210013.0,Some-college,10.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,45.0,United-States,-1
2398,31.0,Private,189759.0,HS-grad,9.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,50.0,United-States,-1
2399,28.0,Private,383322.0,Assoc-voc,11.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,40.0,United-States,1
2400,65.0,Private,115890.0,Bachelors,13.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,20.0,United-States,-1
2401,51.0,Private,143741.0,Some-college,10.0,Married-civ-spouse,Other-service,Wife,White,Female,0.0,0.0,40.0,United-States,1
2402,47.0,Self-emp-not-inc,20946.0,Bachelors,13.0,Divorced,Other-service,Not-in-family,White,Female,0.0,0.0,40.0,United-States,-1
2403,27.0,Private,170148.0,Bachelors,13.0,Never-married,Tech-support,Own-child,White,Female,0.0,0.0,28.0,United-States,-1
2404,25.0,Private,29599.0,HS-grad,9.0,Never-married,Farming-fishing,Not-in-family,White,Male,0.0,0.0,40.0,United-States,-1
2405,31.0,Private,221167.0,Bachelors,13.0,Widowed,Other-service,Not-in-family,White,Female,0.0,0.0,30.0,United-States,-1
2406,48.0,Federal-gov,435503.0,Masters,14.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,United-States,1
2407,19.0,Private,120361.0,HS-grad,9.0,Never-married,Handlers-cleaners,Own-child,Black,Male,0.0,0.0,40.0,United-States,-1
2408,58.0,Self-emp-not-inc,359972.0,Assoc-acdm,12.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,25.0,United-States,1
2409,49.0,Private,131918.0,Some-college,10.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,50.0,United-States,1
2410,49.0,Private,28171.0,HS-grad,9.0,Divorced,Tech-support,Not-in-family,White,Male,4787.0,0.0,40.0,United-States,1
2411,47.0,Private,194772.0,Assoc-voc,11.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,40.0,United-States,1
2412,57.0,Private,262681.0,Some-college,10.0,Widowed,Exec-managerial,Not-in-family,White,Male,0.0,0.0,60.0,United-States,-1
2413,21.0,Private,176690.0,Some-college,10.0,Never-married,Other-service,Own-child,White,Male,0.0,0.0,24.0,United-States,-1
2414,27.0,Private,267989.0,Some-college,10.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,40.0,United-States,-1
2415,22.0,Private,152744.0,Some-college,10.0,Never-married,Other-service,Not-in-family,Asian-Pac-Islander,Female,0.0,0.0,40.0,Philippines,-1
2416,48.0,Self-emp-not-inc,162236.0,Masters,14.0,Widowed,Exec-managerial,Unmarried,White,Female,0.0,0.0,40.0,,1
2417,42.0,Private,234508.0,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,United-States,1
2418,21.0,Private,111467.0,Some-college,10.0,Never-married,Handlers-cleaners,Not-in-family,White,Male,0.0,0.0,40.0,United-States,-1
2419,37.0,Self-emp-not-inc,154641.0,HS-grad,9.0,Never-married,Farming-fishing,Not-in-family,White,Male,0.0,0.0,86.0,United-States,-1
2420,25.0,Local-gov,225193.0,Bachelors,13.0,Never-married,Prof-specialty,Not-in-family,Black,Female,0.0,0.0,40.0,United-States,-1
2421,37.0,Private,176293.0,Some-college,10.0,Married-spouse-absent,Prof-specialty,Not-in-family,White,Female,0.0,0.0,30.0,United-States,-1
2422,45.0,Local-gov,236586.0,Masters,14.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,7688.0,0.0,55.0,United-States,1
2423,25.0,Private,109419.0,Some-college,10.0,Never-married,Exec-managerial,Not-in-family,White,Female,8614.0,0.0,45.0,United-States,1
2424,51.0,Private,173987.0,HS-grad,9.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,48.0,United-States,1
2425,26.0,Private,40915.0,Bachelors,13.0,Never-married,Adm-clerical,Not-in-family,White,Female,0.0,0.0,40.0,United-States,-1
2426,35.0,Self-emp-not-inc,188540.0,9th,5.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,50.0,United-States,-1
2427,42.0,Local-gov,104334.0,HS-grad,9.0,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,0.0,40.0,El-Salvador,-1
2428,31.0,Private,75755.0,Bachelors,13.0,Never-married,Prof-specialty,Not-in-family,White,Male,0.0,0.0,50.0,United-States,1
2429,19.0,Private,43937.0,Some-college,10.0,Never-married,Other-service,Own-child,White,Female,0.0,0.0,12.0,United-States,-1
2430,22.0,Private,283499.0,HS-grad,9.0,Never-married,Transport-moving,Not-in-family,White,Male,0.0,0.0,35.0,United-States,-1
2431,23.0,Private,131415.0,HS-grad,9.0,Married-civ-spouse,Other-service,Wife,White,Female,0.0,0.0,35.0,United-States,-1
2432,48.0,Private,238567.0,5th-6th,3.0,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0.0,0.0,40.0,Mexico,-1
2433,65.0,Private,64667.0,Some-college,10.0,Divorced,Other-service,Not-in-family,Asian-Pac-Islander,Female,0.0,0.0,15.0,United-States,-1
2434,39.0,Private,306646.0,Some-college,10.0,Married-civ-spouse,Sales,Husband,White,Male,3103.0,0.0,50.0,United-States,1
2435,44.0,Private,300528.0,11th,7.0,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,0.0,40.0,United-States,1
