d3mIndex,input1,input2,input3,input4,input5,input6,input7,input8,input9,input10,input11,input12,input13,input14,input15,input16,class
6058,29.0,100.0,21.0,58.0,65.0,40.0,61.0,0.0,7.0,12.0,0.0,58.0,29.0,94.0,100.0,97.0,5
6059,0.0,40.0,15.0,64.0,51.0,87.0,83.0,100.0,75.0,75.0,74.0,50.0,81.0,25.0,100.0,0.0,1
6060,20.0,89.0,59.0,100.0,88.0,75.0,55.0,50.0,64.0,31.0,100.0,8.0,53.0,0.0,0.0,2.0,3
6061,4.0,92.0,62.0,100.0,100.0,81.0,53.0,55.0,0.0,32.0,18.0,12.0,84.0,7.0,88.0,0.0,2
6062,1.0,76.0,0.0,42.0,16.0,0.0,65.0,2.0,100.0,35.0,95.0,79.0,50.0,100.0,3.0,84.0,0
6063,76.0,100.0,58.0,64.0,19.0,32.0,0.0,26.0,76.0,31.0,100.0,57.0,79.0,36.0,63.0,0.0,4
6064,25.0,100.0,13.0,73.0,0.0,39.0,50.0,44.0,100.0,48.0,64.0,69.0,43.0,36.0,40.0,0.0,4
6065,67.0,100.0,29.0,73.0,0.0,38.0,9.0,0.0,78.0,10.0,100.0,47.0,41.0,37.0,10.0,2.0,6
6066,47.0,100.0,3.0,99.0,14.0,80.0,43.0,82.0,72.0,50.0,100.0,17.0,58.0,0.0,0.0,12.0,9
6067,13.0,93.0,56.0,60.0,100.0,25.0,35.0,0.0,8.0,29.0,60.0,63.0,81.0,100.0,0.0,98.0,8
6068,37.0,100.0,10.0,69.0,0.0,28.0,35.0,0.0,84.0,18.0,100.0,58.0,79.0,96.0,27.0,99.0,0
6069,45.0,100.0,9.0,76.0,40.0,64.0,100.0,70.0,76.0,79.0,53.0,53.0,25.0,26.0,0.0,0.0,4
6070,0.0,100.0,75.0,90.0,59.0,95.0,15.0,73.0,40.0,54.0,100.0,37.0,69.0,0.0,9.0,7.0,5
6071,38.0,76.0,0.0,91.0,39.0,45.0,75.0,0.0,24.0,12.0,58.0,58.0,100.0,100.0,37.0,94.0,8
6072,40.0,83.0,76.0,100.0,86.0,75.0,56.0,50.0,20.0,29.0,0.0,6.0,49.0,1.0,100.0,0.0,2
6073,37.0,96.0,80.0,100.0,100.0,79.0,58.0,64.0,100.0,45.0,99.0,17.0,55.0,0.0,0.0,1.0,3
6074,13.0,57.0,3.0,18.0,40.0,0.0,81.0,28.0,100.0,66.0,81.0,100.0,31.0,85.0,0.0,54.0,0
6075,0.0,75.0,24.0,100.0,64.0,95.0,57.0,66.0,96.0,50.0,100.0,19.0,64.0,0.0,22.0,3.0,3
6076,7.0,72.0,1.0,38.0,31.0,0.0,82.0,11.0,100.0,56.0,76.0,99.0,26.0,100.0,0.0,58.0,0
6077,0.0,74.0,16.0,100.0,35.0,79.0,20.0,48.0,1.0,18.0,19.0,0.0,60.0,2.0,100.0,11.0,2
6078,0.0,83.0,26.0,100.0,71.0,93.0,77.0,67.0,77.0,40.0,100.0,16.0,67.0,0.0,18.0,0.0,3
6079,20.0,71.0,30.0,100.0,75.0,97.0,59.0,63.0,25.0,35.0,0.0,10.0,50.0,3.0,100.0,0.0,2
6080,44.0,100.0,40.0,67.0,0.0,38.0,83.0,39.0,100.0,67.0,97.0,78.0,96.0,39.0,91.0,0.0,4
6081,88.0,87.0,0.0,82.0,3.0,95.0,97.0,100.0,100.0,75.0,91.0,50.0,91.0,25.0,100.0,0.0,9
6082,100.0,100.0,41.0,74.0,0.0,46.0,75.0,51.0,96.0,65.0,85.0,82.0,77.0,41.0,80.0,0.0,4
6083,47.0,96.0,35.0,62.0,44.0,18.0,5.0,0.0,0.0,29.0,18.0,71.0,56.0,91.0,100.0,100.0,5
6084,12.0,54.0,21.0,11.0,62.0,0.0,99.0,23.0,100.0,68.0,71.0,100.0,27.0,100.0,0.0,67.0,0
6085,43.0,93.0,22.0,71.0,43.0,33.0,9.0,0.0,0.0,36.0,9.0,81.0,51.0,100.0,100.0,99.0,5
6086,54.0,71.0,71.0,100.0,92.0,77.0,70.0,40.0,37.0,10.0,0.0,0.0,50.0,7.0,100.0,9.0,2
6087,22.0,95.0,0.0,53.0,14.0,5.0,70.0,0.0,100.0,41.0,91.0,89.0,41.0,100.0,10.0,59.0,0
6088,28.0,60.0,15.0,100.0,100.0,98.0,74.0,50.0,21.0,6.0,76.0,0.0,23.0,43.0,0.0,87.0,8
6089,6.0,99.0,77.0,100.0,88.0,68.0,62.0,35.0,52.0,0.0,0.0,22.0,26.0,31.0,100.0,25.0,7
6090,0.0,76.0,23.0,100.0,62.0,85.0,41.0,52.0,59.0,47.0,100.0,24.0,71.0,0.0,28.0,16.0,3
6091,100.0,88.0,47.0,100.0,28.0,62.0,74.0,27.0,55.0,0.0,0.0,19.0,32.0,60.0,86.0,88.0,8
6092,12.0,80.0,48.0,100.0,83.0,73.0,22.0,55.0,71.0,45.0,100.0,15.0,40.0,0.0,0.0,17.0,3
6093,40.0,92.0,74.0,99.0,100.0,100.0,66.0,92.0,33.0,80.0,30.0,39.0,32.0,0.0,0.0,0.0,5
6094,100.0,98.0,54.0,100.0,13.0,83.0,11.0,49.0,53.0,55.0,73.0,27.0,46.0,0.0,0.0,5.0,5
6095,42.0,100.0,20.0,80.0,0.0,47.0,39.0,38.0,100.0,37.0,98.0,66.0,83.0,31.0,83.0,0.0,4
6096,70.0,96.0,20.0,74.0,0.0,34.0,28.0,0.0,80.0,23.0,100.0,63.0,82.0,100.0,26.0,80.0,0
6097,44.0,100.0,0.0,61.0,22.0,28.0,93.0,21.0,100.0,50.0,69.0,93.0,61.0,48.0,56.0,0.0,4
6098,55.0,100.0,23.0,73.0,0.0,41.0,4.0,7.0,55.0,0.0,100.0,19.0,68.0,36.0,31.0,15.0,6
6099,27.0,86.0,0.0,50.0,13.0,2.0,70.0,0.0,100.0,44.0,91.0,94.0,41.0,100.0,13.0,56.0,0
6100,15.0,100.0,28.0,93.0,0.0,62.0,13.0,37.0,82.0,33.0,100.0,64.0,91.0,31.0,89.0,0.0,4
6101,9.0,82.0,52.0,100.0,66.0,81.0,38.0,55.0,89.0,45.0,100.0,17.0,55.0,0.0,0.0,7.0,3
6102,53.0,89.0,59.0,68.0,77.0,100.0,38.0,89.0,100.0,74.0,93.0,42.0,57.0,0.0,0.0,20.0,9
6103,15.0,76.0,5.0,33.0,34.0,0.0,89.0,9.0,100.0,50.0,79.0,91.0,29.0,100.0,0.0,64.0,0
6104,0.0,52.0,20.0,83.0,56.0,100.0,79.0,84.0,58.0,52.0,36.0,20.0,59.0,1.0,100.0,0.0,2
6105,77.0,100.0,41.0,79.0,56.0,38.0,34.0,0.0,0.0,19.0,53.0,50.0,100.0,82.0,39.0,94.0,8
6106,50.0,91.0,56.0,72.0,100.0,100.0,46.0,100.0,82.0,81.0,94.0,43.0,64.0,4.0,0.0,0.0,9
6107,37.0,100.0,0.0,84.0,6.0,56.0,100.0,58.0,94.0,82.0,58.0,97.0,41.0,48.0,47.0,0.0,4
6108,0.0,80.0,35.0,100.0,50.0,61.0,33.0,16.0,10.0,0.0,18.0,28.0,59.0,39.0,100.0,53.0,7
6109,12.0,52.0,65.0,54.0,100.0,23.0,47.0,0.0,39.0,33.0,74.0,67.0,68.0,100.0,0.0,90.0,8
6110,69.0,100.0,21.0,76.0,0.0,36.0,25.0,0.0,76.0,21.0,100.0,60.0,78.0,97.0,26.0,80.0,0
6111,57.0,61.0,94.0,86.0,52.0,100.0,0.0,81.0,43.0,68.0,100.0,56.0,87.0,26.0,54.0,0.0,9
6112,100.0,72.0,75.0,100.0,43.0,80.0,82.0,78.0,92.0,53.0,88.0,17.0,47.0,0.0,0.0,7.0,9
6113,7.0,100.0,8.0,75.0,0.0,45.0,13.0,23.0,64.0,26.0,70.0,36.0,84.0,28.0,100.0,0.0,4
6114,36.0,87.0,81.0,100.0,80.0,74.0,61.0,31.0,44.0,0.0,0.0,10.0,50.0,11.0,100.0,15.0,1
6115,36.0,91.0,39.0,53.0,40.0,15.0,0.0,0.0,2.0,31.0,19.0,71.0,57.0,91.0,100.0,100.0,5
6116,0.0,93.0,44.0,100.0,78.0,72.0,68.0,33.0,39.0,0.0,20.0,24.0,52.0,44.0,100.0,46.0,7
6117,71.0,82.0,100.0,100.0,44.0,69.0,0.0,35.0,8.0,0.0,90.0,12.0,75.0,32.0,5.0,11.0,6
6118,0.0,65.0,55.0,81.0,100.0,100.0,89.0,86.0,77.0,65.0,70.0,43.0,62.0,21.0,65.0,0.0,1
6119,21.0,100.0,0.0,68.0,18.0,44.0,70.0,45.0,100.0,54.0,69.0,70.0,68.0,34.0,65.0,0.0,4
6120,0.0,83.0,13.0,100.0,43.0,80.0,29.0,51.0,2.0,25.0,3.0,1.0,51.0,0.0,100.0,4.0,2
6121,0.0,100.0,58.0,97.0,80.0,76.0,52.0,40.0,41.0,0.0,4.0,25.0,32.0,39.0,100.0,42.0,7
6122,100.0,98.0,61.0,100.0,20.0,89.0,0.0,58.0,36.0,54.0,65.0,37.0,44.0,2.0,6.0,0.0,5
6123,52.0,85.0,10.0,62.0,0.0,20.0,41.0,0.0,87.0,22.0,100.0,62.0,70.0,96.0,20.0,100.0,0
6124,100.0,87.0,66.0,100.0,28.0,68.0,11.0,31.0,41.0,0.0,92.0,18.0,51.0,42.0,0.0,24.0,6
6125,77.0,100.0,41.0,71.0,0.0,40.0,7.0,18.0,75.0,30.0,100.0,52.0,70.0,37.0,57.0,0.0,4
6126,2.0,73.0,26.0,98.0,100.0,100.0,98.0,76.0,43.0,55.0,64.0,39.0,64.0,15.0,0.0,0.0,3
6127,4.0,85.0,18.0,63.0,74.0,47.0,47.0,0.0,9.0,16.0,0.0,70.0,34.0,95.0,100.0,100.0,5
6128,100.0,100.0,60.0,91.0,23.0,63.0,0.0,32.0,12.0,0.0,65.0,6.0,69.0,36.0,11.0,38.0,6
6129,11.0,75.0,33.0,84.0,89.0,100.0,100.0,90.0,76.0,68.0,49.0,45.0,24.0,22.0,0.0,0.0,1
6130,57.0,90.0,0.0,88.0,46.0,52.0,100.0,19.0,39.0,0.0,33.0,37.0,69.0,75.0,39.0,100.0,8
6131,19.0,100.0,0.0,71.0,0.0,40.0,51.0,29.0,100.0,40.0,90.0,62.0,82.0,31.0,82.0,0.0,4
6132,39.0,100.0,75.0,61.0,100.0,98.0,34.0,81.0,9.0,30.0,72.0,0.0,83.0,45.0,0.0,50.0,8
6133,27.0,72.0,42.0,100.0,87.0,96.0,69.0,58.0,35.0,28.0,0.0,7.0,50.0,5.0,100.0,0.0,2
6134,49.0,79.0,69.0,100.0,90.0,72.0,67.0,43.0,29.0,21.0,0.0,3.0,50.0,6.0,100.0,0.0,2
6135,0.0,51.0,37.0,61.0,71.0,79.0,100.0,100.0,97.0,80.0,87.0,53.0,76.0,25.0,71.0,0.0,1
6136,10.0,89.0,32.0,98.0,36.0,100.0,0.0,68.0,31.0,49.0,100.0,29.0,60.0,0.0,1.0,15.0,5
6137,23.0,74.0,29.0,26.0,66.0,0.0,100.0,27.0,99.0,74.0,64.0,100.0,26.0,73.0,0.0,33.0,0
6138,0.0,88.0,61.0,68.0,100.0,90.0,14.0,100.0,24.0,79.0,80.0,54.0,46.0,25.0,3.0,0.0,9
6139,0.0,80.0,17.0,100.0,53.0,94.0,75.0,73.0,77.0,47.0,63.0,23.0,61.0,1.0,100.0,0.0,2
6140,32.0,100.0,0.0,74.0,0.0,41.0,58.0,30.0,95.0,57.0,100.0,67.0,81.0,34.0,80.0,0.0,4
6141,100.0,100.0,74.0,86.0,47.0,61.0,23.0,32.0,14.0,0.0,50.0,1.0,38.0,25.0,0.0,26.0,6
6142,77.0,100.0,0.0,87.0,36.0,41.0,60.0,0.0,6.0,19.0,70.0,56.0,100.0,97.0,12.0,90.0,8
6143,33.0,74.0,71.0,100.0,60.0,71.0,47.0,30.0,26.0,0.0,0.0,3.0,50.0,2.0,100.0,4.0,1
6144,6.0,74.0,37.0,58.0,100.0,45.0,91.0,2.0,26.0,0.0,0.0,46.0,20.0,85.0,85.0,100.0,5
6145,5.0,89.0,0.0,54.0,40.0,35.0,45.0,0.0,11.0,22.0,9.0,70.0,44.0,96.0,100.0,100.0,5
6146,55.0,88.0,83.0,100.0,71.0,70.0,89.0,68.0,100.0,31.0,74.0,1.0,33.0,0.0,0.0,24.0,3
6147,0.0,72.0,54.0,82.0,96.0,100.0,100.0,88.0,85.0,66.0,69.0,44.0,54.0,22.0,42.0,0.0,1
6148,100.0,100.0,52.0,80.0,16.0,50.0,0.0,17.0,48.0,0.0,97.0,18.0,69.0,45.0,16.0,37.0,6
6149,41.0,89.0,75.0,99.0,100.0,100.0,83.0,79.0,59.0,59.0,35.0,39.0,10.0,19.0,0.0,0.0,1
6150,2.0,58.0,0.0,22.0,48.0,0.0,100.0,24.0,100.0,71.0,53.0,100.0,6.0,76.0,22.0,31.0,0
6151,0.0,95.0,26.0,100.0,43.0,75.0,34.0,43.0,21.0,15.0,42.0,0.0,71.0,0.0,100.0,1.0,2
6152,0.0,88.0,48.0,100.0,78.0,77.0,43.0,51.0,55.0,41.0,100.0,22.0,67.0,0.0,16.0,7.0,3
6153,100.0,76.0,41.0,59.0,25.0,82.0,80.0,100.0,89.0,64.0,90.0,27.0,59.0,0.0,0.0,16.0,9
6154,70.0,100.0,28.0,85.0,2.0,52.0,0.0,17.0,53.0,0.0,100.0,22.0,52.0,44.0,6.0,28.0,6
6155,8.0,73.0,25.0,100.0,53.0,71.0,40.0,35.0,2.0,11.0,0.0,1.0,50.0,1.0,100.0,0.0,2
6156,16.0,87.0,45.0,100.0,93.0,94.0,64.0,71.0,85.0,49.0,100.0,25.0,53.0,10.0,0.0,0.0,3
6157,29.0,81.0,20.0,63.0,50.0,27.0,15.0,0.0,0.0,33.0,8.0,75.0,46.0,100.0,100.0,91.0,5
6158,0.0,95.0,39.0,100.0,74.0,76.0,82.0,33.0,76.0,0.0,100.0,37.0,59.0,47.0,16.0,48.0,7
6159,83.0,100.0,9.0,87.0,57.0,44.0,60.0,0.0,0.0,17.0,56.0,56.0,100.0,95.0,10.0,100.0,8
6160,68.0,66.0,100.0,98.0,57.0,100.0,27.0,68.0,73.0,72.0,78.0,37.0,45.0,5.0,0.0,0.0,9
6161,16.0,99.0,26.0,100.0,0.0,58.0,45.0,39.0,100.0,34.0,86.0,77.0,57.0,47.0,45.0,0.0,4
6162,35.0,92.0,21.0,64.0,66.0,36.0,37.0,0.0,0.0,15.0,10.0,69.0,46.0,100.0,100.0,100.0,5
6163,22.0,89.0,0.0,46.0,9.0,0.0,46.0,0.0,79.0,24.0,100.0,67.0,75.0,100.0,39.0,97.0,0
6164,9.0,88.0,49.0,100.0,64.0,76.0,21.0,56.0,72.0,46.0,100.0,21.0,59.0,2.0,0.0,0.0,3
6165,40.0,100.0,70.0,60.0,90.0,100.0,31.0,94.0,84.0,63.0,100.0,31.0,52.0,0.0,0.0,28.0,9
6166,60.0,100.0,46.0,57.0,0.0,23.0,27.0,14.0,100.0,14.0,98.0,57.0,80.0,43.0,82.0,0.0,4
6167,46.0,100.0,26.0,94.0,0.0,59.0,19.0,43.0,80.0,45.0,100.0,69.0,98.0,36.0,98.0,0.0,4
6168,0.0,61.0,14.0,18.0,63.0,0.0,100.0,33.0,89.0,80.0,45.0,100.0,14.0,62.0,18.0,16.0,0
6169,100.0,97.0,58.0,100.0,18.0,76.0,0.0,47.0,12.0,16.0,62.0,0.0,85.0,18.0,28.0,24.0,6
6170,17.0,91.0,50.0,100.0,76.0,77.0,63.0,59.0,100.0,38.0,84.0,10.0,35.0,0.0,0.0,12.0,3
6171,28.0,100.0,11.0,66.0,0.0,33.0,50.0,38.0,100.0,42.0,75.0,71.0,57.0,39.0,50.0,0.0,4
6172,11.0,80.0,37.0,100.0,83.0,89.0,50.0,65.0,100.0,54.0,97.0,24.0,54.0,4.0,0.0,0.0,3
6173,4.0,92.0,4.0,62.0,42.0,32.0,13.0,0.0,2.0,34.0,0.0,72.0,38.0,100.0,100.0,97.0,5
6174,38.0,54.0,100.0,82.0,64.0,100.0,34.0,65.0,60.0,27.0,17.0,0.0,0.0,32.0,59.0,62.0,8
6175,26.0,100.0,0.0,76.0,25.0,52.0,89.0,48.0,100.0,84.0,70.0,68.0,42.0,34.0,15.0,0.0,4
6176,0.0,26.0,34.0,45.0,68.0,71.0,100.0,100.0,86.0,87.0,59.0,55.0,32.0,22.0,5.0,0.0,1
6177,67.0,93.0,40.0,100.0,68.0,76.0,76.0,92.0,100.0,55.0,94.0,13.0,49.0,0.0,0.0,6.0,9
6178,0.0,12.0,24.0,39.0,52.0,65.0,81.0,90.0,100.0,100.0,78.0,68.0,56.0,36.0,45.0,0.0,1
6179,99.0,100.0,51.0,99.0,56.0,77.0,100.0,90.0,96.0,67.0,78.0,38.0,45.0,14.0,0.0,0.0,9
6180,52.0,100.0,15.0,86.0,1.0,53.0,0.0,20.0,45.0,0.0,100.0,6.0,64.0,18.0,12.0,8.0,6
6181,0.0,85.0,36.0,100.0,45.0,74.0,24.0,51.0,80.0,56.0,100.0,31.0,61.0,10.0,6.0,0.0,3
6182,53.0,93.0,0.0,88.0,58.0,59.0,49.0,100.0,44.0,70.0,100.0,41.0,58.0,0.0,0.0,16.0,9
6183,55.0,100.0,20.0,69.0,3.0,36.0,4.0,3.0,72.0,0.0,100.0,31.0,68.0,57.0,0.0,45.0,6
6184,60.0,47.0,100.0,69.0,95.0,100.0,38.0,98.0,0.0,73.0,33.0,49.0,82.0,32.0,68.0,0.0,9
6185,51.0,58.0,83.0,100.0,0.0,92.0,3.0,49.0,68.0,10.0,13.0,0.0,15.0,43.0,100.0,77.0,8
6186,0.0,82.0,41.0,100.0,95.0,92.0,83.0,62.0,73.0,50.0,100.0,21.0,59.0,0.0,5.0,9.0,3
6187,0.0,65.0,51.0,79.0,84.0,100.0,100.0,94.0,92.0,70.0,83.0,46.0,73.0,22.0,78.0,0.0,1
6188,0.0,54.0,35.0,70.0,88.0,93.0,100.0,100.0,71.0,75.0,45.0,50.0,27.0,25.0,25.0,0.0,1
6189,2.0,100.0,0.0,55.0,15.0,16.0,53.0,0.0,89.0,18.0,100.0,59.0,74.0,91.0,36.0,79.0,0
6190,64.0,81.0,7.0,82.0,54.0,74.0,100.0,100.0,4.0,87.0,82.0,61.0,55.0,29.0,0.0,0.0,9
6191,18.0,78.0,53.0,100.0,85.0,85.0,48.0,61.0,71.0,46.0,100.0,20.0,56.0,0.0,0.0,5.0,3
6192,39.0,96.0,79.0,100.0,93.0,79.0,67.0,57.0,100.0,38.0,88.0,13.0,46.0,0.0,0.0,2.0,3
6193,0.0,99.0,81.0,100.0,93.0,75.0,65.0,38.0,40.0,0.0,24.0,0.0,15.0,30.0,100.0,32.0,7
6194,49.0,94.0,10.0,70.0,0.0,33.0,25.0,0.0,82.0,9.0,100.0,44.0,91.0,81.0,42.0,100.0,0
6195,55.0,100.0,35.0,84.0,9.0,58.0,0.0,30.0,25.0,4.0,92.0,0.0,100.0,25.0,31.0,16.0,6
6196,50.0,98.0,12.0,61.0,55.0,37.0,17.0,0.0,0.0,25.0,1.0,73.0,35.0,100.0,100.0,98.0,5
6197,0.0,81.0,53.0,71.0,100.0,100.0,47.0,100.0,14.0,69.0,77.0,76.0,78.0,42.0,61.0,0.0,9
6198,3.0,83.0,47.0,67.0,51.0,25.0,0.0,0.0,11.0,37.0,65.0,69.0,100.0,100.0,21.0,92.0,8
6199,85.0,52.0,85.0,98.0,0.0,79.0,65.0,39.0,100.0,0.0,9.0,13.0,62.0,56.0,100.0,100.0,8
6200,43.0,95.0,12.0,85.0,0.0,40.0,29.0,4.0,75.0,0.0,100.0,37.0,79.0,78.0,38.0,100.0,0
6201,0.0,82.0,32.0,100.0,69.0,84.0,47.0,58.0,82.0,46.0,100.0,21.0,66.0,0.0,13.0,1.0,3
6202,90.0,100.0,0.0,96.0,8.0,65.0,83.0,83.0,100.0,96.0,85.0,64.0,75.0,32.0,81.0,0.0,9
6203,0.0,94.0,26.0,100.0,79.0,96.0,100.0,67.0,81.0,33.0,57.0,0.0,18.0,20.0,63.0,34.0,7
6204,14.0,73.0,0.0,51.0,9.0,12.0,54.0,0.0,92.0,27.0,100.0,67.0,74.0,100.0,27.0,95.0,0
6205,39.0,96.0,24.0,66.0,100.0,94.0,19.0,100.0,30.0,76.0,95.0,69.0,70.0,28.0,0.0,0.0,9
6206,0.0,82.0,51.0,83.0,86.0,100.0,56.0,74.0,42.0,49.0,40.0,23.0,16.0,0.0,100.0,1.0,1
6207,53.0,100.0,26.0,80.0,0.0,59.0,4.0,37.0,60.0,35.0,100.0,41.0,65.0,22.0,43.0,0.0,4
6208,0.0,41.0,34.0,54.0,68.0,76.0,100.0,100.0,87.0,79.0,68.0,50.0,51.0,20.0,43.0,0.0,1
6209,0.0,63.0,56.0,35.0,98.0,0.0,41.0,1.0,62.0,39.0,100.0,74.0,69.0,100.0,10.0,74.0,8
6210,97.0,100.0,51.0,77.0,19.0,48.0,0.0,18.0,44.0,0.0,100.0,16.0,65.0,31.0,12.0,14.0,6
6211,14.0,84.0,0.0,53.0,79.0,83.0,9.0,100.0,8.0,66.0,100.0,80.0,67.0,38.0,14.0,0.0,9
6212,9.0,77.0,26.0,100.0,52.0,76.0,37.0,44.0,7.0,17.0,0.0,0.0,54.0,1.0,100.0,4.0,2
6213,0.0,65.0,24.0,95.0,56.0,100.0,54.0,59.0,34.0,23.0,33.0,0.0,66.0,4.0,100.0,5.0,2
6214,0.0,63.0,43.0,77.0,70.0,100.0,62.0,63.0,54.0,25.0,27.0,1.0,49.0,2.0,100.0,0.0,1
6215,4.0,75.0,55.0,68.0,100.0,95.0,46.0,100.0,0.0,72.0,51.0,64.0,62.0,43.0,35.0,0.0,9
6216,62.0,100.0,0.0,96.0,40.0,62.0,100.0,30.0,43.0,0.0,6.0,27.0,38.0,73.0,13.0,99.0,8
6217,0.0,82.0,36.0,100.0,83.0,88.0,64.0,62.0,83.0,48.0,100.0,16.0,57.0,0.0,14.0,13.0,3
6218,50.0,77.0,57.0,100.0,100.0,91.0,77.0,62.0,95.0,36.0,90.0,6.0,42.0,0.0,0.0,18.0,3
6219,51.0,88.0,14.0,74.0,0.0,27.0,35.0,0.0,85.0,24.0,100.0,69.0,61.0,100.0,15.0,76.0,0
6220,23.0,97.0,6.0,54.0,65.0,45.0,43.0,0.0,0.0,12.0,0.0,65.0,33.0,95.0,100.0,100.0,5
6221,89.0,75.0,77.0,100.0,0.0,83.0,38.0,56.0,100.0,81.0,91.0,50.0,74.0,12.0,2.0,0.0,9
6222,0.0,86.0,28.0,100.0,47.0,71.0,23.0,33.0,14.0,0.0,0.0,39.0,48.0,47.0,100.0,52.0,7
6223,11.0,75.0,49.0,47.0,83.0,10.0,0.0,0.0,34.0,37.0,100.0,70.0,95.0,100.0,5.0,79.0,8
6224,77.0,100.0,31.0,84.0,0.0,44.0,1.0,0.0,60.0,5.0,100.0,40.0,83.0,81.0,32.0,72.0,0
6225,37.0,93.0,94.0,100.0,73.0,95.0,30.0,75.0,39.0,41.0,100.0,29.0,63.0,4.0,0.0,0.0,5
6226,31.0,86.0,67.0,100.0,81.0,73.0,54.0,47.0,18.0,25.0,0.0,10.0,50.0,4.0,100.0,0.0,2
6227,45.0,100.0,30.0,79.0,0.0,47.0,8.0,41.0,68.0,38.0,100.0,52.0,96.0,35.0,91.0,0.0,4
6228,18.0,76.0,37.0,100.0,77.0,79.0,61.0,39.0,22.0,10.0,0.0,24.0,53.0,19.0,100.0,0.0,2
6229,88.0,100.0,26.0,93.0,38.0,69.0,100.0,88.0,93.0,83.0,91.0,51.0,57.0,22.0,0.0,0.0,9
6230,37.0,100.0,10.0,81.0,0.0,56.0,21.0,35.0,73.0,41.0,100.0,44.0,65.0,24.0,52.0,0.0,4
6231,63.0,98.0,8.0,83.0,73.0,43.0,100.0,0.0,0.0,5.0,35.0,49.0,97.0,90.0,13.0,100.0,8
6232,59.0,88.0,89.0,100.0,100.0,70.0,60.0,53.0,83.0,44.0,84.0,14.0,42.0,0.0,0.0,7.0,3
6233,39.0,61.0,95.0,79.0,65.0,100.0,0.0,90.0,13.0,67.0,80.0,57.0,100.0,30.0,85.0,0.0,9
6234,18.0,82.0,46.0,100.0,69.0,73.0,46.0,42.0,9.0,16.0,0.0,1.0,50.0,3.0,100.0,0.0,2
6235,17.0,81.0,43.0,100.0,100.0,91.0,75.0,63.0,49.0,37.0,98.0,16.0,62.0,0.0,0.0,1.0,3
6236,34.0,100.0,0.0,76.0,0.0,35.0,32.0,1.0,85.0,0.0,100.0,38.0,85.0,77.0,36.0,84.0,0
6237,24.0,100.0,12.0,72.0,0.0,40.0,36.0,25.0,82.0,28.0,100.0,58.0,83.0,33.0,75.0,0.0,4
6238,10.0,89.0,21.0,52.0,75.0,44.0,60.0,0.0,12.0,12.0,0.0,60.0,36.0,93.0,100.0,100.0,5
6239,15.0,95.0,77.0,100.0,100.0,72.0,70.0,42.0,31.0,13.0,0.0,0.0,17.0,32.0,95.0,37.0,7
6240,12.0,82.0,34.0,45.0,49.0,0.0,18.0,2.0,0.0,48.0,4.0,89.0,51.0,100.0,100.0,99.0,5
6241,68.0,93.0,100.0,100.0,97.0,76.0,72.0,57.0,43.0,38.0,13.0,21.0,0.0,1.0,39.0,0.0,2
6242,0.0,67.0,52.0,79.0,81.0,100.0,88.0,87.0,88.0,64.0,88.0,41.0,90.0,18.0,100.0,0.0,1
6243,0.0,89.0,32.0,100.0,70.0,97.0,73.0,70.0,67.0,43.0,100.0,27.0,90.0,5.0,52.0,0.0,3
6244,87.0,100.0,36.0,71.0,85.0,35.0,52.0,0.0,0.0,13.0,51.0,49.0,100.0,85.0,44.0,97.0,8
6245,0.0,79.0,25.0,50.0,98.0,25.0,71.0,0.0,10.0,16.0,50.0,47.0,100.0,76.0,83.0,100.0,8
6246,71.0,100.0,31.0,81.0,0.0,56.0,62.0,50.0,100.0,75.0,75.0,56.0,46.0,28.0,31.0,0.0,4
6247,45.0,100.0,26.0,70.0,0.0,34.0,21.0,26.0,82.0,25.0,100.0,59.0,82.0,41.0,78.0,0.0,4
6248,34.0,93.0,7.0,61.0,0.0,25.0,34.0,0.0,81.0,12.0,100.0,46.0,98.0,83.0,62.0,100.0,0
6249,12.0,72.0,50.0,83.0,92.0,100.0,100.0,92.0,75.0,69.0,47.0,46.0,22.0,23.0,0.0,0.0,1
6250,88.0,77.0,30.0,96.0,46.0,48.0,68.0,0.0,0.0,2.0,45.0,46.0,100.0,88.0,38.0,100.0,8
6251,31.0,100.0,0.0,78.0,7.0,28.0,51.0,0.0,96.0,14.0,100.0,64.0,58.0,89.0,29.0,55.0,0
6252,3.0,77.0,2.0,39.0,39.0,0.0,90.0,20.0,100.0,71.0,53.0,100.0,0.0,78.0,10.0,43.0,0
6253,86.0,85.0,47.0,64.0,0.0,76.0,34.0,100.0,78.0,88.0,81.0,58.0,81.0,28.0,100.0,0.0,9
6254,61.0,100.0,29.0,76.0,4.0,52.0,0.0,28.0,46.0,8.0,100.0,29.0,71.0,23.0,82.0,0.0,4
6255,36.0,100.0,22.0,96.0,0.0,69.0,6.0,42.0,68.0,42.0,100.0,51.0,64.0,26.0,50.0,0.0,4
6256,0.0,93.0,11.0,57.0,69.0,38.0,42.0,0.0,4.0,14.0,5.0,61.0,35.0,94.0,100.0,100.0,5
6257,100.0,100.0,54.0,80.0,19.0,56.0,0.0,31.0,17.0,7.0,81.0,0.0,98.0,20.0,31.0,17.0,6
6258,19.0,86.0,63.0,100.0,89.0,80.0,51.0,57.0,72.0,37.0,100.0,14.0,49.0,0.0,0.0,2.0,3
6259,51.0,99.0,28.0,60.0,40.0,9.0,79.0,0.0,100.0,44.0,81.0,90.0,40.0,100.0,0.0,87.0,0
