d3mIndex,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,Class
2527,36.0,services,single,secondary,no,398.0,yes,yes,unknown,17.0,jun,77.0,2.0,-1.0,0.0,unknown,1
2528,33.0,blue-collar,married,secondary,no,745.0,yes,no,unknown,23.0,may,115.0,4.0,-1.0,0.0,unknown,1
2529,48.0,management,single,tertiary,no,8106.0,no,no,unknown,17.0,nov,125.0,1.0,111.0,3.0,failure,1
2530,33.0,management,single,tertiary,no,0.0,no,no,cellular,19.0,aug,53.0,4.0,-1.0,0.0,unknown,1
2531,67.0,retired,married,unknown,no,696.0,no,no,telephone,4.0,may,77.0,2.0,-1.0,0.0,unknown,1
2532,48.0,unemployed,divorced,secondary,no,1266.0,yes,no,telephone,3.0,feb,45.0,1.0,-1.0,0.0,unknown,1
2533,57.0,management,married,tertiary,no,2416.0,no,no,cellular,11.0,aug,74.0,2.0,-1.0,0.0,unknown,1
2534,31.0,housemaid,married,primary,no,25.0,no,no,cellular,21.0,aug,169.0,5.0,-1.0,0.0,unknown,1
2535,30.0,student,single,tertiary,no,7513.0,no,no,cellular,11.0,aug,269.0,2.0,-1.0,0.0,unknown,1
2536,56.0,entrepreneur,divorced,primary,no,29.0,no,no,cellular,29.0,jan,52.0,2.0,227.0,1.0,failure,1
2537,26.0,blue-collar,married,primary,no,5116.0,yes,no,cellular,22.0,jul,246.0,3.0,-1.0,0.0,unknown,1
2538,44.0,management,married,secondary,no,-1746.0,yes,no,unknown,20.0,jun,218.0,1.0,-1.0,0.0,unknown,1
2539,44.0,technician,divorced,secondary,no,14.0,no,no,cellular,13.0,nov,167.0,1.0,92.0,1.0,success,2
2540,31.0,management,married,tertiary,no,4148.0,yes,no,cellular,21.0,nov,316.0,3.0,99.0,9.0,other,2
2541,47.0,self-employed,married,unknown,no,14.0,yes,no,cellular,15.0,may,142.0,1.0,-1.0,0.0,unknown,1
2542,30.0,admin.,single,secondary,no,105.0,yes,no,cellular,21.0,nov,75.0,1.0,-1.0,0.0,unknown,1
2543,37.0,management,married,tertiary,no,767.0,no,yes,cellular,2.0,feb,204.0,1.0,-1.0,0.0,unknown,1
2544,56.0,admin.,divorced,primary,no,0.0,no,yes,cellular,10.0,jul,542.0,1.0,-1.0,0.0,unknown,1
2545,43.0,management,single,secondary,no,-228.0,yes,yes,unknown,16.0,may,122.0,2.0,-1.0,0.0,unknown,1
2546,42.0,services,married,secondary,no,508.0,yes,no,unknown,30.0,may,70.0,1.0,-1.0,0.0,unknown,1
2547,60.0,management,married,secondary,no,725.0,yes,no,cellular,8.0,jul,266.0,1.0,-1.0,0.0,unknown,1
2548,34.0,blue-collar,married,unknown,no,41.0,yes,no,cellular,6.0,may,34.0,9.0,-1.0,0.0,unknown,1
2549,34.0,management,single,tertiary,no,184.0,no,no,cellular,22.0,jul,203.0,4.0,-1.0,0.0,unknown,1
2550,41.0,management,married,tertiary,no,251.0,no,yes,unknown,6.0,jun,85.0,3.0,-1.0,0.0,unknown,1
2551,38.0,management,divorced,secondary,no,-17.0,no,no,cellular,21.0,nov,11.0,4.0,-1.0,0.0,unknown,1
2552,23.0,services,married,secondary,no,-19.0,yes,no,unknown,20.0,jun,13.0,10.0,-1.0,0.0,unknown,1
2553,33.0,management,married,tertiary,no,1064.0,yes,no,cellular,13.0,may,562.0,1.0,-1.0,0.0,unknown,2
2554,36.0,blue-collar,married,secondary,no,777.0,yes,no,cellular,6.0,may,185.0,3.0,-1.0,0.0,unknown,1
2555,49.0,unemployed,married,tertiary,no,377.0,no,no,cellular,22.0,may,158.0,1.0,59.0,2.0,failure,1
2556,34.0,admin.,divorced,secondary,no,479.0,yes,no,cellular,12.0,may,515.0,1.0,350.0,5.0,failure,2
2557,40.0,technician,divorced,secondary,no,-375.0,yes,no,cellular,13.0,may,60.0,5.0,-1.0,0.0,unknown,1
2558,72.0,retired,married,primary,no,796.0,no,no,cellular,24.0,apr,173.0,2.0,-1.0,0.0,unknown,1
2559,43.0,technician,married,secondary,no,17.0,yes,no,unknown,16.0,may,353.0,4.0,-1.0,0.0,unknown,1
2560,44.0,blue-collar,married,secondary,no,1071.0,yes,no,cellular,11.0,may,143.0,3.0,357.0,1.0,failure,1
2561,35.0,admin.,married,secondary,no,0.0,yes,no,cellular,20.0,apr,18.0,5.0,-1.0,0.0,unknown,1
2562,46.0,admin.,divorced,secondary,no,7378.0,no,no,cellular,18.0,nov,466.0,1.0,-1.0,0.0,unknown,1
2563,55.0,admin.,married,secondary,no,865.0,yes,no,cellular,17.0,apr,85.0,1.0,151.0,1.0,failure,1
2564,50.0,technician,divorced,secondary,no,-701.0,yes,yes,cellular,24.0,jul,148.0,1.0,-1.0,0.0,unknown,1
2565,23.0,blue-collar,single,unknown,no,817.0,yes,no,cellular,18.0,may,123.0,1.0,-1.0,0.0,unknown,1
2566,34.0,student,married,unknown,no,1387.0,no,no,cellular,30.0,apr,121.0,1.0,-1.0,0.0,unknown,1
2567,40.0,blue-collar,married,secondary,no,0.0,yes,yes,unknown,29.0,may,245.0,3.0,-1.0,0.0,unknown,1
2568,61.0,retired,married,secondary,no,2917.0,no,no,cellular,6.0,oct,215.0,1.0,-1.0,0.0,unknown,2
2569,53.0,technician,married,secondary,no,4541.0,yes,no,unknown,15.0,may,190.0,6.0,-1.0,0.0,unknown,1
2570,57.0,technician,married,secondary,no,0.0,no,no,unknown,13.0,may,44.0,1.0,-1.0,0.0,unknown,1
2571,28.0,blue-collar,married,secondary,no,4287.0,no,no,cellular,30.0,apr,171.0,1.0,-1.0,0.0,unknown,1
2572,25.0,admin.,married,secondary,no,242.0,yes,no,cellular,30.0,jul,62.0,12.0,-1.0,0.0,unknown,1
2573,38.0,blue-collar,married,secondary,no,171.0,yes,yes,unknown,20.0,may,172.0,1.0,-1.0,0.0,unknown,1
2574,27.0,services,single,secondary,no,259.0,yes,no,unknown,23.0,may,78.0,10.0,-1.0,0.0,unknown,1
2575,45.0,blue-collar,married,secondary,no,827.0,yes,no,unknown,15.0,may,319.0,5.0,-1.0,0.0,unknown,1
2576,31.0,services,single,secondary,no,469.0,no,yes,cellular,2.0,feb,111.0,1.0,-1.0,0.0,unknown,1
2577,39.0,blue-collar,married,primary,no,2226.0,yes,no,unknown,6.0,may,158.0,1.0,-1.0,0.0,unknown,1
2578,42.0,technician,married,secondary,no,0.0,no,no,cellular,29.0,aug,82.0,12.0,-1.0,0.0,unknown,1
2579,46.0,management,married,tertiary,no,477.0,yes,no,unknown,20.0,may,128.0,6.0,-1.0,0.0,unknown,1
2580,36.0,services,married,secondary,no,42.0,yes,no,unknown,8.0,may,102.0,4.0,-1.0,0.0,unknown,1
2581,30.0,management,single,tertiary,no,775.0,yes,no,unknown,16.0,jun,124.0,2.0,-1.0,0.0,unknown,1
2582,32.0,blue-collar,married,secondary,no,9.0,yes,no,cellular,17.0,apr,334.0,2.0,-1.0,0.0,unknown,1
2583,52.0,technician,married,tertiary,no,2557.0,no,no,cellular,28.0,jan,134.0,5.0,204.0,2.0,success,2
2584,31.0,management,married,tertiary,no,2395.0,no,no,cellular,27.0,apr,218.0,1.0,-1.0,0.0,unknown,1
2585,60.0,management,married,primary,no,4895.0,no,no,unknown,9.0,jun,313.0,1.0,-1.0,0.0,unknown,1
2586,35.0,blue-collar,single,secondary,no,376.0,yes,yes,unknown,6.0,may,207.0,3.0,-1.0,0.0,unknown,1
2587,38.0,management,married,tertiary,no,389.0,yes,no,unknown,6.0,may,262.0,1.0,-1.0,0.0,unknown,1
2588,46.0,management,divorced,tertiary,no,134.0,no,no,cellular,19.0,aug,134.0,2.0,-1.0,0.0,unknown,1
2589,45.0,entrepreneur,divorced,tertiary,no,1273.0,yes,yes,unknown,11.0,jun,197.0,3.0,-1.0,0.0,unknown,1
2590,59.0,services,married,secondary,no,0.0,yes,no,cellular,12.0,may,214.0,3.0,-1.0,0.0,unknown,1
2591,34.0,management,married,tertiary,no,2892.0,yes,yes,cellular,30.0,jul,1165.0,7.0,-1.0,0.0,unknown,1
2592,33.0,technician,divorced,secondary,no,0.0,yes,no,cellular,7.0,may,177.0,2.0,-1.0,0.0,unknown,1
2593,46.0,management,single,secondary,no,295.0,yes,no,unknown,23.0,may,141.0,6.0,-1.0,0.0,unknown,1
2594,48.0,admin.,married,secondary,no,292.0,yes,yes,cellular,29.0,jul,164.0,6.0,-1.0,0.0,unknown,1
2595,31.0,services,single,secondary,no,85.0,no,no,cellular,16.0,jul,151.0,1.0,-1.0,0.0,unknown,1
2596,32.0,technician,married,secondary,no,4.0,no,no,cellular,4.0,feb,145.0,2.0,260.0,4.0,failure,1
2597,35.0,blue-collar,divorced,primary,no,-587.0,yes,no,unknown,26.0,may,111.0,1.0,-1.0,0.0,unknown,1
2598,36.0,blue-collar,single,primary,no,367.0,no,no,cellular,2.0,feb,217.0,1.0,221.0,1.0,failure,1
2599,52.0,management,married,tertiary,no,-1224.0,yes,no,cellular,7.0,may,253.0,4.0,-1.0,0.0,unknown,1
2600,45.0,management,divorced,tertiary,no,959.0,no,no,unknown,18.0,jun,74.0,1.0,-1.0,0.0,unknown,1
2601,34.0,management,married,tertiary,no,0.0,no,no,cellular,20.0,aug,263.0,2.0,-1.0,0.0,unknown,1
2602,25.0,blue-collar,married,primary,yes,-589.0,yes,no,unknown,3.0,jun,233.0,1.0,-1.0,0.0,unknown,1
2603,26.0,management,single,tertiary,no,-8.0,no,no,cellular,13.0,aug,402.0,2.0,-1.0,0.0,unknown,1
2604,57.0,management,married,unknown,no,0.0,no,no,cellular,30.0,sep,585.0,1.0,-1.0,0.0,unknown,1
2605,48.0,management,married,primary,no,247.0,yes,yes,unknown,14.0,may,145.0,1.0,-1.0,0.0,unknown,1
2606,48.0,technician,married,unknown,no,5543.0,no,no,unknown,16.0,jun,143.0,5.0,-1.0,0.0,unknown,1
2607,32.0,blue-collar,married,primary,no,642.0,no,yes,cellular,8.0,jul,524.0,1.0,-1.0,0.0,unknown,1
2608,58.0,retired,married,secondary,no,11.0,no,no,cellular,11.0,aug,270.0,1.0,-1.0,0.0,unknown,1
2609,57.0,management,married,primary,no,-226.0,yes,no,unknown,4.0,jun,272.0,1.0,-1.0,0.0,unknown,1
2610,31.0,entrepreneur,married,tertiary,no,5191.0,no,no,cellular,20.0,nov,187.0,2.0,-1.0,0.0,unknown,1
2611,33.0,blue-collar,single,secondary,no,-320.0,no,no,cellular,18.0,may,268.0,2.0,-1.0,0.0,unknown,1
2612,53.0,entrepreneur,married,tertiary,no,2289.0,yes,yes,cellular,17.0,nov,183.0,1.0,-1.0,0.0,unknown,1
2613,36.0,admin.,married,secondary,no,725.0,yes,no,cellular,27.0,feb,123.0,3.0,99.0,8.0,failure,1
2614,32.0,technician,single,tertiary,no,705.0,yes,no,cellular,20.0,apr,20.0,4.0,-1.0,0.0,unknown,1
2615,45.0,blue-collar,married,secondary,no,776.0,yes,no,cellular,6.0,feb,232.0,4.0,253.0,1.0,failure,1
2616,35.0,unemployed,married,tertiary,no,816.0,yes,no,cellular,19.0,nov,547.0,7.0,-1.0,0.0,unknown,1
2617,41.0,services,married,secondary,no,171.0,no,no,cellular,21.0,jul,71.0,9.0,-1.0,0.0,unknown,1
2618,54.0,services,married,secondary,no,812.0,no,no,cellular,31.0,jul,113.0,6.0,-1.0,0.0,unknown,1
2619,49.0,services,married,secondary,no,823.0,no,no,cellular,8.0,aug,780.0,4.0,-1.0,0.0,unknown,2
2620,28.0,technician,single,secondary,no,1453.0,yes,no,cellular,12.0,may,246.0,1.0,343.0,1.0,other,1
2621,24.0,blue-collar,single,unknown,no,431.0,yes,no,unknown,3.0,jun,108.0,12.0,-1.0,0.0,unknown,1
2622,30.0,admin.,single,secondary,no,1009.0,yes,no,cellular,29.0,jan,253.0,1.0,-1.0,0.0,unknown,1
2623,32.0,self-employed,married,primary,no,286.0,yes,no,cellular,6.0,aug,175.0,1.0,-1.0,0.0,unknown,1
2624,53.0,entrepreneur,married,tertiary,no,22370.0,yes,no,unknown,15.0,may,106.0,1.0,-1.0,0.0,unknown,1
2625,42.0,blue-collar,married,primary,no,2111.0,yes,no,cellular,7.0,may,86.0,2.0,-1.0,0.0,unknown,1
2626,48.0,blue-collar,married,primary,no,5366.0,yes,no,unknown,21.0,may,248.0,3.0,-1.0,0.0,unknown,1
2627,33.0,technician,married,secondary,no,181.0,yes,yes,telephone,28.0,jul,265.0,2.0,-1.0,0.0,unknown,1
2628,31.0,blue-collar,divorced,secondary,no,-452.0,yes,no,unknown,26.0,may,182.0,5.0,-1.0,0.0,unknown,1
2629,56.0,unemployed,divorced,primary,no,1770.0,no,no,cellular,5.0,feb,916.0,3.0,-1.0,0.0,unknown,1
2630,58.0,retired,married,primary,no,0.0,no,no,cellular,4.0,aug,506.0,1.0,-1.0,0.0,unknown,1
2631,37.0,admin.,single,secondary,no,-296.0,yes,no,cellular,20.0,apr,81.0,1.0,-1.0,0.0,unknown,1
2632,59.0,management,married,primary,no,2358.0,yes,no,cellular,17.0,apr,30.0,1.0,-1.0,0.0,unknown,1
2633,50.0,management,single,tertiary,no,1200.0,no,no,cellular,14.0,aug,904.0,3.0,-1.0,0.0,unknown,2
2634,39.0,housemaid,single,primary,no,109.0,yes,no,unknown,6.0,may,699.0,3.0,-1.0,0.0,unknown,1
2635,30.0,technician,married,secondary,no,616.0,yes,no,cellular,6.0,may,19.0,1.0,-1.0,0.0,unknown,1
2636,47.0,services,divorced,secondary,no,4906.0,yes,no,unknown,14.0,may,389.0,1.0,-1.0,0.0,unknown,1
2637,44.0,self-employed,married,secondary,no,313.0,no,no,cellular,6.0,aug,211.0,4.0,-1.0,0.0,unknown,1
2638,38.0,blue-collar,married,primary,no,290.0,yes,no,cellular,16.0,apr,283.0,1.0,-1.0,0.0,unknown,1
2639,50.0,management,married,tertiary,no,1240.0,no,no,cellular,12.0,aug,474.0,2.0,-1.0,0.0,unknown,1
2640,27.0,admin.,single,tertiary,no,3672.0,yes,no,cellular,15.0,may,157.0,2.0,351.0,5.0,failure,1
2641,73.0,retired,married,secondary,no,19.0,no,no,cellular,5.0,nov,509.0,2.0,-1.0,0.0,unknown,1
2642,46.0,blue-collar,married,primary,no,143.0,yes,no,unknown,7.0,may,279.0,1.0,-1.0,0.0,unknown,1
2643,56.0,retired,divorced,secondary,no,212.0,no,yes,telephone,17.0,jul,27.0,1.0,-1.0,0.0,unknown,1
2644,36.0,management,married,tertiary,no,9.0,no,no,cellular,11.0,aug,386.0,4.0,-1.0,0.0,unknown,2
2645,33.0,blue-collar,married,primary,no,3074.0,no,no,cellular,18.0,nov,679.0,1.0,-1.0,0.0,unknown,1
2646,40.0,management,married,tertiary,no,1734.0,yes,no,unknown,2.0,jun,169.0,1.0,-1.0,0.0,unknown,1
2647,52.0,management,married,tertiary,no,575.0,no,no,unknown,3.0,jun,315.0,1.0,-1.0,0.0,unknown,1
2648,51.0,blue-collar,married,secondary,no,397.0,yes,no,cellular,20.0,aug,293.0,2.0,-1.0,0.0,unknown,1
2649,33.0,blue-collar,married,secondary,no,640.0,yes,no,cellular,3.0,feb,439.0,3.0,-1.0,0.0,unknown,1
2650,54.0,services,married,secondary,no,158.0,yes,no,unknown,19.0,may,198.0,1.0,-1.0,0.0,unknown,1
2651,44.0,management,married,secondary,no,2984.0,yes,no,unknown,15.0,may,770.0,2.0,-1.0,0.0,unknown,1
2652,50.0,entrepreneur,married,secondary,no,1011.0,yes,no,telephone,30.0,jul,340.0,2.0,-1.0,0.0,unknown,1
2653,45.0,blue-collar,single,secondary,no,0.0,yes,no,cellular,26.0,apr,1472.0,1.0,192.0,4.0,failure,2
2654,36.0,management,married,tertiary,no,1133.0,yes,no,cellular,4.0,aug,293.0,1.0,181.0,2.0,other,2
2655,42.0,technician,married,secondary,no,4945.0,yes,no,cellular,2.0,mar,311.0,2.0,-1.0,0.0,unknown,2
2656,37.0,technician,married,secondary,no,712.0,yes,no,cellular,18.0,nov,291.0,2.0,-1.0,0.0,unknown,1
2657,28.0,services,single,secondary,no,-427.0,yes,yes,unknown,21.0,may,965.0,2.0,-1.0,0.0,unknown,1
2658,56.0,admin.,married,secondary,no,2146.0,no,yes,unknown,9.0,jun,594.0,1.0,-1.0,0.0,unknown,1
2659,59.0,admin.,married,secondary,no,92.0,yes,no,cellular,12.0,may,139.0,2.0,350.0,1.0,failure,1
2660,32.0,unemployed,married,secondary,no,10.0,yes,no,unknown,6.0,may,501.0,4.0,-1.0,0.0,unknown,1
2661,57.0,retired,married,primary,no,1238.0,yes,no,cellular,15.0,jul,274.0,1.0,-1.0,0.0,unknown,1
2662,49.0,admin.,single,secondary,no,981.0,yes,no,telephone,21.0,nov,10.0,3.0,-1.0,0.0,unknown,1
2663,56.0,entrepreneur,married,unknown,no,575.0,no,no,unknown,20.0,jun,18.0,2.0,-1.0,0.0,unknown,1
2664,48.0,admin.,divorced,unknown,no,-70.0,no,no,cellular,14.0,may,243.0,1.0,-1.0,0.0,unknown,1
2665,27.0,student,single,tertiary,no,3733.0,yes,no,cellular,22.0,may,198.0,1.0,98.0,6.0,success,2
2666,31.0,management,single,tertiary,no,574.0,yes,no,cellular,16.0,jul,410.0,2.0,-1.0,0.0,unknown,1
2667,28.0,blue-collar,single,secondary,no,43.0,no,no,unknown,19.0,may,190.0,1.0,-1.0,0.0,unknown,1
2668,36.0,management,married,tertiary,no,428.0,no,no,unknown,28.0,may,121.0,1.0,-1.0,0.0,unknown,1
2669,58.0,housemaid,married,primary,no,0.0,yes,no,telephone,9.0,jul,148.0,1.0,-1.0,0.0,unknown,1
2670,46.0,admin.,married,secondary,no,0.0,yes,yes,cellular,20.0,apr,239.0,2.0,259.0,2.0,failure,1
2671,32.0,management,single,tertiary,no,474.0,yes,no,cellular,7.0,aug,90.0,3.0,-1.0,0.0,unknown,1
2672,39.0,services,married,secondary,no,-540.0,no,no,unknown,6.0,jun,29.0,1.0,-1.0,0.0,unknown,1
2673,35.0,self-employed,married,tertiary,no,560.0,yes,no,cellular,2.0,apr,58.0,1.0,136.0,1.0,failure,1
2674,31.0,management,married,tertiary,no,325.0,yes,no,cellular,18.0,jul,1139.0,2.0,-1.0,0.0,unknown,2
2675,29.0,management,single,tertiary,no,437.0,no,no,cellular,5.0,aug,504.0,1.0,92.0,1.0,success,2
2676,48.0,blue-collar,married,primary,no,574.0,no,no,cellular,5.0,aug,348.0,1.0,-1.0,0.0,unknown,1
2677,60.0,retired,married,primary,no,0.0,no,no,telephone,30.0,jul,130.0,3.0,-1.0,0.0,unknown,1
2678,74.0,retired,married,secondary,no,935.0,no,no,cellular,26.0,jan,100.0,1.0,104.0,1.0,other,1
2679,30.0,services,married,secondary,no,699.0,yes,no,unknown,29.0,may,544.0,1.0,-1.0,0.0,unknown,1
2680,52.0,admin.,single,primary,no,0.0,no,no,unknown,19.0,may,182.0,11.0,-1.0,0.0,unknown,1
2681,24.0,blue-collar,married,secondary,no,-220.0,yes,no,cellular,2.0,apr,90.0,1.0,-1.0,0.0,unknown,1
2682,29.0,services,married,secondary,no,11417.0,yes,no,unknown,28.0,may,272.0,2.0,-1.0,0.0,unknown,1
2683,33.0,housemaid,married,primary,no,212.0,yes,no,cellular,11.0,jul,260.0,2.0,-1.0,0.0,unknown,1
2684,34.0,blue-collar,married,secondary,no,67.0,yes,yes,unknown,8.0,may,672.0,3.0,-1.0,0.0,unknown,1
2685,45.0,admin.,divorced,secondary,no,0.0,no,no,cellular,29.0,oct,264.0,1.0,-1.0,0.0,unknown,2
2686,31.0,blue-collar,married,secondary,no,0.0,no,yes,telephone,15.0,jul,275.0,2.0,-1.0,0.0,unknown,1
2687,45.0,technician,married,secondary,no,1673.0,no,no,cellular,23.0,oct,76.0,1.0,-1.0,0.0,unknown,1
2688,27.0,services,married,secondary,no,-1202.0,yes,no,unknown,4.0,jun,749.0,2.0,-1.0,0.0,unknown,1
2689,30.0,management,single,tertiary,no,4213.0,no,no,cellular,25.0,aug,142.0,4.0,-1.0,0.0,unknown,1
2690,45.0,blue-collar,married,primary,no,0.0,no,no,cellular,26.0,aug,454.0,2.0,-1.0,0.0,unknown,1
2691,57.0,blue-collar,married,secondary,no,1521.0,yes,yes,cellular,18.0,may,102.0,2.0,178.0,5.0,failure,1
2692,34.0,management,married,tertiary,no,1310.0,no,no,telephone,30.0,jan,521.0,3.0,158.0,7.0,other,1
2693,40.0,admin.,married,secondary,no,0.0,yes,yes,cellular,17.0,nov,57.0,1.0,-1.0,0.0,unknown,1
2694,39.0,management,married,tertiary,no,399.0,no,no,cellular,9.0,apr,504.0,1.0,-1.0,0.0,unknown,1
2695,46.0,technician,married,tertiary,no,405.0,no,no,cellular,11.0,aug,138.0,3.0,-1.0,0.0,unknown,1
2696,55.0,management,divorced,tertiary,no,9756.0,yes,no,cellular,5.0,jun,103.0,2.0,95.0,1.0,other,2
2697,25.0,management,single,tertiary,no,2506.0,no,no,cellular,17.0,feb,485.0,1.0,-1.0,0.0,unknown,2
2698,34.0,management,married,tertiary,no,697.0,no,no,cellular,5.0,aug,166.0,1.0,-1.0,0.0,unknown,1
2699,37.0,blue-collar,married,primary,no,403.0,yes,no,cellular,8.0,may,318.0,2.0,338.0,1.0,success,1
2700,64.0,retired,divorced,tertiary,no,890.0,no,no,cellular,3.0,jul,531.0,3.0,-1.0,0.0,unknown,1
2701,45.0,technician,divorced,secondary,no,809.0,yes,no,cellular,13.0,may,155.0,2.0,363.0,4.0,failure,1
2702,57.0,housemaid,married,secondary,no,158.0,yes,no,telephone,10.0,jul,73.0,1.0,-1.0,0.0,unknown,1
2703,21.0,student,single,unknown,no,137.0,yes,no,unknown,12.0,may,198.0,3.0,-1.0,0.0,unknown,1
2704,58.0,housemaid,married,secondary,no,2705.0,no,no,telephone,14.0,aug,137.0,1.0,-1.0,0.0,unknown,1
2705,41.0,blue-collar,single,secondary,no,75.0,yes,no,unknown,1.0,jul,479.0,9.0,-1.0,0.0,unknown,2
2706,41.0,management,married,unknown,no,2457.0,yes,no,unknown,9.0,may,285.0,1.0,-1.0,0.0,unknown,1
2707,58.0,management,married,tertiary,no,541.0,yes,no,cellular,8.0,may,98.0,1.0,-1.0,0.0,unknown,1
2708,33.0,management,married,tertiary,no,287.0,yes,no,cellular,15.0,may,199.0,2.0,274.0,3.0,other,1
2709,32.0,management,married,tertiary,no,273.0,yes,yes,cellular,18.0,jul,97.0,3.0,-1.0,0.0,unknown,1
2710,44.0,services,divorced,secondary,no,0.0,yes,no,unknown,4.0,jun,389.0,5.0,-1.0,0.0,unknown,1
2711,47.0,unknown,married,unknown,no,677.0,no,no,cellular,7.0,aug,384.0,1.0,99.0,4.0,success,1
2712,41.0,self-employed,married,primary,no,340.0,no,no,unknown,6.0,jun,37.0,3.0,-1.0,0.0,unknown,1
2713,54.0,technician,married,tertiary,no,98.0,no,no,cellular,8.0,aug,420.0,4.0,-1.0,0.0,unknown,1
2714,47.0,technician,divorced,tertiary,no,477.0,yes,no,telephone,7.0,may,973.0,1.0,366.0,1.0,failure,1
2715,32.0,management,single,tertiary,no,2629.0,no,no,cellular,28.0,aug,77.0,4.0,-1.0,0.0,unknown,1
2716,59.0,housemaid,married,tertiary,no,0.0,no,yes,cellular,29.0,jul,376.0,2.0,-1.0,0.0,unknown,1
2717,29.0,technician,single,tertiary,no,2325.0,no,no,cellular,2.0,feb,125.0,1.0,-1.0,0.0,unknown,2
2718,48.0,services,married,secondary,yes,-20.0,no,no,cellular,20.0,aug,142.0,2.0,-1.0,0.0,unknown,1
2719,32.0,technician,single,secondary,no,230.0,yes,no,cellular,18.0,may,442.0,1.0,266.0,8.0,failure,2
2720,46.0,management,divorced,secondary,no,-852.0,no,yes,cellular,29.0,aug,728.0,2.0,-1.0,0.0,unknown,1
2721,31.0,blue-collar,single,primary,no,-280.0,no,no,unknown,21.0,may,281.0,3.0,-1.0,0.0,unknown,1
2722,53.0,blue-collar,married,secondary,no,25.0,no,no,cellular,22.0,aug,528.0,2.0,-1.0,0.0,unknown,2
2723,34.0,technician,single,tertiary,no,9851.0,yes,no,cellular,20.0,nov,128.0,5.0,-1.0,0.0,unknown,1
2724,48.0,services,single,unknown,no,5095.0,yes,no,unknown,16.0,jun,71.0,1.0,-1.0,0.0,unknown,1
2725,32.0,technician,married,secondary,no,687.0,no,no,cellular,20.0,aug,161.0,4.0,-1.0,0.0,unknown,1
2726,31.0,management,married,secondary,no,1368.0,yes,no,cellular,12.0,aug,129.0,4.0,-1.0,0.0,unknown,1
2727,27.0,blue-collar,single,primary,no,-179.0,yes,no,cellular,15.0,may,54.0,2.0,-1.0,0.0,unknown,1
2728,60.0,admin.,married,secondary,no,-396.0,yes,no,cellular,11.0,may,443.0,1.0,350.0,1.0,failure,1
2729,34.0,blue-collar,single,tertiary,no,1011.0,yes,no,unknown,6.0,may,136.0,1.0,-1.0,0.0,unknown,1
2730,52.0,self-employed,married,secondary,no,9.0,no,yes,unknown,6.0,jun,44.0,1.0,-1.0,0.0,unknown,1
2731,48.0,blue-collar,married,secondary,no,1159.0,yes,yes,cellular,15.0,may,1181.0,9.0,-1.0,0.0,unknown,1
2732,45.0,technician,married,primary,no,-322.0,no,no,unknown,9.0,jun,225.0,2.0,-1.0,0.0,unknown,1
2733,54.0,technician,divorced,secondary,no,1114.0,yes,no,cellular,30.0,jan,81.0,1.0,-1.0,0.0,unknown,1
2734,52.0,services,married,secondary,no,2072.0,no,no,cellular,10.0,jul,224.0,1.0,-1.0,0.0,unknown,1
2735,47.0,entrepreneur,married,tertiary,no,459.0,yes,no,cellular,29.0,jul,189.0,4.0,-1.0,0.0,unknown,1
2736,54.0,unknown,married,secondary,no,1157.0,no,no,cellular,26.0,may,98.0,2.0,-1.0,0.0,unknown,1
2737,34.0,blue-collar,married,secondary,no,8309.0,yes,yes,cellular,19.0,nov,50.0,1.0,-1.0,0.0,unknown,1
2738,39.0,technician,single,tertiary,no,1043.0,no,no,cellular,18.0,aug,195.0,10.0,-1.0,0.0,unknown,1
2739,46.0,technician,married,secondary,no,2098.0,no,no,cellular,7.0,aug,110.0,2.0,-1.0,0.0,unknown,1
2740,26.0,unemployed,single,secondary,no,461.0,no,no,cellular,28.0,jan,214.0,1.0,-1.0,0.0,unknown,1
2741,37.0,technician,single,secondary,no,61.0,yes,no,unknown,19.0,may,182.0,8.0,-1.0,0.0,unknown,1
2742,47.0,blue-collar,married,secondary,no,1203.0,yes,no,cellular,17.0,apr,239.0,2.0,-1.0,0.0,unknown,1
2743,35.0,technician,married,secondary,no,1067.0,no,yes,cellular,12.0,aug,179.0,6.0,-1.0,0.0,unknown,1
2744,57.0,unemployed,married,primary,no,0.0,no,no,unknown,9.0,jun,540.0,1.0,-1.0,0.0,unknown,1
2745,34.0,management,married,tertiary,no,1657.0,yes,no,cellular,18.0,may,566.0,2.0,356.0,4.0,failure,1
2746,47.0,technician,married,secondary,no,1219.0,no,no,cellular,18.0,aug,697.0,4.0,-1.0,0.0,unknown,2
2747,27.0,technician,married,secondary,no,7.0,yes,no,unknown,15.0,may,98.0,2.0,-1.0,0.0,unknown,1
2748,40.0,blue-collar,married,secondary,no,-839.0,yes,yes,cellular,16.0,jul,1018.0,2.0,-1.0,0.0,unknown,2
2749,39.0,technician,married,secondary,no,994.0,no,no,cellular,5.0,feb,221.0,1.0,241.0,1.0,failure,1
2750,36.0,entrepreneur,married,tertiary,no,6.0,no,no,telephone,30.0,oct,246.0,1.0,-1.0,0.0,unknown,1
2751,42.0,technician,single,secondary,no,0.0,no,no,cellular,21.0,aug,656.0,2.0,-1.0,0.0,unknown,1
2752,23.0,blue-collar,single,primary,no,8627.0,yes,no,unknown,3.0,jun,281.0,1.0,-1.0,0.0,unknown,1
