d3mIndex,fileName,subject,imgNum,label_target,ang,xF,yF,wF,hF,xRE,yRE,xLE,yLE,xN,yN,xRM,yRM,xLM,yLM
337,20130529_02_Driv_159_f,2,159.0,2,0,289.0,149.0,114.0,122.0,322.0,177.0,373.0,172.0,348.0,199.0,330.0,224.0,376.0,221.0
338,20130529_02_Driv_160_f,2,160.0,2,0,290.0,148.0,114.0,126.0,320.0,176.0,372.0,171.0,346.0,196.0,325.0,224.0,372.0,219.0
339,20130529_02_Driv_161_f,2,161.0,2,0,285.0,144.0,120.0,128.0,320.0,176.0,368.0,170.0,345.0,196.0,328.0,221.0,373.0,219.0
340,20130529_02_Driv_162_f,2,162.0,2,0,290.0,151.0,117.0,126.0,318.0,179.0,367.0,172.0,345.0,201.0,329.0,227.0,372.0,220.0
341,20130529_02_Driv_163_f,2,163.0,2,0,285.0,147.0,120.0,130.0,317.0,178.0,367.0,172.0,345.0,199.0,327.0,227.0,372.0,220.0
342,20130529_02_Driv_164_f,2,164.0,2,0,286.0,147.0,111.0,127.0,313.0,177.0,363.0,169.0,342.0,198.0,323.0,224.0,368.0,218.0
343,20130529_02_Driv_165_f,2,165.0,2,0,281.0,144.0,118.0,129.0,313.0,172.0,363.0,166.0,337.0,195.0,322.0,224.0,367.0,217.0
344,20130529_02_Driv_166_f,2,166.0,2,0,284.0,146.0,117.0,131.0,312.0,176.0,363.0,170.0,339.0,198.0,321.0,225.0,369.0,217.0
345,20130529_02_Driv_167_f,2,167.0,2,0,281.0,144.0,122.0,134.0,310.0,178.0,361.0,170.0,342.0,200.0,322.0,227.0,369.0,221.0
346,20130529_02_Driv_168_f,2,168.0,2,0,278.0,144.0,123.0,133.0,307.0,180.0,357.0,169.0,335.0,203.0,319.0,229.0,362.0,218.0
347,20130529_02_Driv_169_f,2,169.0,2,0,277.0,148.0,123.0,128.0,303.0,180.0,357.0,171.0,338.0,201.0,319.0,230.0,366.0,221.0
348,20130529_02_Driv_170_f,2,170.0,2,0,276.0,152.0,128.0,132.0,306.0,185.0,360.0,175.0,337.0,206.0,316.0,234.0,362.0,227.0
349,20130530_03_Driv_001_f,3,1.0,2,0,276.0,252.0,137.0,136.0,317.0,278.0,373.0,277.0,349.0,304.0,330.0,337.0,365.0,335.0
350,20130530_03_Driv_002_f,3,2.0,2,0,274.0,239.0,131.0,144.0,309.0,269.0,363.0,272.0,340.0,296.0,319.0,326.0,354.0,327.0
351,20130530_03_Driv_003_f,3,3.0,2,0,271.0,245.0,132.0,141.0,307.0,274.0,362.0,274.0,333.0,297.0,312.0,331.0,350.0,334.0
352,20130530_03_Driv_004_f,3,4.0,2,0,274.0,244.0,126.0,150.0,307.0,275.0,360.0,275.0,331.0,297.0,314.0,332.0,351.0,335.0
353,20130530_03_Driv_005_f,3,5.0,2,0,274.0,237.0,129.0,149.0,308.0,267.0,364.0,268.0,334.0,291.0,317.0,324.0,354.0,326.0
354,20130530_03_Driv_006_f,3,6.0,2,0,276.0,236.0,125.0,143.0,311.0,269.0,364.0,271.0,336.0,291.0,317.0,324.0,349.0,327.0
355,20130530_03_Driv_007_f,3,7.0,2,15,310.0,257.0,114.0,128.0,348.0,278.0,395.0,284.0,378.0,304.0,356.0,337.0,389.0,340.0
356,20130530_03_Driv_008_f,3,8.0,2,15,308.0,247.0,115.0,133.0,348.0,271.0,396.0,274.0,382.0,297.0,357.0,326.0,390.0,329.0
357,20130530_03_Driv_009_f,3,9.0,2,15,305.0,250.0,118.0,141.0,347.0,278.0,396.0,282.0,379.0,304.0,357.0,334.0,387.0,337.0
358,20130530_03_Driv_010_f,3,10.0,2,15,307.0,258.0,116.0,128.0,347.0,283.0,395.0,286.0,376.0,308.0,359.0,338.0,388.0,339.0
359,20130530_03_Driv_011_f,3,11.0,2,15,309.0,254.0,115.0,129.0,353.0,277.0,396.0,280.0,384.0,304.0,358.0,333.0,391.0,337.0
360,20130530_03_Driv_012_f,3,12.0,2,15,313.0,251.0,114.0,131.0,354.0,276.0,402.0,279.0,386.0,301.0,361.0,332.0,393.0,334.0
361,20130530_03_Driv_013_f,3,13.0,2,15,310.0,258.0,117.0,130.0,354.0,280.0,401.0,283.0,385.0,307.0,360.0,335.0,395.0,338.0
362,20130530_03_Driv_014_f,3,14.0,2,15,314.0,261.0,110.0,131.0,354.0,286.0,401.0,290.0,384.0,311.0,364.0,339.0,391.0,343.0
363,20130530_03_Driv_015_f,3,15.0,2,15,306.0,261.0,113.0,125.0,350.0,284.0,399.0,288.0,381.0,310.0,361.0,338.0,388.0,340.0
364,20130530_03_Driv_016_f,3,16.0,2,15,309.0,251.0,117.0,130.0,353.0,275.0,399.0,278.0,382.0,300.0,357.0,328.0,390.0,330.0
365,20130530_03_Driv_017_f,3,17.0,2,15,313.0,251.0,110.0,125.0,354.0,272.0,400.0,275.0,382.0,297.0,360.0,326.0,390.0,329.0
366,20130530_03_Driv_018_f,3,18.0,2,15,308.0,253.0,114.0,128.0,350.0,278.0,398.0,282.0,380.0,303.0,359.0,332.0,390.0,337.0
367,20130530_03_Driv_019_f,3,19.0,2,15,305.0,267.0,119.0,128.0,351.0,292.0,397.0,296.0,379.0,314.0,356.0,347.0,388.0,347.0
368,20130530_03_Driv_020_f,3,20.0,2,15,310.0,264.0,114.0,125.0,352.0,286.0,397.0,289.0,381.0,311.0,359.0,338.0,393.0,340.0
369,20130530_03_Driv_021_f,3,21.0,2,15,315.0,253.0,109.0,128.0,354.0,278.0,402.0,280.0,385.0,301.0,363.0,329.0,393.0,331.0
370,20130530_03_Driv_022_f,3,22.0,2,15,311.0,254.0,114.0,134.0,354.0,277.0,400.0,282.0,385.0,304.0,362.0,332.0,393.0,335.0
371,20130530_03_Driv_023_f,3,23.0,2,15,313.0,258.0,111.0,129.0,356.0,280.0,400.0,283.0,384.0,306.0,360.0,335.0,390.0,337.0
372,20130530_03_Driv_024_f,3,24.0,2,15,313.0,260.0,107.0,129.0,354.0,281.0,401.0,286.0,384.0,306.0,364.0,335.0,391.0,338.0
373,20130530_03_Driv_025_f,3,25.0,2,15,310.0,257.0,115.0,128.0,354.0,280.0,400.0,287.0,383.0,307.0,362.0,335.0,392.0,338.0
374,20130530_03_Driv_026_f,3,26.0,2,15,306.0,254.0,122.0,133.0,356.0,280.0,403.0,286.0,386.0,305.0,362.0,334.0,391.0,338.0
375,20130530_03_Driv_027_f,3,27.0,2,15,311.0,255.0,111.0,129.0,355.0,279.0,401.0,284.0,385.0,305.0,361.0,332.0,390.0,337.0
376,20130530_03_Driv_028_f,3,28.0,2,15,311.0,254.0,116.0,129.0,356.0,278.0,401.0,284.0,385.0,305.0,362.0,332.0,391.0,335.0
377,20130530_03_Driv_029_f,3,29.0,2,15,310.0,253.0,117.0,132.0,356.0,276.0,400.0,280.0,384.0,303.0,360.0,329.0,391.0,333.0
378,20130530_03_Driv_030_f,3,30.0,2,15,309.0,255.0,116.0,132.0,356.0,277.0,402.0,283.0,386.0,306.0,362.0,332.0,393.0,336.0
379,20130530_03_Driv_031_f,3,31.0,2,15,309.0,255.0,117.0,131.0,355.0,281.0,402.0,287.0,386.0,307.0,361.0,335.0,390.0,340.0
380,20130530_03_Driv_032_f,3,32.0,2,15,306.0,259.0,119.0,132.0,354.0,283.0,402.0,289.0,382.0,312.0,362.0,337.0,390.0,340.0
381,20130530_03_Driv_033_f,3,33.0,2,15,310.0,259.0,120.0,133.0,353.0,284.0,400.0,289.0,384.0,311.0,361.0,338.0,388.0,343.0
382,20130530_03_Driv_034_f,3,34.0,2,15,301.0,258.0,123.0,131.0,352.0,283.0,397.0,287.0,378.0,307.0,357.0,335.0,390.0,341.0
383,20130530_03_Driv_035_f,3,35.0,2,15,306.0,258.0,113.0,129.0,348.0,281.0,396.0,286.0,374.0,308.0,350.0,335.0,382.0,337.0
384,20130530_03_Driv_036_f,3,36.0,2,0,304.0,256.0,112.0,128.0,341.0,279.0,391.0,283.0,367.0,305.0,346.0,331.0,379.0,334.0
385,20130530_03_Driv_037_f,3,37.0,2,0,297.0,255.0,117.0,129.0,333.0,281.0,382.0,283.0,356.0,303.0,337.0,330.0,371.0,335.0
386,20130530_03_Driv_038_f,3,38.0,2,0,293.0,253.0,115.0,135.0,317.0,281.0,373.0,283.0,343.0,305.0,330.0,334.0,356.0,335.0
387,20130530_03_Driv_039_lr,3,39.0,1,-30,274.0,255.0,114.0,129.0,299.0,284.0,341.0,284.0,313.0,307.0,304.0,336.0,331.0,337.0
388,20130530_03_Driv_040_lr,3,40.0,1,-30,268.0,255.0,102.0,128.0,290.0,288.0,334.0,286.0,300.0,311.0,296.0,338.0,324.0,338.0
389,20130530_03_Driv_041_lr,3,41.0,1,-30,271.0,261.0,102.0,126.0,297.0,291.0,337.0,292.0,309.0,313.0,301.0,338.0,335.0,341.0
390,20130530_03_Driv_042_f,3,42.0,2,-15,279.0,261.0,112.0,128.0,312.0,287.0,361.0,287.0,332.0,311.0,320.0,338.0,350.0,340.0
391,20130530_03_Driv_043_f,3,43.0,2,0,289.0,263.0,108.0,129.0,318.0,287.0,369.0,289.0,341.0,311.0,329.0,338.0,356.0,340.0
392,20130530_03_Driv_044_f,3,44.0,2,0,291.0,265.0,111.0,121.0,320.0,286.0,371.0,289.0,344.0,311.0,327.0,339.0,360.0,339.0
393,20130530_03_Driv_045_f,3,45.0,2,0,288.0,257.0,112.0,125.0,326.0,281.0,374.0,284.0,345.0,307.0,332.0,334.0,359.0,337.0
394,20130530_03_Driv_046_f,3,46.0,2,0,294.0,254.0,111.0,123.0,328.0,282.0,377.0,283.0,353.0,304.0,336.0,332.0,361.0,334.0
395,20130530_03_Driv_047_f,3,47.0,2,0,297.0,260.0,109.0,127.0,330.0,284.0,377.0,286.0,354.0,310.0,337.0,336.0,365.0,339.0
396,20130530_03_Driv_048_f,3,48.0,2,0,294.0,264.0,114.0,130.0,328.0,292.0,376.0,292.0,353.0,315.0,337.0,345.0,365.0,347.0
397,20130530_03_Driv_049_f,3,49.0,2,0,295.0,270.0,116.0,129.0,332.0,292.0,380.0,294.0,357.0,319.0,341.0,347.0,368.0,347.0
398,20130530_03_Driv_050_f,3,50.0,2,0,297.0,267.0,115.0,125.0,337.0,292.0,382.0,292.0,363.0,314.0,345.0,346.0,375.0,347.0
399,20130530_03_Driv_051_f,3,51.0,2,0,299.0,263.0,113.0,137.0,337.0,291.0,384.0,295.0,367.0,317.0,349.0,345.0,374.0,347.0
400,20130530_03_Driv_052_f,3,52.0,2,0,303.0,267.0,105.0,128.0,341.0,292.0,385.0,294.0,366.0,318.0,346.0,348.0,375.0,352.0
401,20130530_03_Driv_053_f,3,53.0,2,0,300.0,269.0,109.0,126.0,341.0,294.0,388.0,296.0,366.0,321.0,349.0,347.0,373.0,350.0
402,20130530_03_Driv_054_f,3,54.0,2,0,301.0,271.0,110.0,133.0,338.0,297.0,387.0,300.0,367.0,323.0,347.0,350.0,376.0,353.0
403,20130530_03_Driv_055_f,3,55.0,2,0,295.0,268.0,122.0,133.0,341.0,295.0,388.0,297.0,368.0,321.0,347.0,348.0,377.0,355.0
404,20130530_03_Driv_056_f,3,56.0,2,0,302.0,266.0,111.0,125.0,343.0,291.0,389.0,292.0,371.0,318.0,348.0,346.0,381.0,350.0
405,20130530_03_Driv_057_f,3,57.0,2,0,310.0,260.0,106.0,131.0,344.0,287.0,392.0,291.0,375.0,313.0,350.0,341.0,384.0,346.0
406,20130530_03_Driv_058_f,3,58.0,2,0,308.0,259.0,108.0,128.0,348.0,286.0,394.0,289.0,374.0,312.0,353.0,338.0,385.0,345.0
407,20130530_03_Driv_059_f,3,59.0,2,0,306.0,268.0,114.0,129.0,341.0,292.0,389.0,295.0,372.0,321.0,347.0,349.0,379.0,351.0
408,20130530_03_Driv_060_f,3,60.0,2,0,299.0,274.0,114.0,128.0,337.0,297.0,384.0,302.0,365.0,327.0,346.0,354.0,373.0,357.0
409,20130530_03_Driv_061_f,3,61.0,2,0,299.0,267.0,115.0,128.0,337.0,292.0,385.0,296.0,367.0,321.0,347.0,347.0,373.0,350.0
410,20130530_03_Driv_062_f,3,62.0,2,0,304.0,264.0,111.0,128.0,337.0,286.0,387.0,290.0,363.0,317.0,344.0,343.0,375.0,345.0
411,20130530_03_Driv_063_f,3,63.0,2,0,302.0,264.0,111.0,130.0,337.0,287.0,384.0,289.0,363.0,314.0,342.0,340.0,371.0,346.0
412,20130530_03_Driv_064_f,3,64.0,2,0,300.0,263.0,113.0,126.0,334.0,287.0,383.0,290.0,361.0,317.0,343.0,343.0,371.0,346.0
413,20130530_03_Driv_065_f,3,65.0,2,0,301.0,265.0,107.0,131.0,333.0,291.0,382.0,294.0,360.0,318.0,341.0,346.0,371.0,349.0
414,20130530_03_Driv_066_f,3,66.0,2,0,298.0,273.0,112.0,125.0,333.0,295.0,382.0,298.0,359.0,323.0,339.0,349.0,367.0,353.0
415,20130530_03_Driv_067_f,3,67.0,2,0,300.0,269.0,110.0,117.0,331.0,287.0,381.0,291.0,360.0,314.0,340.0,340.0,369.0,344.0
416,20130530_03_Driv_068_f,3,68.0,2,0,300.0,255.0,117.0,126.0,336.0,277.0,382.0,280.0,360.0,304.0,340.0,331.0,368.0,331.0
417,20130530_03_Driv_069_f,3,69.0,2,0,302.0,247.0,113.0,134.0,337.0,274.0,387.0,277.0,360.0,300.0,347.0,327.0,374.0,330.0
418,20130530_03_Driv_070_f,3,70.0,2,0,302.0,254.0,115.0,129.0,335.0,277.0,382.0,279.0,361.0,304.0,342.0,332.0,371.0,335.0
419,20130530_03_Driv_071_f,3,71.0,2,0,298.0,256.0,115.0,132.0,334.0,283.0,383.0,285.0,359.0,308.0,343.0,334.0,374.0,338.0
420,20130530_03_Driv_072_f,3,72.0,2,0,299.0,262.0,116.0,122.0,334.0,285.0,382.0,289.0,362.0,310.0,340.0,336.0,372.0,339.0
421,20130530_03_Driv_073_f,3,73.0,2,0,304.0,255.0,105.0,128.0,335.0,280.0,382.0,283.0,363.0,305.0,344.0,331.0,369.0,334.0
422,20130530_03_Driv_074_f,3,74.0,2,0,304.0,252.0,111.0,128.0,337.0,275.0,385.0,278.0,362.0,301.0,344.0,326.0,376.0,330.0
423,20130530_03_Driv_075_f,3,75.0,2,0,302.0,252.0,113.0,131.0,337.0,279.0,385.0,284.0,362.0,305.0,345.0,331.0,373.0,335.0
424,20130530_03_Driv_076_f,3,76.0,2,0,304.0,257.0,107.0,124.0,338.0,278.0,382.0,283.0,363.0,306.0,345.0,329.0,372.0,337.0
425,20130530_03_Driv_077_f,3,77.0,2,0,307.0,255.0,106.0,134.0,339.0,282.0,385.0,286.0,365.0,307.0,348.0,333.0,376.0,337.0
426,20130530_03_Driv_078_f,3,78.0,2,0,308.0,255.0,106.0,131.0,339.0,285.0,387.0,289.0,364.0,309.0,345.0,334.0,376.0,338.0
427,20130530_03_Driv_079_f,3,79.0,2,0,306.0,257.0,107.0,131.0,338.0,284.0,385.0,289.0,365.0,309.0,346.0,335.0,374.0,340.0
428,20130530_03_Driv_080_f,3,80.0,2,0,305.0,257.0,115.0,128.0,342.0,284.0,387.0,288.0,370.0,309.0,349.0,334.0,375.0,338.0
429,20130530_03_Driv_081_f,3,81.0,2,0,301.0,252.0,117.0,132.0,344.0,280.0,390.0,284.0,371.0,304.0,350.0,330.0,374.0,334.0
430,20130530_03_Driv_082_f,3,82.0,2,0,309.0,261.0,108.0,125.0,344.0,283.0,388.0,287.0,372.0,311.0,350.0,335.0,377.0,340.0
431,20130530_03_Driv_083_f,3,83.0,2,15,305.0,262.0,111.0,122.0,344.0,286.0,387.0,291.0,371.0,311.0,346.0,337.0,377.0,342.0
432,20130530_03_Driv_084_f,3,84.0,2,15,306.0,257.0,110.0,127.0,347.0,282.0,389.0,286.0,371.0,307.0,351.0,333.0,380.0,335.0
433,20130530_03_Driv_085_f,3,85.0,2,15,309.0,255.0,108.0,128.0,347.0,278.0,390.0,284.0,374.0,304.0,351.0,331.0,380.0,335.0
434,20130530_03_Driv_086_f,3,86.0,2,15,304.0,260.0,113.0,129.0,344.0,283.0,390.0,287.0,374.0,311.0,353.0,336.0,379.0,340.0
435,20130530_03_Driv_087_f,3,87.0,2,15,305.0,258.0,109.0,133.0,345.0,285.0,388.0,290.0,374.0,312.0,351.0,337.0,380.0,344.0
436,20130530_03_Driv_088_f,3,88.0,2,15,308.0,257.0,108.0,127.0,347.0,281.0,391.0,287.0,375.0,307.0,354.0,332.0,379.0,340.0
437,20130530_03_Driv_089_f,3,89.0,2,15,309.0,252.0,109.0,131.0,348.0,278.0,397.0,285.0,376.0,306.0,356.0,332.0,387.0,335.0
438,20130530_03_Driv_090_f,3,90.0,2,15,310.0,260.0,104.0,124.0,349.0,282.0,392.0,289.0,376.0,309.0,354.0,337.0,380.0,338.0
439,20130530_03_Driv_091_f,3,91.0,2,15,304.0,258.0,114.0,133.0,348.0,284.0,391.0,290.0,375.0,312.0,349.0,338.0,381.0,344.0
440,20130530_03_Driv_092_f,3,92.0,2,15,308.0,260.0,108.0,127.0,350.0,288.0,394.0,294.0,376.0,314.0,354.0,342.0,384.0,344.0
441,20130530_03_Driv_093_f,3,93.0,2,15,308.0,261.0,112.0,129.0,348.0,285.0,393.0,291.0,377.0,309.0,354.0,337.0,382.0,343.0
442,20130530_03_Driv_094_f,3,94.0,2,15,313.0,258.0,107.0,131.0,353.0,282.0,394.0,287.0,379.0,309.0,353.0,333.0,384.0,338.0
443,20130530_03_Driv_095_f,3,95.0,2,15,310.0,256.0,110.0,127.0,353.0,283.0,396.0,287.0,381.0,307.0,357.0,334.0,385.0,338.0
444,20130530_03_Driv_096_f,3,96.0,2,15,308.0,256.0,117.0,130.0,353.0,281.0,394.0,287.0,379.0,308.0,356.0,333.0,384.0,339.0
445,20130530_03_Driv_097_f,3,97.0,2,15,308.0,265.0,115.0,128.0,354.0,289.0,397.0,295.0,379.0,320.0,357.0,341.0,384.0,347.0
446,20130530_03_Driv_098_f,3,98.0,2,15,307.0,263.0,115.0,134.0,350.0,290.0,393.0,298.0,378.0,318.0,355.0,344.0,380.0,349.0
447,20130530_03_Driv_099_f,3,99.0,2,15,311.0,263.0,113.0,131.0,351.0,287.0,396.0,295.0,381.0,318.0,355.0,343.0,387.0,346.0
448,20130530_03_Driv_100_f,3,100.0,2,15,313.0,255.0,114.0,139.0,354.0,282.0,399.0,290.0,382.0,311.0,357.0,337.0,388.0,343.0
449,20130530_03_Driv_101_f,3,101.0,2,15,309.0,254.0,118.0,137.0,354.0,284.0,397.0,292.0,384.0,313.0,361.0,338.0,384.0,338.0
450,20130530_03_Driv_102_f,3,102.0,2,15,314.0,261.0,110.0,139.0,354.0,286.0,397.0,293.0,382.0,316.0,357.0,341.0,386.0,344.0
451,20130530_03_Driv_103_f,3,103.0,2,15,302.0,262.0,125.0,138.0,354.0,286.0,399.0,294.0,382.0,313.0,358.0,341.0,389.0,344.0
452,20130530_03_Driv_104_f,3,104.0,2,15,313.0,263.0,114.0,138.0,353.0,288.0,400.0,295.0,382.0,317.0,361.0,343.0,390.0,347.0
453,20130530_03_Driv_105_f,3,105.0,2,15,306.0,261.0,121.0,139.0,354.0,288.0,398.0,295.0,384.0,317.0,358.0,343.0,386.0,346.0
454,20130530_03_Driv_106_f,3,106.0,2,15,307.0,264.0,116.0,134.0,354.0,289.0,399.0,294.0,382.0,318.0,362.0,343.0,391.0,347.0
455,20130530_03_Driv_107_f,3,107.0,2,15,313.0,260.0,115.0,133.0,351.0,283.0,399.0,291.0,383.0,311.0,359.0,338.0,387.0,340.0
456,20130530_03_Driv_108_f,3,108.0,2,15,307.0,255.0,120.0,134.0,356.0,281.0,399.0,290.0,386.0,311.0,361.0,336.0,386.0,341.0
457,20130530_03_Driv_109_f,3,109.0,2,15,309.0,261.0,116.0,132.0,351.0,286.0,398.0,294.0,381.0,317.0,357.0,343.0,387.0,346.0
458,20130530_03_Driv_110_f,3,110.0,2,15,310.0,264.0,115.0,136.0,352.0,294.0,395.0,300.0,379.0,320.0,353.0,347.0,385.0,351.0
459,20130530_03_Driv_111_f,3,111.0,2,15,309.0,268.0,116.0,133.0,351.0,294.0,396.0,300.0,380.0,324.0,355.0,351.0,385.0,354.0
460,20130530_03_Driv_112_f,3,112.0,2,15,305.0,264.0,117.0,133.0,352.0,291.0,397.0,297.0,382.0,319.0,352.0,346.0,385.0,349.0
461,20130530_03_Driv_113_f,3,113.0,2,15,305.0,261.0,121.0,135.0,355.0,289.0,396.0,295.0,380.0,315.0,356.0,343.0,387.0,347.0
462,20130530_03_Driv_114_f,3,114.0,2,15,310.0,267.0,115.0,131.0,354.0,292.0,397.0,300.0,377.0,320.0,357.0,347.0,387.0,352.0
463,20130530_03_Driv_115_f,3,115.0,2,15,307.0,269.0,111.0,131.0,350.0,295.0,396.0,301.0,377.0,321.0,354.0,348.0,382.0,352.0
464,20130530_03_Driv_116_f,3,116.0,2,15,309.0,264.0,113.0,136.0,353.0,295.0,396.0,299.0,379.0,322.0,355.0,347.0,386.0,350.0
465,20130530_03_Driv_117_f,3,117.0,2,15,309.0,266.0,118.0,133.0,354.0,291.0,396.0,297.0,379.0,321.0,358.0,344.0,388.0,348.0
466,20130530_03_Driv_118_f,3,118.0,2,15,305.0,269.0,117.0,133.0,351.0,296.0,395.0,301.0,379.0,326.0,356.0,350.0,385.0,354.0
467,20130530_03_Driv_119_f,3,119.0,2,15,305.0,271.0,118.0,136.0,350.0,300.0,394.0,306.0,377.0,327.0,353.0,352.0,382.0,357.0
468,20130530_03_Driv_120_f,3,120.0,2,15,305.0,267.0,116.0,133.0,349.0,295.0,394.0,301.0,376.0,321.0,356.0,347.0,383.0,352.0
469,20130530_03_Driv_121_f,3,121.0,2,15,300.0,263.0,123.0,138.0,350.0,288.0,397.0,295.0,377.0,320.0,356.0,342.0,387.0,348.0
470,20130530_03_Driv_122_f,3,122.0,2,15,310.0,260.0,116.0,140.0,350.0,289.0,396.0,294.0,379.0,318.0,356.0,342.0,385.0,347.0
471,20130530_03_Driv_123_f,3,123.0,2,15,307.0,266.0,114.0,136.0,350.0,294.0,394.0,298.0,376.0,320.0,353.0,347.0,385.0,350.0
472,20130530_03_Driv_124_f,3,124.0,2,15,310.0,268.0,112.0,135.0,349.0,295.0,393.0,300.0,375.0,321.0,353.0,349.0,382.0,352.0
473,20130530_03_Driv_125_f,3,125.0,2,15,308.0,266.0,112.0,137.0,348.0,294.0,394.0,300.0,377.0,321.0,353.0,348.0,383.0,349.0
474,20130530_03_Driv_126_f,3,126.0,2,15,310.0,263.0,112.0,136.0,348.0,292.0,394.0,297.0,377.0,317.0,353.0,344.0,387.0,347.0
475,20130530_03_Driv_127_f,3,127.0,2,15,307.0,260.0,113.0,135.0,350.0,291.0,395.0,296.0,377.0,318.0,351.0,344.0,382.0,346.0
476,20130530_03_Driv_128_f,3,128.0,2,15,305.0,266.0,112.0,131.0,345.0,295.0,391.0,300.0,374.0,323.0,349.0,346.0,382.0,349.0
477,20130530_03_Driv_129_f,3,129.0,2,15,307.0,265.0,107.0,129.0,345.0,292.0,391.0,298.0,373.0,320.0,351.0,346.0,379.0,349.0
478,20130530_03_Driv_130_f,3,130.0,2,15,311.0,263.0,107.0,131.0,345.0,289.0,395.0,295.0,374.0,315.0,351.0,343.0,382.0,345.0
479,20130530_03_Driv_131_f,3,131.0,2,15,307.0,258.0,108.0,134.0,345.0,287.0,389.0,292.0,372.0,314.0,350.0,340.0,382.0,341.0
480,20130530_03_Driv_132_f,3,132.0,2,15,310.0,260.0,105.0,129.0,347.0,289.0,393.0,294.0,371.0,316.0,354.0,340.0,381.0,344.0
481,20130530_03_Driv_133_f,3,133.0,2,15,306.0,261.0,107.0,125.0,345.0,287.0,389.0,292.0,371.0,313.0,351.0,339.0,379.0,343.0
482,20130530_03_Driv_134_f,3,134.0,2,15,307.0,260.0,105.0,124.0,344.0,284.0,390.0,287.0,372.0,308.0,350.0,335.0,379.0,339.0
483,20130530_03_Driv_135_f,3,135.0,2,15,304.0,258.0,110.0,124.0,345.0,282.0,390.0,285.0,371.0,305.0,351.0,334.0,381.0,335.0
484,20130530_03_Driv_136_f,3,136.0,2,15,305.0,257.0,111.0,122.0,345.0,280.0,388.0,284.0,371.0,304.0,355.0,329.0,381.0,333.0
485,20130530_03_Driv_137_f,3,137.0,2,15,304.0,260.0,111.0,123.0,343.0,282.0,387.0,284.0,368.0,308.0,350.0,335.0,378.0,336.0
486,20130530_03_Driv_138_f,3,138.0,2,15,303.0,258.0,108.0,125.0,343.0,281.0,386.0,284.0,370.0,305.0,351.0,331.0,377.0,335.0
487,20130530_03_Driv_139_f,3,139.0,2,15,303.0,254.0,111.0,126.0,344.0,277.0,388.0,282.0,371.0,302.0,352.0,329.0,380.0,332.0
488,20130530_03_Driv_140_f,3,140.0,2,15,306.0,258.0,108.0,125.0,345.0,281.0,387.0,285.0,371.0,303.0,351.0,330.0,378.0,333.0
489,20130530_03_Driv_141_f,3,141.0,2,15,304.0,256.0,108.0,128.0,343.0,282.0,387.0,286.0,370.0,305.0,345.0,333.0,376.0,335.0
490,20130530_03_Driv_142_f,3,142.0,2,15,300.0,254.0,114.0,124.0,342.0,278.0,384.0,283.0,369.0,301.0,347.0,329.0,378.0,332.0
491,20130530_03_Driv_143_f,3,143.0,2,15,307.0,263.0,101.0,120.0,342.0,287.0,385.0,291.0,367.0,309.0,347.0,337.0,377.0,338.0
492,20130530_03_Driv_144_f,3,144.0,2,15,304.0,258.0,111.0,129.0,343.0,285.0,388.0,290.0,373.0,311.0,348.0,335.0,379.0,340.0
493,20130530_03_Driv_145_f,3,145.0,2,15,306.0,260.0,113.0,134.0,350.0,284.0,391.0,289.0,373.0,313.0,353.0,337.0,381.0,339.0
494,20130530_03_Driv_146_f,3,146.0,2,15,306.0,265.0,112.0,124.0,344.0,287.0,391.0,291.0,371.0,320.0,351.0,341.0,382.0,343.0
495,20130530_03_Driv_147_f,3,147.0,2,15,307.0,258.0,110.0,129.0,347.0,286.0,394.0,291.0,371.0,315.0,354.0,338.0,385.0,341.0
496,20130530_03_Driv_148_f,3,148.0,2,15,309.0,260.0,107.0,136.0,345.0,285.0,390.0,289.0,371.0,316.0,351.0,339.0,378.0,342.0
497,20130530_03_Driv_149_f,3,149.0,2,15,306.0,260.0,114.0,129.0,347.0,283.0,393.0,288.0,375.0,312.0,354.0,335.0,382.0,338.0
498,20130530_03_Driv_150_f,3,150.0,2,15,315.0,255.0,101.0,135.0,349.0,284.0,393.0,287.0,377.0,312.0,354.0,337.0,381.0,341.0
499,20130530_03_Driv_151_f,3,151.0,2,15,310.0,269.0,105.0,129.0,348.0,292.0,390.0,296.0,372.0,321.0,349.0,344.0,381.0,351.0
500,20130530_03_Driv_152_f,3,152.0,2,15,308.0,268.0,106.0,133.0,347.0,295.0,391.0,301.0,374.0,321.0,350.0,348.0,380.0,352.0
501,20130530_03_Driv_153_f,3,153.0,2,15,309.0,273.0,108.0,131.0,348.0,295.0,390.0,298.0,373.0,323.0,352.0,348.0,381.0,351.0
502,20130530_03_Driv_154_f,3,154.0,2,15,310.0,274.0,109.0,130.0,347.0,298.0,393.0,302.0,376.0,324.0,350.0,351.0,379.0,355.0
503,20130530_03_Driv_155_f,3,155.0,2,15,311.0,273.0,109.0,132.0,348.0,297.0,393.0,302.0,374.0,325.0,350.0,349.0,383.0,354.0
504,20130530_03_Driv_156_f,3,156.0,2,15,311.0,274.0,105.0,131.0,346.0,297.0,395.0,302.0,378.0,326.0,355.0,351.0,380.0,356.0
505,20130530_03_Driv_157_f,3,157.0,2,15,310.0,273.0,107.0,133.0,348.0,299.0,394.0,303.0,378.0,326.0,354.0,349.0,384.0,354.0
