d3mIndex,V1,V2,V3,V4,V5,V6,V7,Class
4955,5.0,7.0,23.0,0.0,19.0,8.06,37.11,2
4956,0.0,0.0,0.0,0.0,23.0,23.0,51.62,2
4957,1.0,0.0,23.0,0.0,48.0,25.0,51.62,2
4958,2.0,0.0,48.0,10.0,43.0,11.18,51.62,2
4959,3.0,10.0,43.0,19.0,37.0,10.82,51.62,2
4960,4.0,19.0,37.0,19.0,24.0,13.0,51.62,2
4961,5.0,19.0,24.0,10.0,18.0,10.82,51.62,2
4962,6.0,10.0,18.0,0.0,12.0,11.66,51.62,2
4963,0.0,0.0,0.0,0.0,34.0,34.0,58.24,2
4964,1.0,0.0,34.0,1.0,56.0,22.02,58.24,2
4965,2.0,1.0,56.0,14.0,50.0,14.32,58.24,2
4966,3.0,14.0,50.0,16.0,42.0,8.25,58.24,2
4967,4.0,16.0,42.0,14.0,34.0,8.25,58.24,2
4968,5.0,14.0,34.0,0.0,26.0,16.12,58.24,2
4969,0.0,0.0,0.0,0.0,29.0,29.0,56.08,2
4970,1.0,0.0,29.0,1.0,52.0,23.02,56.08,2
4971,2.0,1.0,52.0,21.0,38.0,24.41,56.08,2
4972,3.0,21.0,38.0,21.0,22.0,16.0,56.08,2
4973,4.0,21.0,22.0,0.0,6.0,26.4,56.08,2
4974,0.0,0.0,0.0,0.0,32.0,32.0,49.04,2
4975,1.0,0.0,32.0,0.0,47.0,15.0,49.04,2
4976,2.0,0.0,47.0,7.0,45.0,7.28,49.04,2
4977,3.0,7.0,45.0,14.0,40.0,8.6,49.04,2
4978,4.0,14.0,40.0,14.0,31.0,9.0,49.04,2
4979,5.0,14.0,31.0,7.0,26.0,8.6,49.04,2
4980,6.0,7.0,26.0,0.0,21.0,8.6,49.04,2
4981,0.0,0.0,0.0,0.0,31.0,31.0,50.0,2
4982,1.0,0.0,31.0,0.0,48.0,17.0,50.0,2
4983,2.0,0.0,48.0,14.0,41.0,15.65,50.0,2
4984,3.0,14.0,41.0,14.0,31.0,10.0,50.0,2
4985,4.0,14.0,31.0,0.0,21.0,17.2,50.0,2
4986,0.0,0.0,0.0,0.0,34.0,34.0,50.25,2
4987,1.0,0.0,34.0,0.0,43.0,9.0,50.25,2
4988,2.0,0.0,43.0,20.0,36.0,21.19,50.25,2
4989,3.0,20.0,36.0,26.0,25.0,12.53,50.25,2
4990,4.0,26.0,25.0,20.0,16.0,10.82,50.25,2
4991,5.0,20.0,16.0,0.0,6.0,22.36,50.25,2
4992,0.0,0.0,0.0,0.0,33.0,33.0,60.42,2
4993,1.0,0.0,33.0,1.0,55.0,22.02,60.42,2
4994,2.0,1.0,55.0,15.0,47.0,16.12,60.42,2
4995,3.0,15.0,47.0,25.0,39.0,12.81,60.42,2
4996,4.0,25.0,39.0,25.0,22.0,17.0,60.42,2
4997,5.0,25.0,22.0,15.0,14.0,12.81,60.42,2
4998,6.0,15.0,14.0,0.0,6.0,17.0,60.42,2
4999,0.0,0.0,0.0,1.0,29.0,29.02,61.29,3
5000,1.0,1.0,29.0,1.0,54.0,25.0,61.29,3
5001,2.0,1.0,54.0,8.0,52.0,7.28,61.29,3
5002,3.0,8.0,52.0,29.0,46.0,21.84,61.29,3
5003,4.0,29.0,46.0,29.0,35.0,11.0,61.29,3
5004,5.0,29.0,35.0,8.0,29.0,21.84,61.29,3
5005,6.0,8.0,29.0,0.0,23.0,10.0,61.29,3
5006,7.0,0.0,23.0,16.0,0.0,28.02,61.29,3
5007,0.0,0.0,0.0,2.0,26.0,26.08,40.5,3
5008,1.0,2.0,26.0,2.0,34.0,8.0,40.5,3
5009,2.0,2.0,34.0,14.0,30.0,12.65,40.5,3
5010,3.0,14.0,30.0,22.0,21.0,12.04,40.5,3
5011,4.0,22.0,21.0,14.0,14.0,10.63,40.5,3
5012,5.0,14.0,14.0,0.0,6.0,16.12,40.5,3
5013,6.0,0.0,6.0,16.0,0.0,17.09,40.5,3
5014,0.0,0.0,0.0,0.0,30.0,30.0,52.39,3
5015,1.0,0.0,30.0,0.0,48.0,18.0,52.39,3
5016,2.0,0.0,48.0,19.0,43.0,19.65,52.39,3
5017,3.0,19.0,43.0,21.0,36.0,7.28,52.39,3
5018,4.0,21.0,36.0,21.0,22.0,14.0,52.39,3
5019,5.0,21.0,22.0,19.0,15.0,7.28,52.39,3
5020,6.0,19.0,15.0,0.0,8.0,20.25,52.39,3
5021,7.0,0.0,8.0,20.0,0.0,21.54,52.39,3
5022,0.0,0.0,0.0,0.0,30.0,30.0,54.41,3
5023,1.0,0.0,30.0,0.0,52.0,22.0,54.41,3
5024,2.0,0.0,52.0,6.0,50.0,6.32,54.41,3
5025,3.0,6.0,50.0,16.0,46.0,10.77,54.41,3
5026,4.0,16.0,46.0,16.0,37.0,9.0,54.41,3
5027,5.0,16.0,37.0,6.0,33.0,10.77,54.41,3
5028,6.0,6.0,33.0,0.0,29.0,7.21,54.41,3
5029,7.0,0.0,29.0,14.0,0.0,32.2,54.41,3
5030,0.0,0.0,0.0,1.0,23.0,23.02,60.44,3
5031,1.0,1.0,23.0,1.0,47.0,24.0,60.44,3
5032,2.0,1.0,47.0,10.0,42.0,10.3,60.44,3
5033,3.0,10.0,42.0,38.0,35.0,28.86,60.44,3
5034,4.0,38.0,35.0,38.0,21.0,14.0,60.44,3
5035,5.0,38.0,21.0,10.0,14.0,28.86,60.44,3
5036,6.0,10.0,14.0,0.0,7.0,12.21,60.44,3
5037,7.0,0.0,7.0,22.0,0.0,23.09,60.44,3
5038,0.0,0.0,0.0,0.0,24.0,24.0,48.75,3
5039,1.0,0.0,24.0,0.0,44.0,20.0,48.75,3
5040,2.0,0.0,44.0,10.0,40.0,10.77,48.75,3
5041,3.0,10.0,40.0,20.0,33.0,12.21,48.75,3
5042,4.0,20.0,33.0,20.0,20.0,13.0,48.75,3
5043,5.0,20.0,20.0,10.0,13.0,12.21,48.75,3
5044,6.0,10.0,13.0,0.0,6.0,12.21,48.75,3
5045,7.0,0.0,6.0,21.0,0.0,21.84,48.75,3
5046,0.0,0.0,0.0,0.0,32.0,32.0,55.9,3
5047,1.0,0.0,32.0,0.0,50.0,18.0,55.9,3
5048,2.0,0.0,50.0,21.0,42.0,22.47,55.9,3
5049,3.0,21.0,42.0,25.0,29.0,13.6,55.9,3
5050,4.0,25.0,29.0,21.0,18.0,11.7,55.9,3
5051,5.0,21.0,18.0,0.0,6.0,24.19,55.9,3
5052,6.0,0.0,6.0,22.0,0.0,22.8,55.9,3
5053,0.0,0.0,0.0,0.0,23.0,23.0,44.69,3
5054,1.0,0.0,23.0,0.0,34.0,11.0,44.69,3
5055,2.0,0.0,34.0,26.0,31.0,26.17,44.69,3
5056,3.0,26.0,31.0,29.0,26.0,5.83,44.69,3
5057,4.0,29.0,26.0,29.0,16.0,10.0,44.69,3
5058,5.0,29.0,16.0,26.0,11.0,5.83,44.69,3
5059,6.0,26.0,11.0,0.0,6.0,26.48,44.69,3
5060,7.0,0.0,6.0,13.0,0.0,14.32,44.69,3
5061,0.0,0.0,0.0,1.0,29.0,29.02,39.56,3
5062,1.0,1.0,29.0,1.0,38.0,9.0,39.56,3
5063,2.0,1.0,38.0,6.0,37.0,5.1,39.56,3
5064,3.0,6.0,37.0,11.0,33.0,6.4,39.56,3
5065,4.0,11.0,33.0,11.0,26.0,7.0,39.56,3
5066,5.0,11.0,26.0,6.0,22.0,6.4,39.56,3
5067,6.0,6.0,22.0,0.0,18.0,7.21,39.56,3
5068,7.0,0.0,18.0,11.0,0.0,21.1,39.56,3
5069,0.0,0.0,0.0,0.0,35.0,35.0,46.32,3
5070,1.0,0.0,35.0,0.0,45.0,10.0,46.32,3
5071,2.0,0.0,45.0,11.0,41.0,11.7,46.32,3
5072,3.0,11.0,41.0,11.0,34.0,7.0,46.32,3
5073,4.0,11.0,34.0,0.0,27.0,13.04,46.32,3
5074,5.0,0.0,27.0,8.0,0.0,28.16,46.32,3
5075,0.0,0.0,0.0,2.0,37.0,37.05,67.6,3
5076,1.0,2.0,37.0,2.0,59.0,22.0,67.6,3
5077,2.0,2.0,59.0,33.0,49.0,32.57,67.6,3
5078,3.0,33.0,49.0,33.0,36.0,13.0,67.6,3
5079,4.0,33.0,36.0,0.0,23.0,35.47,67.6,3
5080,5.0,0.0,23.0,20.0,0.0,30.48,67.6,3
5081,0.0,0.0,0.0,0.0,31.0,31.0,44.15,3
5082,1.0,0.0,31.0,0.0,43.0,12.0,44.15,3
5083,2.0,0.0,43.0,10.0,37.0,11.66,44.15,3
5084,3.0,10.0,37.0,10.0,30.0,7.0,44.15,3
5085,4.0,10.0,30.0,0.0,23.0,12.21,44.15,3
5086,5.0,0.0,23.0,9.0,0.0,24.7,44.15,3
5087,0.0,0.0,0.0,0.0,38.0,38.0,48.85,3
5088,1.0,0.0,38.0,0.0,45.0,7.0,48.85,3
5089,2.0,0.0,45.0,5.0,43.0,5.39,48.85,3
5090,3.0,5.0,43.0,19.0,40.0,14.32,48.85,3
5091,4.0,19.0,40.0,19.0,33.0,7.0,48.85,3
5092,5.0,19.0,33.0,5.0,30.0,14.32,48.85,3
5093,6.0,5.0,30.0,0.0,27.0,5.83,48.85,3
5094,7.0,0.0,27.0,9.0,0.0,28.46,48.85,3
5095,0.0,0.0,0.0,1.0,27.0,27.02,50.7,3
5096,1.0,1.0,27.0,1.0,47.0,20.0,50.7,3
5097,2.0,1.0,47.0,12.0,42.0,12.08,50.7,3
5098,3.0,12.0,42.0,19.0,36.0,9.22,50.7,3
5099,4.0,19.0,36.0,19.0,23.0,13.0,50.7,3
5100,5.0,19.0,23.0,12.0,17.0,9.22,50.7,3
5101,6.0,12.0,17.0,0.0,11.0,13.42,50.7,3
5102,7.0,0.0,11.0,19.0,0.0,21.95,50.7,3
5103,0.0,0.0,0.0,1.0,21.0,21.02,47.71,3
5104,1.0,1.0,21.0,1.0,40.0,19.0,47.71,3
5105,2.0,1.0,40.0,7.0,38.0,6.32,47.71,3
5106,3.0,7.0,38.0,26.0,33.0,19.65,47.71,3
5107,4.0,26.0,33.0,26.0,24.0,9.0,47.71,3
5108,5.0,26.0,24.0,7.0,19.0,19.65,47.71,3
5109,6.0,7.0,19.0,0.0,14.0,8.6,47.71,3
5110,7.0,0.0,14.0,13.0,0.0,19.1,47.71,3
5111,0.0,0.0,0.0,0.0,37.0,37.0,60.01,3
5112,1.0,0.0,37.0,0.0,55.0,18.0,60.01,3
5113,2.0,0.0,55.0,12.0,49.0,13.42,60.01,3
5114,3.0,12.0,49.0,24.0,41.0,14.42,60.01,3
5115,4.0,24.0,41.0,24.0,25.0,16.0,60.01,3
5116,5.0,24.0,25.0,12.0,17.0,14.42,60.01,3
5117,6.0,12.0,17.0,0.0,9.0,14.42,60.01,3
5118,7.0,0.0,9.0,24.0,0.0,25.63,60.01,3
5119,0.0,0.0,0.0,0.0,35.0,35.0,51.55,3
5120,1.0,0.0,35.0,0.0,49.0,14.0,51.55,3
5121,2.0,0.0,49.0,14.0,38.0,17.8,51.55,3
5122,3.0,14.0,38.0,14.0,27.0,11.0,51.55,3
5123,4.0,14.0,27.0,0.0,16.0,17.8,51.55,3
5124,5.0,0.0,16.0,16.0,0.0,22.63,51.55,3
5125,0.0,0.0,0.0,1.0,30.0,30.02,47.01,3
5126,1.0,1.0,30.0,1.0,43.0,13.0,47.01,3
5127,2.0,1.0,43.0,17.0,36.0,17.46,47.01,3
5128,3.0,17.0,36.0,19.0,25.0,11.18,47.01,3
5129,4.0,19.0,25.0,17.0,16.0,9.22,47.01,3
5130,5.0,17.0,16.0,0.0,6.0,19.72,47.01,3
5131,6.0,0.0,6.0,19.0,0.0,19.92,47.01,3
5132,0.0,0.0,0.0,0.0,38.0,38.0,53.14,3
5133,1.0,0.0,38.0,0.0,50.0,12.0,53.14,3
5134,2.0,0.0,50.0,17.0,38.0,20.81,53.14,3
5135,3.0,17.0,38.0,17.0,24.0,14.0,53.14,3
5136,4.0,17.0,24.0,0.0,10.0,22.02,53.14,3
5137,5.0,0.0,10.0,18.0,0.0,20.59,53.14,3
5138,0.0,0.0,0.0,1.0,21.0,21.02,31.78,3
5139,1.0,1.0,21.0,1.0,29.0,8.0,31.78,3
5140,2.0,1.0,29.0,7.0,28.0,6.08,31.78,3
5141,3.0,7.0,28.0,13.0,24.0,7.21,31.78,3
5142,4.0,13.0,24.0,13.0,17.0,7.0,31.78,3
5143,5.0,13.0,17.0,7.0,13.0,7.21,31.78,3
5144,6.0,7.0,13.0,0.0,9.0,8.06,31.78,3
5145,7.0,0.0,9.0,10.0,0.0,13.45,31.78,3
5146,0.0,0.0,0.0,0.0,30.0,30.0,43.46,3
5147,1.0,0.0,30.0,0.0,40.0,10.0,43.46,3
5148,2.0,0.0,40.0,14.0,32.0,16.12,43.46,3
5149,3.0,14.0,32.0,17.0,25.0,7.62,43.46,3
5150,4.0,17.0,25.0,14.0,16.0,9.49,43.46,3
5151,5.0,14.0,16.0,0.0,8.0,16.12,43.46,3
5152,6.0,0.0,8.0,17.0,0.0,18.79,43.46,3
5153,0.0,0.0,0.0,2.0,32.0,32.06,45.31,3
5154,1.0,2.0,32.0,2.0,42.0,10.0,45.31,3
5155,2.0,2.0,42.0,17.0,32.0,18.03,45.31,3
5156,3.0,17.0,32.0,17.0,19.0,13.0,45.31,3
5157,4.0,17.0,19.0,0.0,6.0,21.4,45.31,3
5158,5.0,0.0,6.0,17.0,0.0,18.03,45.31,3
5159,0.0,0.0,0.0,0.0,24.0,24.0,42.95,3
5160,1.0,0.0,24.0,0.0,39.0,15.0,42.95,3
5161,2.0,0.0,39.0,8.0,35.0,8.94,42.95,3
5162,3.0,8.0,35.0,18.0,29.0,11.66,42.95,3
5163,4.0,18.0,29.0,18.0,18.0,11.0,42.95,3
5164,5.0,18.0,18.0,8.0,12.0,11.66,42.95,3
5165,6.0,8.0,12.0,0.0,6.0,10.0,42.95,3
5166,7.0,0.0,6.0,16.0,0.0,17.09,42.95,3
5167,0.0,0.0,0.0,0.0,38.0,38.0,57.31,3
5168,1.0,0.0,38.0,0.0,50.0,12.0,57.31,3
5169,2.0,0.0,50.0,10.0,46.0,10.77,57.31,3
5170,3.0,10.0,46.0,28.0,39.0,19.31,57.31,3
5171,4.0,28.0,39.0,28.0,26.0,13.0,57.31,3
5172,5.0,28.0,26.0,10.0,19.0,19.31,57.31,3
5173,6.0,10.0,19.0,0.0,12.0,12.21,57.31,3
5174,7.0,0.0,12.0,19.0,0.0,22.47,57.31,3
5175,0.0,0.0,0.0,1.0,30.0,30.02,36.22,3
5176,1.0,1.0,30.0,1.0,36.0,6.0,36.22,3
5177,2.0,1.0,36.0,3.0,34.0,2.83,36.22,3
5178,3.0,3.0,34.0,3.0,31.0,3.0,36.22,3
5179,4.0,3.0,31.0,0.0,28.0,4.24,36.22,3
5180,5.0,0.0,28.0,4.0,0.0,28.28,36.22,3
5181,0.0,0.0,0.0,1.0,25.0,25.02,44.38,3
5182,1.0,1.0,25.0,1.0,41.0,16.0,44.38,3
5183,2.0,1.0,41.0,17.0,32.0,18.36,44.38,3
5184,3.0,17.0,32.0,17.0,19.0,13.0,44.38,3
5185,4.0,17.0,19.0,0.0,6.0,21.4,44.38,3
5186,5.0,0.0,6.0,16.0,0.0,17.09,44.38,3
5187,0.0,0.0,0.0,0.0,28.0,28.0,53.23,3
5188,1.0,0.0,28.0,0.0,48.0,20.0,53.23,3
5189,2.0,0.0,48.0,19.0,36.0,22.47,53.23,3
5190,3.0,19.0,36.0,19.0,21.0,15.0,53.23,3
5191,4.0,19.0,21.0,0.0,6.0,24.21,53.23,3
5192,5.0,0.0,6.0,23.0,0.0,23.77,53.23,3
5193,0.0,0.0,0.0,1.0,20.0,20.02,43.93,3
5194,1.0,1.0,20.0,1.0,33.0,13.0,43.93,3
5195,2.0,1.0,33.0,20.0,31.0,19.1,43.93,3
5196,3.0,20.0,31.0,29.0,26.0,10.3,43.93,3
5197,4.0,29.0,26.0,29.0,16.0,10.0,43.93,3
5198,5.0,29.0,16.0,20.0,11.0,10.3,43.93,3
5199,6.0,20.0,11.0,0.0,6.0,20.62,43.93,3
5200,7.0,0.0,6.0,16.0,0.0,17.09,43.93,3
5201,0.0,0.0,0.0,1.0,27.0,27.02,47.51,3
5202,1.0,1.0,27.0,1.0,41.0,14.0,47.51,3
5203,2.0,1.0,41.0,23.0,37.0,22.36,47.51,3
5204,3.0,23.0,37.0,24.0,31.0,6.08,47.51,3
5205,4.0,24.0,31.0,24.0,18.0,13.0,47.51,3
5206,5.0,24.0,18.0,23.0,12.0,6.08,47.51,3
5207,6.0,23.0,12.0,0.0,6.0,23.77,47.51,3
5208,7.0,0.0,6.0,18.0,0.0,18.97,47.51,3
5209,0.0,0.0,0.0,0.0,28.0,28.0,46.82,3
5210,1.0,0.0,28.0,0.0,44.0,16.0,46.82,3
5211,2.0,0.0,44.0,15.0,42.0,15.13,46.82,3
5212,3.0,15.0,42.0,16.0,38.0,4.12,46.82,3
5213,4.0,16.0,38.0,16.0,31.0,7.0,46.82,3
5214,5.0,16.0,31.0,15.0,27.0,4.12,46.82,3
5215,6.0,15.0,27.0,0.0,23.0,15.52,46.82,3
5216,7.0,0.0,23.0,10.0,0.0,25.08,46.82,3
5217,0.0,0.0,0.0,1.0,33.0,33.02,50.99,3
5218,1.0,1.0,33.0,1.0,50.0,17.0,50.99,3
5219,2.0,1.0,50.0,9.0,47.0,8.54,50.99,3
5220,3.0,9.0,47.0,10.0,42.0,5.1,50.99,3
5221,4.0,10.0,42.0,9.0,37.0,5.1,50.99,3
5222,5.0,9.0,37.0,0.0,32.0,10.3,50.99,3
5223,6.0,0.0,32.0,9.0,0.0,33.24,50.99,3
5224,0.0,0.0,0.0,1.0,30.0,30.02,52.8,3
5225,1.0,1.0,30.0,1.0,48.0,18.0,52.8,3
5226,2.0,1.0,48.0,19.0,39.0,20.12,52.8,3
5227,3.0,19.0,39.0,22.0,28.0,11.4,52.8,3
5228,4.0,22.0,28.0,19.0,17.0,11.4,52.8,3
5229,5.0,19.0,17.0,0.0,6.0,21.95,52.8,3
5230,6.0,0.0,6.0,21.0,0.0,21.84,52.8,3
5231,0.0,0.0,0.0,0.0,20.0,20.0,42.94,3
5232,1.0,0.0,20.0,0.0,38.0,18.0,42.94,3
5233,2.0,0.0,38.0,14.0,33.0,14.87,42.94,3
5234,3.0,14.0,33.0,20.0,24.0,10.82,42.94,3
5235,4.0,20.0,24.0,14.0,17.0,9.22,42.94,3
5236,5.0,14.0,17.0,0.0,9.0,16.12,42.94,3
5237,6.0,0.0,9.0,15.0,0.0,17.49,42.94,3
5238,0.0,0.0,0.0,2.0,23.0,23.09,42.2,3
5239,1.0,2.0,23.0,2.0,34.0,11.0,42.2,3
5240,2.0,2.0,34.0,6.0,30.0,5.66,42.2,3
5241,3.0,6.0,30.0,25.0,26.0,19.42,42.2,3
5242,4.0,25.0,26.0,25.0,17.0,9.0,42.2,3
5243,5.0,25.0,17.0,6.0,13.0,19.42,42.2,3
5244,6.0,6.0,13.0,0.0,9.0,7.21,42.2,3
5245,7.0,0.0,9.0,12.0,0.0,15.0,42.2,3
5246,0.0,0.0,0.0,1.0,25.0,25.02,43.01,3
5247,1.0,1.0,25.0,1.0,35.0,10.0,43.01,3
5248,2.0,1.0,35.0,15.0,30.0,14.87,43.01,3
5249,3.0,15.0,30.0,25.0,21.0,13.45,43.01,3
5250,4.0,25.0,21.0,15.0,14.0,12.21,43.01,3
5251,5.0,15.0,14.0,0.0,6.0,17.0,43.01,3
5252,6.0,0.0,6.0,16.0,0.0,17.09,43.01,3
5253,0.0,0.0,0.0,1.0,37.0,37.01,73.78,3
5254,1.0,1.0,37.0,1.0,62.0,25.0,73.78,3
5255,2.0,1.0,62.0,28.0,55.0,27.89,73.78,3
5256,3.0,28.0,55.0,40.0,45.0,15.62,73.78,3
5257,4.0,40.0,45.0,40.0,26.0,19.0,73.78,3
5258,5.0,40.0,26.0,28.0,16.0,15.62,73.78,3
5259,6.0,28.0,16.0,0.0,6.0,29.73,73.78,3
5260,7.0,0.0,6.0,28.0,0.0,28.64,73.78,3
5261,0.0,0.0,0.0,2.0,34.0,34.06,57.27,3
5262,1.0,2.0,34.0,2.0,52.0,18.0,57.27,3
5263,2.0,2.0,52.0,21.0,38.0,23.6,57.27,3
5264,3.0,21.0,38.0,21.0,22.0,16.0,57.27,3
5265,4.0,21.0,22.0,0.0,6.0,26.4,57.27,3
5266,5.0,0.0,6.0,24.0,0.0,24.74,57.27,3
5267,0.0,0.0,0.0,0.0,28.0,28.0,48.1,3
5268,1.0,0.0,28.0,0.0,45.0,17.0,48.1,3
5269,2.0,0.0,45.0,14.0,34.0,17.8,48.1,3
5270,3.0,14.0,34.0,14.0,23.0,11.0,48.1,3
5271,4.0,14.0,23.0,0.0,12.0,17.8,48.1,3
5272,5.0,0.0,12.0,17.0,0.0,20.81,48.1,3
5273,0.0,0.0,0.0,2.0,26.0,26.08,39.29,3
5274,1.0,2.0,26.0,2.0,38.0,12.0,39.29,3
5275,2.0,2.0,38.0,7.0,34.0,6.4,39.29,3
5276,3.0,7.0,34.0,9.0,31.0,3.61,39.29,3
5277,4.0,9.0,31.0,7.0,26.0,5.39,39.29,3
5278,5.0,7.0,26.0,0.0,22.0,8.06,39.29,3
5279,6.0,0.0,22.0,10.0,0.0,24.17,39.29,3
5280,0.0,0.0,0.0,0.0,31.0,31.0,53.16,3
5281,1.0,0.0,31.0,0.0,51.0,20.0,53.16,3
5282,2.0,0.0,51.0,10.0,45.0,11.66,53.16,3
5283,3.0,10.0,45.0,15.0,40.0,7.07,53.16,3
5284,4.0,15.0,40.0,10.0,33.0,8.6,53.16,3
5285,5.0,10.0,33.0,0.0,27.0,11.66,53.16,3
5286,6.0,0.0,27.0,11.0,0.0,29.15,53.16,3
5287,0.0,0.0,0.0,1.0,34.0,34.01,46.87,3
5288,1.0,1.0,34.0,1.0,46.0,12.0,46.87,3
5289,2.0,1.0,46.0,5.0,45.0,4.12,46.87,3
5290,3.0,5.0,45.0,9.0,42.0,5.0,46.87,3
5291,4.0,9.0,42.0,9.0,36.0,6.0,46.87,3
5292,5.0,9.0,36.0,5.0,33.0,5.0,46.87,3
5293,6.0,5.0,33.0,0.0,30.0,5.83,46.87,3
5294,7.0,0.0,30.0,8.0,0.0,31.05,46.87,3
5295,0.0,0.0,0.0,2.0,39.0,39.05,67.12,3
5296,1.0,2.0,39.0,2.0,61.0,22.0,67.12,3
5297,2.0,2.0,61.0,24.0,44.0,27.8,67.12,3
5298,3.0,24.0,44.0,24.0,25.0,19.0,67.12,3
5299,4.0,24.0,25.0,0.0,6.0,30.61,67.12,3
5300,5.0,0.0,6.0,28.0,0.0,28.64,67.12,3
5301,0.0,0.0,0.0,0.0,23.0,23.0,52.77,3
5302,1.0,0.0,23.0,0.0,47.0,24.0,52.77,3
5303,2.0,0.0,47.0,7.0,45.0,7.28,52.77,3
5304,3.0,7.0,45.0,24.0,40.0,17.72,52.77,3
5305,4.0,24.0,40.0,24.0,31.0,9.0,52.77,3
5306,5.0,24.0,31.0,7.0,26.0,17.72,52.77,3
5307,6.0,7.0,26.0,0.0,21.0,8.6,52.77,3
5308,7.0,0.0,21.0,11.0,0.0,23.71,52.77,3
5309,0.0,0.0,0.0,0.0,21.0,21.0,34.18,3
5310,1.0,0.0,21.0,0.0,32.0,11.0,34.18,3
5311,2.0,0.0,32.0,4.0,30.0,4.47,34.18,3
5312,3.0,4.0,30.0,12.0,28.0,8.25,34.18,3
5313,4.0,12.0,28.0,12.0,23.0,5.0,34.18,3
5314,5.0,12.0,23.0,4.0,21.0,8.25,34.18,3
5315,6.0,4.0,21.0,0.0,19.0,4.47,34.18,3
5316,7.0,0.0,19.0,4.0,0.0,19.42,34.18,3
5317,0.0,0.0,0.0,1.0,26.0,26.02,49.73,3
5318,1.0,1.0,26.0,1.0,48.0,22.0,49.73,3
5319,2.0,1.0,48.0,12.0,44.0,11.7,49.73,3
5320,3.0,12.0,44.0,13.0,40.0,4.12,49.73,3
5321,4.0,13.0,40.0,13.0,31.0,9.0,49.73,3
5322,5.0,13.0,31.0,12.0,27.0,4.12,49.73,3
5323,6.0,12.0,27.0,0.0,23.0,12.65,49.73,3
5324,7.0,0.0,23.0,11.0,0.0,25.5,49.73,3
5325,0.0,0.0,0.0,1.0,34.0,34.01,61.74,3
5326,1.0,1.0,34.0,1.0,56.0,22.0,61.74,3
5327,2.0,1.0,56.0,19.0,52.0,18.44,61.74,3
5328,3.0,19.0,52.0,26.0,46.0,9.22,61.74,3
5329,4.0,26.0,46.0,26.0,34.0,12.0,61.74,3
5330,5.0,26.0,34.0,19.0,28.0,9.22,61.74,3
5331,6.0,19.0,28.0,0.0,22.0,19.92,61.74,3
5332,7.0,0.0,22.0,17.0,0.0,27.8,61.74,3
5333,0.0,0.0,0.0,2.0,36.0,36.06,52.63,3
5334,1.0,2.0,36.0,2.0,51.0,15.0,52.63,3
5335,2.0,2.0,51.0,13.0,47.0,11.7,52.63,3
5336,3.0,13.0,47.0,13.0,41.0,6.0,52.63,3
5337,4.0,13.0,41.0,0.0,35.0,14.32,52.63,3
5338,5.0,0.0,35.0,9.0,0.0,36.14,52.63,3
5339,0.0,0.0,0.0,2.0,29.0,29.07,43.97,3
5340,1.0,2.0,29.0,2.0,42.0,13.0,43.97,3
5341,2.0,2.0,42.0,7.0,37.0,7.07,43.97,3
5342,3.0,7.0,37.0,13.0,34.0,6.71,43.97,3
5343,4.0,13.0,34.0,7.0,29.0,7.81,43.97,3
5344,5.0,7.0,29.0,0.0,25.0,8.06,43.97,3
5345,6.0,0.0,25.0,8.0,0.0,26.25,43.97,3
5346,0.0,0.0,0.0,1.0,26.0,26.02,59.08,3
5347,1.0,1.0,26.0,1.0,49.0,23.0,59.08,3
5348,2.0,1.0,49.0,33.0,36.0,34.54,59.08,3
5349,3.0,33.0,36.0,33.0,21.0,15.0,59.08,3
5350,4.0,33.0,21.0,0.0,6.0,36.25,59.08,3
5351,5.0,0.0,6.0,22.0,0.0,22.8,59.08,3
5352,0.0,0.0,0.0,1.0,29.0,29.02,53.76,3
5353,1.0,1.0,29.0,1.0,51.0,22.0,53.76,3
5354,2.0,1.0,51.0,16.0,41.0,18.03,53.76,3
5355,3.0,16.0,41.0,16.0,29.0,12.0,53.76,3
5356,4.0,16.0,29.0,0.0,17.0,20.0,53.76,3
5357,5.0,0.0,17.0,17.0,0.0,24.04,53.76,3
5358,0.0,0.0,0.0,2.0,23.0,23.09,55.23,3
5359,1.0,2.0,23.0,2.0,41.0,18.0,55.23,3
5360,2.0,2.0,41.0,37.0,32.0,36.14,55.23,3
5361,3.0,37.0,32.0,37.0,19.0,13.0,55.23,3
5362,4.0,37.0,19.0,0.0,6.0,39.22,55.23,3
5363,5.0,0.0,6.0,19.0,0.0,19.92,55.23,3
5364,0.0,0.0,0.0,2.0,27.0,27.07,45.69,3
5365,1.0,2.0,27.0,2.0,42.0,15.0,45.69,3
5366,2.0,2.0,42.0,17.0,32.0,18.03,45.69,3
5367,3.0,17.0,32.0,17.0,19.0,13.0,45.69,3
5368,4.0,17.0,19.0,0.0,6.0,21.4,45.69,3
5369,5.0,0.0,6.0,18.0,0.0,18.97,45.69,3
5370,0.0,0.0,0.0,1.0,30.0,30.02,42.06,3
5371,1.0,1.0,30.0,1.0,40.0,10.0,42.06,3
5372,2.0,1.0,40.0,12.0,32.0,13.6,42.06,3
5373,3.0,12.0,32.0,12.0,23.0,9.0,42.06,3
5374,4.0,12.0,23.0,0.0,14.0,15.0,42.06,3
5375,5.0,0.0,14.0,13.0,0.0,19.1,42.06,3
5376,0.0,0.0,0.0,2.0,30.0,30.07,52.43,3
5377,1.0,2.0,30.0,2.0,43.0,13.0,52.43,3
