d3mIndex,In1,In2,In3,In4,In5,In6,In7,In8,In9,In10,Out1
605,1.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,3.0,1.0,4.0
606,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,3.0
607,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,3.0,2.0
608,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,5.0
609,3.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,4.0
610,2.0,1.0,1.0,3.0,3.0,1.0,2.0,2.0,2.0,2.0,3.0
611,3.0,1.0,1.0,3.0,2.0,2.0,3.0,3.0,1.0,2.0,3.0
612,1.0,3.0,4.0,1.0,3.0,2.0,3.0,1.0,1.0,3.0,4.0
613,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0
614,2.0,3.0,3.0,2.0,2.0,2.0,1.0,3.0,2.0,3.0,5.0
615,2.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,3.0,3.0
616,1.0,3.0,4.0,1.0,3.0,2.0,3.0,1.0,1.0,3.0,4.0
617,1.0,2.0,2.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,5.0
618,2.0,3.0,3.0,1.0,1.0,2.0,3.0,2.0,1.0,1.0,4.0
619,3.0,3.0,3.0,1.0,4.0,2.0,2.0,2.0,2.0,3.0,4.0
620,1.0,3.0,4.0,1.0,4.0,2.0,1.0,3.0,1.0,1.0,4.0
621,2.0,3.0,2.0,2.0,2.0,1.0,3.0,3.0,1.0,2.0,3.0
622,2.0,1.0,1.0,3.0,2.0,1.0,2.0,1.0,1.0,3.0,2.0
623,3.0,2.0,1.0,2.0,3.0,2.0,1.0,3.0,1.0,1.0,3.0
624,1.0,3.0,3.0,2.0,4.0,1.0,1.0,3.0,3.0,3.0,4.0
625,2.0,3.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,3.0,5.0
626,2.0,1.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0
627,2.0,2.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,3.0
628,3.0,3.0,4.0,3.0,4.0,1.0,3.0,2.0,3.0,3.0,5.0
629,1.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0
630,1.0,3.0,4.0,1.0,4.0,2.0,1.0,3.0,1.0,1.0,3.0
631,1.0,2.0,2.0,2.0,2.0,1.0,3.0,1.0,2.0,1.0,3.0
632,1.0,2.0,4.0,3.0,1.0,1.0,3.0,2.0,2.0,3.0,5.0
633,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,4.0
634,3.0,3.0,2.0,1.0,2.0,2.0,3.0,3.0,3.0,3.0,5.0
635,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,3.0
636,1.0,3.0,1.0,3.0,1.0,1.0,1.0,3.0,2.0,2.0,3.0
637,3.0,3.0,3.0,1.0,4.0,2.0,2.0,2.0,2.0,3.0,4.0
638,2.0,2.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,3.0
639,2.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0
640,2.0,2.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,2.0
641,2.0,1.0,2.0,1.0,4.0,1.0,2.0,1.0,2.0,3.0,3.0
642,1.0,1.0,2.0,3.0,3.0,2.0,2.0,3.0,1.0,3.0,4.0
643,2.0,2.0,3.0,2.0,4.0,2.0,2.0,2.0,2.0,1.0,4.0
644,2.0,3.0,2.0,2.0,2.0,1.0,3.0,3.0,1.0,2.0,4.0
645,1.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0
646,3.0,3.0,3.0,2.0,1.0,1.0,2.0,2.0,3.0,2.0,4.0
647,2.0,1.0,2.0,1.0,4.0,1.0,2.0,1.0,2.0,3.0,4.0
648,3.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,1.0,3.0,5.0
649,1.0,3.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,4.0
650,2.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0
651,1.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0
652,3.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,4.0
653,2.0,3.0,3.0,2.0,2.0,2.0,1.0,3.0,2.0,3.0,4.0
654,2.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,3.0,3.0
655,2.0,3.0,2.0,3.0,3.0,2.0,1.0,1.0,2.0,1.0,3.0
656,3.0,1.0,2.0,1.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0
657,1.0,3.0,1.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,3.0
658,3.0,3.0,3.0,2.0,4.0,2.0,2.0,2.0,3.0,1.0,5.0
659,2.0,3.0,2.0,3.0,3.0,2.0,1.0,1.0,2.0,1.0,2.0
660,2.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0
661,3.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,3.0,3.0
662,2.0,3.0,4.0,1.0,3.0,2.0,2.0,1.0,2.0,2.0,4.0
663,2.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,3.0,4.0
664,1.0,2.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0,2.0,3.0
665,3.0,2.0,1.0,3.0,3.0,1.0,1.0,3.0,3.0,2.0,3.0
666,2.0,2.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,3.0
667,1.0,3.0,3.0,1.0,4.0,2.0,1.0,1.0,2.0,3.0,2.0
668,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,3.0,3.0
669,2.0,2.0,2.0,1.0,3.0,2.0,2.0,2.0,3.0,3.0,4.0
670,2.0,3.0,3.0,2.0,4.0,1.0,3.0,2.0,3.0,1.0,5.0
671,3.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,4.0
672,2.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,1.0,2.0,4.0
673,3.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,3.0,3.0
674,3.0,3.0,4.0,3.0,4.0,2.0,3.0,3.0,3.0,3.0,5.0
675,2.0,2.0,2.0,1.0,3.0,2.0,2.0,2.0,3.0,3.0,5.0
676,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,3.0
677,3.0,3.0,4.0,1.0,4.0,2.0,3.0,3.0,3.0,2.0,5.0
678,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,3.0
679,2.0,2.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,3.0
680,2.0,1.0,1.0,3.0,2.0,1.0,2.0,1.0,1.0,3.0,2.0
681,3.0,1.0,2.0,1.0,3.0,2.0,2.0,3.0,2.0,2.0,5.0
682,1.0,3.0,3.0,2.0,4.0,1.0,1.0,3.0,3.0,3.0,5.0
683,2.0,1.0,1.0,3.0,1.0,1.0,3.0,3.0,3.0,1.0,3.0
684,2.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0
685,3.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,3.0
686,3.0,1.0,1.0,2.0,3.0,2.0,2.0,1.0,3.0,1.0,3.0
687,2.0,2.0,3.0,1.0,1.0,2.0,2.0,2.0,1.0,3.0,4.0
688,3.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,3.0,4.0
689,2.0,2.0,3.0,2.0,4.0,2.0,2.0,2.0,2.0,1.0,5.0
690,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,3.0
691,1.0,2.0,3.0,3.0,2.0,1.0,3.0,1.0,3.0,3.0,5.0
692,2.0,3.0,3.0,1.0,1.0,2.0,3.0,2.0,1.0,1.0,3.0
693,3.0,2.0,1.0,3.0,3.0,1.0,1.0,3.0,3.0,2.0,3.0
694,1.0,3.0,1.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,4.0
695,3.0,1.0,1.0,2.0,3.0,2.0,2.0,1.0,3.0,1.0,4.0
696,1.0,3.0,1.0,3.0,2.0,1.0,1.0,1.0,3.0,2.0,3.0
697,1.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,3.0,1.0,4.0
698,1.0,3.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,4.0
699,1.0,3.0,3.0,1.0,4.0,2.0,1.0,1.0,2.0,3.0,5.0
700,3.0,2.0,1.0,2.0,3.0,2.0,1.0,3.0,1.0,1.0,3.0
701,2.0,2.0,4.0,3.0,2.0,2.0,2.0,1.0,3.0,1.0,4.0
702,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,3.0,3.0
703,2.0,3.0,4.0,1.0,3.0,2.0,2.0,1.0,2.0,2.0,4.0
704,1.0,2.0,3.0,3.0,2.0,1.0,3.0,1.0,3.0,3.0,4.0
705,1.0,3.0,3.0,2.0,2.0,1.0,2.0,3.0,2.0,1.0,3.0
706,2.0,2.0,1.0,2.0,3.0,1.0,1.0,2.0,3.0,2.0,3.0
707,3.0,3.0,2.0,3.0,4.0,1.0,2.0,2.0,3.0,3.0,4.0
708,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,3.0
709,2.0,2.0,1.0,2.0,3.0,1.0,2.0,2.0,2.0,1.0,4.0
710,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,3.0
711,2.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0
712,3.0,1.0,1.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0
713,2.0,3.0,1.0,3.0,4.0,1.0,2.0,1.0,2.0,3.0,5.0
714,3.0,3.0,1.0,1.0,4.0,1.0,2.0,3.0,3.0,3.0,5.0
715,1.0,3.0,1.0,3.0,1.0,1.0,1.0,3.0,2.0,2.0,3.0
716,3.0,3.0,3.0,1.0,4.0,2.0,2.0,2.0,2.0,3.0,3.0
717,1.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,3.0,1.0,4.0
718,1.0,2.0,3.0,3.0,2.0,1.0,3.0,1.0,3.0,3.0,5.0
719,2.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,4.0
720,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,3.0,3.0
721,3.0,3.0,1.0,1.0,4.0,1.0,2.0,3.0,3.0,3.0,5.0
722,3.0,2.0,2.0,3.0,2.0,1.0,1.0,2.0,3.0,3.0,3.0
723,1.0,1.0,1.0,2.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0
724,2.0,1.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,4.0
725,2.0,3.0,2.0,3.0,3.0,2.0,1.0,1.0,2.0,1.0,3.0
726,3.0,1.0,1.0,2.0,3.0,2.0,2.0,1.0,3.0,1.0,3.0
727,1.0,3.0,4.0,1.0,4.0,2.0,1.0,3.0,1.0,1.0,4.0
728,2.0,2.0,3.0,2.0,4.0,2.0,2.0,2.0,2.0,1.0,4.0
729,2.0,3.0,2.0,2.0,2.0,1.0,3.0,2.0,2.0,1.0,4.0
730,2.0,3.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,3.0,4.0
731,3.0,3.0,4.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,5.0
732,2.0,2.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,3.0
733,2.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,4.0
734,2.0,1.0,1.0,3.0,2.0,1.0,2.0,1.0,1.0,3.0,2.0
735,2.0,2.0,1.0,2.0,3.0,1.0,2.0,2.0,2.0,1.0,3.0
736,1.0,3.0,2.0,2.0,1.0,1.0,1.0,2.0,3.0,2.0,4.0
737,3.0,1.0,1.0,2.0,3.0,2.0,2.0,1.0,3.0,1.0,4.0
738,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,3.0
739,1.0,2.0,4.0,1.0,3.0,1.0,1.0,3.0,2.0,2.0,4.0
740,2.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,1.0,3.0,4.0
741,2.0,3.0,2.0,2.0,2.0,1.0,3.0,3.0,1.0,2.0,4.0
742,1.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0
743,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,3.0
744,3.0,3.0,3.0,2.0,1.0,1.0,3.0,3.0,1.0,1.0,4.0
745,1.0,2.0,2.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,4.0
746,3.0,3.0,3.0,2.0,4.0,2.0,2.0,2.0,3.0,1.0,3.0
747,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,3.0
748,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,3.0
749,3.0,2.0,2.0,1.0,1.0,2.0,3.0,1.0,1.0,3.0,3.0
750,2.0,2.0,1.0,3.0,3.0,1.0,3.0,2.0,1.0,2.0,3.0
751,2.0,2.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,3.0
752,2.0,1.0,1.0,3.0,2.0,1.0,2.0,1.0,1.0,3.0,4.0
753,1.0,3.0,1.0,3.0,1.0,1.0,1.0,3.0,2.0,2.0,4.0
754,2.0,2.0,2.0,1.0,3.0,2.0,2.0,2.0,3.0,3.0,5.0
755,3.0,2.0,1.0,3.0,3.0,1.0,1.0,3.0,3.0,2.0,3.0
756,2.0,3.0,1.0,3.0,4.0,1.0,2.0,1.0,2.0,3.0,3.0
757,3.0,2.0,2.0,1.0,1.0,2.0,3.0,1.0,1.0,3.0,4.0
758,2.0,2.0,1.0,2.0,3.0,1.0,2.0,2.0,2.0,1.0,3.0
759,1.0,3.0,4.0,1.0,4.0,2.0,1.0,3.0,1.0,1.0,4.0
760,1.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,3.0
761,1.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,3.0
762,3.0,3.0,4.0,1.0,4.0,2.0,3.0,3.0,3.0,2.0,5.0
763,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0
764,1.0,2.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0,2.0,3.0
765,3.0,1.0,2.0,1.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0
766,1.0,3.0,2.0,2.0,1.0,1.0,1.0,2.0,3.0,2.0,3.0
767,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0
768,3.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,3.0,5.0
769,2.0,3.0,4.0,2.0,4.0,2.0,2.0,2.0,1.0,2.0,3.0
770,2.0,1.0,3.0,3.0,4.0,2.0,2.0,2.0,3.0,2.0,5.0
771,2.0,3.0,4.0,1.0,3.0,2.0,2.0,1.0,2.0,2.0,4.0
772,1.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,3.0,1.0,4.0
773,2.0,3.0,3.0,2.0,4.0,1.0,3.0,2.0,3.0,1.0,5.0
774,2.0,2.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,4.0
775,2.0,3.0,3.0,2.0,4.0,1.0,3.0,2.0,3.0,1.0,4.0
776,3.0,3.0,3.0,2.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0
777,2.0,2.0,1.0,2.0,3.0,1.0,1.0,2.0,3.0,2.0,4.0
778,1.0,3.0,3.0,1.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0
779,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,3.0
780,1.0,2.0,3.0,3.0,2.0,1.0,3.0,1.0,3.0,3.0,4.0
781,2.0,1.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,5.0
782,2.0,2.0,4.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,5.0
783,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0
784,1.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0
785,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,3.0
786,3.0,3.0,4.0,3.0,4.0,2.0,3.0,3.0,3.0,3.0,5.0
787,3.0,3.0,2.0,3.0,4.0,1.0,2.0,2.0,3.0,3.0,5.0
788,2.0,2.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,3.0
789,2.0,3.0,3.0,1.0,1.0,2.0,1.0,3.0,2.0,2.0,4.0
790,2.0,1.0,2.0,2.0,3.0,1.0,2.0,2.0,3.0,1.0,3.0
791,1.0,1.0,1.0,2.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0
792,3.0,2.0,1.0,3.0,3.0,1.0,1.0,3.0,3.0,2.0,4.0
793,1.0,3.0,3.0,1.0,2.0,1.0,2.0,2.0,2.0,3.0,4.0
794,3.0,3.0,2.0,3.0,4.0,1.0,2.0,2.0,3.0,3.0,5.0
795,3.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,2.0,3.0,3.0
796,3.0,3.0,2.0,1.0,2.0,2.0,3.0,3.0,3.0,3.0,5.0
797,3.0,3.0,2.0,3.0,4.0,1.0,2.0,2.0,3.0,3.0,4.0
798,2.0,3.0,3.0,2.0,4.0,1.0,3.0,2.0,3.0,1.0,4.0
799,2.0,1.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,4.0
800,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,3.0
801,1.0,2.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0,2.0,4.0
802,2.0,1.0,2.0,2.0,3.0,1.0,2.0,2.0,3.0,1.0,3.0
803,1.0,2.0,2.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,4.0
804,1.0,3.0,3.0,1.0,4.0,2.0,1.0,1.0,2.0,3.0,4.0
805,2.0,1.0,2.0,2.0,3.0,1.0,2.0,2.0,3.0,1.0,3.0
806,2.0,2.0,3.0,1.0,1.0,2.0,2.0,2.0,1.0,3.0,5.0
807,1.0,3.0,4.0,1.0,3.0,2.0,3.0,1.0,1.0,3.0,4.0
808,1.0,3.0,4.0,3.0,3.0,2.0,2.0,3.0,1.0,3.0,4.0
809,3.0,3.0,4.0,1.0,4.0,2.0,3.0,3.0,3.0,2.0,5.0
810,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,3.0
811,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,4.0
812,2.0,3.0,4.0,2.0,4.0,2.0,2.0,2.0,1.0,2.0,4.0
813,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0
814,1.0,3.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0
815,2.0,2.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,3.0
816,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,3.0
817,1.0,2.0,4.0,1.0,3.0,1.0,1.0,3.0,2.0,2.0,4.0
818,2.0,1.0,3.0,2.0,3.0,1.0,2.0,1.0,3.0,2.0,3.0
819,2.0,1.0,3.0,2.0,3.0,1.0,2.0,1.0,3.0,2.0,3.0
820,3.0,2.0,2.0,3.0,1.0,1.0,3.0,1.0,3.0,3.0,5.0
821,3.0,2.0,2.0,3.0,1.0,1.0,3.0,1.0,3.0,3.0,5.0
822,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0
823,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0
824,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,3.0
825,2.0,3.0,2.0,2.0,2.0,1.0,3.0,2.0,2.0,1.0,5.0
826,3.0,2.0,2.0,2.0,4.0,1.0,3.0,1.0,2.0,3.0,4.0
827,2.0,3.0,3.0,2.0,3.0,1.0,3.0,2.0,2.0,3.0,5.0
828,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,3.0,4.0
829,1.0,2.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0,2.0,4.0
830,3.0,3.0,2.0,1.0,2.0,2.0,3.0,3.0,3.0,3.0,5.0
831,2.0,2.0,4.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,5.0
832,1.0,3.0,4.0,1.0,4.0,2.0,1.0,3.0,1.0,1.0,5.0
833,2.0,2.0,1.0,3.0,2.0,2.0,1.0,3.0,1.0,1.0,4.0
834,3.0,3.0,4.0,3.0,4.0,2.0,3.0,3.0,3.0,3.0,5.0
835,1.0,3.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,4.0
836,3.0,3.0,2.0,1.0,2.0,2.0,3.0,3.0,3.0,3.0,4.0
837,2.0,3.0,3.0,2.0,4.0,1.0,3.0,2.0,3.0,1.0,5.0
838,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0
839,2.0,1.0,3.0,3.0,4.0,2.0,2.0,2.0,3.0,2.0,5.0
840,1.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0
841,3.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,4.0
842,2.0,3.0,4.0,2.0,2.0,1.0,3.0,2.0,3.0,2.0,4.0
843,1.0,1.0,1.0,2.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0
844,2.0,1.0,1.0,3.0,2.0,1.0,2.0,1.0,1.0,3.0,2.0
845,2.0,3.0,3.0,2.0,4.0,1.0,3.0,2.0,3.0,1.0,4.0
846,3.0,2.0,1.0,3.0,3.0,1.0,1.0,3.0,3.0,2.0,4.0
847,2.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,1.0,2.0,3.0
848,3.0,3.0,3.0,3.0,3.0,1.0,1.0,2.0,3.0,3.0,5.0
849,1.0,2.0,2.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,4.0
850,2.0,3.0,4.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,4.0
851,2.0,1.0,3.0,2.0,3.0,1.0,2.0,1.0,3.0,2.0,4.0
852,1.0,3.0,1.0,3.0,2.0,2.0,1.0,2.0,1.0,3.0,3.0
853,2.0,1.0,3.0,3.0,4.0,2.0,2.0,2.0,3.0,2.0,5.0
854,3.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,2.0,3.0,2.0
855,1.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0
856,2.0,3.0,4.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0
857,1.0,1.0,2.0,3.0,3.0,2.0,2.0,3.0,1.0,3.0,5.0
858,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0
859,1.0,3.0,3.0,1.0,4.0,2.0,1.0,1.0,2.0,3.0,4.0
860,3.0,1.0,1.0,2.0,3.0,2.0,2.0,1.0,3.0,1.0,3.0
861,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,3.0
862,3.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,3.0
863,3.0,3.0,2.0,1.0,2.0,2.0,3.0,3.0,3.0,3.0,5.0
864,3.0,3.0,3.0,2.0,1.0,1.0,2.0,2.0,3.0,2.0,3.0
865,3.0,1.0,1.0,2.0,3.0,2.0,2.0,1.0,3.0,1.0,4.0
866,3.0,3.0,3.0,3.0,3.0,1.0,1.0,2.0,3.0,3.0,5.0
867,3.0,1.0,1.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0
868,2.0,3.0,4.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,4.0
869,3.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,3.0,4.0
870,1.0,3.0,3.0,2.0,2.0,1.0,2.0,3.0,2.0,1.0,4.0
871,1.0,2.0,2.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0
872,2.0,3.0,4.0,2.0,2.0,1.0,3.0,2.0,3.0,2.0,5.0
873,2.0,2.0,1.0,3.0,3.0,1.0,3.0,2.0,1.0,2.0,4.0
874,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,3.0,4.0
875,3.0,2.0,2.0,3.0,1.0,1.0,3.0,1.0,3.0,3.0,4.0
876,2.0,2.0,1.0,2.0,3.0,1.0,1.0,2.0,3.0,2.0,4.0
877,2.0,3.0,4.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0
878,3.0,1.0,1.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,4.0
879,3.0,3.0,2.0,3.0,4.0,1.0,2.0,2.0,3.0,3.0,5.0
880,3.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,4.0
881,1.0,2.0,4.0,1.0,3.0,1.0,1.0,3.0,2.0,2.0,4.0
882,3.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,2.0,3.0,4.0
883,3.0,3.0,2.0,3.0,4.0,1.0,2.0,2.0,3.0,3.0,5.0
884,2.0,3.0,3.0,2.0,2.0,2.0,1.0,3.0,2.0,3.0,5.0
885,2.0,3.0,2.0,2.0,2.0,1.0,3.0,3.0,1.0,2.0,3.0
886,2.0,3.0,3.0,2.0,2.0,2.0,1.0,3.0,2.0,3.0,5.0
887,2.0,1.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,4.0
888,1.0,2.0,2.0,2.0,2.0,1.0,3.0,1.0,2.0,1.0,3.0
889,1.0,2.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0,2.0,4.0
890,2.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,1.0,3.0,3.0
891,1.0,3.0,3.0,2.0,2.0,1.0,2.0,3.0,2.0,1.0,4.0
892,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,3.0
893,2.0,2.0,4.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,5.0
894,2.0,1.0,2.0,1.0,4.0,1.0,2.0,1.0,2.0,3.0,3.0
895,2.0,3.0,2.0,2.0,2.0,1.0,3.0,2.0,2.0,1.0,5.0
896,1.0,2.0,4.0,1.0,3.0,1.0,1.0,3.0,2.0,2.0,5.0
897,3.0,3.0,4.0,1.0,4.0,2.0,3.0,3.0,3.0,2.0,4.0
898,1.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0
899,3.0,1.0,2.0,1.0,3.0,2.0,2.0,3.0,2.0,2.0,4.0
900,3.0,3.0,4.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,5.0
901,2.0,3.0,4.0,2.0,2.0,1.0,3.0,2.0,3.0,2.0,4.0
902,2.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,1.0,3.0,5.0
903,2.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,1.0,3.0,4.0
904,2.0,3.0,3.0,1.0,1.0,2.0,1.0,3.0,2.0,2.0,4.0
905,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,3.0
906,2.0,1.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,4.0
907,2.0,2.0,1.0,3.0,3.0,1.0,3.0,2.0,1.0,2.0,4.0
