d3mIndex,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,Class
638,0.030273,0.020508,0.025391,0.0,0.057617,0.005859,0.013672,0.075195,0.016602,0.00293,0.0,0.0,0.001953,0.0,0.0,0.0,0.033203,0.043945,0.000977,0.032227,0.0,0.0,0.016602,0.0,0.014648,0.0,0.022461,0.050781,0.0,0.021484,0.000977,0.0,0.0,0.10059,0.026367,0.0,0.0,0.069336,0.005859,0.0,0.001953,0.0,0.014648,0.054688,0.015625,0.082031,0.010742,0.004883,0.0,0.000977,0.0,0.0,0.0,0.000977,0.025391,0.0,0.037109,0.0,0.003906,0.0,0.0,0.0,0.0,0.057617,36
639,0.012695,0.003906,0.014648,0.000977,0.11133,0.003906,0.016602,0.041992,0.040039,0.0,0.003906,0.040039,0.003906,0.010742,0.0,0.0,0.010742,0.0,0.005859,0.018555,0.0,0.0,0.042969,0.0,0.000977,0.0,0.001953,0.004883,0.049805,0.010742,0.055664,0.0,0.0,0.027344,0.010742,0.0,0.0,0.041016,0.000977,0.005859,0.0,0.0,0.0,0.004883,0.046875,0.021484,0.037109,0.074219,0.00293,0.014648,0.000977,0.0,0.000977,0.020508,0.14258,0.0,0.023438,0.0,0.010742,0.0,0.0,0.00293,0.0,0.00293,37
640,0.007812,0.014648,0.007812,0.000977,0.094727,0.020508,0.012695,0.049805,0.038086,0.0,0.0,0.007812,0.010742,0.0,0.0,0.0,0.024414,0.0,0.003906,0.025391,0.0,0.0,0.09082,0.0,0.0,0.0,0.00293,0.006836,0.008789,0.018555,0.017578,0.0,0.0,0.045898,0.019531,0.0,0.0,0.052734,0.0,0.0,0.0,0.0,0.00293,0.017578,0.077148,0.056641,0.029297,0.047852,0.0,0.00293,0.0,0.0,0.0,0.00293,0.13086,0.0,0.037109,0.0,0.005859,0.0,0.0,0.0,0.0,0.005859,37
641,0.071289,0.025391,0.00293,0.000977,0.038086,0.0,0.036133,0.014648,0.0,0.012695,0.0,0.063477,0.0,0.0,0.0,0.0,0.021484,0.000977,0.047852,0.008789,0.0,0.0,0.015625,0.0,0.0,0.001953,0.008789,0.0,0.012695,0.0,0.009766,0.0,0.0,0.10742,0.0,0.0,0.0,0.041016,0.005859,0.025391,0.0,0.0,0.006836,0.020508,0.008789,0.029297,0.020508,0.05957,0.0,0.0,0.0,0.0,0.0,0.022461,0.24805,0.0,0.006836,0.0,0.000977,0.0,0.0,0.0,0.0,0.00293,37
642,0.007812,0.013672,0.005859,0.0,0.10547,0.001953,0.029297,0.045898,0.049805,0.0,0.0,0.040039,0.000977,0.0,0.0,0.0,0.037109,0.0,0.003906,0.022461,0.0,0.0,0.069336,0.0,0.0,0.0,0.00293,0.0,0.006836,0.001953,0.043945,0.0,0.0,0.050781,0.005859,0.0,0.0,0.0625,0.0,0.000977,0.0,0.0,0.001953,0.012695,0.055664,0.048828,0.03125,0.039062,0.000977,0.0,0.0,0.0,0.0,0.006836,0.12793,0.0,0.054688,0.0,0.004883,0.0,0.0,0.0,0.0,0.005859,37
643,0.009766,0.015625,0.005859,0.000977,0.11328,0.0,0.018555,0.038086,0.012695,0.0,0.000977,0.067383,0.000977,0.0,0.0,0.0,0.041016,0.000977,0.010742,0.018555,0.0,0.0,0.084961,0.0,0.004883,0.0,0.000977,0.0,0.007812,0.003906,0.016602,0.0,0.0,0.039062,0.00293,0.0,0.0,0.0625,0.001953,0.013672,0.0,0.0,0.001953,0.005859,0.070312,0.022461,0.025391,0.047852,0.000977,0.00293,0.0,0.0,0.001953,0.015625,0.13867,0.0,0.053711,0.0,0.004883,0.0,0.0,0.0,0.0,0.012695,37
644,0.005859,0.024414,0.008789,0.0,0.13281,0.006836,0.009766,0.029297,0.036133,0.000977,0.0,0.10742,0.000977,0.0,0.0,0.000977,0.041992,0.001953,0.004883,0.029297,0.0,0.0,0.044922,0.0,0.0,0.0,0.0,0.000977,0.000977,0.004883,0.011719,0.0,0.0,0.020508,0.009766,0.0,0.0,0.072266,0.004883,0.005859,0.0,0.0,0.0,0.0,0.064453,0.027344,0.00293,0.037109,0.0,0.0,0.0,0.0,0.0,0.00293,0.16113,0.0,0.075195,0.0,0.003906,0.0,0.0,0.0,0.0,0.005859,37
645,0.009766,0.010742,0.010742,0.0,0.079102,0.007812,0.036133,0.020508,0.032227,0.0,0.0,0.054688,0.000977,0.020508,0.0,0.0,0.005859,0.0,0.017578,0.014648,0.0,0.0,0.046875,0.000977,0.0,0.0,0.0,0.003906,0.012695,0.004883,0.041016,0.0,0.0,0.03125,0.006836,0.0,0.0,0.064453,0.0,0.013672,0.0,0.0,0.00293,0.010742,0.063477,0.011719,0.013672,0.046875,0.007812,0.010742,0.0,0.0,0.000977,0.037109,0.18945,0.0,0.03418,0.0,0.018555,0.0,0.0,0.0,0.0,0.003906,37
646,0.03418,0.005859,0.007812,0.000977,0.070312,0.0,0.036133,0.020508,0.007812,0.00293,0.0,0.16406,0.0,0.0,0.0,0.0,0.040039,0.0,0.039062,0.020508,0.0,0.0,0.007812,0.0,0.004883,0.0,0.003906,0.000977,0.011719,0.0,0.011719,0.0,0.0,0.054688,0.001953,0.0,0.0,0.053711,0.022461,0.03418,0.0,0.0,0.007812,0.004883,0.010742,0.018555,0.015625,0.046875,0.0,0.008789,0.0,0.0,0.0,0.013672,0.16602,0.0,0.02832,0.0,0.007812,0.0,0.0,0.0,0.0,0.012695,37
647,0.010742,0.030273,0.000977,0.0,0.1084,0.0,0.010742,0.029297,0.027344,0.0,0.0,0.025391,0.0,0.0,0.0,0.0,0.042969,0.0,0.003906,0.02832,0.0,0.0,0.02832,0.0,0.0,0.0,0.000977,0.000977,0.004883,0.001953,0.008789,0.0,0.0,0.074219,0.009766,0.0,0.0,0.051758,0.001953,0.010742,0.0,0.0,0.000977,0.014648,0.0625,0.039062,0.020508,0.041016,0.0,0.005859,0.0,0.0,0.0,0.001953,0.22852,0.0,0.056641,0.0,0.004883,0.0,0.0,0.0,0.0,0.010742,37
648,0.001953,0.016602,0.007812,0.0,0.11231,0.018555,0.009766,0.061523,0.040039,0.0,0.000977,0.060547,0.005859,0.017578,0.0,0.0,0.014648,0.0,0.001953,0.019531,0.0,0.000977,0.072266,0.000977,0.000977,0.0,0.000977,0.003906,0.019531,0.015625,0.042969,0.0,0.0,0.013672,0.008789,0.0,0.0,0.043945,0.000977,0.001953,0.0,0.0,0.0,0.014648,0.052734,0.030273,0.039062,0.06543,0.00293,0.010742,0.0,0.0,0.0,0.006836,0.11523,0.0,0.030273,0.0,0.005859,0.0,0.0,0.0,0.0,0.008789,37
649,0.010742,0.022461,0.003906,0.0,0.13965,0.004883,0.026367,0.042969,0.037109,0.0,0.0,0.081055,0.003906,0.0,0.0,0.0,0.036133,0.000977,0.005859,0.032227,0.0,0.0,0.061523,0.000977,0.0,0.0,0.0,0.000977,0.022461,0.011719,0.032227,0.0,0.0,0.03418,0.006836,0.0,0.0,0.048828,0.003906,0.004883,0.0,0.0,0.0,0.005859,0.063477,0.026367,0.022461,0.05957,0.004883,0.008789,0.0,0.0,0.0,0.004883,0.061523,0.0,0.046875,0.0,0.012695,0.0,0.0,0.000977,0.0,0.004883,37
650,0.004883,0.023438,0.012695,0.0,0.12012,0.0,0.008789,0.045898,0.025391,0.0,0.0,0.075195,0.0,0.0,0.0,0.0,0.038086,0.0,0.0,0.025391,0.0,0.0,0.045898,0.0,0.001953,0.0,0.0,0.000977,0.0,0.003906,0.006836,0.0,0.0,0.03418,0.004883,0.0,0.0,0.054688,0.000977,0.00293,0.0,0.0,0.000977,0.014648,0.068359,0.044922,0.012695,0.044922,0.000977,0.000977,0.0,0.0,0.0,0.0,0.2002,0.0,0.06543,0.0,0.00293,0.0,0.0,0.0,0.0,0.005859,37
651,0.003906,0.014648,0.007812,0.0,0.14844,0.024414,0.014648,0.0625,0.032227,0.0,0.000977,0.041016,0.009766,0.001953,0.0,0.0,0.03125,0.0,0.00293,0.018555,0.0,0.0,0.048828,0.0,0.0,0.0,0.00293,0.000977,0.020508,0.013672,0.027344,0.0,0.0,0.024414,0.005859,0.0,0.0,0.055664,0.0,0.000977,0.0,0.0,0.000977,0.008789,0.06543,0.041016,0.03125,0.058594,0.000977,0.007812,0.0,0.0,0.000977,0.003906,0.084961,0.0,0.061523,0.0,0.005859,0.0,0.0,0.0,0.000977,0.010742,37
652,0.0,0.023438,0.015625,0.0,0.12207,0.004883,0.009766,0.052734,0.049805,0.0,0.0,0.053711,0.0,0.00293,0.0,0.0,0.03125,0.0,0.001953,0.025391,0.0,0.000977,0.083984,0.0,0.0,0.0,0.0,0.000977,0.015625,0.016602,0.024414,0.0,0.0,0.018555,0.013672,0.0,0.0,0.047852,0.0,0.0,0.0,0.0,0.00293,0.004883,0.083008,0.030273,0.032227,0.076172,0.00293,0.00293,0.0,0.0,0.0,0.0,0.11621,0.0,0.02832,0.0,0.00293,0.0,0.0,0.0,0.0,0.000977,37
653,0.013672,0.011719,0.009766,0.0,0.10742,0.016602,0.015625,0.047852,0.041992,0.0,0.000977,0.070312,0.008789,0.005859,0.0,0.0,0.006836,0.0,0.004883,0.018555,0.0,0.0,0.061523,0.0,0.0,0.0,0.0,0.001953,0.013672,0.015625,0.029297,0.0,0.0,0.03125,0.018555,0.0,0.0,0.044922,0.000977,0.000977,0.0,0.0,0.000977,0.003906,0.058594,0.030273,0.039062,0.061523,0.006836,0.008789,0.0,0.0,0.0,0.009766,0.12305,0.0,0.045898,0.0,0.006836,0.0,0.0,0.0,0.0,0.004883,37
654,0.001953,0.014648,0.009766,0.0,0.13184,0.015625,0.008789,0.044922,0.036133,0.0,0.00293,0.058594,0.007812,0.0,0.0,0.0,0.009766,0.0,0.00293,0.027344,0.0,0.0,0.077148,0.0,0.0,0.0,0.000977,0.000977,0.007812,0.019531,0.038086,0.0,0.0,0.02832,0.019531,0.0,0.0,0.051758,0.0,0.001953,0.0,0.0,0.0,0.010742,0.066406,0.045898,0.026367,0.073242,0.001953,0.008789,0.0,0.0,0.0,0.015625,0.072266,0.0,0.052734,0.0,0.005859,0.0,0.0,0.0,0.0,0.000977,37
655,0.013672,0.005859,0.010742,0.000977,0.0625,0.0,0.008789,0.009766,0.005859,0.000977,0.000977,0.09082,0.0,0.03418,0.0,0.0,0.000977,0.0,0.007812,0.011719,0.0,0.016602,0.014648,0.001953,0.000977,0.001953,0.0,0.000977,0.003906,0.011719,0.010742,0.0,0.0,0.057617,0.014648,0.0,0.0,0.029297,0.005859,0.015625,0.0,0.0,0.0,0.024414,0.026367,0.03418,0.011719,0.03125,0.008789,0.004883,0.0,0.008789,0.0,0.012695,0.32715,0.0,0.020508,0.0,0.009766,0.0,0.0,0.003906,0.001953,0.021484,38
656,0.009766,0.008789,0.007812,0.0,0.061523,0.0,0.006836,0.022461,0.030273,0.0,0.0,0.18457,0.001953,0.023438,0.0,0.0,0.00293,0.0,0.007812,0.017578,0.0,0.00293,0.007812,0.0,0.0,0.0,0.0,0.000977,0.007812,0.007812,0.008789,0.0,0.0,0.051758,0.003906,0.0,0.0,0.05957,0.0,0.005859,0.0,0.0,0.0,0.00293,0.021484,0.032227,0.005859,0.047852,0.003906,0.010742,0.0,0.0,0.0,0.004883,0.22461,0.0,0.082031,0.0,0.011719,0.0,0.0,0.0,0.0,0.008789,38
657,0.026367,0.00293,0.009766,0.0,0.089844,0.001953,0.010742,0.023438,0.012695,0.0,0.0,0.22949,0.00293,0.037109,0.0,0.0,0.000977,0.0,0.000977,0.014648,0.0,0.005859,0.011719,0.0,0.007812,0.0,0.0,0.000977,0.006836,0.007812,0.026367,0.0,0.0,0.042969,0.013672,0.0,0.0,0.051758,0.0,0.004883,0.0,0.0,0.000977,0.000977,0.023438,0.043945,0.009766,0.040039,0.004883,0.008789,0.0,0.0,0.0,0.013672,0.14551,0.0,0.041992,0.0,0.005859,0.0,0.0,0.0,0.001953,0.013672,38
658,0.020508,0.004883,0.012695,0.0,0.040039,0.0,0.006836,0.019531,0.022461,0.0,0.0,0.26563,0.000977,0.025391,0.0,0.0,0.00293,0.000977,0.004883,0.009766,0.0,0.003906,0.000977,0.0,0.000977,0.0,0.0,0.007812,0.008789,0.010742,0.003906,0.0,0.0,0.050781,0.012695,0.0,0.0,0.03418,0.000977,0.00293,0.0,0.0,0.0,0.009766,0.011719,0.041992,0.00293,0.035156,0.005859,0.007812,0.0,0.0,0.0,0.00293,0.24219,0.0,0.03418,0.0,0.010742,0.0,0.0,0.0,0.0,0.018555,38
659,0.018555,0.003906,0.008789,0.0,0.057617,0.0,0.012695,0.017578,0.007812,0.0,0.0,0.2334,0.003906,0.029297,0.0,0.0,0.001953,0.0,0.000977,0.008789,0.0,0.011719,0.014648,0.000977,0.0,0.0,0.000977,0.000977,0.010742,0.013672,0.018555,0.0,0.0,0.033203,0.016602,0.0,0.0,0.040039,0.001953,0.006836,0.000977,0.0,0.000977,0.006836,0.03125,0.025391,0.004883,0.022461,0.009766,0.011719,0.0,0.008789,0.0,0.006836,0.2207,0.0,0.044922,0.0,0.004883,0.0,0.0,0.0,0.006836,0.016602,38
660,0.021484,0.003906,0.008789,0.0,0.052734,0.004883,0.009766,0.007812,0.011719,0.000977,0.0,0.13574,0.012695,0.014648,0.0,0.0,0.001953,0.003906,0.006836,0.006836,0.0,0.001953,0.004883,0.0,0.00293,0.0,0.014648,0.001953,0.00293,0.010742,0.000977,0.0,0.0,0.072266,0.008789,0.0,0.0,0.032227,0.003906,0.009766,0.0,0.001953,0.0,0.023438,0.019531,0.026367,0.0,0.03125,0.000977,0.013672,0.0,0.009766,0.0,0.007812,0.31738,0.0,0.030273,0.0,0.005859,0.0,0.0,0.0,0.019531,0.019531,38
661,0.032227,0.006836,0.012695,0.0,0.072266,0.0,0.021484,0.008789,0.007812,0.0,0.0,0.26563,0.0,0.036133,0.0,0.0,0.004883,0.0,0.014648,0.013672,0.0,0.018555,0.004883,0.001953,0.0,0.0,0.003906,0.000977,0.003906,0.009766,0.017578,0.0,0.0,0.045898,0.017578,0.0,0.0,0.035156,0.00293,0.007812,0.0,0.0,0.001953,0.006836,0.015625,0.014648,0.003906,0.03418,0.009766,0.003906,0.0,0.003906,0.0,0.014648,0.18457,0.0,0.023438,0.0,0.005859,0.0,0.0,0.0,0.0,0.008789,38
662,0.015625,0.005859,0.004883,0.0,0.045898,0.000977,0.014648,0.010742,0.006836,0.003906,0.003906,0.03418,0.001953,0.033203,0.0,0.0,0.000977,0.0,0.009766,0.010742,0.0,0.00293,0.005859,0.00293,0.003906,0.0,0.010742,0.0,0.009766,0.008789,0.010742,0.0,0.0,0.06543,0.013672,0.0,0.0,0.036133,0.005859,0.012695,0.0,0.0,0.000977,0.06543,0.016602,0.037109,0.003906,0.020508,0.000977,0.009766,0.0,0.000977,0.000977,0.003906,0.37598,0.0,0.041992,0.0,0.010742,0.0,0.0,0.0,0.00293,0.013672,38
663,0.007812,0.004883,0.004883,0.0,0.077148,0.0,0.005859,0.02832,0.007812,0.001953,0.001953,0.080078,0.000977,0.038086,0.0,0.0,0.000977,0.000977,0.011719,0.011719,0.0,0.010742,0.020508,0.00293,0.004883,0.000977,0.003906,0.0,0.019531,0.015625,0.013672,0.001953,0.0,0.041016,0.011719,0.0,0.0,0.041992,0.003906,0.004883,0.001953,0.0,0.003906,0.029297,0.021484,0.020508,0.012695,0.020508,0.009766,0.014648,0.000977,0.013672,0.0,0.015625,0.27832,0.0,0.039062,0.0,0.009766,0.0,0.0,0.000977,0.003906,0.019531,38
664,0.020508,0.003906,0.009766,0.0,0.072266,0.000977,0.008789,0.020508,0.004883,0.0,0.004883,0.31445,0.003906,0.033203,0.0,0.0,0.00293,0.0,0.007812,0.010742,0.0,0.015625,0.017578,0.000977,0.0,0.0,0.0,0.0,0.007812,0.016602,0.022461,0.001953,0.0,0.03418,0.014648,0.0,0.0,0.029297,0.00293,0.005859,0.0,0.0,0.000977,0.0,0.029297,0.026367,0.017578,0.042969,0.013672,0.013672,0.0,0.011719,0.000977,0.012695,0.083008,0.0,0.032227,0.0,0.008789,0.0,0.0,0.0,0.004883,0.011719,38
665,0.016602,0.001953,0.001953,0.0,0.083008,0.0,0.032227,0.026367,0.006836,0.000977,0.0,0.014648,0.001953,0.029297,0.0,0.0,0.000977,0.0,0.015625,0.011719,0.0,0.019531,0.019531,0.0,0.005859,0.00293,0.018555,0.001953,0.006836,0.008789,0.013672,0.000977,0.0,0.067383,0.007812,0.000977,0.0,0.05957,0.005859,0.018555,0.001953,0.0,0.008789,0.024414,0.037109,0.035156,0.011719,0.040039,0.013672,0.009766,0.000977,0.014648,0.000977,0.012695,0.2041,0.0,0.043945,0.0,0.011719,0.0,0.0,0.000977,0.0,0.024414,38
666,0.012695,0.001953,0.012695,0.0,0.081055,0.0,0.020508,0.015625,0.008789,0.0,0.009766,0.06543,0.00293,0.032227,0.0,0.0,0.0,0.0,0.014648,0.012695,0.0,0.020508,0.018555,0.000977,0.001953,0.0,0.006836,0.001953,0.006836,0.008789,0.023438,0.006836,0.0,0.063477,0.010742,0.0,0.0,0.032227,0.008789,0.014648,0.0,0.0,0.000977,0.030273,0.016602,0.029297,0.010742,0.03125,0.005859,0.009766,0.001953,0.00293,0.0,0.012695,0.26758,0.0,0.023438,0.0,0.008789,0.0,0.0,0.011719,0.0,0.018555,38
667,0.020508,0.003906,0.006836,0.0,0.084961,0.001953,0.006836,0.022461,0.004883,0.0,0.000977,0.025391,0.00293,0.033203,0.0,0.0,0.000977,0.000977,0.00293,0.014648,0.0,0.004883,0.020508,0.000977,0.000977,0.0,0.001953,0.001953,0.007812,0.010742,0.015625,0.0,0.0,0.070312,0.010742,0.0,0.0,0.041992,0.00293,0.008789,0.0,0.00293,0.006836,0.027344,0.022461,0.045898,0.016602,0.019531,0.003906,0.020508,0.0,0.001953,0.001953,0.009766,0.30762,0.0,0.040039,0.0,0.007812,0.0,0.0,0.0,0.003906,0.026367,38
668,0.000977,0.005859,0.005859,0.0,0.12598,0.000977,0.000977,0.037109,0.012695,0.0,0.0,0.19043,0.010742,0.050781,0.0,0.0,0.013672,0.000977,0.001953,0.007812,0.0,0.000977,0.013672,0.000977,0.0,0.0,0.0,0.005859,0.001953,0.019531,0.011719,0.0,0.0,0.011719,0.007812,0.0,0.0,0.052734,0.0,0.0,0.0,0.0,0.000977,0.0,0.041992,0.03418,0.004883,0.040039,0.010742,0.008789,0.0,0.022461,0.0,0.005859,0.14941,0.0,0.079102,0.0,0.004883,0.0,0.0,0.0,0.001953,0.000977,38
669,0.008789,0.007812,0.015625,0.0,0.080078,0.000977,0.00293,0.014648,0.015625,0.0,0.0,0.042969,0.00293,0.035156,0.0,0.0,0.004883,0.006836,0.000977,0.010742,0.0,0.000977,0.001953,0.0,0.001953,0.0,0.004883,0.008789,0.006836,0.012695,0.006836,0.0,0.0,0.075195,0.013672,0.0,0.0,0.036133,0.000977,0.0,0.0,0.0,0.0,0.036133,0.012695,0.063477,0.00293,0.024414,0.007812,0.00293,0.0,0.0,0.0,0.00293,0.34668,0.0,0.047852,0.0,0.007812,0.0,0.0,0.0,0.001953,0.020508,38
670,0.020508,0.006836,0.004883,0.0,0.078125,0.0,0.007812,0.017578,0.009766,0.0,0.0,0.30371,0.001953,0.025391,0.0,0.0,0.00293,0.0,0.007812,0.014648,0.0,0.013672,0.012695,0.0,0.000977,0.0,0.0,0.005859,0.011719,0.009766,0.00293,0.0,0.0,0.055664,0.016602,0.0,0.0,0.047852,0.0,0.012695,0.0,0.0,0.001953,0.0,0.025391,0.040039,0.004883,0.033203,0.007812,0.013672,0.0,0.00293,0.0,0.003906,0.1084,0.0,0.044922,0.0,0.005859,0.0,0.0,0.0,0.0,0.014648,38
671,0.024414,0.017578,0.018555,0.00293,0.009766,0.009766,0.019531,0.043945,0.029297,0.004883,0.006836,0.0,0.016602,0.027344,0.0,0.00293,0.015625,0.0,0.008789,0.03125,0.0,0.016602,0.016602,0.0,0.003906,0.0,0.042969,0.008789,0.10645,0.020508,0.064453,0.0,0.0,0.023438,0.008789,0.0,0.0,0.030273,0.014648,0.00293,0.001953,0.004883,0.044922,0.048828,0.00293,0.018555,0.043945,0.0,0.007812,0.055664,0.0,0.0,0.00293,0.016602,0.005859,0.0,0.004883,0.0,0.023438,0.0,0.0,0.004883,0.019531,0.041992,39
672,0.016602,0.003906,0.009766,0.006836,0.030273,0.000977,0.025391,0.018555,0.007812,0.000977,0.078125,0.0,0.008789,0.037109,0.0,0.000977,0.0,0.0,0.023438,0.015625,0.0,0.026367,0.004883,0.0,0.0,0.015625,0.025391,0.005859,0.033203,0.013672,0.03125,0.008789,0.0,0.02832,0.010742,0.0,0.000977,0.02832,0.016602,0.004883,0.0,0.00293,0.026367,0.056641,0.001953,0.021484,0.040039,0.010742,0.012695,0.050781,0.025391,0.004883,0.003906,0.038086,0.068359,0.0,0.000977,0.003906,0.020508,0.0,0.0,0.042969,0.014648,0.012695,39
673,0.010742,0.005859,0.006836,0.007812,0.023438,0.001953,0.023438,0.03125,0.026367,0.003906,0.071289,0.001953,0.004883,0.026367,0.0,0.0,0.003906,0.0,0.020508,0.018555,0.0,0.018555,0.005859,0.001953,0.006836,0.008789,0.047852,0.000977,0.038086,0.010742,0.035156,0.0,0.000977,0.02832,0.012695,0.0,0.0,0.035156,0.014648,0.005859,0.001953,0.000977,0.027344,0.077148,0.0,0.021484,0.041016,0.0,0.007812,0.067383,0.00293,0.001953,0.011719,0.041992,0.033203,0.0,0.001953,0.007812,0.026367,0.0,0.0,0.037109,0.009766,0.018555,39
674,0.008789,0.005859,0.005859,0.020508,0.00293,0.010742,0.008789,0.007812,0.022461,0.011719,0.036133,0.0,0.001953,0.015625,0.0,0.0,0.011719,0.0,0.011719,0.021484,0.0,0.042969,0.006836,0.0,0.009766,0.012695,0.077148,0.0,0.060547,0.004883,0.042969,0.0,0.003906,0.008789,0.011719,0.0,0.00293,0.007812,0.03418,0.003906,0.017578,0.0,0.047852,0.125,0.001953,0.004883,0.041016,0.0,0.013672,0.068359,0.003906,0.0,0.010742,0.03418,0.005859,0.0,0.000977,0.0,0.035156,0.0,0.0,0.017578,0.003906,0.032227,39
675,0.0,0.005859,0.001953,0.060547,0.0,0.007812,0.006836,0.0,0.035156,0.037109,0.049805,0.0,0.000977,0.001953,0.003906,0.0,0.003906,0.0,0.078125,0.003906,0.0,0.000977,0.000977,0.008789,0.014648,0.051758,0.000977,0.000977,0.041992,0.014648,0.038086,0.0,0.083984,0.0,0.003906,0.0,0.057617,0.0,0.009766,0.042969,0.006836,0.0,0.013672,0.0,0.003906,0.0,0.010742,0.0,0.007812,0.056641,0.000977,0.0,0.058594,0.043945,0.0,0.0,0.000977,0.011719,0.013672,0.001953,0.0,0.098633,0.0,0.0,39
676,0.00293,0.000977,0.0,0.050781,0.0,0.003906,0.008789,0.0,0.012695,0.10254,0.038086,0.0,0.004883,0.005859,0.0,0.0,0.008789,0.0,0.051758,0.00293,0.0,0.003906,0.001953,0.0,0.003906,0.09375,0.009766,0.0,0.02832,0.005859,0.047852,0.0,0.11133,0.0,0.003906,0.0,0.050781,0.0,0.023438,0.040039,0.016602,0.0,0.006836,0.00293,0.0,0.0,0.011719,0.0,0.007812,0.02832,0.0,0.0,0.052734,0.040039,0.0,0.0,0.00293,0.009766,0.024414,0.0,0.0,0.075195,0.0,0.000977,39
677,0.006836,0.000977,0.000977,0.047852,0.0,0.004883,0.010742,0.001953,0.014648,0.047852,0.073242,0.0,0.00293,0.02832,0.0,0.0,0.001953,0.0,0.023438,0.006836,0.0,0.038086,0.003906,0.000977,0.008789,0.022461,0.040039,0.0,0.039062,0.003906,0.050781,0.0,0.020508,0.0,0.006836,0.0,0.003906,0.00293,0.051758,0.011719,0.039062,0.004883,0.051758,0.003906,0.000977,0.0,0.042969,0.0,0.014648,0.064453,0.018555,0.006836,0.02832,0.032227,0.0,0.0,0.001953,0.011719,0.023438,0.0,0.0,0.042969,0.016602,0.015625,39
678,0.013672,0.006836,0.009766,0.008789,0.001953,0.00293,0.018555,0.015625,0.019531,0.010742,0.00293,0.0,0.008789,0.041016,0.0,0.0,0.005859,0.0,0.018555,0.022461,0.0,0.030273,0.004883,0.0,0.019531,0.000977,0.051758,0.00293,0.089844,0.021484,0.071289,0.0,0.001953,0.0,0.010742,0.0,0.0,0.013672,0.030273,0.011719,0.017578,0.001953,0.042969,0.039062,0.007812,0.0,0.055664,0.0,0.015625,0.10352,0.0,0.001953,0.004883,0.043945,0.0,0.0,0.00293,0.0,0.035156,0.0,0.0,0.00293,0.013672,0.041016,39
679,0.004883,0.00293,0.015625,0.000977,0.010742,0.00293,0.019531,0.016602,0.010742,0.0,0.049805,0.0,0.009766,0.032227,0.0,0.0,0.0,0.0,0.004883,0.017578,0.0,0.072266,0.001953,0.0,0.000977,0.003906,0.056641,0.0,0.055664,0.015625,0.046875,0.003906,0.0,0.008789,0.010742,0.0,0.0,0.017578,0.019531,0.003906,0.005859,0.000977,0.029297,0.10254,0.0,0.007812,0.043945,0.0,0.018555,0.094727,0.019531,0.025391,0.003906,0.029297,0.004883,0.001953,0.0,0.0,0.021484,0.0,0.0,0.010742,0.010742,0.050781,39
680,0.008789,0.023438,0.041992,0.001953,0.018555,0.003906,0.009766,0.05957,0.020508,0.0,0.00293,0.0,0.010742,0.044922,0.0,0.000977,0.005859,0.0,0.000977,0.023438,0.0,0.042969,0.018555,0.0,0.000977,0.000977,0.000977,0.013672,0.088867,0.018555,0.042969,0.001953,0.0,0.007812,0.021484,0.0,0.0,0.030273,0.00293,0.000977,0.0,0.010742,0.007812,0.029297,0.008789,0.046875,0.044922,0.010742,0.011719,0.11523,0.0,0.007812,0.0,0.014648,0.03125,0.0,0.009766,0.0,0.020508,0.0,0.0,0.0,0.032227,0.025391,39
681,0.012695,0.004883,0.013672,0.004883,0.013672,0.001953,0.011719,0.03418,0.019531,0.006836,0.018555,0.0,0.009766,0.036133,0.0,0.0,0.000977,0.0,0.004883,0.023438,0.0,0.046875,0.007812,0.0,0.001953,0.000977,0.029297,0.001953,0.058594,0.010742,0.051758,0.0,0.0,0.014648,0.011719,0.0,0.0,0.020508,0.013672,0.005859,0.004883,0.005859,0.039062,0.082031,0.001953,0.029297,0.054688,0.000977,0.022461,0.14648,0.0,0.000977,0.003906,0.014648,0.013672,0.0,0.0,0.0,0.041016,0.0,0.0,0.000977,0.015625,0.027344,39
682,0.018555,0.001953,0.005859,0.006836,0.011719,0.0,0.015625,0.020508,0.015625,0.021484,0.06543,0.0,0.006836,0.038086,0.0,0.000977,0.0,0.0,0.023438,0.022461,0.0,0.027344,0.000977,0.000977,0.00293,0.007812,0.041016,0.005859,0.038086,0.015625,0.041992,0.0,0.005859,0.029297,0.004883,0.0,0.001953,0.019531,0.041992,0.018555,0.006836,0.000977,0.036133,0.041016,0.006836,0.026367,0.046875,0.000977,0.013672,0.045898,0.017578,0.00293,0.005859,0.024414,0.025391,0.0,0.0,0.005859,0.02832,0.0,0.0,0.03125,0.007812,0.044922,39
