d3mIndex,V1,V2,Class
2044,0.353,1.58,1
2045,0.11,0.553,2
2046,1.49,0.385,1
2047,0.571,-1.53,1
2048,0.171,1.59,2
2049,0.409,-0.0572,2
2050,1.93,-0.842,1
2051,0.907,0.191,1
2052,0.0413,0.345,2
2053,0.484,-1.3,1
2054,-0.0305,-1.09,1
2055,1.0,-0.0897,1
2056,1.09,0.299,1
2057,-0.543,-0.0204,2
2058,0.659,0.913,1
2059,-0.542,-0.739,1
2060,-1.02,1.53,1
2061,-1.63,0.293,1
2062,1.49,0.627,1
2063,-0.583,-1.05,1
2064,-0.807,1.12,1
2065,-0.683,1.38,1
2066,0.0734,-0.162,2
2067,0.388,1.64,1
2068,0.874,1.79,1
2069,0.584,0.679,1
2070,1.42,0.374,1
2071,-0.779,0.676,2
2072,0.678,0.335,1
2073,0.204,-1.06,1
2074,1.43,0.498,1
2075,-0.779,-1.2,1
2076,-1.3,0.577,1
2077,1.03,0.0331,1
2078,-0.532,-1.17,1
2079,0.119,-1.28,1
2080,1.53,-1.05,2
2081,-0.481,-0.904,1
2082,0.858,0.399,1
2083,0.126,0.819,1
2084,-0.88,-1.27,1
2085,0.145,-0.626,2
2086,0.534,1.86,2
2087,2.03,1.1,2
2088,-0.546,0.442,2
2089,1.42,1.8,2
2090,1.41,-2.09,2
2091,-0.566,-0.563,2
2092,-0.973,0.495,2
2093,0.932,1.43,2
2094,0.472,1.37,1
2095,0.74,0.053,2
2096,-0.214,1.76,1
2097,-0.53,-0.944,1
2098,-0.936,-1.5,1
2099,0.37,-0.0513,2
2100,0.695,0.651,1
2101,0.88,0.275,1
2102,-0.563,-0.164,2
2103,1.27,-0.675,2
2104,-1.32,-0.146,2
2105,1.7,-0.489,1
2106,0.832,0.442,1
2107,0.561,1.74,2
2108,0.617,1.11,1
2109,-1.41,1.14,1
2110,1.71,-0.225,1
2111,0.473,0.339,2
2112,-0.855,1.44,1
2113,-1.72,-0.41,2
2114,0.18,-0.0627,2
2115,0.712,0.837,1
2116,0.211,1.71,2
2117,-0.755,-0.759,2
2118,0.661,1.2,1
2119,0.902,0.947,1
2120,0.544,-0.842,2
2121,1.67,0.974,2
2122,-0.0571,-1.5,1
2123,-1.61,-0.39,2
2124,-0.261,-1.27,1
2125,1.8,1.53,2
2126,0.134,-1.18,1
2127,-0.279,-1.06,1
2128,0.405,-0.555,2
2129,-1.64,-0.562,2
2130,-0.146,1.83,2
2131,0.499,-1.17,1
2132,-0.171,-1.09,1
2133,-0.175,-0.946,1
2134,1.54,-0.336,1
2135,1.33,0.406,1
2136,0.833,0.653,1
2137,0.69,1.57,1
2138,-0.542,0.918,1
2139,1.19,-0.319,2
2140,1.73,1.26,2
2141,-2.01,0.439,1
2142,0.316,1.43,2
2143,0.933,0.711,1
2144,2.43,0.869,2
2145,-0.472,-1.16,1
2146,-1.17,0.126,2
2147,2.22,-2.04,1
2148,1.07,0.438,1
2149,-0.125,0.521,2
2150,0.857,0.875,1
2151,0.569,-0.858,1
2152,0.646,-0.932,2
2153,-0.983,1.1,1
2154,-0.829,1.06,1
2155,0.22,-0.867,1
2156,-2.09,-1.22,2
2157,-1.64,-0.962,2
2158,0.0604,1.64,1
2159,1.62,-1.16,2
2160,-0.021,-1.09,1
2161,-1.11,-0.653,2
2162,1.13,-0.0116,1
2163,-0.838,-1.17,1
2164,0.102,-1.03,1
2165,0.576,-1.05,2
2166,0.635,1.67,2
2167,0.336,0.611,2
2168,0.32,-0.998,1
2169,-1.58,-1.61,2
2170,-0.129,-1.69,1
2171,-0.249,0.505,2
2172,-0.986,-1.27,1
2173,0.335,-0.483,2
2174,0.133,-0.568,2
2175,1.08,-1.02,2
2176,-0.486,-0.887,1
2177,2.08,1.35,2
2178,0.638,1.11,1
2179,0.0965,-1.1,1
2180,1.03,-0.382,2
2181,-0.705,0.129,2
2182,1.35,1.1,2
2183,-0.1,-1.05,1
2184,0.431,-1.56,1
2185,-1.37,-0.123,2
2186,-0.995,-0.832,1
2187,-0.981,-1.04,1
2188,-1.9,-1.32,2
2189,0.982,-0.452,2
2190,-0.494,-0.719,1
2191,0.995,0.502,1
2192,-0.507,0.357,2
2193,0.0853,0.789,2
2194,-0.0659,-1.33,1
2195,-1.51,-0.276,2
2196,-1.03,0.681,1
2197,1.19,-1.25,2
2198,-1.49,0.228,2
2199,0.409,1.76,1
2200,-0.606,-0.129,2
2201,1.18,0.597,1
2202,0.108,-0.304,2
2203,0.418,-0.897,2
2204,0.381,1.55,1
2205,-0.951,-1.3,1
2206,-0.119,2.06,2
2207,1.14,0.148,1
2208,1.31,1.62,2
2209,0.724,0.417,1
2210,-0.107,-0.232,2
2211,-1.57,0.905,1
2212,-0.214,1.58,1
2213,-0.212,-0.155,2
2214,-0.0683,-0.404,2
2215,-0.951,-1.33,1
2216,0.533,0.541,2
2217,-1.36,0.887,1
2218,0.98,-0.832,2
2219,-1.29,1.52,1
2220,1.08,-0.000817,1
2221,-0.147,1.85,1
2222,-0.135,0.0707,2
2223,0.318,-0.87,1
2224,0.632,1.74,1
2225,-1.43,1.25,1
2226,-0.499,-1.31,1
2227,0.296,1.51,1
2228,0.416,0.1,2
2229,-0.337,1.48,1
2230,-1.3,-0.829,2
2231,-0.0299,0.617,2
2232,-1.78,-0.843,2
2233,0.314,-1.25,1
2234,-0.801,1.78,1
2235,0.0984,0.629,2
2236,-1.68,-0.528,2
2237,0.423,0.598,2
2238,0.00295,-0.125,2
2239,-0.528,-1.23,1
2240,0.17,-0.719,1
2241,0.202,-1.37,1
2242,0.535,1.99,1
2243,-0.491,1.22,1
2244,-1.33,-0.276,2
2245,0.595,0.546,2
2246,-0.219,0.524,2
2247,0.0182,1.68,1
2248,-0.907,0.416,2
2249,1.86,-0.36,1
2250,-0.733,-1.34,1
2251,-1.39,-0.322,2
2252,0.0578,-1.32,1
2253,-1.7,0.869,1
2254,-0.166,0.165,2
2255,-0.8,-1.38,1
2256,-1.02,-0.146,2
2257,-0.145,-1.39,1
2258,-0.439,0.331,2
2259,0.136,1.46,2
2260,-0.669,0.51,2
2261,-1.49,-0.0266,2
2262,0.386,-0.997,1
2263,0.812,-0.15,2
2264,-0.303,-0.883,1
2265,-0.621,1.16,1
2266,-2.04,-0.978,2
2267,-0.772,0.933,1
2268,-1.06,-0.86,2
2269,0.0914,0.493,2
2270,-1.17,0.222,2
2271,0.553,-0.159,2
2272,0.759,0.0328,2
2273,-1.04,-1.24,1
2274,0.974,-0.951,2
2275,0.33,-1.48,1
2276,0.105,1.77,1
2277,-1.02,-0.305,2
2278,-0.635,1.94,2
2279,0.44,1.16,1
2280,-0.97,-1.6,1
2281,2.22,1.31,2
2282,-1.18,-0.122,2
2283,1.46,0.0665,1
2284,0.219,1.59,2
2285,1.09,0.812,1
2286,1.15,1.68,2
2287,0.955,-0.23,2
2288,-0.103,0.0369,2
2289,0.619,1.65,1
2290,-1.43,-0.357,2
2291,-0.765,-1.13,1
2292,-0.664,1.18,1
2293,-1.09,0.289,2
2294,-0.766,1.06,1
2295,-0.436,0.821,2
2296,0.6,-0.38,2
2297,-0.124,0.181,2
2298,1.03,-0.0835,1
2299,-1.71,-1.27,2
2300,-1.46,-0.179,2
2301,1.34,1.37,2
2302,1.47,0.574,1
2303,0.716,0.487,1
2304,0.0337,-1.13,1
2305,-0.432,-1.34,1
2306,0.344,1.49,1
2307,1.29,-0.151,1
2308,1.85,-0.558,1
2309,0.0319,1.39,1
2310,1.95,1.09,2
2311,-0.839,0.111,2
2312,-0.956,-0.77,1
2313,1.08,0.839,1
2314,0.0624,-1.05,1
2315,-1.06,-1.24,1
2316,-0.366,-1.52,1
2317,-1.63,-0.363,2
2318,1.05,1.07,1
2319,-0.47,-1.12,1
2320,-1.45,0.377,1
2321,-1.56,-1.05,2
2322,0.912,2.1,1
2323,1.61,0.582,1
2324,0.208,-1.21,1
2325,0.929,-0.902,2
2326,-1.66,-1.52,2
2327,-1.85,-0.347,2
2328,-1.02,-0.0308,2
2329,0.569,-0.538,2
2330,1.43,-0.366,1
2331,1.47,-0.0578,1
2332,0.154,0.629,2
2333,-1.59,0.176,1
2334,0.801,1.14,1
2335,-1.5,-0.829,2
2336,0.271,0.0595,2
2337,0.188,0.914,1
2338,-0.386,1.5,1
2339,1.02,0.0541,1
2340,0.82,-0.514,2
2341,0.804,0.6,1
2342,-1.38,-1.11,2
2343,-1.01,-0.155,2
2344,0.683,1.6,2
2345,-1.62,-0.896,2
2346,-0.00515,1.75,1
2347,-1.42,-1.28,2
2348,-1.8,-1.26,2
2349,-1.76,-0.632,2
2350,-0.0958,-1.66,1
2351,-0.473,-1.55,1
2352,-0.316,-1.36,1
2353,-0.899,-1.25,1
2354,-0.236,-1.54,1
2355,0.546,-1.12,1
2356,1.16,-1.3,2
2357,0.00921,-0.00839,2
2358,1.63,-0.43,1
2359,-0.826,0.682,1
2360,0.371,-1.23,1
2361,-0.821,-0.855,2
2362,0.309,-1.03,1
2363,-0.912,-0.484,2
2364,0.365,0.632,1
2365,1.15,-1.69,2
2366,-0.714,-1.36,1
2367,-0.467,1.3,1
2368,0.177,-1.07,1
2369,0.589,0.557,2
2370,-1.85,-0.35,2
2371,0.676,0.892,1
2372,-1.49,-0.498,2
2373,-1.28,0.72,1
2374,0.166,-1.25,1
2375,0.448,0.71,1
2376,-1.9,-1.46,2
2377,-0.922,0.533,1
2378,0.307,0.12,2
2379,0.328,0.553,1
2380,-0.847,-0.871,1
2381,1.08,0.437,1
2382,0.173,-0.428,2
2383,-0.818,-0.69,2
2384,-0.583,-0.743,1
2385,-0.768,-0.0166,2
2386,-2.04,0.131,1
2387,-1.16,-1.01,1
2388,0.995,0.131,2
2389,1.32,-0.616,2
2390,0.993,0.397,2
2391,-0.606,3.19,1
2392,0.811,0.00911,2
2393,-0.462,-0.707,1
2394,0.304,-0.00393,2
2395,-1.94,0.598,1
2396,-0.372,1.54,1
2397,0.341,-1.43,1
2398,-0.78,-0.43,2
2399,0.247,-0.233,2
2400,-0.561,0.473,2
2401,-0.524,-1.09,1
2402,-1.99,-0.912,2
2403,-2.0,-0.0624,1
2404,0.554,1.19,1
2405,0.899,1.4,2
2406,0.794,1.01,1
2407,0.417,0.348,2
2408,-0.597,-1.6,1
2409,1.71,-0.289,1
2410,-0.461,0.343,2
2411,-1.02,-0.469,2
2412,-0.434,1.98,1
2413,-0.299,-1.4,1
2414,-1.67,-0.875,2
2415,-0.192,1.04,1
2416,0.108,-0.769,1
2417,-0.58,1.34,1
2418,-1.17,-0.95,2
2419,-0.124,-0.95,1
2420,0.283,-1.56,1
2421,0.418,-0.711,2
2422,1.2,0.286,1
2423,0.295,-0.273,2
2424,-1.37,-0.904,2
2425,0.0175,1.47,1
2426,1.64,0.513,1
2427,0.557,1.38,1
2428,-0.878,0.659,1
2429,0.254,2.42,1
2430,0.961,0.454,1
2431,-0.994,0.192,2
2432,-1.07,-0.622,2
2433,1.95,1.53,2
2434,0.281,-0.4,2
2435,1.29,0.283,1
2436,0.586,-0.273,2
2437,-0.0272,1.86,2
2438,-1.65,-0.0692,2
2439,1.22,-0.345,1
2440,-1.53,0.132,2
2441,-1.51,-0.248,2
2442,-1.2,-1.04,1
2443,0.299,1.52,1
2444,-0.687,1.01,1
2445,0.479,-0.821,1
2446,1.08,-0.133,1
2447,-0.888,-1.59,1
2448,-1.52,0.497,1
2449,0.198,-1.41,1
2450,-0.211,-0.492,2
2451,0.0647,-1.22,1
2452,-1.28,-1.07,2
2453,-0.0779,-0.967,1
2454,0.369,1.69,1
2455,-0.826,-0.966,1
2456,-0.394,1.6,1
2457,1.2,-0.68,2
2458,0.942,1.89,2
2459,-0.817,-1.11,1
2460,0.405,1.93,1
2461,0.666,-1.52,1
2462,0.152,-0.964,1
2463,-0.82,-0.76,2
2464,0.72,-0.316,2
2465,-0.201,0.596,2
2466,-0.594,-1.21,1
2467,-1.07,0.0456,2
2468,1.05,0.397,1
2469,-1.12,-1.2,1
2470,1.5,-0.38,1
2471,-2.06,-1.23,2
2472,0.785,0.158,2
2473,0.867,-1.19,2
2474,0.624,-1.31,1
2475,-0.509,-0.932,1
2476,-0.565,-0.853,1
2477,0.0662,1.62,1
2478,0.0852,-0.852,1
2479,0.399,-1.48,1
2480,1.27,0.433,1
2481,-0.441,-1.45,1
2482,1.0,0.285,2
2483,-1.01,-1.47,1
2484,0.873,-1.03,2
2485,-0.144,-1.03,1
2486,1.25,-1.62,2
2487,-0.149,0.816,2
2488,0.893,0.691,1
2489,-0.136,-1.41,1
2490,0.569,1.44,1
2491,-1.93,-0.0856,2
2492,-0.625,1.65,1
2493,-1.16,-0.285,2
2494,-0.903,-0.988,1
2495,0.486,1.05,1
2496,-0.0145,-1.15,1
2497,-0.678,-1.32,1
2498,1.29,-0.499,1
2499,-0.116,1.26,1
2500,1.1,-0.374,2
2501,1.06,0.913,1
2502,0.19,0.969,2
2503,-0.487,-1.19,1
2504,-1.79,-1.46,2
2505,-0.0388,-0.984,1
2506,0.893,-0.327,2
2507,1.38,-0.244,1
2508,1.01,-1.12,2
2509,-1.58,-0.352,2
2510,1.52,-1.12,2
2511,0.136,-1.49,1
2512,0.538,-1.39,1
2513,-0.503,1.35,1
2514,-0.991,0.114,2
2515,0.675,-1.53,1
2516,-0.581,-1.34,1
2517,-1.38,-1.08,2
2518,-0.298,-0.823,1
2519,0.0919,-0.154,2
2520,-1.01,1.21,1
2521,-1.89,-0.418,2
2522,2.22,1.18,2
2523,0.0608,-1.23,1
2524,0.677,1.03,1
2525,0.641,1.72,2
2526,-0.539,0.648,2
2527,0.934,0.358,1
2528,0.0105,-1.26,1
2529,-0.86,-1.27,1
2530,0.883,-1.0,2
2531,2.32,1.3,2
2532,-0.566,-1.62,1
2533,-1.25,-1.14,2
2534,2.69,1.12,2
2535,-0.529,-1.22,1
2536,1.39,1.52,2
2537,1.21,-0.132,1
2538,0.126,-1.08,1
2539,-0.967,1.22,1
2540,-0.121,-0.498,2
2541,1.4,0.43,1
2542,0.994,0.348,1
2543,-0.193,-0.288,2
2544,-0.545,-1.31,1
2545,1.06,-0.232,1
2546,1.06,0.763,1
2547,0.646,1.23,1
2548,0.673,1.07,1
2549,-0.512,-0.954,1
2550,-0.701,1.17,1
2551,-0.957,0.848,2
2552,-0.676,0.797,1
2553,1.47,-0.0839,1
2554,0.514,0.715,1
2555,-0.451,-1.34,1
2556,-0.484,0.615,2
2557,1.17,0.868,1
2558,1.2,0.318,1
2559,-0.795,0.276,2
2560,-0.000689,2.0,2
2561,-2.06,-0.332,1
2562,1.42,-1.1,2
2563,1.07,0.646,1
2564,-0.285,1.39,1
2565,0.0524,-0.853,1
2566,1.81,-0.0547,1
2567,-0.379,0.638,2
2568,-1.14,1.16,1
2569,0.878,-0.856,2
2570,-1.08,1.19,1
2571,0.13,-0.469,2
2572,0.224,1.57,2
2573,2.13,1.16,2
2574,-0.604,-1.2,1
2575,-0.109,-1.32,1
2576,0.0803,-1.15,1
2577,0.383,-0.987,1
2578,0.799,-0.834,2
2579,0.866,0.612,1
2580,0.897,0.294,1
2581,2.46,1.21,2
2582,-0.267,1.37,1
2583,2.04,-0.462,1
2584,-1.17,-0.556,2
2585,-1.49,0.555,1
2586,1.08,-1.76,2
2587,2.03,0.984,2
2588,1.17,1.28,1
2589,-0.448,0.91,1
2590,1.07,0.573,1
2591,1.05,0.776,1
2592,1.2,0.0691,1
2593,-0.973,0.712,1
2594,0.0399,-1.28,1
2595,-0.522,0.206,2
2596,1.46,-1.61,2
2597,-0.912,1.34,1
2598,-0.375,-1.39,1
2599,-0.117,1.47,1
2600,0.388,0.863,1
2601,-1.53,0.0251,2
2602,1.38,1.27,1
2603,0.237,-1.26,1
2604,1.63,-2.16,2
2605,-0.148,1.6,1
2606,0.159,0.586,2
2607,0.262,-0.538,2
2608,-1.83,-0.964,2
2609,-1.65,-0.731,2
2610,0.737,-0.183,2
2611,0.711,0.787,1
2612,0.953,1.14,2
2613,-0.284,-1.02,1
2614,1.47,-1.29,2
2615,-0.89,-1.18,2
2616,1.7,0.157,1
2617,-0.451,0.723,2
2618,-0.499,-0.858,1
2619,-0.515,0.625,2
2620,1.16,0.776,1
2621,-1.55,-0.132,2
2622,-0.325,0.388,2
2623,0.372,-0.809,1
2624,0.335,1.99,1
2625,-0.595,0.625,2
2626,-1.03,-0.95,2
2627,0.452,1.95,2
2628,0.656,1.25,1
2629,-0.872,-0.461,2
2630,0.425,0.0454,2
2631,-1.24,0.788,1
2632,0.524,0.283,2
2633,0.83,0.692,1
2634,0.347,-0.242,2
2635,1.29,0.622,1
2636,-0.106,0.552,2
2637,-0.353,-0.836,1
2638,-1.28,-0.00494,2
2639,-0.172,-0.676,2
2640,0.303,-1.18,1
2641,0.455,-0.869,2
2642,-0.964,-1.17,1
2643,-1.85,-0.467,2
2644,0.632,1.45,2
2645,0.552,-0.199,2
2646,2.14,-0.453,1
2647,-0.688,0.709,2
2648,-0.0708,0.439,2
2649,0.177,-1.37,1
2650,-0.135,0.136,2
2651,-0.288,0.385,2
2652,-0.974,-0.818,2
2653,-0.511,-0.734,1
2654,0.449,0.648,1
2655,-1.51,-0.193,2
2656,0.565,1.56,2
2657,1.19,0.19,1
2658,-1.13,-0.622,2
2659,0.651,-1.08,1
2660,-0.542,1.12,1
2661,1.57,0.171,1
2662,1.09,-0.538,2
2663,-0.399,1.3,1
2664,1.36,-1.06,2
2665,0.614,-0.705,2
2666,0.823,-0.248,2
2667,0.894,-0.992,2
2668,-0.731,-0.906,1
2669,0.017,-1.26,1
2670,-0.487,-1.13,1
2671,-1.03,0.277,2
2672,0.816,0.762,1
2673,1.03,1.61,1
2674,0.889,-0.566,2
2675,1.2,-0.944,2
2676,-0.375,1.36,1
2677,1.46,1.69,2
2678,0.587,0.322,2
2679,0.985,1.16,1
2680,1.11,-0.476,2
2681,1.18,-0.789,1
2682,0.386,1.92,1
2683,-1.29,-1.03,2
2684,0.921,0.3,1
2685,-0.835,-1.04,1
2686,-1.04,-1.42,1
2687,-0.356,-1.16,1
2688,0.74,0.203,2
2689,-0.879,-0.975,1
2690,-0.603,1.3,1
2691,-1.05,-0.4,2
2692,-0.501,-1.43,1
2693,0.501,0.0251,2
2694,-0.55,-1.07,1
2695,0.133,2.04,2
2696,1.5,0.541,1
2697,-0.741,0.979,1
2698,0.764,0.381,2
2699,1.02,-0.549,2
2700,1.23,2.19,1
2701,0.4,-1.39,1
2702,-0.167,-0.633,2
2703,0.995,-1.63,2
2704,0.422,2.33,1
2705,0.45,1.6,1
2706,0.115,1.41,2
2707,0.00914,0.431,2
2708,-0.992,1.4,1
2709,-0.95,0.144,2
2710,0.297,-1.11,2
2711,0.953,0.719,1
2712,-0.683,0.419,2
2713,0.44,-0.778,1
2714,-0.785,-1.11,1
2715,0.182,-0.0823,2
2716,1.32,-1.23,2
2717,-0.762,-1.11,1
2718,0.977,-1.01,2
2719,0.395,-1.04,1
2720,-1.16,1.03,1
2721,0.786,0.945,1
2722,-0.0267,-1.09,1
2723,-1.39,1.09,1
2724,1.88,-0.141,1
2725,-1.81,0.0758,2
2726,-0.0931,1.52,1
2727,-0.0677,-0.394,2
2728,-0.544,-0.773,1
2729,0.175,-0.345,2
2730,-1.07,-0.456,2
2731,0.534,-0.763,2
2732,-0.737,-0.617,1
2733,-0.291,-0.858,1
2734,-0.753,-1.25,1
2735,0.875,1.82,2
2736,0.518,1.41,1
2737,0.0526,-1.31,1
2738,-0.0198,-1.22,1
2739,0.28,0.429,2
2740,1.19,-1.33,2
2741,-0.926,0.694,1
2742,1.3,-1.28,2
2743,1.46,-1.32,2
2744,0.475,-0.381,2
2745,0.685,0.546,1
2746,-1.33,-0.0457,2
2747,-0.943,-1.26,1
2748,0.226,-1.02,1
2749,0.971,0.64,1
2750,0.49,-0.0477,2
2751,-0.343,-1.39,1
2752,0.301,-0.928,1
2753,0.343,-1.14,1
2754,-0.625,-1.14,1
2755,2.2,0.935,2
2756,-0.429,1.13,1
2757,-0.761,-1.44,1
2758,-0.409,0.349,2
2759,1.07,-1.38,2
2760,0.209,-0.455,2
2761,0.521,0.375,2
2762,0.575,1.42,2
2763,-1.23,-1.15,2
2764,1.11,0.989,1
2765,-0.595,1.09,1
2766,1.2,0.361,1
2767,-0.629,0.809,2
2768,1.15,-1.01,2
2769,0.238,-0.551,2
2770,-1.02,0.409,2
2771,-0.0743,-1.38,1
2772,0.393,1.64,1
2773,-0.126,-1.67,1
2774,1.14,-1.57,2
2775,-1.82,-0.665,2
2776,0.636,0.756,1
2777,-1.14,0.915,1
2778,-1.2,0.4,2
2779,1.57,-0.0786,1
2780,0.196,-1.71,1
2781,-1.42,0.275,1
2782,1.89,-0.243,1
2783,-1.64,0.767,1
2784,1.1,-0.364,2
2785,-0.113,0.626,2
2786,-0.48,0.0507,2
2787,-0.415,-1.3,1
2788,1.28,-0.341,2
2789,0.399,-0.594,2
2790,1.01,-0.205,2
2791,-0.4,-1.37,1
2792,-0.239,-0.619,1
2793,-1.53,-1.72,2
2794,0.0745,-0.607,2
2795,1.53,0.0838,1
2796,2.75,1.47,2
2797,0.26,-1.17,1
2798,1.08,1.03,1
2799,-0.239,-1.17,1
2800,1.09,1.21,1
2801,-1.19,-1.0,2
2802,1.29,-0.12,1
2803,0.844,-0.402,2
2804,0.224,1.75,2
2805,-1.42,1.13,1
2806,1.31,-1.08,2
2807,-0.275,1.52,2
2808,0.948,1.41,1
2809,-0.999,0.906,1
2810,-1.63,0.279,2
2811,1.13,1.51,2
2812,1.24,0.809,1
2813,0.0941,1.44,1
2814,-0.636,1.72,1
2815,-1.26,-0.457,2
2816,0.249,-1.46,1
2817,-1.02,0.675,1
2818,-1.77,1.01,1
2819,-0.292,1.32,1
2820,0.391,-1.42,1
2821,0.377,1.72,2
2822,-0.826,-1.67,1
2823,-0.528,0.296,2
2824,-0.00835,1.76,1
2825,1.64,-0.152,1
2826,0.317,-1.13,1
2827,1.0,-0.0347,1
2828,-2.0,-2.1,2
2829,0.0394,-1.35,1
2830,-0.633,-1.18,1
2831,0.0927,-1.02,1
2832,-0.389,-1.32,1
2833,0.83,1.67,2
2834,1.12,1.01,1
2835,0.176,1.23,1
2836,0.991,0.594,1
2837,-0.0545,-1.45,1
2838,0.927,-1.12,2
2839,-1.78,0.819,1
2840,-0.0207,-1.14,1
2841,0.915,0.611,1
2842,-2.98,-0.16,1
2843,-1.81,-1.21,2
2844,-0.0982,0.395,2
2845,0.98,0.766,1
2846,0.47,-0.765,2
2847,1.41,0.9,1
2848,-1.55,1.05,1
2849,-1.53,0.39,1
2850,0.621,1.48,2
2851,0.47,1.21,1
2852,0.805,1.21,1
2853,-1.4,-0.386,2
2854,-2.14,-1.59,2
2855,0.974,0.898,1
2856,-1.16,-0.641,1
2857,0.947,-0.888,2
2858,1.52,-0.85,2
2859,0.39,-1.2,1
2860,-1.82,-0.899,2
2861,-1.42,-0.617,2
2862,-0.927,-0.406,2
2863,0.64,1.35,1
2864,-0.2,-1.02,1
2865,-0.0611,-1.4,1
2866,-1.06,0.181,2
2867,1.22,0.541,1
2868,-0.56,1.06,1
2869,1.79,-0.834,1
2870,0.362,1.59,1
2871,2.55,1.4,2
2872,-0.248,0.514,2
2873,-0.908,1.26,1
2874,1.91,1.37,2
2875,-1.35,-0.688,2
2876,-0.0906,2.01,1
2877,0.409,0.212,2
2878,-0.69,-1.33,1
2879,-1.51,0.213,2
2880,0.923,1.54,2
2881,-0.687,-0.458,2
2882,-0.928,1.55,1
2883,1.01,-0.935,2
2884,-0.44,1.22,1
2885,0.921,1.12,2
2886,-1.65,-2.05,2
2887,-1.57,-0.772,2
2888,2.32,1.32,2
2889,-0.64,-0.238,2
2890,1.21,-0.271,1
2891,0.484,1.04,1
2892,1.26,-0.25,1
2893,-0.659,-1.27,1
2894,0.0558,1.88,1
2895,-1.7,-0.087,1
2896,0.739,0.673,1
2897,0.67,0.784,1
2898,0.592,0.235,2
2899,-1.64,-1.91,2
2900,-1.74,-0.521,2
2901,-2.1,-1.06,2
2902,0.487,1.33,1
2903,-0.772,-1.38,1
2904,-0.856,-0.664,2
2905,0.0844,1.72,2
2906,-0.792,-0.132,2
2907,-0.954,0.848,1
2908,-1.39,-1.35,2
2909,1.4,0.855,1
2910,1.3,1.04,1
2911,0.299,-0.819,1
2912,-1.1,-1.13,1
2913,1.03,-1.12,2
2914,-1.3,-0.811,2
2915,-0.178,-1.15,1
2916,2.05,-0.105,1
2917,-1.38,0.0973,2
2918,-1.01,-1.23,1
2919,0.534,2.15,1
2920,0.388,-0.0851,2
2921,0.484,1.04,1
2922,0.646,0.778,1
2923,-1.3,0.867,1
2924,-1.38,-0.149,2
2925,-1.02,0.849,1
2926,0.0971,1.58,2
2927,0.606,1.77,2
2928,0.129,1.52,1
2929,0.689,-0.506,2
2930,-0.811,-1.15,1
2931,0.318,1.82,2
2932,1.89,1.34,2
2933,0.326,1.45,1
2934,-0.655,-1.44,1
2935,1.85,1.61,2
2936,1.15,1.49,2
2937,0.261,0.214,2
2938,-0.108,-0.793,2
2939,-1.08,-1.39,1
2940,0.342,-0.701,1
2941,-0.0615,0.299,2
2942,0.905,-0.994,2
2943,0.318,0.621,2
2944,0.851,0.598,1
2945,-0.66,1.41,1
2946,0.908,0.127,1
2947,1.18,1.36,2
2948,0.999,0.811,1
2949,-1.04,-0.0359,2
2950,-0.492,0.124,2
2951,0.409,-1.15,1
2952,1.31,0.936,1
2953,1.23,-1.4,2
2954,-1.82,-1.78,2
2955,-0.0723,-0.428,2
2956,-0.0681,-1.24,1
2957,-0.96,0.644,1
2958,0.974,-1.47,2
2959,0.0292,-1.21,1
2960,-0.852,1.32,1
2961,-0.777,1.22,1
2962,-0.379,-1.6,1
2963,0.896,0.363,2
2964,2.59,1.16,2
2965,-0.489,-1.13,1
2966,-1.12,-0.297,2
2967,1.03,0.766,1
2968,-0.621,0.425,2
2969,-0.537,-0.223,2
2970,1.85,-0.377,1
2971,-0.0434,-0.442,2
2972,0.856,0.669,1
2973,-0.219,0.128,2
2974,1.28,-0.588,1
2975,-0.999,1.2,1
2976,-0.834,-1.36,1
2977,0.3,-1.18,1
2978,1.05,-1.05,2
2979,-0.0203,-1.42,1
2980,-0.157,1.84,1
2981,0.208,-0.427,2
2982,-0.21,1.35,1
2983,-1.51,-0.196,2
2984,1.46,-0.14,1
2985,-0.78,-1.52,1
2986,-0.00816,-1.38,1
2987,-0.591,-1.08,1
2988,-0.0202,-1.26,1
2989,0.288,1.62,1
2990,-1.51,0.384,1
2991,-1.15,-0.508,2
2992,0.245,-0.681,1
2993,0.757,-0.208,2
2994,-0.242,-1.47,1
2995,1.01,1.21,2
2996,0.651,0.744,1
2997,1.4,0.746,1
2998,0.0426,-1.18,1
2999,-1.67,0.809,1
3000,-0.232,0.626,2
3001,-1.74,-1.83,2
3002,-0.31,-1.27,1
3003,0.0968,0.589,2
3004,-0.202,1.64,1
3005,0.15,0.442,2
3006,-0.82,-1.04,1
3007,-0.804,0.687,1
3008,0.148,1.26,1
3009,0.832,-1.29,2
3010,0.577,0.628,1
3011,-1.19,-1.14,2
3012,1.63,-0.539,1
3013,0.289,0.598,2
3014,-0.679,0.536,2
3015,-1.78,-1.07,2
3016,0.277,-0.324,2
3017,-0.128,-1.14,1
3018,0.613,-0.211,2
3019,0.468,0.986,1
3020,0.295,-1.36,1
3021,0.563,0.661,1
3022,0.407,1.8,1
3023,-0.744,-0.415,2
3024,0.203,0.617,2
3025,0.0169,-1.22,1
3026,-0.295,-1.22,1
3027,-1.01,-1.65,1
3028,0.851,0.95,1
3029,1.49,1.59,2
3030,-0.658,0.554,2
3031,-1.29,-1.14,2
3032,-1.61,-0.364,2
3033,-0.738,1.01,1
