d3mIndex,V1,V2,V3,V4,V5,V6,Class
15747,4,2.0,5,2.0,7,2.0,8
15748,4,2.0,5,2.0,7,3.0,8
15749,4,2.0,5,2.0,7,4.0,8
15750,4,2.0,5,2.0,7,5.0,8
15751,4,2.0,5,2.0,7,6.0,8
15752,4,2.0,5,3.0,2,3.0,8
15753,4,2.0,5,3.0,2,4.0,8
15754,4,2.0,5,3.0,2,5.0,8
15755,4,2.0,5,3.0,2,6.0,8
15756,4,2.0,5,3.0,3,6.0,8
15757,4,2.0,5,3.0,3,7.0,8
15758,4,2.0,5,3.0,4,4.0,8
15759,4,2.0,5,3.0,4,6.0,8
15760,4,2.0,5,3.0,4,7.0,8
15761,4,2.0,5,3.0,5,6.0,8
15762,4,2.0,5,3.0,5,7.0,8
15763,4,2.0,5,3.0,6,3.0,8
15764,4,2.0,5,3.0,6,4.0,8
15765,4,2.0,5,3.0,6,5.0,8
15766,4,2.0,5,3.0,6,6.0,8
15767,4,2.0,5,3.0,7,3.0,8
15768,4,2.0,5,3.0,7,4.0,8
15769,4,2.0,5,3.0,7,5.0,8
15770,4,2.0,5,3.0,7,6.0,8
15771,4,2.0,5,4.0,2,4.0,8
15772,4,2.0,5,4.0,2,5.0,8
15773,4,2.0,5,4.0,2,6.0,8
15774,4,2.0,5,4.0,3,4.0,8
15775,4,2.0,5,4.0,3,5.0,8
15776,4,2.0,5,4.0,3,6.0,8
15777,4,2.0,5,4.0,3,7.0,8
15778,4,2.0,5,4.0,4,6.0,8
15779,4,2.0,5,4.0,4,7.0,8
15780,4,2.0,5,4.0,5,6.0,8
15781,4,2.0,5,4.0,5,7.0,8
15782,4,2.0,5,5.0,3,4.0,8
15783,4,2.0,5,5.0,6,3.0,8
15784,4,2.0,5,5.0,7,3.0,8
15785,4,2.0,5,5.0,7,4.0,8
15786,4,2.0,5,5.0,7,5.0,8
15787,4,2.0,5,6.0,1,4.0,8
15788,4,2.0,5,6.0,1,5.0,8
15789,4,2.0,5,6.0,1,6.0,8
15790,4,2.0,5,6.0,2,6.0,8
15791,4,2.0,5,6.0,2,7.0,8
15792,4,2.0,5,6.0,2,8.0,8
15793,4,2.0,5,6.0,3,7.0,8
15794,4,2.0,5,6.0,3,8.0,8
15795,4,2.0,5,6.0,4,8.0,8
15796,4,2.0,5,6.0,5,8.0,8
15797,4,2.0,5,6.0,6,2.0,8
15798,4,2.0,5,6.0,6,3.0,8
15799,4,2.0,5,6.0,7,2.0,8
15800,4,2.0,5,6.0,7,3.0,8
15801,4,2.0,5,7.0,1,5.0,8
15802,4,2.0,5,7.0,1,6.0,8
15803,4,2.0,5,7.0,1,7.0,8
15804,4,2.0,5,7.0,2,3.0,8
15805,4,2.0,5,7.0,6,2.0,8
15806,4,2.0,5,7.0,6,3.0,8
15807,4,2.0,5,7.0,6,4.0,8
15808,4,2.0,5,7.0,6,5.0,8
15809,4,2.0,5,7.0,7,2.0,8
15810,4,2.0,5,7.0,7,3.0,8
15811,4,2.0,5,7.0,7,4.0,8
15812,4,2.0,5,7.0,7,5.0,8
15813,4,2.0,5,8.0,1,6.0,8
15814,4,2.0,5,8.0,1,7.0,8
15815,4,2.0,5,8.0,1,8.0,8
15816,4,2.0,5,8.0,2,3.0,8
15817,4,2.0,5,8.0,2,4.0,8
15818,4,2.0,5,8.0,2,5.0,8
15819,4,2.0,5,8.0,2,6.0,8
15820,4,2.0,5,8.0,2,7.0,8
15821,4,2.0,5,8.0,2,8.0,8
15822,4,2.0,5,8.0,4,4.0,8
15823,4,2.0,5,8.0,6,2.0,8
15824,4,2.0,5,8.0,6,3.0,8
15825,4,2.0,5,8.0,6,4.0,8
15826,4,2.0,5,8.0,6,5.0,8
15827,4,2.0,5,8.0,7,2.0,8
15828,4,2.0,5,8.0,7,3.0,8
15829,4,2.0,5,8.0,7,4.0,8
15830,4,2.0,5,8.0,7,5.0,8
15831,4,2.0,6,3.0,2,3.0,8
15832,4,2.0,6,3.0,2,4.0,8
15833,4,2.0,6,3.0,2,5.0,8
15834,4,2.0,6,3.0,2,6.0,8
15835,4,2.0,6,5.0,1,5.0,8
15836,4,2.0,6,5.0,1,6.0,8
15837,4,2.0,6,5.0,1,7.0,8
15838,4,2.0,6,5.0,2,5.0,8
15839,4,2.0,6,5.0,2,6.0,8
15840,4,2.0,6,5.0,2,7.0,8
15841,4,2.0,6,5.0,2,8.0,8
15842,4,2.0,6,5.0,3,4.0,8
15843,4,2.0,6,6.0,2,7.0,8
15844,4,2.0,6,6.0,2,8.0,8
15845,4,2.0,6,6.0,3,7.0,8
15846,4,2.0,6,6.0,3,8.0,8
15847,4,2.0,6,6.0,4,7.0,8
15848,4,2.0,6,6.0,4,8.0,8
15849,4,2.0,6,6.0,5,8.0,8
15850,4,2.0,6,6.0,6,8.0,8
15851,4,2.0,6,7.0,1,5.0,8
15852,4,2.0,6,7.0,1,6.0,8
15853,4,2.0,6,7.0,1,7.0,8
15854,4,2.0,6,7.0,2,3.0,8
15855,4,2.0,6,8.0,1,6.0,8
15856,4,2.0,6,8.0,1,7.0,8
15857,4,2.0,6,8.0,1,8.0,8
15858,4,2.0,6,8.0,2,3.0,8
15859,4,2.0,6,8.0,2,4.0,8
15860,4,2.0,6,8.0,2,5.0,8
15861,4,2.0,7,1.0,7,8.0,8
15862,4,2.0,7,2.0,7,8.0,8
15863,4,2.0,7,3.0,2,3.0,8
15864,4,2.0,7,3.0,2,4.0,8
15865,4,2.0,7,3.0,2,5.0,8
15866,4,2.0,7,3.0,2,6.0,8
15867,4,2.0,7,3.0,7,8.0,8
15868,4,2.0,7,5.0,1,5.0,8
15869,4,2.0,7,5.0,1,6.0,8
15870,4,2.0,7,5.0,1,7.0,8
15871,4,2.0,7,5.0,2,5.0,8
15872,4,2.0,7,5.0,2,6.0,8
15873,4,2.0,7,5.0,2,7.0,8
15874,4,2.0,7,5.0,2,8.0,8
15875,4,2.0,7,5.0,3,4.0,8
15876,4,2.0,7,5.0,3,5.0,8
15877,4,2.0,7,5.0,3,6.0,8
15878,4,2.0,7,5.0,3,7.0,8
15879,4,2.0,7,5.0,3,8.0,8
15880,4,2.0,7,5.0,4,6.0,8
15881,4,2.0,7,5.0,4,7.0,8
15882,4,2.0,7,5.0,4,8.0,8
15883,4,2.0,7,5.0,5,4.0,8
15884,4,2.0,7,5.0,5,8.0,8
15885,4,2.0,7,5.0,6,8.0,8
15886,4,2.0,7,5.0,7,3.0,8
15887,4,2.0,7,5.0,7,8.0,8
15888,4,2.0,7,6.0,3,7.0,8
15889,4,2.0,7,6.0,3,8.0,8
15890,4,2.0,7,6.0,4,7.0,8
15891,4,2.0,7,6.0,4,8.0,8
15892,4,2.0,7,6.0,5,7.0,8
15893,4,2.0,7,6.0,5,8.0,8
15894,4,2.0,7,6.0,6,8.0,8
15895,4,2.0,7,6.0,7,8.0,8
15896,4,2.0,7,7.0,1,5.0,8
15897,4,2.0,7,7.0,1,6.0,8
15898,4,2.0,7,7.0,1,7.0,8
15899,4,2.0,7,7.0,2,3.0,8
15900,4,2.0,7,8.0,1,6.0,8
15901,4,2.0,7,8.0,1,7.0,8
15902,4,2.0,7,8.0,1,8.0,8
15903,4,2.0,7,8.0,2,3.0,8
15904,4,2.0,7,8.0,2,4.0,8
15905,4,2.0,7,8.0,2,5.0,8
15906,4,2.0,8,1.0,2,8.0,8
15907,4,2.0,8,1.0,3,8.0,8
15908,4,2.0,8,1.0,4,8.0,8
15909,4,2.0,8,1.0,5,8.0,8
15910,4,2.0,8,1.0,6,8.0,8
15911,4,2.0,8,1.0,7,8.0,8
15912,4,2.0,8,2.0,2,8.0,8
15913,4,2.0,8,2.0,3,8.0,8
15914,4,2.0,8,2.0,4,8.0,8
15915,4,2.0,8,2.0,5,8.0,8
15916,4,2.0,8,2.0,6,2.0,8
15917,4,2.0,8,2.0,6,8.0,8
15918,4,2.0,8,2.0,7,8.0,8
15919,4,2.0,8,2.0,8,4.0,8
15920,4,2.0,8,3.0,2,3.0,8
15921,4,2.0,8,3.0,2,4.0,8
15922,4,2.0,8,3.0,2,5.0,8
15923,4,2.0,8,3.0,2,6.0,8
15924,4,2.0,8,3.0,3,8.0,8
15925,4,2.0,8,3.0,4,8.0,8
15926,4,2.0,8,3.0,5,8.0,8
15927,4,2.0,8,3.0,6,8.0,8
15928,4,2.0,8,3.0,7,8.0,8
15929,4,2.0,8,4.0,3,8.0,8
15930,4,2.0,8,4.0,4,8.0,8
15931,4,2.0,8,4.0,5,8.0,8
15932,4,2.0,8,4.0,6,8.0,8
15933,4,2.0,8,5.0,1,5.0,8
15934,4,2.0,8,5.0,1,6.0,8
15935,4,2.0,8,5.0,1,7.0,8
15936,4,2.0,8,5.0,2,5.0,8
15937,4,2.0,8,5.0,2,6.0,8
15938,4,2.0,8,5.0,2,7.0,8
15939,4,2.0,8,5.0,2,8.0,8
15940,4,2.0,8,5.0,3,4.0,8
15941,4,2.0,8,5.0,3,5.0,8
15942,4,2.0,8,5.0,3,6.0,8
15943,4,2.0,8,5.0,3,7.0,8
15944,4,2.0,8,5.0,3,8.0,8
15945,4,2.0,8,5.0,4,4.0,8
15946,4,2.0,8,5.0,4,5.0,8
15947,4,2.0,8,5.0,4,6.0,8
15948,4,2.0,8,5.0,4,7.0,8
15949,4,2.0,8,5.0,4,8.0,8
15950,4,2.0,8,5.0,5,4.0,8
15951,4,2.0,8,5.0,5,5.0,8
15952,4,2.0,8,5.0,5,6.0,8
15953,4,2.0,8,5.0,5,7.0,8
15954,4,2.0,8,5.0,5,8.0,8
15955,4,2.0,8,5.0,6,3.0,8
15956,4,2.0,8,5.0,6,4.0,8
15957,4,2.0,8,5.0,6,5.0,8
15958,4,2.0,8,5.0,6,6.0,8
15959,4,2.0,8,5.0,6,7.0,8
15960,4,2.0,8,5.0,6,8.0,8
15961,4,2.0,8,5.0,7,7.0,8
15962,4,2.0,8,5.0,7,8.0,8
15963,4,2.0,8,5.0,8,7.0,8
15964,4,2.0,8,6.0,6,7.0,8
15965,4,2.0,8,6.0,6,8.0,8
15966,4,2.0,8,6.0,7,8.0,8
15967,4,2.0,8,6.0,8,3.0,8
15968,4,2.0,8,6.0,8,8.0,8
15969,4,2.0,8,7.0,1,5.0,8
15970,4,2.0,8,7.0,1,6.0,8
15971,4,2.0,8,7.0,1,7.0,8
15972,4,2.0,8,7.0,2,3.0,8
15973,4,2.0,8,7.0,8,5.0,8
15974,4,2.0,8,8.0,1,6.0,8
15975,4,2.0,8,8.0,1,7.0,8
15976,4,2.0,8,8.0,1,8.0,8
15977,4,2.0,8,8.0,2,3.0,8
15978,4,2.0,8,8.0,2,4.0,8
15979,4,2.0,8,8.0,2,5.0,8
15980,4,2.0,8,8.0,2,6.0,8
15981,4,2.0,8,8.0,2,7.0,8
15982,4,2.0,8,8.0,2,8.0,8
15983,4,2.0,8,8.0,3,8.0,8
15984,4,2.0,8,8.0,4,8.0,8
15985,4,2.0,8,8.0,8,6.0,8
15986,4,3.0,1,1.0,2,4.0,8
15987,4,3.0,1,1.0,2,5.0,8
15988,4,3.0,1,1.0,2,6.0,8
15989,4,3.0,1,1.0,3,5.0,8
15990,4,3.0,1,1.0,3,6.0,8
15991,4,3.0,1,1.0,3,7.0,8
15992,4,3.0,1,1.0,4,5.0,8
15993,4,3.0,1,1.0,4,6.0,8
15994,4,3.0,1,1.0,4,7.0,8
15995,4,3.0,1,1.0,5,5.0,8
15996,4,3.0,1,1.0,5,6.0,8
15997,4,3.0,1,1.0,5,7.0,8
15998,4,3.0,1,1.0,6,4.0,8
15999,4,3.0,1,1.0,6,5.0,8
16000,4,3.0,1,1.0,6,6.0,8
16001,4,3.0,1,1.0,6,7.0,8
16002,4,3.0,1,1.0,7,4.0,8
16003,4,3.0,1,1.0,7,5.0,8
16004,4,3.0,1,1.0,7,6.0,8
16005,4,3.0,1,2.0,2,4.0,8
16006,4,3.0,1,2.0,2,5.0,8
16007,4,3.0,1,2.0,2,6.0,8
16008,4,3.0,1,2.0,3,5.0,8
16009,4,3.0,1,2.0,3,6.0,8
16010,4,3.0,1,2.0,3,7.0,8
16011,4,3.0,1,2.0,4,5.0,8
16012,4,3.0,1,2.0,4,6.0,8
16013,4,3.0,1,2.0,4,7.0,8
16014,4,3.0,1,2.0,5,5.0,8
16015,4,3.0,1,2.0,5,6.0,8
16016,4,3.0,1,2.0,5,7.0,8
16017,4,3.0,1,2.0,6,4.0,8
16018,4,3.0,1,2.0,6,5.0,8
16019,4,3.0,1,2.0,6,6.0,8
16020,4,3.0,1,2.0,6,7.0,8
16021,4,3.0,1,2.0,7,4.0,8
16022,4,3.0,1,2.0,7,5.0,8
16023,4,3.0,1,2.0,7,6.0,8
16024,4,3.0,1,3.0,2,5.0,8
16025,4,3.0,1,3.0,2,6.0,8
16026,4,3.0,1,3.0,3,5.0,8
16027,4,3.0,1,3.0,3,6.0,8
16028,4,3.0,1,3.0,3,7.0,8
16029,4,3.0,1,3.0,4,5.0,8
16030,4,3.0,1,3.0,4,6.0,8
16031,4,3.0,1,3.0,4,7.0,8
16032,4,3.0,1,3.0,5,5.0,8
16033,4,3.0,1,3.0,5,6.0,8
16034,4,3.0,1,3.0,5,7.0,8
16035,4,3.0,1,3.0,6,4.0,8
16036,4,3.0,1,3.0,6,5.0,8
16037,4,3.0,1,3.0,6,6.0,8
16038,4,3.0,1,3.0,6,7.0,8
16039,4,3.0,1,3.0,7,4.0,8
16040,4,3.0,1,3.0,7,5.0,8
16041,4,3.0,1,3.0,7,6.0,8
16042,4,3.0,1,4.0,3,5.0,8
16043,4,3.0,1,4.0,3,6.0,8
16044,4,3.0,1,4.0,3,7.0,8
16045,4,3.0,1,4.0,4,5.0,8
16046,4,3.0,1,4.0,4,6.0,8
16047,4,3.0,1,4.0,4,7.0,8
16048,4,3.0,1,4.0,5,5.0,8
16049,4,3.0,1,4.0,5,6.0,8
16050,4,3.0,1,4.0,5,7.0,8
16051,4,3.0,1,4.0,6,4.0,8
16052,4,3.0,1,4.0,6,5.0,8
16053,4,3.0,1,4.0,6,6.0,8
16054,4,3.0,1,4.0,6,7.0,8
16055,4,3.0,1,6.0,2,4.0,8
16056,4,3.0,1,6.0,3,5.0,8
16057,4,3.0,1,6.0,3,6.0,8
16058,4,3.0,1,6.0,4,5.0,8
16059,4,3.0,1,6.0,4,6.0,8
16060,4,3.0,1,6.0,5,5.0,8
16061,4,3.0,1,6.0,5,6.0,8
16062,4,3.0,1,6.0,6,4.0,8
16063,4,3.0,1,6.0,6,5.0,8
16064,4,3.0,1,6.0,6,6.0,8
16065,4,3.0,1,6.0,7,4.0,8
16066,4,3.0,1,6.0,7,5.0,8
16067,4,3.0,1,6.0,7,6.0,8
16068,4,3.0,1,7.0,3,5.0,8
16069,4,3.0,1,7.0,3,6.0,8
16070,4,3.0,1,7.0,3,7.0,8
16071,4,3.0,1,7.0,4,5.0,8
16072,4,3.0,1,7.0,4,6.0,8
16073,4,3.0,1,7.0,4,7.0,8
16074,4,3.0,1,7.0,5,5.0,8
16075,4,3.0,1,7.0,5,6.0,8
16076,4,3.0,1,7.0,5,7.0,8
16077,4,3.0,1,7.0,6,4.0,8
16078,4,3.0,1,7.0,6,5.0,8
16079,4,3.0,1,7.0,6,6.0,8
16080,4,3.0,1,7.0,6,7.0,8
16081,4,3.0,1,7.0,7,4.0,8
16082,4,3.0,1,7.0,7,5.0,8
16083,4,3.0,1,7.0,7,6.0,8
16084,4,3.0,1,8.0,3,5.0,8
16085,4,3.0,1,8.0,3,6.0,8
16086,4,3.0,1,8.0,3,7.0,8
16087,4,3.0,1,8.0,4,5.0,8
16088,4,3.0,1,8.0,4,6.0,8
16089,4,3.0,1,8.0,4,7.0,8
16090,4,3.0,1,8.0,5,5.0,8
16091,4,3.0,1,8.0,5,6.0,8
16092,4,3.0,1,8.0,5,7.0,8
16093,4,3.0,1,8.0,6,4.0,8
16094,4,3.0,1,8.0,6,5.0,8
16095,4,3.0,1,8.0,6,6.0,8
16096,4,3.0,1,8.0,6,7.0,8
16097,4,3.0,1,8.0,7,4.0,8
16098,4,3.0,1,8.0,7,5.0,8
16099,4,3.0,1,8.0,7,6.0,8
16100,4,3.0,2,1.0,2,4.0,8
16101,4,3.0,2,1.0,2,5.0,8
16102,4,3.0,2,1.0,2,6.0,8
16103,4,3.0,2,1.0,3,5.0,8
16104,4,3.0,2,1.0,3,6.0,8
16105,4,3.0,2,1.0,3,7.0,8
16106,4,3.0,2,1.0,4,5.0,8
16107,4,3.0,2,1.0,4,6.0,8
16108,4,3.0,2,1.0,4,7.0,8
16109,4,3.0,2,1.0,4,8.0,8
16110,4,3.0,2,1.0,5,5.0,8
16111,4,3.0,2,1.0,5,6.0,8
16112,4,3.0,2,1.0,5,7.0,8
16113,4,3.0,2,1.0,5,8.0,8
16114,4,3.0,2,1.0,6,4.0,8
16115,4,3.0,2,1.0,6,5.0,8
16116,4,3.0,2,1.0,6,6.0,8
16117,4,3.0,2,1.0,6,7.0,8
16118,4,3.0,2,1.0,6,8.0,8
16119,4,3.0,2,1.0,7,4.0,8
16120,4,3.0,2,1.0,7,5.0,8
16121,4,3.0,2,1.0,7,6.0,8
16122,4,3.0,2,2.0,2,4.0,8
16123,4,3.0,2,2.0,2,5.0,8
16124,4,3.0,2,2.0,2,6.0,8
16125,4,3.0,2,2.0,3,5.0,8
16126,4,3.0,2,2.0,3,6.0,8
16127,4,3.0,2,2.0,3,7.0,8
16128,4,3.0,2,2.0,4,5.0,8
16129,4,3.0,2,2.0,4,6.0,8
16130,4,3.0,2,2.0,4,7.0,8
16131,4,3.0,2,2.0,4,8.0,8
16132,4,3.0,2,2.0,5,5.0,8
16133,4,3.0,2,2.0,5,6.0,8
16134,4,3.0,2,2.0,5,7.0,8
16135,4,3.0,2,2.0,5,8.0,8
16136,4,3.0,2,2.0,6,4.0,8
16137,4,3.0,2,2.0,6,5.0,8
16138,4,3.0,2,2.0,6,6.0,8
16139,4,3.0,2,2.0,6,7.0,8
16140,4,3.0,2,2.0,6,8.0,8
16141,4,3.0,2,2.0,7,4.0,8
16142,4,3.0,2,2.0,7,5.0,8
16143,4,3.0,2,2.0,7,6.0,8
16144,4,3.0,2,3.0,3,5.0,8
16145,4,3.0,2,3.0,3,7.0,8
16146,4,3.0,2,3.0,3,8.0,8
16147,4,3.0,2,3.0,4,7.0,8
16148,4,3.0,2,3.0,4,8.0,8
16149,4,3.0,2,3.0,5,5.0,8
16150,4,3.0,2,3.0,5,6.0,8
16151,4,3.0,2,3.0,5,7.0,8
16152,4,3.0,2,3.0,5,8.0,8
16153,4,3.0,2,3.0,6,4.0,8
16154,4,3.0,2,3.0,6,5.0,8
16155,4,3.0,2,3.0,6,6.0,8
16156,4,3.0,2,3.0,6,7.0,8
16157,4,3.0,2,3.0,6,8.0,8
16158,4,3.0,2,3.0,7,4.0,8
16159,4,3.0,2,3.0,7,5.0,8
16160,4,3.0,2,3.0,7,6.0,8
16161,4,3.0,2,4.0,3,6.0,8
16162,4,3.0,2,4.0,3,7.0,8
16163,4,3.0,2,4.0,4,5.0,8
16164,4,3.0,2,4.0,4,6.0,8
16165,4,3.0,2,4.0,4,7.0,8
16166,4,3.0,2,4.0,5,5.0,8
16167,4,3.0,2,4.0,5,6.0,8
16168,4,3.0,2,4.0,5,7.0,8
16169,4,3.0,2,4.0,6,4.0,8
16170,4,3.0,2,4.0,6,5.0,8
16171,4,3.0,2,4.0,6,6.0,8
16172,4,3.0,2,4.0,6,7.0,8
16173,4,3.0,2,6.0,2,4.0,8
16174,4,3.0,2,6.0,4,5.0,8
16175,4,3.0,2,6.0,4,6.0,8
16176,4,3.0,2,6.0,5,5.0,8
16177,4,3.0,2,6.0,5,6.0,8
16178,4,3.0,2,6.0,6,4.0,8
16179,4,3.0,2,6.0,6,5.0,8
16180,4,3.0,2,6.0,6,6.0,8
16181,4,3.0,2,6.0,7,4.0,8
16182,4,3.0,2,6.0,7,5.0,8
16183,4,3.0,2,6.0,7,6.0,8
16184,4,3.0,2,7.0,5,5.0,8
16185,4,3.0,2,7.0,5,6.0,8
16186,4,3.0,2,7.0,5,7.0,8
16187,4,3.0,2,7.0,6,4.0,8
16188,4,3.0,2,7.0,6,5.0,8
16189,4,3.0,2,7.0,6,6.0,8
16190,4,3.0,2,7.0,6,7.0,8
16191,4,3.0,2,7.0,7,4.0,8
16192,4,3.0,2,7.0,7,5.0,8
16193,4,3.0,2,7.0,7,6.0,8
16194,4,3.0,2,8.0,2,6.0,8
16195,4,3.0,2,8.0,3,5.0,8
16196,4,3.0,2,8.0,3,6.0,8
16197,4,3.0,2,8.0,4,5.0,8
16198,4,3.0,2,8.0,4,6.0,8
16199,4,3.0,2,8.0,4,7.0,8
16200,4,3.0,2,8.0,4,8.0,8
16201,4,3.0,2,8.0,5,5.0,8
16202,4,3.0,2,8.0,5,6.0,8
16203,4,3.0,2,8.0,5,7.0,8
16204,4,3.0,2,8.0,5,8.0,8
16205,4,3.0,2,8.0,6,4.0,8
16206,4,3.0,2,8.0,6,5.0,8
16207,4,3.0,2,8.0,6,6.0,8
16208,4,3.0,2,8.0,6,7.0,8
16209,4,3.0,2,8.0,6,8.0,8
16210,4,3.0,2,8.0,7,4.0,8
16211,4,3.0,2,8.0,7,5.0,8
16212,4,3.0,2,8.0,7,6.0,8
16213,4,3.0,3,1.0,3,5.0,8
16214,4,3.0,3,1.0,3,6.0,8
16215,4,3.0,3,1.0,3,7.0,8
16216,4,3.0,3,1.0,4,5.0,8
16217,4,3.0,3,1.0,4,6.0,8
16218,4,3.0,3,1.0,4,7.0,8
16219,4,3.0,3,1.0,4,8.0,8
16220,4,3.0,3,1.0,5,5.0,8
16221,4,3.0,3,1.0,5,6.0,8
16222,4,3.0,3,1.0,5,7.0,8
16223,4,3.0,3,1.0,5,8.0,8
16224,4,3.0,3,1.0,6,4.0,8
16225,4,3.0,3,1.0,6,5.0,8
16226,4,3.0,3,1.0,6,6.0,8
16227,4,3.0,3,1.0,6,7.0,8
16228,4,3.0,3,1.0,6,8.0,8
16229,4,3.0,3,1.0,7,4.0,8
16230,4,3.0,3,1.0,7,5.0,8
16231,4,3.0,3,1.0,7,6.0,8
16232,4,3.0,3,1.0,7,7.0,8
16233,4,3.0,3,1.0,7,8.0,8
16234,4,3.0,3,2.0,3,5.0,8
16235,4,3.0,3,2.0,3,6.0,8
16236,4,3.0,3,2.0,3,7.0,8
16237,4,3.0,3,2.0,4,5.0,8
16238,4,3.0,3,2.0,4,6.0,8
16239,4,3.0,3,2.0,4,7.0,8
16240,4,3.0,3,2.0,4,8.0,8
16241,4,3.0,3,2.0,5,5.0,8
16242,4,3.0,3,2.0,5,6.0,8
16243,4,3.0,3,2.0,5,7.0,8
16244,4,3.0,3,2.0,5,8.0,8
16245,4,3.0,3,2.0,6,4.0,8
16246,4,3.0,3,2.0,6,5.0,8
16247,4,3.0,3,2.0,6,6.0,8
16248,4,3.0,3,2.0,6,7.0,8
16249,4,3.0,3,2.0,6,8.0,8
16250,4,3.0,3,2.0,7,4.0,8
16251,4,3.0,3,2.0,7,5.0,8
16252,4,3.0,3,2.0,7,6.0,8
16253,4,3.0,3,2.0,7,7.0,8
16254,4,3.0,3,2.0,7,8.0,8
16255,4,3.0,3,3.0,3,7.0,8
16256,4,3.0,3,3.0,3,8.0,8
16257,4,3.0,3,3.0,4,8.0,8
16258,4,3.0,3,3.0,5,8.0,8
16259,4,3.0,3,3.0,6,8.0,8
16260,4,3.0,3,3.0,7,4.0,8
16261,4,3.0,3,3.0,7,5.0,8
16262,4,3.0,3,3.0,7,6.0,8
16263,4,3.0,3,3.0,7,7.0,8
16264,4,3.0,3,3.0,7,8.0,8
16265,4,3.0,3,4.0,3,5.0,8
16266,4,3.0,3,4.0,3,6.0,8
16267,4,3.0,3,4.0,3,7.0,8
16268,4,3.0,3,4.0,4,5.0,8
16269,4,3.0,3,4.0,4,6.0,8
16270,4,3.0,3,4.0,4,7.0,8
16271,4,3.0,3,4.0,5,5.0,8
16272,4,3.0,3,4.0,5,6.0,8
16273,4,3.0,3,4.0,5,7.0,8
16274,4,3.0,3,4.0,6,4.0,8
16275,4,3.0,3,4.0,6,5.0,8
16276,4,3.0,3,4.0,6,6.0,8
16277,4,3.0,3,4.0,6,7.0,8
16278,4,3.0,3,5.0,3,7.0,8
16279,4,3.0,3,5.0,4,7.0,8
16280,4,3.0,3,5.0,5,5.0,8
16281,4,3.0,3,5.0,5,6.0,8
16282,4,3.0,3,5.0,5,7.0,8
16283,4,3.0,3,6.0,7,4.0,8
16284,4,3.0,3,6.0,7,5.0,8
16285,4,3.0,3,6.0,7,6.0,8
16286,4,3.0,3,7.0,7,4.0,8
16287,4,3.0,3,7.0,7,5.0,8
16288,4,3.0,3,7.0,7,6.0,8
16289,4,3.0,3,7.0,7,7.0,8
16290,4,3.0,3,8.0,3,5.0,8
16291,4,3.0,3,8.0,4,5.0,8
16292,4,3.0,3,8.0,5,5.0,8
16293,4,3.0,3,8.0,6,4.0,8
16294,4,3.0,3,8.0,6,5.0,8
16295,4,3.0,3,8.0,6,6.0,8
16296,4,3.0,3,8.0,6,7.0,8
16297,4,3.0,3,8.0,6,8.0,8
16298,4,3.0,3,8.0,7,4.0,8
16299,4,3.0,3,8.0,7,5.0,8
16300,4,3.0,3,8.0,7,6.0,8
16301,4,3.0,3,8.0,7,7.0,8
16302,4,3.0,3,8.0,7,8.0,8
16303,4,3.0,4,1.0,3,5.0,8
16304,4,3.0,4,1.0,3,6.0,8
16305,4,3.0,4,1.0,3,7.0,8
16306,4,3.0,4,1.0,4,5.0,8
16307,4,3.0,4,1.0,4,6.0,8
16308,4,3.0,4,1.0,4,7.0,8
16309,4,3.0,4,1.0,5,5.0,8
16310,4,3.0,4,1.0,5,6.0,8
16311,4,3.0,4,1.0,5,7.0,8
16312,4,3.0,4,1.0,6,3.0,8
16313,4,3.0,4,1.0,6,4.0,8
16314,4,3.0,4,1.0,6,5.0,8
16315,4,3.0,4,1.0,6,6.0,8
16316,4,3.0,4,1.0,7,3.0,8
16317,4,3.0,4,1.0,7,4.0,8
16318,4,3.0,4,1.0,7,5.0,8
16319,4,3.0,4,1.0,7,6.0,8
16320,4,3.0,4,2.0,3,5.0,8
16321,4,3.0,4,2.0,3,6.0,8
16322,4,3.0,4,2.0,3,7.0,8
16323,4,3.0,4,2.0,4,5.0,8
16324,4,3.0,4,2.0,4,6.0,8
16325,4,3.0,4,2.0,4,7.0,8
16326,4,3.0,4,2.0,5,5.0,8
16327,4,3.0,4,2.0,5,6.0,8
16328,4,3.0,4,2.0,5,7.0,8
16329,4,3.0,4,2.0,6,3.0,8
16330,4,3.0,4,2.0,6,4.0,8
16331,4,3.0,4,2.0,6,5.0,8
16332,4,3.0,4,2.0,6,6.0,8
16333,4,3.0,4,2.0,7,3.0,8
16334,4,3.0,4,2.0,7,4.0,8
16335,4,3.0,4,2.0,7,5.0,8
16336,4,3.0,4,2.0,7,6.0,8
16337,4,3.0,4,6.0,6,4.0,8
16338,4,3.0,4,6.0,6,5.0,8
16339,4,3.0,4,6.0,6,6.0,8
16340,4,3.0,4,6.0,7,4.0,8
16341,4,3.0,4,6.0,7,5.0,8
16342,4,3.0,4,6.0,7,6.0,8
16343,4,3.0,4,7.0,4,5.0,8
16344,4,3.0,4,7.0,5,5.0,8
16345,4,3.0,4,7.0,6,4.0,8
16346,4,3.0,4,7.0,6,5.0,8
16347,4,3.0,4,7.0,6,6.0,8
16348,4,3.0,4,7.0,6,7.0,8
16349,4,3.0,4,7.0,7,4.0,8
16350,4,3.0,4,7.0,7,5.0,8
16351,4,3.0,4,7.0,7,6.0,8
16352,4,3.0,4,8.0,4,5.0,8
16353,4,3.0,4,8.0,4,6.0,8
