d3mIndex,N0,N1,N2,N3,N4,N5,N6,N7,N8,N9,N10,N11,N12,N13,N14,N15,N16,P1,P2,P3,class
631,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,1
632,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
633,1,1,0,2,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,1
634,0,1,1,1,0,0,1,1,0,0,0,0,0,0,2,0,1,2,1,2,1
635,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1
636,2,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,1,1,0,0,1
637,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
638,1,2,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,1
639,1,2,1,0,1,0,0,1,0,0,0,1,0,0,0,2,1,0,1,0,1
640,0,2,2,0,1,0,0,1,1,0,1,0,0,0,0,1,1,0,0,2,1
641,2,1,1,0,2,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1
642,0,0,0,2,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0,1,1
643,1,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,1,1,0,1
644,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1
645,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,1,1
646,1,2,1,0,1,0,0,1,1,0,2,0,0,0,2,1,1,0,0,0,1
647,2,2,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
648,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1
649,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,1
650,2,1,0,1,1,0,0,2,0,1,0,1,1,0,0,1,0,0,2,0,1
651,2,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,1,0,1
652,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,1,1
653,0,0,0,0,2,0,1,0,1,0,0,0,0,0,1,0,1,2,0,1,1
654,1,0,1,0,1,1,0,0,0,1,2,0,0,0,2,1,1,0,1,1,1
655,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,1,0,1
656,0,2,1,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,1,1,1
657,1,0,0,0,1,0,0,2,0,0,0,1,0,0,1,0,0,0,1,0,1
658,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,1
659,1,1,0,0,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1
660,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1
661,1,1,0,1,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,1,1
662,1,1,0,0,0,0,0,1,0,0,1,0,0,0,2,0,1,0,1,0,1
663,2,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,2,0,1,1
664,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1
665,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2,0,1
666,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1
667,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,1
668,0,1,1,0,0,0,0,1,0,1,2,1,0,0,2,0,2,2,0,1,1
669,1,0,0,0,0,0,0,2,1,1,1,0,0,0,0,1,1,0,0,1,1
670,1,0,1,0,1,1,0,2,0,1,0,1,0,0,0,0,0,0,1,1,1
671,2,1,0,2,1,0,0,0,1,0,0,0,0,0,0,2,1,1,1,0,1
672,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,1
673,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1
674,1,1,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,1
675,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,1,0,2,1
676,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,2,0,1
677,2,1,1,0,1,0,0,0,2,0,0,1,0,1,1,0,2,0,0,0,1
678,1,0,1,1,1,2,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1
679,2,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,1,0,1,1
680,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,1
681,0,2,0,1,0,0,1,1,2,0,0,2,0,0,1,0,1,1,1,0,1
682,2,1,0,0,0,0,1,0,1,1,0,0,0,0,2,0,0,0,0,0,1
683,1,0,1,1,0,1,1,0,1,0,1,0,0,1,1,1,0,0,1,1,1
684,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,1
685,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1
686,1,0,1,0,0,0,1,0,1,1,0,0,0,0,2,1,1,2,1,0,1
687,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1
688,2,1,1,1,1,0,0,1,0,0,1,1,0,2,0,0,0,0,0,1,1
689,1,1,1,0,2,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,1
690,1,0,0,0,1,1,0,0,0,0,2,1,0,1,0,1,0,1,0,0,1
691,1,2,0,1,0,1,0,1,0,1,0,1,0,1,1,1,1,2,0,0,1
692,1,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1
693,2,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,1,0,0,1
694,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,2,0,1,1
695,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1
696,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,2,0,0,0,1
697,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,1
698,2,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,1
699,1,1,1,0,1,0,0,0,0,0,2,0,0,1,2,1,1,0,1,1,1
700,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,2,0,1
701,0,2,1,0,1,2,0,0,0,0,0,0,0,0,1,1,2,1,1,0,1
702,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,1,1,1
703,1,1,0,0,0,1,0,1,0,1,1,0,2,0,1,0,1,0,1,0,1
704,0,1,0,0,2,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,1
705,2,2,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,1,1
706,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,2,0,1,1,1
707,1,1,0,0,0,0,0,2,0,1,1,0,0,0,1,1,0,0,0,1,1
708,2,1,1,0,1,0,0,1,1,0,2,2,0,0,1,1,0,0,0,0,1
709,2,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1
710,1,0,0,1,1,0,0,2,1,0,2,0,0,0,0,1,1,0,0,0,1
711,2,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1
712,1,1,2,0,0,0,1,1,0,0,0,0,0,1,1,1,0,1,0,1,1
713,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,2,1,0,0,0,1
714,1,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0,0,1,0,1,1
715,1,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,1,1,0,0,1
716,1,0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1
717,0,1,1,0,0,0,0,1,0,0,2,0,0,0,0,1,1,0,0,1,1
718,2,1,1,0,1,0,0,1,0,0,1,0,0,0,2,1,0,0,0,0,1
719,0,1,0,0,1,2,0,0,0,0,1,1,0,0,0,1,0,1,1,0,1
720,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,1
721,2,2,1,2,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,1
722,1,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1,2,0,0,1,1
723,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
724,0,1,0,0,1,0,0,1,1,1,1,0,0,0,1,0,0,2,1,0,1
725,0,0,0,0,1,0,1,1,1,0,1,1,0,0,1,1,1,2,0,1,1
726,1,0,0,0,2,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1
727,1,0,0,0,1,0,1,1,0,1,1,1,0,0,0,1,2,0,0,0,1
728,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1
729,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,2,1
730,0,1,0,1,0,0,1,1,1,1,1,0,0,0,1,0,2,0,0,0,1
731,2,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1
732,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,1,1
733,0,0,0,0,0,0,1,2,0,0,0,1,0,0,1,0,1,1,0,0,1
734,2,0,0,0,2,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,1
735,0,1,1,0,0,0,0,0,1,0,2,1,0,0,2,1,1,0,0,0,1
736,1,1,1,1,0,0,0,2,1,1,1,0,0,0,0,1,1,0,0,1,1
737,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1
738,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1
739,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0,1
740,1,1,0,0,0,0,1,0,0,1,1,0,0,0,2,0,0,0,0,1,1
741,1,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,1
742,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,1
743,2,0,0,0,1,0,0,2,1,2,0,0,0,0,0,0,1,1,0,1,1
744,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,1
745,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,1
746,0,1,0,0,1,1,0,1,1,1,0,1,0,0,1,1,0,0,0,0,1
747,2,0,0,0,1,0,0,0,0,0,1,0,0,0,1,2,0,1,1,0,1
748,2,1,0,0,0,2,0,0,0,0,0,0,0,0,2,1,0,0,1,1,1
749,2,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
750,0,1,0,0,2,0,0,1,0,0,0,0,0,0,1,2,0,0,1,1,1
751,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
752,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1
753,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1
754,1,1,0,0,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1
755,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,1,1,0,0,1
756,1,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0,2,0,2,0,1
757,2,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,2,2,1
758,1,1,2,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1
759,0,2,0,0,0,0,2,0,0,0,1,0,1,0,0,1,0,1,0,1,1
760,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,1
761,2,1,1,0,0,1,0,0,0,1,0,2,0,0,2,1,0,2,2,0,1
762,2,1,1,1,1,0,0,1,1,0,1,0,0,0,0,2,0,0,0,0,1
763,1,1,1,0,0,0,0,1,1,0,1,0,0,0,2,0,1,1,0,1,1
764,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,2,0,0,0,1
765,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1
766,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1
767,2,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,1
768,1,0,0,0,1,0,0,2,0,0,1,0,0,1,2,0,1,0,0,0,1
769,0,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,1,0,1,1,1
770,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,2,1,0,0,1
771,2,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1
772,1,1,1,0,0,0,0,2,1,0,0,1,0,0,0,1,2,0,0,0,1
773,1,2,0,0,1,0,0,2,1,0,2,1,0,0,0,0,1,0,2,0,1
774,0,0,0,1,1,0,0,1,2,0,0,0,0,0,0,0,1,0,1,0,1
775,0,2,0,1,1,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1
776,2,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
777,2,1,1,0,1,1,0,1,0,0,1,0,0,1,1,2,0,0,0,1,1
778,1,2,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1
779,1,1,1,0,0,0,0,1,0,1,0,0,0,0,2,2,0,1,0,1,1
780,0,0,0,1,1,2,0,1,0,0,1,0,0,0,1,1,0,0,1,0,1
781,1,0,0,0,1,0,0,1,0,1,0,1,0,0,1,1,1,1,0,1,1
782,2,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,2,1,0,1,1
783,1,1,0,1,1,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0,1
784,1,0,1,0,2,0,2,1,1,0,1,0,0,0,1,1,1,0,0,0,1
785,0,1,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,1,2,1
786,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,1
787,0,1,0,0,2,0,0,1,0,0,2,0,0,0,0,0,1,1,1,0,1
788,1,0,1,0,1,0,0,1,0,0,1,0,0,0,2,1,2,0,1,0,1
789,1,0,1,0,1,1,0,1,0,0,0,1,0,0,1,1,2,0,1,2,1
790,1,0,1,0,0,1,1,1,0,0,1,0,0,0,2,1,1,0,1,2,1
791,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1
792,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1
793,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1
794,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2,1,1,0,1
795,0,0,1,1,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,2,1
796,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1
797,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,1
798,2,0,1,1,1,0,0,2,1,0,0,0,0,1,2,0,0,0,0,0,1
799,2,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1
800,1,0,0,0,1,1,1,2,0,0,0,0,0,0,0,1,1,0,0,1,0
801,1,0,1,1,2,0,0,2,0,1,0,0,0,0,1,0,0,0,0,1,0
802,2,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0
803,2,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,2,0
804,2,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
805,2,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0
806,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,1,0,0,1,2,0
807,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,2,0,2,0,0
808,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,1,0
809,1,1,0,0,0,1,0,0,1,0,2,0,0,0,1,0,0,0,0,2,0
810,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
811,2,0,1,0,0,0,0,0,2,1,0,1,0,0,0,0,2,2,0,0,0
812,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0
813,2,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0
814,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0
815,2,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
816,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0
817,1,0,0,0,0,0,0,2,0,0,0,1,1,0,1,0,2,2,0,0,0
818,2,2,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
819,1,0,1,0,1,0,0,0,1,1,0,1,1,0,1,0,2,1,1,1,0
820,1,0,1,0,0,0,0,0,1,0,2,0,0,1,0,0,2,0,0,1,0
821,2,1,1,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0
822,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0
823,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
824,2,0,1,0,1,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0
825,2,1,0,0,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0
826,1,0,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,1,1,0
827,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,1,0,0,1,0,0
828,2,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0
829,1,0,1,0,0,0,0,0,0,1,2,1,0,0,0,1,0,0,0,1,0
830,2,1,0,0,1,0,0,1,1,1,2,0,0,0,0,0,1,0,1,0,0
831,2,1,0,0,0,1,1,1,0,0,1,1,0,0,0,0,1,0,0,1,0
832,0,1,1,0,1,0,0,1,0,0,1,1,0,0,1,1,0,1,0,2,0
833,2,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0
834,2,2,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0
835,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0
836,2,1,2,1,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,0
837,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
838,2,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,1,1,1,1,0
839,1,1,1,0,1,0,1,1,0,1,2,1,0,1,1,0,0,0,1,0,0
840,2,0,0,0,1,1,1,1,0,0,1,0,0,1,1,0,2,0,0,1,0
841,1,1,0,1,0,0,1,1,0,0,0,0,0,0,2,0,1,2,1,1,0
842,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,0,0,0
843,1,1,1,0,2,1,0,0,1,1,1,0,0,0,0,2,1,0,0,0,0
844,2,0,0,1,0,0,0,2,2,0,1,1,0,0,0,2,1,0,1,0,0
845,1,2,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0
846,1,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,1,1,1,1,0
847,1,0,1,0,1,0,0,1,1,0,0,0,0,0,1,1,0,2,1,1,0
848,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
849,2,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,2,1,1,1,0
850,2,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,1,1,0
851,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,2,1,0,0,1,0
852,2,1,0,0,0,0,1,0,0,0,1,2,0,0,1,0,0,0,0,0,0
853,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
854,2,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0
855,1,1,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0
856,2,1,1,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0
857,1,1,0,1,0,1,1,0,1,0,1,1,0,0,1,1,2,0,0,0,0
858,0,1,0,0,0,0,0,2,1,1,2,0,1,0,1,1,1,1,0,0,0
859,2,1,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
860,2,0,0,0,1,0,0,1,1,0,1,1,0,0,1,1,1,1,0,0,0
861,0,2,1,0,1,0,0,0,0,0,0,2,0,0,0,2,1,0,1,0,0
862,1,0,1,0,0,1,0,2,0,0,1,0,0,0,1,0,1,0,0,1,0
863,2,0,0,0,1,1,1,2,1,0,1,0,0,0,0,0,1,0,0,0,0
864,0,0,2,1,0,2,1,0,0,1,2,2,0,0,1,0,0,1,0,0,0
865,2,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,2,1,0,0,0
866,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
867,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0
868,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,2,0,1,0
869,1,0,0,0,0,0,1,0,0,1,1,1,0,1,0,1,0,1,0,0,0
870,2,1,0,0,0,1,1,1,0,0,0,1,0,0,1,2,1,0,1,0,0
871,1,0,1,1,0,0,0,0,1,0,1,0,1,0,1,1,2,0,0,0,0
872,1,2,1,0,1,2,0,1,0,0,1,1,1,0,0,0,2,1,1,1,0
873,0,1,1,0,1,0,0,1,1,1,1,1,0,0,1,0,2,0,0,1,0
874,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0
875,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
876,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,0,0
877,2,0,1,1,1,2,0,0,0,1,1,0,0,0,0,0,1,2,0,0,0
878,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,2,0
879,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0
880,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,0
881,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,1,0,1,0,0
882,0,1,0,1,1,1,0,2,0,0,0,0,0,0,0,0,2,0,1,0,0
883,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0
884,0,1,0,0,0,1,1,1,0,0,1,2,0,0,0,0,0,0,1,0,0
885,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0
886,2,1,1,0,1,0,0,0,0,1,1,1,0,0,1,1,2,0,1,0,0
887,0,2,1,0,1,0,1,2,0,0,0,0,0,0,2,2,2,2,0,0,0
888,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
889,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
890,1,1,0,0,0,0,0,1,0,0,1,2,0,1,0,2,1,0,1,0,0
891,0,0,2,0,0,1,0,1,0,0,0,0,0,0,1,0,2,0,0,1,0
892,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
893,0,0,0,0,1,0,0,0,0,0,0,2,0,0,2,1,2,0,0,1,0
894,0,1,0,1,1,0,0,1,2,1,0,1,0,0,1,0,2,0,0,0,0
895,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0
896,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0
897,2,0,1,0,1,0,0,0,0,0,0,0,0,1,2,1,1,1,1,1,0
898,1,0,0,1,1,0,1,2,0,1,1,0,0,0,1,0,0,0,1,0,0
899,1,1,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,1,0,0,0
900,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0
901,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,2,0,0,1,0
902,0,0,1,0,0,0,0,2,1,0,2,0,0,0,0,1,2,2,1,1,0
903,2,1,1,0,1,0,0,2,0,0,0,0,0,0,0,1,1,0,1,0,0
904,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,1,0
905,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,2,1,1,1,0
906,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,2,0,0
907,0,0,0,1,1,2,0,0,0,0,0,2,0,0,0,0,2,0,2,1,0
908,1,0,0,0,2,0,0,2,0,0,1,0,0,0,1,0,2,0,0,1,0
909,2,1,0,1,1,0,0,2,0,1,1,2,0,0,0,1,1,0,1,0,0
910,1,0,1,0,1,0,0,2,0,0,0,1,0,0,1,0,1,1,1,1,0
911,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,2,1,0,0,0
912,2,0,0,1,1,1,0,0,1,0,1,1,1,0,0,0,0,1,0,1,0
913,1,1,0,0,1,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0
914,1,0,1,0,1,0,0,1,1,0,2,0,0,0,0,0,0,1,0,0,0
915,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,1,1,0
916,2,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,2,0
917,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,2,0
918,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,1,0
919,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,2,1,2,1,1,0
920,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
921,0,0,1,1,0,0,0,0,0,1,0,1,1,0,2,0,0,0,2,1,0
922,0,0,0,0,1,0,0,1,0,1,1,1,0,1,0,0,1,0,0,1,0
923,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0
924,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0
925,0,0,1,0,0,2,0,2,0,1,0,1,0,0,1,1,0,1,0,0,0
926,1,0,0,0,1,1,0,1,0,0,0,0,1,0,1,1,2,0,1,0,0
927,1,2,2,1,0,0,0,2,0,1,0,1,0,0,0,1,1,0,1,0,0
928,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,1,0
929,1,1,1,0,1,1,0,2,0,0,2,0,0,0,0,0,1,0,0,0,0
930,2,1,2,0,0,0,0,2,0,0,0,0,2,0,0,1,1,1,1,2,0
931,1,0,2,0,1,0,0,2,1,0,2,0,0,0,0,0,1,1,1,1,0
932,1,1,0,0,1,0,0,1,2,1,1,2,0,0,0,2,2,0,1,0,0
933,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0
934,2,1,0,0,0,0,0,1,0,1,2,0,0,0,0,1,0,1,1,1,0
935,0,2,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0
936,2,0,0,0,0,1,0,0,0,0,0,1,0,0,2,0,1,1,0,0,0
937,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0
938,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,1,2,0,0
939,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0
940,1,0,0,0,0,0,0,2,1,0,0,0,0,1,1,1,1,1,0,0,0
941,1,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
942,2,1,2,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0
943,1,0,0,1,1,0,0,2,0,0,1,1,0,0,2,1,1,0,1,0,0
944,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
945,1,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,2,1,0,1,0
946,0,0,1,0,0,0,0,2,0,0,1,1,0,0,1,1,0,1,2,0,0
