d3mIndex,V1,V2,V3,V4,Class
1377,1.452,0.447,1.849,1.294,4
1378,1.442,0.449,1.846,1.304,4
1379,1.432,0.451,1.843,0.789,4
1380,1.422,0.453,1.839,0.794,4
1381,1.411,0.455,1.836,0.8,4
1382,1.401,0.458,1.833,0.807,4
1383,1.391,0.46,1.829,0.816,4
1384,1.381,0.462,1.826,0.824,4
1385,1.371,0.465,1.823,0.833,4
1386,1.362,0.467,1.82,0.842,4
1387,1.352,0.469,1.817,0.851,4
1388,1.343,0.472,1.814,0.86,4
1389,1.333,0.474,1.811,0.872,4
1390,1.324,0.477,1.807,0.548,4
1391,1.314,0.48,1.804,0.544,4
1392,1.305,0.483,1.801,0.549,4
1393,1.295,0.486,1.798,1.457,4
1394,1.286,0.489,1.794,0.553,4
1395,1.277,0.493,1.79,0.558,4
1396,1.271,0.497,1.787,0.567,1
1397,1.259,0.5,1.786,0.591,1
1398,1.25,0.503,1.783,0.596,1
1399,1.245,0.507,1.78,0.598,1
1400,1.236,0.511,1.773,0.601,1
1401,1.225,0.516,1.771,0.598,1
1402,1.213,0.522,1.761,0.587,1
1403,1.199,0.528,1.757,0.592,1
1404,1.185,0.536,1.746,0.605,1
1405,1.17,0.543,1.74,0.615,1
1406,1.154,0.551,1.728,0.596,1
1407,1.138,0.564,1.719,0.603,1
1408,1.121,0.573,1.708,0.612,1
1409,1.101,0.579,1.698,0.621,1
1410,1.084,0.592,1.687,0.627,1
1411,1.066,0.604,1.676,0.636,1
1412,1.049,0.715,1.664,0.646,1
1413,1.031,0.634,1.621,0.656,1
1414,1.027,0.638,1.608,0.667,1
1415,0.998,0.668,1.592,0.677,1
1416,0.982,0.657,1.578,0.688,1
1417,0.962,0.669,1.566,0.725,1
1418,0.946,0.683,1.553,0.713,1
1419,0.93,0.691,1.538,0.721,1
1420,0.914,0.706,1.525,0.758,1
1421,0.899,0.717,1.513,0.746,2
1422,0.883,0.725,1.5,0.748,2
1423,0.867,0.739,1.485,0.763,2
1424,0.851,0.75,1.473,0.774,2
1425,0.835,0.762,1.461,0.786,2
1426,0.819,0.772,1.45,0.796,2
1427,0.806,0.781,1.44,0.804,2
1428,0.8,0.78,1.439,0.804,2
1429,0.801,0.779,1.441,0.802,2
1430,0.802,0.777,1.445,0.8,2
1431,0.802,0.777,1.443,0.799,2
1432,0.801,0.778,1.443,0.799,2
1433,0.8,0.778,1.443,0.801,2
1434,0.8,0.777,1.443,0.8,2
1435,0.799,0.778,1.447,0.803,2
1436,0.799,0.78,1.447,5.0,2
1437,0.799,0.778,1.445,5.0,2
1438,0.798,0.781,1.448,0.799,2
1439,0.797,0.781,1.448,0.859,2
1440,0.796,0.781,1.449,0.791,2
1441,0.795,0.782,1.453,0.789,2
1442,0.795,0.786,1.459,0.79,2
1443,0.794,0.789,1.458,0.785,2
1444,0.793,0.796,1.464,0.781,2
1445,0.796,0.793,1.464,0.781,2
1446,0.796,0.827,1.468,0.78,2
1447,0.796,0.826,1.466,0.779,2
1448,0.799,0.824,1.471,0.778,2
1449,0.803,0.793,1.462,0.772,2
1450,0.81,0.819,1.463,0.77,2
1451,0.798,0.816,1.465,0.768,2
1452,0.795,0.813,1.467,0.767,2
1453,0.794,0.808,1.47,0.765,2
1454,0.794,0.808,1.475,0.767,2
1455,0.797,0.806,1.484,0.762,2
1456,0.8,0.809,1.494,0.757,2
1457,0.801,0.792,3.0,0.755,2
1458,0.821,0.789,2.926,0.753,2
1459,1.463,0.783,2.927,0.751,1
1460,1.461,0.78,2.925,0.75,1
1461,1.466,0.777,1.521,0.748,1
1462,1.467,0.775,1.531,0.747,1
1463,1.466,0.774,1.569,0.748,1
1464,1.462,0.772,1.523,0.752,1
1465,1.456,0.771,1.516,0.757,1
1466,1.448,0.768,1.504,0.766,1
1467,1.437,0.763,1.494,0.776,1
1468,1.425,0.757,1.481,0.789,1
1469,1.411,0.751,1.468,0.803,1
1470,1.395,0.745,1.453,0.818,1
1471,1.379,0.738,1.437,0.834,1
1472,1.362,0.732,1.417,0.85,1
1473,1.345,0.725,1.413,0.867,1
1474,1.328,0.717,2.986,0.885,1
1475,1.309,0.71,2.99,0.903,1
1476,1.291,0.703,2.991,0.921,1
1477,1.273,0.696,2.995,0.94,1
1478,1.257,0.689,2.999,0.958,1
1479,1.235,0.682,3.009,0.977,1
1480,1.216,0.675,3.016,0.996,1
1481,1.196,0.668,3.027,1.015,1
1482,1.177,0.661,3.034,1.033,1
1483,1.159,0.654,3.043,1.052,1
1484,1.14,0.647,3.047,1.07,1
1485,1.122,0.64,3.06,1.089,1
1486,1.103,0.633,3.022,1.107,1
1487,1.085,0.626,1.146,1.125,1
1488,1.066,0.619,1.131,1.144,1
1489,1.046,0.612,1.108,1.163,1
1490,1.027,0.604,1.089,1.182,1
1491,1.009,0.597,1.074,1.2,1
1492,0.99,0.59,3.12,1.219,1
1493,0.971,0.583,1.036,1.237,1
1494,0.775,0.576,3.133,1.256,2
1495,0.759,0.569,3.139,1.275,2
1496,0.712,0.562,0.976,1.293,2
1497,0.689,0.554,3.141,1.311,2
1498,0.674,0.547,3.16,1.329,2
1499,0.656,0.54,0.926,1.346,2
1500,0.655,0.534,0.914,1.359,2
1501,0.847,0.533,1.16,1.362,2
1502,0.85,0.535,3.169,1.359,2
1503,0.852,0.531,3.177,1.357,2
1504,0.853,0.531,3.177,1.357,2
1505,0.853,0.527,3.178,1.357,2
1506,0.852,0.526,3.175,1.358,2
1507,0.852,0.525,3.176,1.358,2
1508,0.584,0.524,3.18,1.358,2
1509,0.582,0.523,3.172,1.358,2
1510,0.582,0.522,3.173,1.357,2
1511,0.852,0.521,3.174,1.357,2
1512,0.582,0.52,2.564,1.357,2
1513,0.583,0.52,3.168,1.356,2
1514,0.85,0.519,2.567,1.355,2
1515,0.849,0.518,3.166,1.355,2
1516,0.849,0.517,3.169,1.355,2
1517,0.85,0.517,3.18,1.355,2
1518,0.85,0.516,3.182,1.354,2
1519,0.851,0.515,3.172,1.353,2
1520,0.851,0.513,3.169,1.352,2
1521,0.852,0.512,3.17,1.352,2
1522,0.855,0.51,2.565,1.352,2
1523,0.857,0.509,2.573,1.352,2
1524,0.858,0.508,2.561,1.355,2
1525,0.858,0.507,2.559,1.355,2
1526,0.602,0.504,2.56,1.355,2
1527,0.854,0.501,2.561,1.358,2
1528,0.854,0.498,2.562,1.367,2
1529,0.854,0.496,2.561,1.361,2
1530,0.854,0.494,2.566,1.359,2
1531,0.857,0.492,2.568,1.36,2
1532,0.858,0.49,1.443,1.362,2
1533,0.857,0.488,1.44,0.582,2
1534,0.856,0.486,2.576,1.374,2
1535,0.855,0.483,1.43,1.405,2
1536,0.851,0.48,1.417,0.798,2
1537,0.85,0.477,1.411,0.793,2
1538,0.852,0.475,1.415,0.546,2
1539,0.851,0.473,1.413,0.534,2
1540,0.851,0.471,1.415,0.532,2
1541,0.851,0.47,1.444,0.523,2
1542,0.854,0.468,1.441,0.515,2
1543,0.852,0.467,1.438,0.54,2
1544,0.847,0.469,1.432,0.505,2
1545,0.845,0.47,1.42,0.501,2
1546,0.841,0.466,1.394,0.499,2
1547,0.839,0.465,1.396,0.489,2
1548,0.841,0.464,1.393,0.482,2
1549,0.84,0.463,1.415,0.507,2
1550,0.839,0.467,1.414,0.491,2
1551,0.838,0.48,1.422,0.467,2
1552,5.0,0.506,1.391,0.464,1
1553,5.0,0.575,1.389,0.459,1
1554,5.0,0.475,1.386,0.457,4
1555,5.0,0.476,1.387,0.458,4
1556,0.939,0.565,1.387,0.459,1
1557,5.0,0.569,1.39,0.46,1
1558,5.0,0.569,1.391,0.461,1
1559,5.0,0.569,1.391,0.461,1
1560,5.0,0.566,1.392,0.462,1
1561,5.0,0.483,1.396,0.466,4
1562,5.0,0.573,1.401,0.472,1
1563,5.0,0.573,1.409,0.48,1
1564,0.816,0.506,1.414,0.488,2
1565,0.806,0.516,1.423,0.498,2
1566,0.794,0.528,1.432,0.509,2
1567,0.784,0.54,1.443,0.521,2
1568,0.772,0.552,1.452,0.532,2
1569,0.764,0.565,1.461,0.541,2
1570,0.756,0.606,1.469,0.549,2
1571,0.752,0.772,1.473,0.553,2
1572,0.753,0.993,1.472,0.55,2
1573,0.758,0.992,1.471,0.548,2
1574,0.758,0.595,1.473,0.546,2
1575,0.758,0.991,1.485,0.546,2
1576,0.758,0.597,1.483,0.546,2
1577,0.758,0.594,1.482,0.549,2
1578,0.761,0.986,1.48,0.565,2
1579,0.774,0.988,1.477,0.545,2
1580,0.777,0.762,1.476,0.541,2
1581,3.163,0.589,1.474,0.54,1
1582,3.163,0.587,1.472,0.539,1
1583,3.164,0.589,1.473,0.537,1
1584,3.163,0.597,1.474,0.537,1
1585,3.162,0.598,1.475,0.538,1
1586,3.158,0.598,1.476,0.542,1
1587,3.151,0.604,1.48,0.549,1
1588,3.142,0.613,1.484,0.557,1
1589,3.131,0.627,1.49,0.568,1
1590,3.118,0.722,1.497,0.581,1
1591,3.104,0.715,1.505,0.595,1
1592,3.088,0.708,1.513,0.609,1
1593,3.072,0.7,1.522,0.625,1
1594,3.055,0.692,1.529,0.642,1
1595,3.037,0.684,1.538,0.659,1
1596,3.019,0.675,1.547,0.678,1
1597,3.0,0.667,1.557,0.696,1
1598,2.982,0.658,1.566,0.714,1
1599,2.964,0.649,1.575,0.732,1
1600,2.945,0.641,1.584,0.75,1
1601,2.928,0.632,1.594,0.767,1
1602,2.91,0.624,1.602,0.785,1
1603,0.808,0.616,1.612,0.803,2
1604,0.789,0.609,1.62,0.821,2
1605,0.758,0.601,1.629,0.838,2
1606,0.759,0.593,1.638,0.856,2
1607,0.747,0.586,1.646,0.873,2
1608,2.801,0.621,1.654,0.888,1
1609,2.786,0.611,1.661,0.903,1
1610,2.776,0.605,1.667,0.915,1
1611,2.769,0.603,1.672,0.923,1
1612,2.765,0.598,1.674,0.925,1
1613,2.769,0.599,1.673,0.924,1
1614,2.766,0.6,1.672,0.925,1
1615,2.764,0.6,1.672,0.927,1
1616,2.763,0.599,1.673,0.928,1
1617,2.761,0.598,1.674,0.929,1
1618,2.758,0.597,1.675,0.931,1
1619,2.753,0.595,1.677,0.936,1
1620,2.745,0.592,1.681,0.944,1
1621,2.734,0.578,1.689,0.954,1
1622,2.722,0.583,1.695,0.966,1
1623,2.708,0.574,1.698,0.979,1
1624,2.693,0.551,1.705,0.994,1
1625,2.678,0.551,1.712,1.01,1
1626,2.661,0.558,1.72,1.026,1
1627,2.644,0.55,1.728,1.043,1
1628,2.626,0.546,1.736,1.061,1
1629,2.608,0.536,1.744,1.078,1
1630,2.589,0.528,1.753,1.097,1
1631,2.57,0.521,1.762,1.116,1
1632,2.55,0.513,1.77,1.135,1
1633,2.531,0.505,1.779,1.155,1
1634,2.511,0.498,1.788,1.175,1
1635,2.491,0.49,1.797,1.194,4
1636,2.472,0.482,1.807,1.214,4
1637,2.452,0.474,1.816,1.233,4
1638,2.433,0.466,1.825,1.255,4
1639,2.415,0.457,1.834,1.272,4
1640,2.397,0.45,1.842,1.287,4
1641,2.38,0.443,1.851,1.304,4
1642,2.363,0.436,1.859,1.321,4
1643,2.348,0.43,1.866,1.336,4
1644,2.333,0.427,1.873,1.35,4
1645,2.319,0.425,1.88,1.364,4
1646,2.307,0.437,1.886,1.376,4
1647,1.793,0.426,1.892,1.387,4
1648,1.78,0.418,1.897,1.397,4
1649,1.768,0.426,1.902,1.406,4
1650,1.757,0.403,1.906,1.415,4
1651,1.749,0.397,1.911,1.423,4
1652,1.745,0.394,1.915,1.431,4
1653,2.243,0.392,1.919,1.438,4
1654,2.236,0.39,1.924,1.446,4
1655,2.229,0.388,1.927,1.453,4
1656,2.222,0.386,1.931,1.46,4
1657,2.218,0.387,1.935,1.467,4
1658,2.212,0.388,1.939,1.474,4
1659,2.205,0.387,1.943,1.481,4
1660,2.199,0.504,1.948,1.489,1
1661,2.192,0.432,1.952,1.496,4
1662,2.185,0.381,1.959,1.503,4
1663,2.177,0.38,1.963,1.511,4
1664,2.165,0.376,1.963,1.519,4
1665,2.156,0.379,1.967,1.527,4
1666,2.147,0.428,1.97,1.536,4
1667,2.137,0.42,1.973,1.545,4
1668,2.127,0.422,1.976,1.554,4
1669,2.116,0.452,1.979,1.565,4
1670,2.105,0.426,1.982,1.576,4
1671,2.094,0.388,1.984,1.586,4
1672,2.083,0.39,1.986,1.597,4
1673,2.072,0.427,1.989,1.608,4
1674,2.062,0.401,1.991,1.618,4
1675,2.051,1.407,1.993,1.63,3
1676,2.04,1.401,1.996,1.642,3
1677,2.028,1.399,1.998,1.654,3
1678,2.015,1.4,2.0,1.667,3
1679,2.002,1.399,2.001,1.68,3
1680,1.988,1.395,2.002,1.195,3
1681,1.973,1.391,2.002,1.708,3
1682,1.958,1.391,2.003,1.722,3
1683,1.943,1.39,2.003,1.232,3
1684,1.928,1.387,1.988,1.752,3
1685,1.912,1.386,2.005,1.767,3
1686,1.897,1.386,2.006,1.272,3
1687,1.882,1.382,2.007,1.283,3
1688,1.867,1.381,2.008,1.812,3
1689,1.852,1.381,2.009,1.827,3
1690,1.838,1.381,1.95,1.841,3
1691,1.824,1.381,1.947,1.856,3
1692,1.811,1.384,1.937,1.87,3
1693,1.799,1.383,1.875,1.883,3
1694,1.787,1.386,1.858,1.895,3
1695,1.68,1.417,1.832,1.907,3
1696,1.671,1.384,1.795,1.92,3
1697,1.745,1.38,1.776,1.933,3
1698,1.601,1.379,1.783,1.946,3
1699,1.599,1.38,1.77,1.959,3
1700,1.605,0.621,1.894,1.972,1
1701,1.395,0.622,1.715,1.985,1
1702,1.385,0.629,1.701,2.001,1
1703,1.369,0.639,1.684,2.022,1
1704,1.36,0.72,1.672,2.026,1
1705,1.399,0.744,1.66,2.036,1
1706,1.408,0.751,1.655,2.051,1
1707,1.372,0.764,1.636,2.064,1
1708,1.327,0.889,1.62,2.082,1
1709,1.317,0.9,1.603,2.097,1
1710,1.308,0.923,1.59,2.114,3
1711,1.291,0.937,1.576,2.144,3
1712,1.277,2.127,1.561,2.192,3
1713,1.263,2.14,1.547,2.196,3
1714,1.249,2.153,1.533,2.202,3
1715,1.235,2.165,1.523,2.193,3
1716,1.221,2.177,1.511,2.2,3
1717,1.208,2.191,1.499,2.213,3
1718,1.195,2.202,1.488,2.228,3
1719,1.183,2.213,1.481,2.268,3
1720,1.17,2.222,1.472,2.279,3
1721,1.158,2.228,1.463,2.287,3
1722,1.149,2.234,1.451,2.3,3
1723,1.137,2.243,1.442,3.285,3
1724,1.128,2.251,1.432,3.306,3
1725,1.117,2.255,1.424,3.32,3
1726,1.104,2.263,1.416,3.327,3
1727,1.091,2.271,1.408,2.357,3
1728,1.078,2.278,1.401,3.355,3
1729,1.061,0.785,1.394,3.366,1
1730,1.045,0.786,1.387,3.383,1
1731,1.033,0.784,1.381,2.36,1
1732,1.02,0.755,1.375,2.368,1
1733,1.008,0.758,1.37,2.39,1
1734,1.001,0.762,1.369,2.397,1
1735,0.988,0.762,1.364,2.407,1
1736,0.974,0.765,1.359,2.449,1
1737,0.959,0.769,1.353,2.479,1
1738,0.942,0.769,1.348,2.495,1
1739,0.921,0.773,1.343,2.474,1
1740,0.902,0.776,1.338,2.528,1
1741,0.882,0.78,1.33,2.547,2
1742,0.863,0.781,1.326,2.566,2
1743,0.843,0.785,1.322,2.582,2
1744,0.823,0.789,1.319,2.603,2
1745,0.803,0.789,1.316,2.623,2
1746,0.785,0.792,1.313,2.637,2
1747,0.773,0.797,1.313,2.653,2
1748,0.77,0.795,1.318,2.656,2
1749,0.773,0.794,1.32,2.656,2
1750,0.776,0.793,1.321,2.654,2
1751,0.778,0.793,1.321,2.656,2
1752,0.778,0.793,1.322,2.652,2
1753,0.777,0.792,1.322,2.65,2
1754,0.777,0.793,1.322,2.654,2
1755,0.777,0.792,1.323,2.659,2
1756,0.778,0.792,1.323,3.632,2
1757,0.778,0.793,1.324,3.631,2
1758,0.778,0.792,1.325,3.631,2
1759,0.78,0.788,1.325,3.63,2
1760,0.78,0.788,1.326,3.63,2
1761,0.78,0.787,1.326,3.629,2
1762,0.78,0.786,1.327,3.625,2
1763,0.78,0.785,1.324,3.624,2
1764,0.78,0.784,1.325,3.623,2
1765,0.782,0.783,1.325,3.623,2
1766,0.782,0.779,1.326,3.622,2
1767,0.78,0.778,1.327,3.622,2
1768,0.777,0.776,1.328,3.618,2
1769,0.776,0.778,1.33,3.62,2
1770,0.776,0.776,1.332,3.623,2
1771,0.775,0.775,1.334,3.633,2
1772,0.775,0.773,1.336,3.62,2
1773,0.778,0.776,1.339,3.619,2
1774,0.778,0.798,1.344,3.621,2
1775,0.776,0.785,1.347,3.62,2
1776,0.772,0.777,1.345,3.616,2
1777,0.771,0.776,1.347,3.615,2
1778,0.77,0.772,1.348,3.615,2
1779,0.768,0.768,1.35,3.618,2
1780,0.767,0.77,1.352,3.625,2
1781,0.766,0.856,1.355,3.619,2
1782,0.765,0.82,1.358,3.672,2
1783,0.768,0.817,1.36,0.773,2
1784,0.767,0.799,1.369,0.763,2
1785,0.767,0.791,1.378,0.756,2
1786,0.827,0.789,1.389,0.754,2
1787,0.789,0.84,1.378,0.754,2
1788,0.765,0.791,1.378,0.813,2
1789,0.765,0.781,1.384,0.745,2
1790,0.768,0.832,1.387,0.743,2
1791,0.771,0.768,1.928,0.737,2
1792,0.781,0.762,1.413,0.736,2
1793,0.851,0.755,1.419,0.734,2
1794,0.847,0.753,1.423,0.733,2
1795,0.87,0.75,1.426,0.732,2
1796,0.904,0.751,1.413,0.731,1
1797,0.9,0.748,1.411,0.73,2
1798,1.38,0.758,1.417,0.73,1
1799,1.384,0.738,1.448,0.73,1
1800,1.384,0.734,1.448,0.734,1
1801,1.384,0.737,1.445,0.73,1
1802,1.38,0.735,1.44,0.731,1
1803,1.379,0.741,1.441,0.732,1
1804,1.381,0.737,1.44,0.733,1
1805,1.378,0.737,1.438,0.735,1
1806,1.37,0.735,1.433,0.74,1
1807,1.365,0.733,1.425,0.752,1
1808,1.35,0.729,1.414,0.76,1
1809,1.34,0.723,1.408,0.774,1
1810,1.326,0.722,1.918,0.792,1
1811,1.306,0.719,1.909,0.808,1
1812,1.293,0.713,1.9,0.824,1
1813,1.275,0.714,1.34,0.842,1
1814,1.257,0.715,1.321,0.86,1
1815,1.238,0.707,1.869,0.879,1
1816,1.22,0.697,1.288,0.897,1
1817,1.202,0.704,1.27,0.915,1
1818,1.183,0.692,1.577,0.934,1
1819,1.163,0.698,1.556,0.953,1
1820,1.144,0.673,1.56,0.973,1
1821,1.124,0.67,1.806,0.992,1
1822,1.104,0.664,1.79,1.012,1
1823,1.084,0.648,1.149,1.032,1
1824,0.927,0.649,1.132,1.048,1
1825,0.899,0.638,1.773,1.07,2
1826,0.879,0.635,1.764,1.09,2
1827,0.862,0.629,1.757,1.109,2
1828,0.845,0.615,1.054,1.128,2
1829,0.829,0.609,1.035,1.147,2
1830,0.813,0.602,1.015,1.165,2
1831,0.8,0.608,1.731,1.18,2
1832,0.794,0.587,1.726,1.19,2
1833,0.809,0.58,1.728,1.19,2
1834,0.922,0.583,1.732,1.188,1
1835,0.923,0.579,1.733,1.187,1
1836,0.923,0.58,1.733,1.186,1
1837,0.923,0.58,1.733,1.187,1
1838,0.921,0.579,1.732,1.188,1
1839,0.918,0.578,1.731,1.191,1
1840,0.914,0.577,1.73,1.196,1
1841,0.907,0.575,1.724,1.202,1
1842,0.898,0.573,1.717,1.211,2
1843,0.887,0.57,1.712,1.223,2
1844,0.873,0.566,1.71,1.236,2
1845,0.859,0.563,1.701,1.25,2
1846,0.845,0.558,1.696,1.263,2
1847,0.833,0.554,1.698,1.275,2
1848,0.821,0.551,1.695,1.284,2
1849,0.811,0.548,1.688,1.297,2
1850,0.805,0.541,1.687,1.299,2
1851,0.805,0.537,1.69,1.299,2
1852,0.807,0.536,1.692,1.297,2
1853,0.808,0.536,1.693,1.299,2
1854,0.808,0.536,1.693,1.296,2
1855,0.808,0.535,1.694,1.296,2
1856,0.808,0.534,1.694,1.296,2
1857,0.809,0.533,1.695,1.299,2
1858,0.809,0.529,0.877,1.298,2
1859,0.81,0.529,1.701,1.298,2
1860,0.81,0.528,1.703,1.298,2
1861,0.811,0.528,1.704,1.298,2
1862,0.811,0.526,0.883,1.298,2
1863,0.812,0.528,1.583,1.299,2
1864,0.812,0.527,1.557,1.303,2
1865,0.811,0.527,1.695,1.303,2
1866,0.811,0.525,1.697,5.0,2
1867,0.81,0.53,1.698,5.0,2
1868,0.809,0.523,1.703,1.309,2
1869,0.809,0.517,1.711,1.305,2
1870,0.808,0.512,1.716,1.307,2
1871,0.808,0.509,1.715,1.312,2
1872,0.808,0.51,1.726,1.317,2
1873,0.807,0.509,2.445,5.0,2
1874,0.806,0.511,2.04,5.0,2
1875,0.805,0.516,2.433,5.0,2
1876,0.803,0.514,2.45,5.0,2
1877,0.803,0.503,2.455,5.0,2
1878,0.802,0.498,2.457,5.0,2
1879,0.802,0.492,2.459,4.752,2
1880,0.802,0.49,2.464,4.764,2
1881,0.805,0.491,2.491,0.553,2
1882,0.804,0.49,2.635,0.544,2
1883,0.798,0.513,2.913,0.539,2
1884,0.797,0.591,2.986,0.537,2
1885,0.795,0.515,2.915,0.569,2
1886,0.794,0.487,2.914,0.557,2
1887,0.793,0.486,2.916,0.523,2
1888,0.792,0.486,2.919,0.542,2
1889,0.791,0.854,2.922,0.562,2
1890,0.794,0.833,2.925,0.508,2
1891,0.793,0.822,1.338,0.498,2
1892,0.831,0.644,1.334,0.492,2
1893,0.82,0.631,1.332,0.488,2
1894,0.792,0.625,1.332,0.485,2
1895,0.792,0.622,4.825,0.488,2
1896,0.795,0.624,1.343,0.472,2
1897,0.798,0.502,1.352,0.473,2
1898,0.801,0.503,1.336,0.474,2
1899,0.815,0.511,1.334,0.462,2
1900,0.945,0.513,1.335,0.456,1
1901,0.944,0.777,1.336,0.451,1
1902,1.738,0.774,1.335,0.45,1
1903,1.738,0.772,1.34,0.449,1
1904,1.737,0.774,1.341,0.45,1
1905,1.735,0.774,1.341,0.452,1
1906,1.735,0.774,1.341,0.453,1
1907,1.733,0.773,1.342,0.454,1
1908,1.731,0.769,1.343,0.456,1
1909,1.726,0.767,1.345,0.46,1
1910,1.719,0.764,1.348,0.467,1
1911,1.709,0.76,1.351,0.477,1
1912,1.696,0.757,1.356,0.488,1
1913,1.682,0.751,1.361,0.502,1
1914,0.94,0.746,1.366,0.516,1
1915,0.926,0.74,1.372,0.532,1
1916,0.908,0.732,1.379,0.549,1
1917,0.899,0.726,1.386,0.566,2
1918,0.878,0.718,1.393,0.583,2
1919,0.866,0.711,1.4,0.601,2
1920,1.558,0.704,1.409,0.619,1
1921,0.845,0.697,1.415,0.636,2
1922,0.832,0.69,1.421,0.652,2
1923,0.902,0.684,1.427,0.667,1
1924,0.806,0.682,1.433,0.681,2
1925,1.483,0.676,1.434,0.693,1
1926,1.477,0.672,1.44,0.7,1
1927,1.476,0.672,1.442,0.7,1
1928,1.476,0.674,1.443,0.7,1
1929,1.474,0.67,1.44,0.702,1
1930,1.472,0.67,1.443,0.704,1
1931,1.47,0.669,1.445,0.706,1
1932,1.468,0.668,1.445,0.708,1
1933,0.851,0.67,1.444,0.71,2
1934,1.465,0.667,1.444,0.711,1
1935,0.848,0.667,1.448,0.713,2
1936,1.463,0.672,1.448,0.714,1
1937,1.462,0.671,1.448,0.714,1
1938,1.46,0.67,1.449,0.716,1
1939,1.458,0.665,1.45,0.717,1
1940,1.457,0.664,1.451,0.718,1
1941,1.455,0.664,1.451,0.72,1
1942,1.453,0.663,1.452,0.722,1
1943,1.452,0.666,1.452,0.724,1
1944,1.449,0.659,1.45,0.726,1
1945,0.9,0.661,1.453,0.729,2
1946,0.898,0.664,1.426,0.731,2
1947,0.894,0.659,1.456,0.736,2
1948,1.432,0.653,1.458,0.743,1
1949,1.425,0.65,1.461,0.749,1
1950,1.415,0.644,1.467,0.756,1
1951,1.408,0.641,1.473,0.762,1
1952,1.4,0.638,1.485,0.769,1
1953,1.391,0.635,1.476,0.778,1
1954,1.379,0.631,1.482,0.789,1
1955,1.366,0.627,1.489,0.802,1
1956,1.352,0.623,1.506,0.817,1
1957,1.336,0.619,1.54,0.832,1
1958,1.322,0.614,1.545,0.85,1
1959,1.305,0.61,1.55,0.868,1
1960,1.288,0.605,1.557,0.886,1
1961,1.27,0.601,1.559,0.905,1
1962,1.252,0.597,1.567,0.924,1
1963,1.234,0.593,1.573,0.944,1
1964,1.215,0.589,1.579,0.963,1
1965,1.197,0.584,1.581,0.983,1
1966,1.182,0.579,1.59,1.003,1
1967,1.164,0.575,1.592,1.023,1
1968,1.146,0.571,1.601,1.042,1
1969,1.128,0.566,1.603,1.062,1
1970,1.111,0.562,1.61,1.082,1
1971,1.097,0.558,1.616,1.101,1
1972,1.08,0.554,1.626,1.121,1
1973,1.066,0.55,3.131,1.14,1
1974,1.048,0.543,1.642,1.16,1
1975,1.03,0.539,1.713,1.18,1
1976,1.009,0.536,1.717,1.2,1
1977,0.988,0.533,1.705,1.22,1
1978,0.971,0.53,1.71,1.239,1
1979,0.954,0.528,1.692,1.258,1
1980,0.935,0.525,1.683,1.277,1
1981,0.919,0.523,1.691,1.297,1
1982,0.899,0.52,1.696,1.316,2
1983,0.882,0.518,1.704,1.337,2
1984,0.865,0.515,1.713,1.357,2
1985,0.848,0.513,1.734,1.377,2
1986,0.833,0.51,1.74,1.397,2
1987,0.818,0.507,3.176,1.415,2
1988,0.806,0.505,1.755,1.43,2
1989,0.803,0.502,3.179,1.435,2
1990,0.804,0.501,1.752,1.205,2
1991,0.806,0.501,1.749,1.196,2
1992,0.806,0.501,1.749,1.199,2
1993,0.806,0.501,1.749,1.203,2
1994,0.805,0.5,1.75,1.432,2
1995,0.805,0.5,1.75,1.432,2
1996,0.808,0.499,1.751,1.432,2
1997,0.809,0.499,1.764,1.435,2
1998,0.805,0.498,1.975,1.435,2
1999,0.808,0.497,1.965,1.432,2
2000,0.814,0.495,1.968,1.19,2
2001,1.074,0.493,1.962,1.186,4
2002,1.07,0.49,3.194,1.18,4
2003,1.069,0.489,3.195,1.172,4
2004,0.82,0.487,3.197,1.168,2
2005,1.473,0.485,1.773,1.167,4
2006,1.472,0.486,1.773,1.168,4
2007,1.072,0.486,1.773,1.169,4
2008,1.471,0.486,1.982,1.17,4
2009,1.471,0.486,1.774,1.17,4
2010,1.471,0.486,1.774,1.17,4
2011,1.471,0.486,1.774,1.17,4
2012,1.47,0.486,1.774,1.17,4
2013,1.47,0.485,1.771,1.17,4
2014,1.47,0.485,1.774,1.171,4
2015,1.468,0.486,1.778,1.172,4
2016,1.466,0.486,1.775,1.165,4
2017,1.462,0.486,1.777,1.169,4
2018,1.458,0.486,1.775,1.182,4
2019,1.452,0.487,1.777,1.188,4
2020,1.445,0.488,1.776,1.117,4
2021,1.437,0.488,1.778,1.127,4
2022,1.425,0.49,1.78,0.587,4
2023,1.417,0.491,1.782,0.587,4
2024,1.412,0.493,1.784,0.581,4
2025,1.404,0.494,1.789,0.578,4
2026,1.393,0.496,1.792,0.584,1
2027,1.385,0.497,1.933,1.044,1
2028,1.377,0.498,1.843,1.056,1
2029,1.369,0.5,1.845,1.106,1
2030,1.363,0.502,1.85,1.12,1
2031,1.353,0.505,1.848,1.132,1
2032,1.342,0.509,1.85,1.112,1
2033,1.33,0.513,1.669,1.332,1
2034,1.318,0.518,1.678,1.348,1
2035,1.305,0.523,1.697,1.131,1
2036,1.293,0.529,1.714,0.937,1
2037,1.28,0.534,1.732,0.953,1
2038,1.267,0.54,1.754,0.971,1
2039,1.252,0.546,1.772,0.979,1
2040,1.233,0.552,1.79,1.003,1
2041,1.217,0.558,1.903,1.024,1
