d3mIndex,att1,att2,att3,att4,att5,att6,binaryClass
871,0.0,3.0,1.0,161.344861,1.720288,7030.037441,N
872,0.0,4.0,2.0,156.018861,1.670677,7963.756281,N
873,0.0,3.0,1.0,171.252861,1.903663,8865.651284,N
874,0.0,2.0,0.0,133.788861,1.3302,3193.355246,N
875,0.0,3.0,1.0,172.466861,1.737572,8243.743408,N
876,0.0,3.0,1.0,152.188861,1.757077,7573.708287,N
877,0.0,4.0,2.0,160.162861,1.792958,8453.772177,N
878,0.0,3.0,1.0,162.162861,1.703644,8031.623245,N
879,0.0,3.0,1.0,165.678861,1.749094,6871.440367,N
880,0.0,2.0,0.0,153.958861,1.687993,6349.397568,N
881,0.0,2.0,0.0,144.084861,1.659349,5879.521342,N
882,0.0,4.0,2.0,167.852861,1.768334,8463.835796,N
883,0.0,3.0,0.0,147.060861,1.407286,4731.513333,N
884,0.0,3.0,1.0,156.564861,1.593708,7486.876656,N
885,0.0,3.0,1.0,154.702861,1.684737,7370.121208,N
886,0.0,3.0,1.0,159.458861,1.696548,7908.003397,N
887,0.0,3.0,1.0,158.176861,1.767943,8837.690048,N
888,0.0,3.0,1.0,158.706861,1.67902,8574.682952,N
889,0.0,3.0,1.0,152.420861,1.620515,6407.950926,N
890,0.0,4.0,2.0,168.406861,1.90179,9563.352099,N
891,0.0,3.0,1.0,147.888861,1.602196,6286.78863,N
892,0.0,2.0,0.0,155.720861,1.75292,6811.658079,N
893,0.0,4.0,2.0,155.960861,1.772639,7675.373955,N
894,0.0,2.0,0.0,163.296861,1.880604,7781.640151,N
895,0.0,3.0,1.0,164.288861,1.734419,8314.07354,N
896,0.0,2.0,0.0,152.958861,1.754252,7027.38511,N
897,0.0,3.0,1.0,162.684861,1.812647,8306.160447,N
898,0.0,4.0,2.0,168.414861,1.86489,9126.645095,N
899,0.0,4.0,2.0,169.606861,1.986664,9267.358036,N
900,0.0,2.0,0.0,152.604861,1.82733,7040.541791,N
901,0.0,3.0,1.0,168.894861,1.901217,9983.232343,N
902,0.0,3.0,1.0,179.240861,1.959273,10298.700771,N
903,0.0,3.0,1.0,165.172861,1.934727,9146.979155,N
904,0.0,2.0,0.0,136.392861,1.368039,3387.761631,N
905,0.0,2.0,0.0,157.226861,1.816765,7665.670985,N
906,0.0,3.0,1.0,177.908861,1.962473,9006.607064,N
907,0.0,3.0,1.0,152.238861,1.67293,6403.842055,N
908,0.0,3.0,1.0,177.371861,1.952078,10193.536265,N
909,0.0,3.0,1.0,165.892861,1.74283,8894.771329,N
910,0.0,3.0,1.0,153.950861,1.768555,7029.150846,N
911,0.0,3.0,1.0,158.128861,1.809066,7696.023576,N
912,0.0,3.0,1.0,152.776861,1.693032,7281.139939,N
913,0.0,3.0,1.0,152.006861,1.722116,7239.598485,N
914,0.0,3.0,1.0,164.892861,1.80924,7835.670501,N
915,0.0,3.0,1.0,158.102861,1.782574,6902.26457,N
916,0.0,3.0,1.0,152.246861,1.737492,7674.506116,N
917,0.0,3.0,1.0,152.950861,1.641376,5971.371266,N
918,0.0,3.0,1.0,153.602861,1.768963,7176.366224,N
919,0.0,3.0,1.0,166.016861,1.788073,8751.433836,N
920,0.0,3.0,1.0,152.850861,1.787317,7950.140298,N
921,0.0,2.0,0.0,155.704861,1.737588,6036.654281,N
922,0.0,3.0,1.0,163.014861,1.893199,8200.816662,N
923,0.0,3.0,1.0,157.052861,1.711605,6720.015256,N
924,0.0,3.0,1.0,152.808861,1.707945,6332.259288,N
925,0.0,2.0,0.0,163.222861,1.900452,7578.850897,N
926,0.0,2.0,0.0,144.902861,1.553885,5890.613832,N
927,0.0,2.0,0.0,153.768861,1.541349,6642.731584,N
928,0.0,4.0,1.0,157.672861,1.766475,6775.265889,N
929,0.0,2.0,0.0,145.448861,1.550802,5775.93994,N
930,0.0,4.0,2.0,145.606861,1.699693,6961.110328,N
931,0.0,3.0,1.0,179.804861,1.878593,9914.706216,N
932,0.0,2.0,0.0,158.648861,1.71372,7364.014909,N
933,0.0,3.0,1.0,162.370861,1.774868,8280.354469,N
934,0.0,2.0,0.0,149.128861,1.672072,6858.852431,N
935,0.0,3.0,1.0,168.530861,1.645248,7900.774068,N
936,0.0,2.0,0.0,162.394861,1.750339,7507.13,N
937,0.0,3.0,1.0,167.438861,1.83302,7691.583587,N
938,0.0,3.0,1.0,155.934861,1.680711,7086.939401,N
939,0.0,3.0,1.0,131.878861,1.484535,3621.131953,N
940,0.0,3.0,1.0,149.675861,1.732422,5827.969893,N
941,0.0,3.0,1.0,159.880861,1.691441,7813.04669,N
942,0.0,4.0,2.0,155.372861,1.695829,7497.890571,N
943,0.0,3.0,1.0,163.620861,1.738358,8313.907844,N
944,0.0,3.0,1.0,145.481861,1.657577,5967.158091,N
945,0.0,3.0,1.0,151.196861,1.675523,6378.675113,N
946,0.0,3.0,1.0,163.064861,1.737387,8403.623968,N
947,0.0,3.0,1.0,157.548861,1.683426,6946.219021,N
948,0.0,3.0,1.0,155.794861,1.694106,6382.724165,N
949,0.0,4.0,2.0,158.094861,1.679648,7023.251119,N
950,0.0,3.0,1.0,154.976861,1.824761,6841.245828,N
951,0.0,2.0,0.0,153.280861,1.706536,7560.467361,N
952,0.0,2.0,0.0,164.404861,1.801163,7544.119891,N
953,0.0,2.0,0.0,161.262861,1.74967,6405.390424,N
954,0.0,3.0,1.0,157.026861,1.667119,7316.139782,N
955,0.0,2.0,0.0,148.078861,1.622301,6558.876744,N
956,0.0,3.0,1.0,164.238861,1.825694,8714.931681,N
957,0.0,3.0,1.0,154.150861,1.807181,7312.855404,N
958,0.0,2.0,0.0,161.186861,1.724774,6760.364608,N
959,0.0,3.0,1.0,179.902861,1.824159,9869.987315,N
960,0.0,2.0,0.0,150.660861,1.764743,6041.304945,N
961,0.0,3.0,1.0,174.650861,1.841235,9831.743035,N
962,0.0,3.0,1.0,155.430861,1.640904,7442.470438,N
963,0.0,3.0,1.0,159.756861,1.707018,7929.071697,N
964,0.0,3.0,1.0,152.370861,1.678205,6924.095828,N
965,0.0,3.0,1.0,165.172861,1.796082,8123.28509,N
966,0.0,3.0,1.0,156.604861,1.794585,7836.867484,N
967,0.0,3.0,1.0,148.690861,1.709547,6028.281501,N
968,0.0,3.0,1.0,157.664861,1.698118,7705.120997,N
969,0.0,3.0,1.0,150.088861,1.722761,6256.096894,N
970,0.0,3.0,1.0,168.960861,1.833192,9456.09772,N
971,0.0,2.0,0.0,146.400861,1.58842,5818.681688,N
972,0.0,2.0,0.0,168.770861,1.781736,8563.050545,N
973,0.0,2.0,0.0,153.528861,1.688388,5951.875847,N
974,0.0,6.0,2.0,114.718861,1.460458,4695.095258,N
975,0.0,3.0,1.0,164.288861,1.822011,7826.249356,N
976,0.0,3.0,1.0,159.152861,1.807453,9255.027412,N
977,0.0,4.0,2.0,154.438861,1.769764,8250.638915,N
978,0.0,3.0,1.0,161.204861,1.798965,6392.075713,N
979,0.0,4.0,2.0,164.214861,1.824012,7819.851763,N
980,0.0,3.0,1.0,176.394861,1.883446,9628.850209,N
981,0.0,3.0,1.0,171.789861,1.932268,8982.256415,N
982,0.0,2.0,0.0,148.128861,1.627766,6230.010932,N
983,0.0,4.0,2.0,175.346861,1.958316,9890.350184,N
984,0.0,3.0,1.0,168.456861,1.797402,8899.883121,N
985,0.0,3.0,1.0,176.668861,2.019512,8371.920576,N
986,0.0,3.0,1.0,174.278861,1.984064,9116.313954,N
987,0.0,2.0,0.0,150.906861,1.735025,6092.586056,N
988,0.0,2.0,0.0,159.044861,1.708009,6636.697544,N
989,0.0,2.0,0.0,160.724861,1.809249,6880.07859,N
990,0.0,3.0,1.0,155.952861,1.648726,7043.909731,N
991,0.0,3.0,1.0,157.176861,1.709134,5932.052902,N
992,0.0,3.0,1.0,143.604861,1.574473,5483.127442,N
993,0.0,3.0,1.0,146.044861,1.66535,6194.822697,N
994,0.0,3.0,1.0,153.056861,1.626123,6476.269171,N
995,0.0,2.0,0.0,151.899861,1.711271,5926.192985,N
996,0.0,2.0,0.0,176.412861,1.895901,8599.266653,N
997,0.0,3.0,1.0,140.312861,1.522366,5668.756007,N
998,0.0,3.0,1.0,167.802861,1.858113,8587.880461,N
999,0.0,3.0,1.0,161.566861,1.823087,8481.510965,N
1000,0.0,2.0,0.0,209.690861,2.099251,14252.117936,N
1001,0.0,3.0,1.0,164.552861,1.668515,6735.737738,N
1002,0.0,2.0,0.0,209.798861,2.055516,13672.51993,N
1003,0.0,3.0,1.0,217.622861,2.084923,15740.519374,N
1004,0.0,2.0,0.0,180.679861,2.068762,9746.836405,N
1005,0.0,3.0,1.0,201.734861,2.009504,13699.032164,N
1006,0.0,2.0,0.0,186.808861,1.945112,12189.995166,N
1007,0.0,2.0,0.0,196.046861,1.989139,12145.220115,N
1008,0.0,2.0,0.0,179.448861,1.857126,11172.939007,N
1009,0.0,3.0,1.0,216.761861,2.087538,14591.280728,N
1010,0.0,2.0,0.0,186.188861,2.119652,11926.498601,N
1011,0.0,3.0,1.0,191.770861,1.882295,11819.865416,N
1012,0.0,2.0,0.0,187.378861,2.087789,10873.179026,N
1013,0.0,3.0,1.0,207.970861,2.050008,13458.901259,N
1014,0.0,3.0,1.0,206.010861,2.145049,13672.784803,N
1015,0.0,2.0,0.0,190.430861,1.852398,11344.820384,N
1016,0.0,2.0,0.0,202.926861,1.965788,13519.38882,N
1017,0.0,3.0,1.0,224.403861,2.272451,16731.348249,N
1018,0.0,3.0,1.0,221.409861,2.255248,16320.754401,N
1019,0.0,2.0,0.0,195.185861,2.015923,12302.188377,N
1020,0.0,2.0,0.0,180.092861,2.037025,9605.468984,N
1021,0.0,3.0,1.0,201.082861,2.078222,13518.536656,N
1022,0.0,3.0,1.0,201.736861,2.123822,13774.170852,N
1023,0.0,2.0,0.0,194.822861,1.932238,11839.829899,N
1024,0.0,2.0,0.0,184.914861,1.93597,11989.411591,N
1025,0.0,3.0,1.0,189.934861,1.856424,11787.076547,N
1026,0.0,2.0,0.0,190.354861,1.990185,10787.275536,N
1027,0.0,3.0,1.0,169.855861,1.952888,9872.10531,N
1028,0.0,2.0,0.0,188.785861,1.836397,12341.959659,N
1029,0.0,2.0,0.0,179.488861,1.773592,10886.358367,N
1030,0.0,2.0,0.0,178.926861,2.074482,9820.566203,N
1031,0.0,3.0,1.0,210.468861,2.025752,15197.649236,N
1032,0.0,2.0,0.0,166.490861,1.633175,6421.121349,N
1033,0.0,2.0,0.0,197.508861,2.02104,12127.813835,N
1034,0.0,3.0,1.0,192.232861,1.958056,12567.194357,N
1035,0.0,3.0,1.0,186.666861,1.915144,11283.444567,N
1036,0.0,3.0,1.0,218.962861,2.305172,16695.467792,N
1037,0.0,2.0,0.0,199.998861,1.970224,11900.516244,N
1038,0.0,3.0,1.0,196.194861,2.066917,12622.763461,N
1039,0.0,2.0,0.0,201.503861,2.035313,12698.626041,N
1040,0.0,3.0,1.0,215.314861,2.161004,15196.92999,N
1041,0.0,3.0,1.0,209.550861,2.248772,14877.190036,N
1042,0.0,2.0,0.0,176.858861,1.880336,9021.524961,N
1043,0.0,2.0,0.0,213.396861,2.177892,14333.800857,N
1044,0.0,2.0,0.0,186.278861,1.763405,10085.426426,N
1045,0.0,3.0,1.0,211.047861,2.188569,15227.636589,N
1046,0.0,2.0,0.0,191.902861,2.238198,11197.459489,N
1047,0.0,3.0,1.0,194.474861,2.001882,12748.978611,N
1048,0.0,2.0,0.0,189.950861,2.153729,11182.276632,N
1049,0.0,3.0,1.0,189.801861,1.763316,11438.778214,N
1050,0.0,2.0,0.0,192.556861,1.921678,11324.820932,N
1051,0.0,3.0,1.0,183.830861,1.85919,10150.083813,N
1052,0.0,2.0,0.0,188.114861,1.833142,11088.037139,N
1053,0.0,2.0,0.0,174.220861,2.028505,9504.139244,N
1054,0.0,3.0,1.0,192.084861,2.133577,11188.267438,N
1055,0.0,3.0,1.0,215.232861,2.107486,14951.708556,N
1056,0.0,2.0,0.0,175.874861,1.99413,9390.633908,N
1057,0.0,3.0,1.0,183.814861,1.831001,11323.383923,N
1058,0.0,2.0,0.0,216.886861,2.153731,15639.270447,N
1059,0.0,3.0,1.0,178.727861,1.936299,9894.857728,N
1060,0.0,2.0,0.0,191.174861,2.068099,11354.159906,N
1061,0.0,2.0,0.0,180.225861,1.946794,11082.962327,N
1062,0.0,2.0,0.0,157.474861,1.854173,8127.989723,N
1063,0.0,2.0,0.0,178.810861,2.050743,9694.059784,N
1064,0.0,2.0,0.0,203.480861,1.969993,13239.52595,N
1065,0.0,3.0,1.0,212.064861,1.976588,14630.500745,N
1066,0.0,3.0,1.0,193.664861,1.904347,13225.580607,N
1067,0.0,3.0,1.0,205.440861,2.000787,14158.119163,N
1068,0.0,3.0,1.0,198.510861,2.008949,12215.266435,N
1069,0.0,3.0,1.0,187.784861,1.855568,12254.040031,N
1070,0.0,3.0,1.0,210.660861,2.187514,15847.073122,N
1071,0.0,3.0,1.0,205.332861,2.136534,14118.850411,N
1072,0.0,3.0,1.0,179.636861,1.817942,10675.409512,N
1073,0.0,2.0,0.0,186.468861,2.014231,10513.021716,N
1074,0.0,3.0,1.0,191.142861,2.039457,13029.405324,N
1075,0.0,3.0,1.0,206.920861,2.388978,13600.93712,N
1076,0.0,3.0,1.0,190.810861,2.159993,12616.408938,N
1077,0.0,2.0,0.0,195.020861,1.940207,12147.484135,N
1078,0.0,2.0,0.0,189.470861,2.162305,10536.854736,N
1079,0.0,3.0,1.0,190.472861,1.935089,11436.202316,N
1080,0.0,2.0,0.0,204.034861,1.980027,13630.70529,N
1081,0.0,2.0,0.0,184.360861,1.914413,9131.487764,N
1082,0.0,3.0,1.0,219.392861,2.214583,14739.107796,N
1083,0.0,3.0,1.0,212.204861,2.182938,15406.875378,N
1084,0.0,2.0,0.0,191.670861,2.08422,10765.335704,N
1085,0.0,2.0,0.0,194.508861,1.999572,11990.3379,N
1086,0.0,2.0,0.0,193.606861,2.09595,13252.184397,N
1087,0.0,2.0,0.0,152.505861,1.667034,6263.505386,N
1088,0.0,3.0,1.0,192.282861,1.983284,12149.882392,N
1089,0.0,2.0,0.0,177.718861,1.824547,9479.155257,N
1090,0.0,3.0,1.0,185.608861,1.835192,11030.049517,N
1091,0.0,3.0,1.0,206.366861,1.994414,13477.732887,N
1092,0.0,3.0,1.0,196.401861,2.019032,12940.920329,N
1093,0.0,3.0,1.0,169.829861,1.713191,9155.175602,N
1094,0.0,3.0,1.0,208.069861,2.102982,14814.883338,N
1095,0.0,3.0,1.0,199.395861,1.943073,13363.326997,N
1096,0.0,3.0,1.0,210.518861,2.076392,15091.805526,N
1097,0.0,3.0,1.0,195.979861,2.276043,12642.133381,N
1098,0.0,2.0,0.0,197.062861,1.878226,11408.922963,N
1099,0.0,3.0,1.0,197.832861,2.009862,12181.286853,N
1100,0.0,2.0,0.0,173.790861,2.001458,9241.17846,N
1101,0.0,2.0,0.0,170.019861,1.685203,8105.99096,N
1102,0.0,3.0,1.0,200.628861,2.00853,13305.85371,N
1103,0.0,3.0,1.0,198.908861,2.011682,13538.297111,N
1104,0.0,2.0,0.0,192.688861,1.893599,11999.51754,N
1105,0.0,3.0,1.0,200.652861,1.981506,13896.459506,N
1106,0.0,3.0,1.0,205.540861,2.122872,14013.704093,N
1107,0.0,2.0,0.0,201.206861,2.119719,12258.619978,N
1108,0.0,3.0,1.0,173.682861,1.663958,8841.968616,N
1109,0.0,2.0,0.0,197.212861,2.104223,12509.460196,N
1110,0.0,3.0,1.0,186.038861,1.809676,10115.298724,N
1111,0.0,3.0,1.0,190.108861,1.95694,12037.737847,N
1112,0.0,3.0,1.0,227.068861,2.305388,17080.824219,N
1113,0.0,2.0,0.0,205.324861,2.06861,12950.392482,N
1114,0.0,3.0,1.0,217.290861,2.131492,17242.285328,N
1115,0.0,2.0,0.0,211.320861,2.09846,13706.803401,N
1116,0.0,2.0,0.0,193.268861,2.019264,13516.477816,N
1117,0.0,3.0,1.0,214.736861,2.124498,15319.350652,N
1118,0.0,3.0,1.0,201.016861,2.10455,13094.210522,N
1119,0.0,3.0,1.0,226.462861,2.321903,17572.199943,N
1120,0.0,2.0,0.0,159.633861,1.781434,6340.380787,N
1121,0.0,3.0,1.0,201.934861,1.940228,12500.566867,N
1122,0.0,3.0,1.0,211.800861,2.098033,13733.636847,N
1123,0.0,3.0,1.0,189.802861,1.914672,12044.224612,N
1124,0.0,3.0,1.0,198.600861,2.011154,13512.77788,N
1125,0.0,3.0,1.0,211.254861,2.077313,13534.033707,N
1126,0.0,3.0,1.0,204.416861,2.033685,14748.108141,N
1127,0.0,3.0,1.0,222.618861,2.251476,14513.159302,N
1128,0.0,3.0,1.0,206.954861,2.066661,13778.037704,N
1129,0.0,3.0,1.0,175.734861,1.902471,9847.824736,N
1130,0.0,2.0,0.0,178.538861,1.864088,10124.72744,N
1131,0.0,3.0,1.0,213.644861,2.193381,15399.360539,N
1132,0.0,3.0,1.0,203.348861,2.009361,13495.202528,N
1133,0.0,3.0,1.0,199.966861,2.039494,13436.646565,N
1134,0.0,3.0,1.0,202.538861,2.11322,14753.543904,N
1135,0.0,3.0,1.0,193.169861,1.919406,13072.870192,N
1136,0.0,3.0,1.0,199.388861,2.22508,14037.38861,N
1137,0.0,3.0,1.0,214.884861,2.148545,14945.871904,N
1138,0.0,3.0,1.0,195.466861,1.945855,12046.504968,N
1139,0.0,2.0,0.0,180.142861,1.685506,10686.689399,N
1140,0.0,2.0,0.0,177.330861,1.838923,9223.048676,N
1141,0.0,2.0,0.0,185.412861,1.939848,11749.992101,N
1142,0.0,2.0,0.0,187.386861,2.119527,10299.711876,N
1143,0.0,2.0,0.0,202.760861,2.023512,12496.367184,N
1144,0.0,3.0,1.0,187.768861,1.959115,11744.776432,N
1145,0.0,3.0,1.0,179.430861,1.921377,11732.825088,N
1146,0.0,3.0,1.0,208.384861,2.052836,14716.931085,N
1147,0.0,2.0,0.0,199.594861,2.010881,13193.454632,N
1148,0.0,3.0,1.0,214.355861,2.082652,15228.181591,N
1149,0.0,3.0,1.0,209.732861,2.125253,15496.207243,N
1150,0.0,2.0,0.0,201.612861,2.018381,13667.143426,N
1151,0.0,3.0,1.0,187.776861,1.804195,10927.117573,N
1152,0.0,3.0,1.0,207.648861,2.209261,12900.521361,N
1153,0.0,3.0,1.0,195.954861,2.076003,12586.802822,N
1154,0.0,2.0,0.0,191.928861,2.006641,12731.331079,N
1155,0.0,3.0,1.0,192.108861,1.949183,11871.42647,N
1156,0.0,3.0,1.0,197.610861,2.247855,13660.703386,N
1157,0.0,3.0,1.0,171.012861,1.948469,9400.383843,N
1158,0.0,2.0,0.0,210.808861,2.192023,13242.937697,N
1159,0.0,3.0,1.0,205.183861,2.357109,12791.59489,N
1160,0.0,3.0,1.0,190.074861,1.938604,11141.537354,N
1161,0.0,2.0,0.0,188.132861,1.960233,12290.775144,N
1162,0.0,3.0,1.0,213.370861,2.199324,14820.644607,N
1163,0.0,3.0,1.0,203.620861,1.972511,12767.03297,N
1164,0.0,2.0,0.0,170.664861,1.869745,7974.71243,N
1165,0.0,3.0,1.0,185.062861,2.021396,10928.326301,N
1166,0.0,3.0,1.0,198.022861,1.94014,12364.965945,N
1167,0.0,2.0,0.0,193.416861,1.993648,12062.670463,N
1168,0.0,3.0,1.0,197.774861,2.158629,12291.34914,N
1169,0.0,3.0,1.0,209.112861,2.031711,14793.934887,N
1170,0.0,3.0,1.0,186.246861,1.962115,11315.088636,N
1171,0.0,3.0,1.0,213.098861,2.300201,15243.975531,N
1172,0.0,3.0,1.0,214.355861,2.082652,15228.181591,N
1173,0.0,3.0,1.0,212.470861,2.190048,14876.745098,N
1174,0.0,2.0,0.0,181.142861,1.956699,10845.718373,N
1175,0.0,3.0,1.0,165.785861,1.814924,9300.109131,N
1176,0.0,2.0,0.0,208.368861,2.165181,14598.332551,N
1177,0.0,3.0,1.0,191.159861,1.98636,12188.133665,N
1178,0.0,2.0,0.0,181.084861,1.846913,9637.593888,N
1179,0.0,3.0,1.0,180.548861,1.814374,10620.2555,N
1180,0.0,3.0,1.0,207.260861,2.006589,14217.788152,N
1181,0.0,3.0,1.0,206.020861,2.297292,13819.734466,N
1182,0.0,3.0,1.0,216.596861,2.145541,15700.488198,N
1183,0.0,2.0,0.0,182.134861,1.883656,9684.053766,N
1184,0.0,3.0,1.0,181.558861,1.990598,11738.892888,N
1185,0.0,3.0,1.0,193.820861,1.909364,11318.949009,N
1186,0.0,3.0,1.0,179.480861,1.866269,10479.969414,N
1187,0.0,3.0,1.0,187.668861,2.00959,10700.893916,N
1188,0.0,2.0,0.0,190.669861,1.831992,10589.774726,N
1189,0.0,3.0,1.0,217.986861,2.125508,15088.926868,N
1190,0.0,2.0,0.0,181.192861,1.887923,9893.580911,N
1191,0.0,2.0,0.0,179.076861,1.806472,10529.917055,N
1192,0.0,3.0,1.0,196.756861,1.968527,11902.356448,N
1193,0.0,3.0,1.0,197.278861,2.054128,12679.956909,N
1194,0.0,3.0,1.0,176.238861,2.031343,9681.489502,N
1195,0.0,2.0,0.0,169.606861,1.716437,9130.225747,N
1196,0.0,3.0,1.0,201.032861,2.117886,12879.367967,N
1197,0.0,3.0,1.0,221.658861,2.182271,16295.564274,N
1198,0.0,3.0,1.0,206.598861,2.024164,14745.69674,N
1199,0.0,3.0,1.0,191.894861,1.871094,11377.510308,N
1200,1.0,1.0,1.0,144.994861,1.584932,4479.01039,N
1201,1.0,1.0,1.0,147.582861,1.600061,4292.745345,N
1202,1.0,1.0,1.0,159.516861,1.508366,5529.822439,N
1203,1.0,1.0,1.0,167.272861,1.592477,5751.337094,N
1204,1.0,1.0,1.0,133.812861,1.555376,3787.03556,N
1205,1.0,1.0,1.0,139.452861,1.332184,3490.171798,N
1206,1.0,1.0,1.0,137.376861,1.478531,3882.010465,N
1207,1.0,1.0,1.0,130.703861,1.344543,3161.165244,N
1208,1.0,1.0,1.0,140.188861,1.490467,3541.766622,N
1209,1.0,1.0,1.0,137.872861,1.329343,3504.253132,N
1210,1.0,1.0,1.0,142.720861,1.598961,4312.91426,N
1211,1.0,1.0,1.0,151.162861,1.542743,4900.632511,N
1212,1.0,1.0,1.0,133.340861,1.391232,3276.395058,N
1213,1.0,1.0,1.0,171.996861,1.786024,6515.445589,N
1214,1.0,1.0,1.0,137.046861,1.442786,3381.939491,N
1215,1.0,1.0,1.0,171.326861,1.61913,6641.598612,N
1216,1.0,1.0,1.0,171.946861,1.766459,6143.414859,N
1217,1.0,1.0,1.0,138.724861,1.516395,3861.449762,N
1218,1.0,1.0,1.0,135.044861,1.339365,3242.808674,N
1219,1.0,1.0,1.0,152.528861,1.462137,4580.154276,N
1220,1.0,1.0,1.0,149.634861,1.542364,4258.511802,N
1221,1.0,1.0,1.0,141.528861,1.53556,3979.06929,N
1222,1.0,1.0,1.0,135.574861,1.437334,4073.644988,N
1223,1.0,1.0,1.0,161.782861,1.629932,5845.270941,N
1224,1.0,1.0,1.0,135.110861,1.385279,3389.102913,N
1225,1.0,1.0,1.0,136.648861,1.467495,3665.44948,N
1226,1.0,1.0,1.0,136.020861,1.390027,3244.831236,N
1227,1.0,1.0,1.0,141.462861,1.427947,3822.61863,N
1228,1.0,1.0,1.0,142.016861,1.478723,4026.338356,N
1229,1.0,1.0,1.0,130.214861,1.317787,2707.995327,N
1230,1.0,1.0,1.0,141.661861,1.548499,4162.402067,N
1231,1.0,1.0,1.0,133.696861,1.490824,3368.277093,N
1232,1.0,1.0,1.0,134.110861,1.387921,3158.131629,N
1233,1.0,1.0,1.0,137.220861,1.509045,3737.864996,N
1234,1.0,1.0,1.0,143.026861,1.613885,4249.885793,N
1235,1.0,1.0,1.0,135.648861,1.462062,3736.662912,N
1236,1.0,1.0,1.0,157.680861,1.589619,5287.677612,N
1237,1.0,1.0,1.0,133.920861,1.564621,3808.021317,N
1238,1.0,1.0,1.0,141.346861,1.401002,3372.372194,N
1239,1.0,1.0,1.0,144.804861,1.536273,4127.367857,N
1240,1.0,1.0,1.0,162.790861,1.705517,5963.337205,N
1241,1.0,1.0,1.0,134.962861,1.377408,3387.866166,N
1242,1.0,1.0,1.0,143.332861,1.556284,4119.686803,N
1243,1.0,1.0,1.0,149.244861,1.56576,4420.081123,N
1244,1.0,1.0,1.0,161.202861,1.669421,5656.882778,N
1245,1.0,2.0,2.0,149.890861,1.65977,4528.578862,N
1246,1.0,1.0,1.0,154.884861,1.451577,4985.377018,N
1247,1.0,1.0,1.0,128.180861,1.303085,2349.582604,N
1248,1.0,1.0,1.0,138.261861,1.469979,3464.45338,N
1249,1.0,1.0,1.0,136.790861,1.384336,3384.28946,N
1250,1.0,1.0,1.0,129.628861,1.373326,2862.955699,N
1251,1.0,1.0,1.0,148.450861,1.623929,4380.418535,N
1252,1.0,1.0,1.0,139.270861,1.622955,3932.185128,N
1253,1.0,1.0,1.0,135.732861,1.339581,3411.370174,N
1254,1.0,1.0,1.0,132.464861,1.343152,3124.956408,N
1255,1.0,1.0,1.0,133.382861,1.534821,3755.549532,N
1256,1.0,1.0,1.0,135.168861,1.543856,3889.058587,N
1257,1.0,1.0,1.0,156.952861,1.685543,5663.024169,N
1258,1.0,1.0,1.0,133.820861,1.400076,3309.147418,N
1259,1.0,1.0,1.0,140.264861,1.510713,4096.720409,N
1260,1.0,1.0,1.0,150.428861,1.510733,4752.267346,N
1261,1.0,1.0,1.0,138.360861,1.353152,3787.671292,N
1262,1.0,1.0,1.0,132.994861,1.398182,3345.732634,N
1263,1.0,2.0,1.0,139.850861,1.458158,3524.816504,N
1264,1.0,1.0,1.0,164.388861,1.725833,5683.979284,N
1265,1.0,1.0,1.0,136.294861,1.45424,3827.672983,N
1266,1.0,1.0,1.0,138.898861,1.395824,3744.705281,N
1267,1.0,1.0,1.0,137.022861,1.346556,3593.774748,N
1268,1.0,1.0,1.0,131.298861,1.422464,3277.275536,N
1269,1.0,1.0,1.0,150.204861,1.641882,4521.846761,N
1270,1.0,1.0,1.0,146.624861,1.578063,4312.652687,N
1271,1.0,1.0,1.0,133.920861,1.564621,3808.021317,N
1272,1.0,1.0,1.0,136.294861,1.45424,3827.672983,N
1273,1.0,1.0,1.0,142.992861,1.440626,4567.220105,N
1274,1.0,1.0,1.0,134.598861,1.521221,3870.753021,N
1275,1.0,1.0,1.0,138.558861,1.482644,3905.883497,N
1276,1.0,1.0,1.0,132.960861,1.419682,3583.983013,N
1277,1.0,1.0,1.0,136.096861,1.438809,3489.152834,N
1278,1.0,1.0,1.0,133.200861,1.464837,3366.476376,N
1279,1.0,1.0,1.0,140.403861,1.630603,3943.380566,N
1280,1.0,1.0,1.0,131.504861,1.514472,3631.004541,N
1281,1.0,1.0,1.0,130.678861,1.33456,2708.419536,N
1282,1.0,1.0,1.0,137.344861,1.547297,4140.009071,N
1283,1.0,1.0,1.0,146.102861,1.51714,4197.467961,N
1284,1.0,1.0,1.0,149.534861,1.514282,4363.931375,N
1285,1.0,1.0,1.0,131.000861,1.502421,3353.847736,N
1286,1.0,1.0,1.0,133.688861,1.416339,3347.27832,N
1287,1.0,1.0,1.0,160.144861,1.525486,5962.293154,N
1288,1.0,1.0,1.0,141.974861,1.468318,3893.038859,N
1289,1.0,1.0,1.0,133.358861,1.370034,3378.034885,N
1290,1.0,1.0,1.0,134.920861,1.559018,3429.917439,N
1291,1.0,1.0,1.0,140.494861,1.446224,3752.246386,N
1292,1.0,1.0,1.0,138.906861,1.381086,3649.431492,N
1293,1.0,1.0,1.0,130.942861,1.514323,3510.701878,N
1294,1.0,1.0,1.0,138.782861,1.456001,3590.409352,N
1295,1.0,1.0,1.0,143.298861,1.432786,4600.991649,N
1296,1.0,1.0,1.0,140.328861,1.519173,3909.114125,N
1297,1.0,1.0,1.0,136.690861,1.469011,3634.575642,N
