d3mIndex,N0,N1,N2,N3,N4,N5,N6,N7,N8,N9,N10,N11,N12,N13,N14,N15,N16,N17,P1,P2,class
631,0,1,0,1,0,1,1,0,0,0,0,2,2,0,0,2,2,0,0,0,1
632,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,2,0,0,1
633,0,1,2,1,0,1,1,0,1,0,0,1,0,0,0,1,2,1,0,0,1
634,0,0,2,2,1,2,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1
635,0,1,1,0,0,2,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1
636,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,2,1,1,0,2,1
637,0,0,0,0,0,2,1,0,1,2,0,2,0,0,0,1,1,0,0,1,1
638,0,0,0,2,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1
639,0,0,2,1,0,0,0,0,0,1,0,1,1,0,1,1,0,1,0,0,1
640,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1
641,1,1,0,1,1,0,0,0,0,1,0,2,0,0,0,1,0,2,0,1,1
642,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
643,0,0,1,1,0,2,0,1,0,0,0,1,1,0,0,1,1,2,0,0,1
644,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,1,1
645,0,0,1,1,0,2,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1
646,0,0,1,1,1,1,1,0,0,2,0,0,0,0,1,0,0,0,0,0,1
647,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,1,2,1,0,1
648,0,0,1,1,0,0,1,1,0,1,0,2,0,0,0,1,0,1,0,0,1
649,0,0,2,1,1,2,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1
650,0,0,0,1,0,1,1,0,1,1,0,0,1,0,0,2,0,0,0,1,1
651,0,0,1,1,0,1,0,0,0,0,0,2,2,0,1,1,1,0,0,1,1
652,0,0,1,0,1,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,1
653,0,1,0,1,1,1,0,2,0,1,0,2,1,0,0,0,0,2,0,0,1
654,0,1,0,1,1,1,0,2,0,2,0,0,0,0,0,1,0,1,1,0,1
655,0,0,0,0,0,0,0,1,0,2,0,2,1,0,1,1,0,2,0,1,1
656,0,1,0,1,0,2,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1
657,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1,0,1,1
658,0,0,0,0,1,2,1,0,0,2,0,1,0,0,0,0,1,1,0,0,1
659,0,1,0,1,0,1,0,0,0,2,0,1,0,0,0,2,1,1,0,1,1
660,0,1,0,1,0,2,0,0,0,1,0,0,1,0,1,1,0,1,0,1,1
661,0,0,1,2,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
662,0,0,0,0,1,1,0,2,1,1,1,2,0,0,0,0,0,1,0,0,1
663,0,1,2,0,0,2,0,2,1,0,0,0,1,0,0,1,1,1,0,1,1
664,0,0,1,1,0,0,0,1,1,0,0,2,0,0,0,0,1,0,0,2,1
665,0,0,1,1,0,0,1,2,0,1,0,2,0,0,0,2,1,1,0,0,1
666,0,0,0,1,0,1,1,0,0,2,0,0,1,0,0,0,1,0,0,1,1
667,0,0,0,0,0,2,1,1,0,2,0,2,0,0,0,0,0,1,0,0,1
668,0,0,2,1,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1
669,0,0,1,1,0,2,0,0,0,0,0,1,1,0,0,1,0,1,0,1,1
670,0,1,2,0,1,0,1,0,1,0,0,1,1,0,0,0,2,2,0,1,1
671,0,0,1,2,1,0,0,1,1,0,0,1,0,0,0,2,0,1,1,0,1
672,0,0,1,1,0,0,0,1,0,1,0,2,1,0,0,1,1,0,1,0,1
673,0,0,0,1,0,0,1,0,0,0,0,2,0,0,1,2,1,1,0,1,1
674,0,1,0,2,1,0,1,1,2,0,0,1,0,0,0,0,1,0,0,0,1
675,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,1
676,0,0,0,1,0,1,0,2,0,0,0,0,1,1,0,1,0,1,0,1,1
677,0,0,0,1,0,1,0,1,2,1,0,1,0,0,0,0,0,1,1,0,1
678,1,0,1,1,1,0,0,0,1,0,0,2,1,0,0,2,0,1,1,0,1
679,0,1,0,0,0,1,0,1,0,1,0,2,0,0,0,0,0,1,0,0,1
680,0,0,1,2,0,1,0,0,1,0,0,2,0,0,0,0,0,1,0,1,1
681,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1
682,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
683,0,0,1,1,0,1,0,2,0,0,0,2,0,0,0,0,0,2,0,0,1
684,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,1
685,0,0,1,2,0,0,0,1,0,0,0,0,0,0,1,2,1,1,1,0,1
686,0,0,0,1,0,1,0,1,1,2,0,0,0,0,0,1,0,1,0,1,1
687,0,0,1,1,0,1,0,1,1,0,0,0,1,0,0,1,0,1,0,1,1
688,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,1
689,0,0,2,0,0,0,0,1,0,0,0,1,2,0,0,2,1,1,1,0,1
690,0,0,2,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1
691,0,0,2,1,0,2,2,0,0,1,0,2,1,0,0,0,1,0,0,1,1
692,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,2,1,1
693,0,1,1,2,0,1,1,1,0,0,0,2,1,0,0,0,0,2,1,0,1
694,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,1,2,2,1,2,1
695,0,0,0,2,0,1,0,0,0,1,0,0,1,0,0,0,0,2,0,0,1
696,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,2,0,0,1,1
697,0,0,0,1,1,2,1,1,0,0,0,2,1,0,1,0,1,0,0,1,1
698,0,0,2,2,0,1,1,0,1,1,0,2,0,0,0,1,0,0,0,1,1
699,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,2,0,0,0,0,1
700,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1
701,0,1,0,1,0,2,1,1,0,0,0,0,0,1,0,1,0,1,0,0,1
702,0,0,1,2,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1
703,0,0,0,1,0,2,0,1,1,1,0,1,1,0,2,0,0,1,2,1,1
704,0,0,0,1,1,1,0,2,0,1,0,0,0,0,1,0,0,0,0,0,1
705,0,0,1,0,2,1,0,1,0,0,0,0,0,0,0,1,1,1,1,0,1
706,0,1,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,1
707,0,0,2,2,0,1,1,0,2,1,0,1,0,0,0,0,0,1,0,1,1
708,0,0,0,0,0,1,0,1,0,2,0,2,0,1,0,1,0,0,1,2,1
709,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1
710,0,0,0,0,0,2,1,0,1,1,0,2,1,0,0,2,1,2,1,0,1
711,0,0,2,1,0,0,2,2,0,1,0,0,1,0,0,0,0,1,0,0,1
712,0,0,1,0,0,1,2,0,1,0,0,2,0,0,0,0,0,0,0,0,1
713,0,1,0,2,0,1,1,0,2,1,0,0,1,0,0,0,1,0,0,0,1
714,0,0,0,0,1,1,1,2,2,1,0,1,0,0,0,0,0,1,0,2,1
715,0,0,0,2,0,0,0,1,0,1,0,1,0,1,0,0,1,1,1,0,1
716,0,0,2,1,0,2,1,1,0,1,0,1,2,0,0,0,0,1,1,0,1
717,0,0,0,0,0,1,1,2,0,1,0,0,1,0,0,0,1,2,0,1,1
718,0,0,2,2,0,2,1,1,0,1,0,2,1,0,0,1,0,2,0,1,1
719,0,0,0,2,1,1,1,0,1,1,0,1,0,0,0,0,0,2,2,0,1
720,0,0,1,1,0,1,1,0,0,1,0,0,1,0,1,0,1,1,1,0,1
721,0,1,0,2,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
722,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,1
723,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,1,0,1
724,0,2,1,1,0,0,0,0,0,2,0,0,2,2,1,0,0,0,1,0,1
725,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,2,2,1,1
726,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1
727,0,1,0,1,0,2,0,2,0,0,0,1,0,0,0,0,0,1,1,0,1
728,0,0,1,1,0,1,1,0,0,1,0,1,0,0,0,1,1,1,0,0,1
729,0,0,0,1,0,1,1,2,0,2,0,0,1,0,0,1,0,1,1,0,1
730,0,0,2,0,0,2,0,0,1,1,0,1,0,0,0,0,1,1,0,1,1
731,0,0,1,0,1,1,1,1,0,1,0,2,1,0,0,2,1,1,0,0,1
732,0,0,0,2,0,1,0,2,0,1,0,2,0,0,0,1,2,0,0,0,1
733,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,2,1,2,1,0,1
734,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,2,0,0,1
735,0,0,0,0,2,0,1,0,0,2,0,1,0,1,0,1,0,0,1,0,1
736,0,0,1,1,0,1,0,0,2,1,0,1,0,0,1,1,0,0,2,0,1
737,0,0,1,1,0,1,0,1,1,0,1,1,0,0,0,0,0,1,0,0,1
738,0,0,2,2,0,1,0,2,0,1,0,0,0,0,0,0,0,2,0,1,1
739,0,1,1,2,0,0,0,1,1,2,0,1,0,0,0,1,1,2,0,0,1
740,0,0,0,2,1,1,0,1,1,0,0,1,1,0,0,0,0,1,0,1,1
741,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,2,0,0,1,1
742,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1
743,0,0,0,1,0,1,1,0,1,0,0,1,0,0,1,2,1,1,0,1,1
744,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,1
745,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,1
746,0,0,1,2,0,0,2,1,1,1,0,2,0,0,0,1,0,1,0,0,1
747,0,0,0,1,1,2,0,1,1,0,0,2,1,0,0,1,0,0,0,1,1
748,0,0,1,1,0,1,0,1,0,2,0,1,0,1,0,0,2,0,0,0,1
749,0,0,0,2,1,1,0,0,0,1,0,1,2,0,0,0,0,0,1,0,1
750,0,1,1,1,0,0,1,1,0,0,0,1,0,0,0,1,1,1,1,0,1
751,0,0,0,1,0,0,0,0,0,2,0,0,0,0,1,0,1,1,0,0,1
752,0,1,1,0,1,2,1,1,0,0,0,0,1,0,1,0,1,1,0,0,1
753,0,0,1,1,0,1,1,1,1,1,0,2,0,0,0,0,0,2,1,0,1
754,0,1,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1
755,0,0,0,1,1,1,0,1,0,1,0,1,2,0,0,0,0,0,0,0,1
756,0,0,1,1,0,1,0,2,0,1,0,1,2,0,0,1,0,0,0,1,1
757,0,1,1,0,1,0,0,1,1,1,0,2,0,0,1,0,1,1,0,1,1
758,0,0,1,0,0,1,1,1,0,2,0,1,0,0,0,1,0,1,0,1,1
759,0,0,1,0,0,1,1,1,0,1,0,0,1,0,0,0,2,0,0,0,1
760,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,2,1,1
761,0,0,1,0,0,1,0,0,0,2,0,0,0,1,1,1,0,1,0,1,1
762,0,0,2,1,0,1,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1
763,0,1,1,2,1,1,1,1,0,0,0,2,1,0,0,0,0,0,0,1,1
764,0,0,0,1,0,0,1,1,1,1,0,1,0,0,0,1,0,1,0,0,1
765,0,1,0,0,0,1,1,1,2,1,0,1,1,0,0,1,1,0,0,1,1
766,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1
767,0,0,0,1,0,1,1,1,0,0,0,2,1,0,1,0,0,0,0,0,1
768,0,0,1,0,0,1,0,1,0,2,0,1,2,0,1,0,1,1,0,0,1
769,0,0,2,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,1
770,0,2,1,2,0,1,0,2,1,1,0,1,0,0,0,0,0,2,0,1,1
771,0,1,1,1,1,1,1,1,1,1,0,2,0,0,0,1,1,0,1,0,1
772,0,0,1,0,0,1,0,2,0,2,0,1,2,0,0,1,2,0,0,1,1
773,0,0,1,2,1,1,1,1,0,0,0,0,0,0,1,1,0,2,0,1,1
774,0,1,0,0,0,1,1,2,0,0,0,1,0,0,0,0,0,0,0,1,1
775,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,2,0,1,1
776,0,0,2,1,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,1,1
777,0,0,1,1,0,1,0,0,0,1,0,1,0,0,1,1,1,2,1,0,1
778,0,0,1,1,0,1,0,0,0,0,0,2,2,0,0,1,1,1,1,0,1
779,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1
780,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1
781,0,0,2,0,1,0,0,1,0,0,0,2,1,0,0,1,0,0,0,1,1
782,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,2,0,0,0,0,1
783,0,1,0,2,0,2,0,2,0,1,0,2,0,0,0,1,0,0,0,0,1
784,0,0,1,1,1,0,1,1,0,0,0,2,0,0,0,0,0,2,1,0,1
785,0,0,0,2,0,1,0,0,0,2,0,1,0,0,0,0,1,1,1,0,1
786,0,1,1,1,0,0,1,1,0,0,0,1,0,0,0,1,0,1,1,0,1
787,0,0,1,1,1,0,0,0,0,1,0,2,0,0,0,1,1,0,1,0,1
788,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1
789,0,0,1,2,0,1,0,0,0,2,0,2,0,0,1,1,0,1,0,0,1
790,0,0,2,0,1,0,1,1,0,2,0,1,1,0,0,1,1,1,0,1,1
791,0,0,2,2,1,1,1,0,0,2,0,1,0,0,0,2,0,1,1,2,1
792,0,0,0,0,0,1,0,1,1,2,0,0,2,0,0,0,0,1,0,1,1
793,0,0,1,1,1,0,0,1,0,2,0,0,0,0,0,1,0,1,0,1,1
794,0,0,0,1,0,1,1,0,0,0,0,2,0,0,0,1,0,0,1,0,1
795,0,0,0,2,0,0,2,1,0,2,0,0,0,0,0,0,0,0,0,0,1
796,0,0,2,1,1,2,0,1,0,0,0,1,0,0,0,1,2,1,0,1,1
797,0,0,1,2,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,1,1
798,0,1,0,0,0,1,1,1,0,2,0,2,0,0,0,1,1,0,0,1,1
799,0,0,2,1,1,1,1,1,0,1,0,2,0,0,0,1,0,1,2,0,1
800,0,1,0,0,1,1,0,2,0,0,0,1,0,0,0,0,0,2,0,0,0
801,0,0,1,2,2,1,1,1,1,1,0,0,0,1,1,2,1,1,1,1,0
802,0,0,0,0,0,1,1,1,1,0,0,1,0,0,1,1,0,2,0,0,0
803,0,0,1,2,0,1,0,0,0,1,0,1,1,0,0,0,0,1,1,1,0
804,0,1,0,1,1,0,1,0,0,1,0,2,1,1,0,2,0,1,0,0,0
805,0,0,0,2,0,0,0,0,0,2,0,2,0,0,0,1,1,0,0,0,0
806,0,0,1,0,0,2,0,0,0,1,0,1,0,0,1,1,1,1,0,0,0
807,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,1,1,1,0
808,0,0,2,1,0,1,1,1,0,1,0,1,1,0,0,2,1,0,0,0,0
809,0,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0
810,0,0,0,1,0,1,1,0,0,2,0,2,0,1,0,0,0,1,0,0,0
811,0,0,2,1,0,2,2,0,1,0,0,0,0,0,0,1,1,0,2,0,0
812,0,0,1,0,0,1,0,2,0,0,0,2,1,0,0,0,0,0,0,0,0
813,0,0,0,1,0,1,0,2,1,0,0,0,0,0,1,1,0,2,1,1,0
814,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,2,0,0
815,0,0,2,1,2,1,1,2,0,2,0,2,0,0,0,1,1,2,0,0,0
816,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,1,0,1,1,1,0
817,0,0,1,1,0,2,1,1,1,0,0,0,0,0,0,2,2,2,0,0,0
818,0,0,0,1,0,0,2,1,1,1,0,0,1,0,0,2,0,2,1,1,0
819,0,0,1,1,1,2,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0
820,0,0,0,2,1,1,0,1,1,0,0,1,1,1,0,0,1,1,1,1,0
821,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,1,1,0
822,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0
823,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0
824,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
825,0,0,1,2,0,0,0,2,0,2,0,2,0,0,0,1,0,1,0,0,0
826,0,0,0,1,0,0,1,1,1,2,0,1,0,0,0,0,0,2,2,0,0
827,0,0,2,1,0,0,0,1,1,0,0,0,1,0,0,0,0,2,0,0,0
828,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0
829,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0
830,0,0,0,1,1,0,1,2,0,1,0,2,1,0,0,1,0,2,0,0,0
831,0,0,1,1,1,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0
832,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0
833,0,1,1,1,0,0,0,1,1,1,0,1,1,0,1,1,0,1,1,1,0
834,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
835,0,0,1,1,1,0,2,1,0,1,0,1,1,0,0,0,1,0,0,0,0
836,0,0,1,1,0,1,1,1,0,1,0,1,0,0,1,0,2,0,0,0,0
837,0,1,1,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
838,0,0,2,1,1,2,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
839,0,0,1,1,1,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0
840,0,0,0,2,1,1,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0
841,0,0,1,0,0,2,2,1,0,1,0,2,0,0,0,1,0,1,0,0,0
842,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
843,0,0,0,1,1,0,0,2,0,1,0,1,1,0,1,1,0,0,1,1,0
844,0,1,0,1,0,0,1,2,0,1,0,1,1,0,0,2,1,1,1,0,0
845,0,1,0,1,0,1,0,1,0,0,0,1,2,0,0,2,0,0,0,0,0
846,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0
847,0,0,0,1,0,1,1,1,2,2,0,1,0,0,0,1,0,0,1,1,0
848,0,0,1,1,1,1,0,1,1,2,0,1,0,0,1,1,0,1,0,0,0
849,0,0,1,1,1,1,0,0,0,2,0,1,1,1,0,2,1,0,0,0,0
850,0,0,1,2,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
851,0,0,1,0,0,1,0,1,1,1,0,1,0,0,0,2,0,0,1,1,0
852,0,0,0,2,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
853,0,1,0,1,1,1,1,0,0,0,0,2,1,0,0,1,0,0,0,0,0
854,0,0,1,2,1,1,0,0,1,1,0,1,1,1,1,0,0,1,1,1,0
855,0,1,1,1,0,0,2,1,0,0,0,2,1,0,0,1,1,0,0,0,0
856,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,2,0,1,0,0,0
857,0,0,0,1,0,0,1,1,1,1,0,1,0,0,1,0,1,0,1,1,0
858,0,0,2,0,1,1,1,2,0,1,0,2,0,0,0,1,2,0,1,1,0
859,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0
860,0,0,1,2,1,1,0,0,1,1,0,1,0,1,1,1,0,0,1,1,0
861,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,2,1,1,0
862,0,1,0,0,0,2,1,2,0,0,0,1,1,0,0,0,1,0,0,0,0
863,0,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0
864,0,0,2,0,0,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0
865,0,0,1,1,0,1,0,0,1,2,0,0,1,0,0,1,1,0,1,1,0
866,0,0,0,2,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
867,1,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
868,0,0,1,1,0,1,0,0,0,2,0,2,2,0,0,1,1,2,0,0,0
869,0,0,0,2,0,2,1,1,0,0,0,1,1,0,0,0,0,1,1,1,0
870,0,0,1,0,1,0,0,0,1,0,1,2,1,0,1,1,0,0,0,0,0
871,0,0,2,1,0,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0
872,0,1,0,1,1,2,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0
873,0,1,1,2,0,2,0,0,1,2,0,1,1,0,1,1,0,0,0,0,0
874,0,0,0,1,1,0,1,0,0,1,0,2,0,0,0,1,0,0,0,0,0
875,0,0,1,0,0,1,1,2,0,0,0,2,0,0,0,2,0,0,1,1,0
876,0,0,1,0,2,1,0,1,0,0,0,2,0,0,1,1,0,0,0,0,0
877,0,1,1,0,0,1,0,1,0,2,0,1,1,0,1,0,0,2,1,1,0
878,0,0,1,1,0,1,0,2,0,1,0,0,1,1,0,1,0,0,1,1,0
879,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,1,0,2,2,0,0
880,0,0,1,0,0,1,2,1,0,1,0,1,1,0,0,1,0,1,2,1,0
881,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,2,0,1,0,0,0
882,0,0,1,0,1,0,1,2,0,1,0,1,0,0,1,1,1,2,1,1,0
883,0,0,0,1,1,1,1,0,1,1,0,1,0,1,1,0,0,0,1,1,0
884,0,1,0,2,0,1,0,2,1,1,0,1,0,0,1,1,0,2,1,1,0
885,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0
886,0,1,1,1,0,0,0,0,1,0,0,1,1,0,1,0,0,2,0,0,0
887,0,0,0,0,0,2,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0
888,0,0,1,0,0,0,0,1,0,1,1,1,2,0,0,1,1,0,1,1,0
889,0,0,1,1,1,0,0,0,1,0,0,2,0,0,0,1,0,1,0,0,0
890,0,0,1,0,0,1,2,2,2,1,0,1,0,0,0,1,0,1,1,1,0
891,0,0,0,2,0,0,0,1,0,2,0,1,0,0,0,0,1,0,0,0,0
892,0,0,0,1,1,0,0,0,1,0,0,2,0,0,0,1,0,1,0,0,0
893,0,1,2,0,0,0,1,2,0,2,0,0,0,0,0,0,0,1,0,0,0
894,0,0,0,2,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0
895,0,0,1,2,0,0,1,1,0,1,0,1,1,0,0,1,0,1,0,0,0
896,0,0,0,0,2,1,1,1,0,1,0,1,1,0,0,1,2,0,0,0,0
897,0,0,1,0,1,0,1,1,0,1,0,1,0,0,0,0,1,1,0,0,0
898,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,0,2,2,0,0,0
899,0,2,2,1,0,1,0,0,0,1,0,0,1,0,0,1,1,1,1,1,0
900,0,1,1,1,0,1,0,2,1,1,0,0,2,0,0,1,0,1,2,0,0
901,0,0,1,2,1,1,2,1,0,1,0,1,1,0,1,1,0,0,0,0,0
902,0,1,0,1,0,0,0,1,1,1,0,0,1,0,0,0,2,1,0,0,0
903,0,1,0,1,0,0,0,1,0,1,0,2,2,0,0,0,0,0,0,0,0
904,0,1,1,0,1,0,0,0,0,1,0,1,1,0,0,1,1,1,0,0,0
905,0,0,2,2,0,0,0,0,0,0,0,1,1,0,0,0,2,1,0,2,0
906,0,0,1,1,0,1,0,0,0,0,0,0,2,0,0,1,0,1,1,1,0
907,0,0,1,0,2,2,0,0,1,1,1,1,0,0,0,2,0,0,1,1,0
908,0,0,1,1,0,1,0,1,1,0,0,0,1,0,0,0,1,1,0,1,0
909,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0
910,0,0,1,1,0,1,0,1,0,0,0,2,1,0,0,1,0,1,0,0,0
911,0,1,1,1,0,1,0,2,1,0,0,1,0,0,0,0,0,2,0,0,0
912,0,1,1,2,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0
913,0,1,1,1,0,1,1,0,0,1,0,1,1,0,0,1,0,2,1,0,0
914,0,1,1,2,0,1,0,0,0,1,0,2,0,0,0,2,0,1,1,1,0
915,0,1,0,2,1,0,0,0,0,2,0,0,1,0,1,0,0,0,1,1,0
916,0,0,2,0,0,1,1,1,0,0,0,2,1,0,0,1,0,1,1,1,0
917,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
918,0,1,0,1,1,1,1,1,0,0,0,1,0,0,0,1,1,1,0,0,0
919,0,0,1,1,0,0,0,1,0,2,0,2,0,0,0,1,0,2,0,0,0
920,0,0,0,1,0,1,2,0,0,0,0,1,1,0,0,1,0,1,0,0,0
921,0,0,1,1,0,1,1,1,0,2,0,0,0,0,0,1,0,1,0,0,0
922,0,1,2,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,1,1,0
923,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,2,0,0
924,0,0,2,1,0,1,0,1,0,1,0,1,1,0,0,1,0,1,1,1,0
925,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,2,0,0,0
926,0,0,2,0,0,0,1,1,1,0,0,0,0,0,1,1,0,1,1,1,0
927,0,0,1,1,0,0,0,1,1,2,0,1,0,0,0,0,0,0,0,0,0
928,0,0,0,2,1,1,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0
929,0,0,1,1,0,2,0,0,1,2,0,1,2,0,0,1,0,1,1,1,0
930,0,0,0,1,0,2,0,2,1,2,0,0,0,0,1,0,0,2,1,1,0
931,0,1,1,0,2,1,0,2,0,0,0,1,0,0,1,1,0,1,0,0,0
932,0,0,2,0,0,1,0,1,1,2,0,1,1,0,0,0,0,1,2,0,0
933,0,1,1,1,1,1,1,1,1,0,0,1,0,0,1,2,0,1,1,1,0
934,0,0,0,0,1,2,0,2,0,1,0,2,0,0,1,0,0,1,1,1,0
935,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0
936,0,0,0,0,0,1,2,0,1,1,0,2,2,0,0,0,1,0,0,0,0
937,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0
938,0,1,0,0,1,1,0,0,0,1,0,2,0,0,1,0,1,2,0,0,0
939,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,1,1,0
940,0,0,0,1,1,0,0,1,0,2,0,0,1,0,0,0,0,1,0,0,0
941,0,0,1,0,0,1,1,1,1,0,0,0,1,0,2,0,0,1,0,0,0
942,0,0,1,0,0,0,0,1,0,2,0,0,2,0,0,1,1,2,0,2,0
943,0,0,2,0,0,1,0,1,1,0,0,1,0,0,0,0,1,2,0,0,0
944,0,0,1,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0
945,0,2,2,2,1,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
946,0,0,1,1,0,0,0,2,0,1,0,1,1,0,0,2,0,2,1,1,0
