d3mIndex,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,foo
9455,110.0,100.0,100.0,100.0,114.0,77.0,76.0,77.0,97.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9456,110.0,100.0,100.0,100.0,92.0,85.0,122.0,71.0,94.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,77.0,3.0,5.0,0.0,0.0,0.0,0.0,22.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9457,110.0,100.0,100.0,100.0,142.0,77.0,76.0,71.0,94.0,0.0,0.0,0.0,0.0,0.0,51.0,46.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9458,110.0,100.0,100.0,100.0,69.0,140.0,76.0,71.0,94.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,20.0,66.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9459,110.0,100.0,100.0,100.0,75.0,95.0,76.0,71.0,94.0,0.0,0.0,0.0,2.0,1.0,0.0,4.0,16.0,48.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0
9460,110.0,100.0,100.0,100.0,22.0,121.0,76.0,103.0,124.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,25.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9461,110.0,100.0,100.0,100.0,113.0,94.0,76.0,71.0,94.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,44.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9462,110.0,100.0,100.0,100.0,103.0,104.0,92.0,71.0,94.0,0.0,0.0,0.0,0.0,56.0,7.0,0.0,0.0,23.0,30.0,0.0,0.0,0.0,8.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9463,110.0,100.0,100.0,100.0,74.0,77.0,76.0,71.0,94.0,0.0,0.0,0.0,0.0,0.0,44.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
9464,110.0,100.0,100.0,100.0,63.0,99.0,76.0,71.0,94.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,19.0,14.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
9465,110.0,100.0,100.0,100.0,65.0,77.0,78.0,71.0,94.0,0.0,0.0,0.0,0.0,14.0,35.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
9466,110.0,100.0,100.0,100.0,63.0,77.0,78.0,76.0,94.0,0.0,0.0,0.0,0.0,0.0,42.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
9467,110.0,100.0,100.0,100.0,37.0,92.0,112.0,71.0,94.0,0.0,0.0,0.0,0.0,3.0,4.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,19.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9468,110.0,100.0,100.0,100.0,62.0,78.0,77.0,71.0,94.0,0.0,0.0,0.0,0.0,2.0,31.0,18.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
9469,110.0,100.0,100.0,100.0,115.0,91.0,76.0,71.0,94.0,0.0,0.0,0.0,0.0,31.0,31.0,0.0,2.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9470,110.0,100.0,100.0,100.0,99.0,141.0,76.0,71.0,94.0,0.0,0.0,0.0,0.0,16.0,63.0,2.0,1.0,0.0,0.0,41.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9471,110.0,100.0,100.0,100.0,45.0,93.0,78.0,71.0,94.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,0.0,23.0,22.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0
9472,110.0,100.0,100.0,100.0,85.0,109.0,76.0,71.0,107.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,61.0,1.0,3.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9473,110.0,100.0,100.0,100.0,91.0,118.0,76.0,71.0,94.0,0.0,0.0,0.0,65.0,17.0,0.0,0.0,0.0,0.0,0.0,8.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9474,110.0,100.0,100.0,100.0,76.0,77.0,77.0,74.0,94.0,0.0,0.0,0.0,0.0,0.0,25.0,40.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
9475,110.0,100.0,100.0,100.0,117.0,77.0,78.0,73.0,95.0,0.0,0.0,0.0,47.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9476,110.0,100.0,100.0,100.0,53.0,84.0,135.0,71.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,23.0,0.0,0.0,0.0,0.0,0.0,8.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9477,110.0,100.0,100.0,100.0,79.0,83.0,76.0,71.0,95.0,0.0,0.0,0.0,0.0,0.0,25.0,38.0,2.0,1.0,8.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
9478,110.0,100.0,100.0,100.0,56.0,78.0,84.0,71.0,94.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,42.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
9479,110.0,100.0,100.0,100.0,90.0,77.0,76.0,77.0,104.0,0.0,0.0,0.0,40.0,40.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9480,110.0,100.0,100.0,100.0,53.0,107.0,76.0,90.0,139.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,3.0,0.0,60.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9481,110.0,100.0,100.0,100.0,95.0,77.0,78.0,73.0,94.0,0.0,0.0,0.0,4.0,20.0,2.0,0.0,60.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
9482,110.0,100.0,100.0,100.0,77.0,77.0,76.0,71.0,94.0,0.0,0.0,0.0,0.0,1.0,45.0,20.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
9483,110.0,100.0,100.0,100.0,80.0,105.0,77.0,73.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,62.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9484,110.0,100.0,100.0,100.0,114.0,89.0,76.0,71.0,94.0,0.0,0.0,0.0,0.0,65.0,6.0,3.0,1.0,39.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9485,110.0,100.0,100.0,100.0,15.0,85.0,169.0,86.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,30.0,23.0,36.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9486,110.0,100.0,100.0,100.0,47.0,104.0,120.0,121.0,94.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,10.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9487,110.0,100.0,100.0,100.0,104.0,115.0,98.0,71.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,57.0,52.0,0.0,0.0,0.0,18.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9488,110.0,100.0,100.0,100.0,76.0,77.0,76.0,82.0,94.0,0.0,0.0,0.0,2.0,3.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
9489,110.0,100.0,100.0,100.0,89.0,83.0,76.0,71.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,20.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
9490,110.0,100.0,100.0,100.0,97.0,83.0,76.0,71.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,69.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0
9491,110.0,100.0,100.0,100.0,122.0,100.0,76.0,81.0,113.0,0.0,0.0,0.0,0.0,24.0,55.0,0.0,0.0,29.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9492,110.0,100.0,100.0,100.0,53.0,86.0,77.0,71.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,35.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
9493,110.0,100.0,100.0,100.0,64.0,78.0,76.0,71.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
9494,110.0,100.0,100.0,100.0,62.0,114.0,103.0,99.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,20.0,1.0,43.0,0.0,0.0,0.0,0.0,0.0,4.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9495,110.0,100.0,100.0,100.0,92.0,77.0,76.0,71.0,94.0,0.0,0.0,0.0,0.0,2.0,3.0,71.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0
9496,110.0,100.0,100.0,100.0,89.0,96.0,125.0,71.0,94.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,73.0,6.0,0.0,0.0,0.0,0.0,15.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9497,110.0,100.0,100.0,100.0,18.0,118.0,97.0,71.0,94.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9498,110.0,100.0,100.0,100.0,52.0,105.0,76.0,71.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,37.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9499,110.0,100.0,100.0,100.0,81.0,77.0,77.0,71.0,94.0,0.0,0.0,0.0,6.0,5.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
9500,110.0,100.0,100.0,100.0,72.0,77.0,86.0,72.0,94.0,0.0,0.0,0.0,19.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
9501,110.0,100.0,100.0,100.0,63.0,78.0,76.0,71.0,94.0,0.0,0.0,0.0,1.0,2.0,0.0,5.0,42.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
9502,110.0,100.0,100.0,100.0,94.0,77.0,78.0,77.0,94.0,0.0,0.0,0.0,37.0,25.0,2.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9503,110.0,100.0,100.0,100.0,42.0,93.0,76.0,71.0,94.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,23.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0
9504,110.0,100.0,100.0,100.0,33.0,120.0,76.0,71.0,94.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,6.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9505,110.0,100.0,100.0,100.0,70.0,82.0,76.0,71.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,23.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
9506,110.0,100.0,100.0,100.0,25.0,80.0,145.0,71.0,94.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,7.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9507,110.0,100.0,100.0,100.0,44.0,142.0,76.0,71.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,34.0,26.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9508,110.0,100.0,100.0,100.0,61.0,90.0,76.0,71.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,10.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
9509,110.0,100.0,100.0,100.0,73.0,89.0,114.0,71.0,94.0,0.0,0.0,0.0,0.0,62.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,6.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9510,110.0,100.0,100.0,100.0,79.0,78.0,77.0,71.0,94.0,0.0,0.0,0.0,53.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0
9511,110.0,100.0,100.0,100.0,82.0,77.0,76.0,71.0,94.0,0.0,0.0,0.0,0.0,3.0,50.0,15.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0
9512,110.0,100.0,100.0,100.0,18.0,95.0,125.0,71.0,94.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9513,110.0,100.0,100.0,100.0,89.0,81.0,79.0,71.0,94.0,0.0,0.0,0.0,0.0,0.0,8.0,71.0,2.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0
9514,110.0,100.0,100.0,100.0,132.0,92.0,76.0,71.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,37.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9515,110.0,100.0,100.0,100.0,99.0,94.0,76.0,71.0,94.0,0.0,0.0,0.0,0.0,9.0,37.0,1.0,0.0,53.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
9516,110.0,100.0,100.0,100.0,114.0,77.0,92.0,80.0,94.0,0.0,0.0,0.0,0.0,5.0,54.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9517,110.0,100.0,100.0,100.0,74.0,77.0,76.0,71.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
9518,110.0,100.0,100.0,100.0,76.0,77.0,77.0,71.0,94.0,0.0,0.0,0.0,50.0,12.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0
9519,110.0,100.0,100.0,100.0,56.0,103.0,76.0,71.0,94.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,29.0,37.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9520,110.0,100.0,100.0,100.0,99.0,77.0,76.0,71.0,94.0,0.0,0.0,0.0,0.0,14.0,32.0,5.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9521,110.0,100.0,100.0,100.0,13.0,114.0,114.0,96.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,26.0,0.0,0.0,0.0,14.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9522,110.0,100.0,100.0,100.0,59.0,77.0,79.0,72.0,95.0,0.0,0.0,0.0,0.0,0.0,18.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
9523,110.0,100.0,100.0,100.0,137.0,84.0,76.0,71.0,94.0,0.0,0.0,0.0,50.0,32.0,18.0,28.0,2.0,0.0,0.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
